essay_id,prompt_id,organization_score,question1,question2,question3
966,1,4.0,low,low,low
967,1,4.0,low,low,low
968,1,6.0,medium,medium,medium
969,1,3.0,low,low,low
970,1,4.0,low,low,low
971,1,3.0,low,low,low
972,1,4.0,low,low,low
973,1,4.0,low,low,low
974,1,1.0,low,low,low
975,1,4.0,low,low,low
976,1,5.0,low,medium,low
977,1,3.0,low,low,low
978,1,4.0,low,low,low
979,1,5.0,low,low,low
980,1,5.0,low,low,low
981,1,5.0,low,low,low
982,1,5.0,medium,medium,medium
983,1,3.0,low,low,low
984,1,3.0,low,low,low
985,1,4.0,low,low,low
986,1,4.0,low,low,low
987,1,3.0,low,low,low
988,1,4.0,low,medium,medium
989,1,5.0,medium,medium,medium
990,1,5.0,low,low,low
991,1,4.0,low,low,low
992,1,3.0,low,low,low
993,1,4.0,low,low,low
994,1,4.0,low,low,low
995,1,2.0,low,low,low
996,1,4.0,low,low,low
997,1,4.0,low,low,low
998,1,5.0,low,low,low
999,1,5.0,medium,medium,medium
1000,1,6.0,low,low,low
1001,1,3.0,low,low,low
1002,1,3.0,low,low,low
1003,1,4.0,low,low,low
1004,1,3.0,low,low,low
1005,1,4.0,low,low,low
1006,1,4.0,low,low,medium
1007,1,5.0,low,low,low
1008,1,4.0,low,low,low
1009,1,3.0,low,low,low
1010,1,4.0,low,low,low
1011,1,4.0,low,low,low
1012,1,4.0,low,low,low
1013,1,3.0,low,low,low
1014,1,3.0,low,low,low
1015,1,4.0,low,low,low
1016,1,4.0,low,low,low
1017,1,3.0,medium,medium,medium
1018,1,4.0,low,low,low
1019,1,4.0,low,low,medium
1020,1,5.0,medium,medium,medium
1021,1,4.0,low,low,low
1022,1,6.0,medium,medium,medium
1023,1,3.0,low,low,low
1024,1,3.0,low,low,low
1025,1,5.0,low,low,low
1026,1,4.0,low,low,low
1027,1,4.0,low,low,low
1028,1,6.0,low,low,medium
1029,1,4.0,low,low,low
1030,1,3.0,low,low,low
1031,1,5.0,medium,medium,medium
1032,1,3.0,low,low,low
1033,1,5.0,medium,medium,medium
1034,1,3.0,low,low,low
1035,1,5.0,medium,medium,medium
1036,1,4.0,low,low,low
1037,1,3.0,low,low,low
1038,1,5.0,low,low,low
1039,1,4.0,low,low,low
1040,1,3.0,low,low,low
1041,1,2.0,low,low,low
1042,1,5.0,medium,medium,medium
1043,1,5.0,medium,low,medium
1044,1,2.0,low,low,low
1045,1,4.0,low,low,low
1046,1,4.0,low,low,low
1047,1,4.0,low,low,low
1048,1,4.0,low,low,low
1049,1,5.0,medium,medium,medium
1050,1,4.0,low,low,low
1051,1,4.0,low,low,low
1052,1,5.0,medium,medium,medium
1053,1,4.0,low,low,medium
1054,1,3.0,low,low,low
1055,1,3.0,low,low,low
1056,1,2.0,low,low,low
1057,1,5.0,low,low,low
1058,1,5.0,medium,medium,medium
1059,1,5.0,low,low,low
1060,1,4.0,low,low,low
1061,1,3.0,low,low,low
1062,1,4.0,low,low,low
1063,1,4.0,medium,medium,medium
1064,1,3.0,low,low,low
1065,1,4.0,low,low,low
1066,1,5.0,low,medium,medium
1067,1,4.0,low,low,low
1068,1,4.0,low,low,low
1069,1,5.0,low,low,low
1070,1,3.0,low,low,low
1071,1,3.0,medium,medium,medium
1072,1,3.0,low,low,low
1073,1,4.0,low,low,low
1074,1,3.0,low,low,low
1075,1,3.0,low,medium,medium
1076,1,6.0,medium,medium,medium
1077,1,3.0,low,low,low
1078,1,5.0,low,low,medium
1079,1,3.0,low,low,low
1080,1,4.0,low,low,low
1081,1,3.0,low,low,low
1082,1,3.0,low,low,low
1083,1,2.0,low,low,low
1084,1,4.0,low,low,medium
1085,1,4.0,low,low,low
1086,1,4.0,low,low,low
1087,1,4.0,low,low,low
1088,1,4.0,low,medium,medium
1089,1,3.0,low,low,low
1090,1,4.0,low,low,low
1091,1,4.0,low,low,low
1092,1,4.0,medium,low,low
1093,1,5.0,low,low,low
1094,1,4.0,low,low,low
1095,1,3.0,low,low,low
1096,1,2.0,low,low,low
1097,1,4.0,low,low,low
1098,1,4.0,low,low,low
1099,1,4.0,low,low,low
1100,1,3.0,low,low,low
1101,1,3.0,low,low,low
1102,1,4.0,low,low,low
1103,1,2.0,low,low,low
1104,1,4.0,low,low,low
1105,1,4.0,low,low,low
1106,1,4.0,medium,medium,medium
1107,1,1.0,low,low,low
1108,1,4.0,low,low,low
1109,1,4.0,low,low,low
1110,1,3.0,low,low,low
1111,1,4.0,medium,low,low
1112,1,4.0,low,low,low
1113,1,5.0,medium,medium,medium
1114,1,4.0,low,low,low
1115,1,4.0,low,low,low
1116,1,4.0,low,low,low
1117,1,3.0,low,low,low
1118,1,3.0,low,low,low
1119,1,4.0,low,low,low
1120,1,3.0,low,low,low
1121,1,1.0,low,low,low
1122,1,5.0,medium,low,medium
1123,1,3.0,low,low,low
1124,1,4.0,medium,medium,medium
1125,1,3.0,low,low,low
1126,1,4.0,low,low,low
1127,1,4.0,low,low,low
1128,1,3.0,low,low,low
1129,1,5.0,low,low,low
1130,1,2.0,low,low,low
1132,1,4.0,low,low,low
1133,1,5.0,low,low,low
1134,1,3.0,low,low,low
1135,1,5.0,medium,medium,medium
1136,1,4.0,low,medium,medium
1137,1,4.0,low,low,low
1138,1,4.0,low,low,low
1139,1,4.0,low,low,low
1140,1,5.0,low,medium,medium
1141,1,3.0,low,low,low
1142,1,3.0,low,low,low
1143,1,4.0,low,low,medium
1144,1,5.0,low,low,low
1145,1,5.0,low,low,low
1146,1,4.0,low,low,low
1147,1,5.0,low,low,low
1148,1,4.0,low,low,low
1149,1,6.0,low,low,low
1150,1,5.0,medium,medium,medium
1151,1,4.0,low,low,low
1152,1,5.0,low,low,low
1153,1,5.0,medium,medium,medium
1154,1,3.0,low,low,low
1155,1,5.0,low,low,medium
1156,1,4.0,low,low,low
1157,1,3.0,low,low,low
1158,1,5.0,low,low,medium
1159,1,5.0,low,low,low
1160,1,4.0,low,low,low
1161,1,4.0,low,low,low
1162,1,4.0,low,medium,medium
1163,1,4.0,low,low,medium
1164,1,4.0,low,low,low
1165,1,3.0,low,low,low
1166,1,3.0,low,low,low
1167,1,4.0,low,low,low
1168,1,5.0,low,low,low
1169,1,4.0,low,low,low
1170,1,6.0,low,low,low
1171,1,5.0,low,medium,low
1172,1,4.0,low,low,low
1173,1,5.0,low,low,low
1174,1,4.0,low,low,low
1175,1,5.0,low,low,low
1176,1,4.0,low,low,low
1177,1,3.0,low,low,low
1178,1,4.0,low,low,low
1179,1,3.0,low,low,low
1180,1,5.0,low,low,low
1181,1,4.0,low,low,medium
1182,1,4.0,low,medium,medium
1183,1,3.0,low,low,low
1184,1,5.0,low,low,low
1185,1,3.0,low,low,low
1186,1,5.0,low,low,low
1187,1,4.0,low,low,low
1188,1,3.0,medium,medium,medium
1189,1,3.0,low,low,low
1190,1,4.0,low,low,low
1191,1,5.0,low,low,low
1192,1,4.0,low,medium,medium
1193,1,4.0,low,low,low
1194,1,4.0,low,low,low
1195,1,5.0,low,medium,medium
1196,1,3.0,low,low,low
1197,1,3.0,low,low,low
1198,1,2.0,low,low,low
1199,1,5.0,low,low,low
1200,1,5.0,low,low,low
1201,1,6.0,medium,medium,medium
1202,1,3.0,low,low,low
1203,1,4.0,low,low,low
1204,1,5.0,low,low,low
1205,1,4.0,low,low,low
1206,1,4.0,low,low,low
1207,1,5.0,low,low,low
1208,1,2.0,low,low,low
1209,1,4.0,low,low,low
1210,1,3.0,low,low,low
1211,1,4.0,low,medium,medium
1212,1,5.0,low,low,low
1213,1,4.0,low,low,low
1214,1,5.0,medium,medium,medium
1215,1,3.0,low,low,low
1216,1,4.0,medium,medium,medium
1217,1,1.0,low,low,low
1218,1,5.0,low,low,low
1219,1,3.0,low,low,low
1220,1,5.0,low,low,low
1221,1,5.0,low,low,low
1222,1,2.0,low,low,low
1223,1,4.0,low,low,low
1224,1,5.0,low,low,low
1225,1,4.0,medium,medium,medium
1226,1,5.0,low,medium,medium
1227,1,3.0,low,low,low
1228,1,4.0,low,low,low
1229,1,5.0,low,low,medium
1230,1,4.0,low,low,low
1231,1,2.0,low,low,low
1232,1,4.0,low,low,low
1233,1,5.0,low,low,low
1234,1,4.0,low,low,low
1236,1,5.0,medium,medium,medium
1237,1,4.0,medium,medium,medium
1238,1,4.0,low,low,low
1239,1,4.0,low,low,low
1240,1,4.0,medium,medium,medium
1241,1,3.0,low,low,low
1242,1,3.0,low,low,low
1243,1,3.0,low,low,medium
1244,1,4.0,low,low,low
1245,1,4.0,low,low,low
1246,1,3.0,low,low,low
1247,1,3.0,low,low,low
1248,1,4.0,low,low,low
1249,1,4.0,low,low,low
1250,1,5.0,low,low,low
1251,1,3.0,low,low,low
1252,1,4.0,low,low,low
1253,1,1.0,low,low,low
1254,1,3.0,low,low,low
1255,1,4.0,medium,medium,medium
1256,1,4.0,low,low,low
1257,1,4.0,low,low,low
1258,1,5.0,medium,medium,medium
1259,1,4.0,low,low,low
1260,1,4.0,low,low,low
1261,1,5.0,low,low,low
1262,1,3.0,low,low,low
1263,1,3.0,low,low,low
1264,1,4.0,medium,medium,medium
1265,1,4.0,low,low,low
1266,1,3.0,low,low,low
1267,1,4.0,medium,low,medium
1268,1,3.0,low,low,low
1269,1,4.0,low,low,low
1270,1,5.0,low,low,low
1271,1,3.0,low,low,low
1272,1,3.0,low,low,low
1273,1,4.0,low,low,low
1274,1,2.0,low,low,low
1275,1,3.0,low,low,low
1276,1,3.0,low,low,low
1277,1,4.0,low,low,low
1278,1,3.0,low,low,low
1279,1,4.0,low,low,low
1280,1,4.0,low,low,low
1281,1,3.0,low,low,low
1282,1,4.0,low,low,low
1283,1,5.0,medium,medium,medium
1284,1,4.0,low,low,low
1285,1,3.0,low,low,low
1286,1,3.0,low,low,low
1287,1,5.0,medium,medium,medium
1288,1,6.0,medium,medium,medium
1289,1,2.0,low,low,low
1290,1,4.0,low,low,medium
1291,1,3.0,low,low,low
1292,1,4.0,low,low,low
1293,1,3.0,low,low,low
1294,1,4.0,low,low,low
1295,1,1.0,low,low,low
1296,1,3.0,low,low,low
1297,1,4.0,low,low,low
1298,1,4.0,low,low,low
1299,1,6.0,low,low,low
1300,1,3.0,low,low,low
1301,1,4.0,low,low,low
1302,1,5.0,low,low,low
1303,1,3.0,low,low,low
1304,1,5.0,low,low,low
1305,1,4.0,low,low,low
1306,1,5.0,medium,medium,medium
1307,1,4.0,low,low,low
1308,1,4.0,medium,medium,medium
1309,1,5.0,low,low,low
1310,1,3.0,low,low,medium
1311,1,4.0,low,low,low
1312,1,3.0,low,low,low
1313,1,4.0,low,low,low
1314,1,4.0,low,low,low
1315,1,4.0,low,low,low
1316,1,3.0,low,low,low
1317,1,4.0,low,low,low
1318,1,4.0,low,low,low
1319,1,4.0,low,low,medium
1320,1,4.0,medium,medium,medium
1321,1,5.0,low,low,medium
1322,1,3.0,low,low,low
1323,1,3.0,low,low,low
1324,1,4.0,medium,medium,medium
1325,1,4.0,low,low,low
1326,1,3.0,low,low,low
1327,1,5.0,medium,medium,medium
1328,1,4.0,low,low,low
1329,1,4.0,low,low,low
1330,1,4.0,low,low,low
1331,1,4.0,medium,medium,medium
1332,1,4.0,low,low,medium
1333,1,3.0,low,low,low
1334,1,3.0,low,low,low
1335,1,3.0,low,low,low
1336,1,4.0,low,low,low
1337,1,3.0,low,low,low
1338,1,5.0,low,medium,medium
1339,1,4.0,low,low,low
1340,1,5.0,medium,medium,medium
1341,1,5.0,medium,medium,medium
1342,1,3.0,low,low,low
1343,1,4.0,low,low,low
1344,1,4.0,medium,medium,medium
1345,1,4.0,low,medium,medium
1346,1,4.0,medium,medium,medium
1347,1,3.0,low,low,low
1348,1,3.0,low,low,low
1349,1,4.0,low,low,low
1350,1,5.0,medium,medium,medium
1351,1,4.0,low,low,low
1352,1,4.0,low,low,medium
1353,1,5.0,low,low,low
1354,1,4.0,low,low,low
1355,1,3.0,low,low,low
1356,1,3.0,low,low,low
1357,1,5.0,low,low,low
1358,1,5.0,low,low,medium
1359,1,4.0,low,low,low
1360,1,5.0,low,low,low
1361,1,5.0,medium,medium,medium
1362,1,5.0,low,low,low
1363,1,5.0,low,low,low
1364,1,4.0,low,low,low
1365,1,4.0,low,low,low
1366,1,5.0,medium,medium,medium
1367,1,2.0,low,low,low
1368,1,2.0,low,low,low
1369,1,3.0,low,low,low
1370,1,4.0,low,low,low
1371,1,5.0,low,low,low
1372,1,3.0,low,low,low
1373,1,3.0,low,low,medium
1374,1,4.0,low,low,low
1375,1,4.0,low,low,low
1376,1,3.0,low,low,low
1377,1,3.0,low,low,low
1378,1,5.0,low,low,low
1379,1,5.0,low,low,low
1380,1,6.0,medium,medium,medium
1381,1,4.0,low,low,low
1382,1,4.0,low,low,medium
1383,1,3.0,low,low,low
1384,1,5.0,low,low,low
1385,1,5.0,low,medium,medium
1386,1,3.0,low,low,low
1387,1,3.0,low,low,low
1388,1,4.0,medium,medium,medium
1389,1,3.0,low,low,low
1390,1,3.0,low,low,low
1391,1,4.0,low,medium,medium
1392,1,3.0,low,low,low
1393,1,4.0,low,low,low
1394,1,3.0,low,low,low
1395,1,3.0,low,low,low
1396,1,3.0,low,low,low
1397,1,2.0,low,low,low
1398,1,3.0,low,low,low
1399,1,4.0,low,low,medium
1400,1,4.0,low,low,low
1401,1,4.0,medium,medium,medium
1402,1,3.0,low,low,low
1403,1,4.0,low,low,low
1404,1,5.0,medium,medium,medium
1405,1,4.0,low,low,low
1406,1,3.0,low,low,low
1407,1,4.0,low,low,low
1408,1,5.0,low,medium,medium
1409,1,5.0,low,low,low
1410,1,3.0,low,low,low
1411,1,5.0,low,low,low
1412,1,5.0,low,low,low
1413,1,4.0,medium,medium,medium
1414,1,3.0,low,low,low
1415,1,5.0,medium,medium,medium
1416,1,3.0,low,low,low
1417,1,5.0,low,low,low
1418,1,3.0,low,low,low
1419,1,4.0,low,low,medium
1420,1,5.0,low,medium,medium
1421,1,2.0,low,low,low
1422,1,3.0,low,low,low
1423,1,3.0,medium,medium,medium
1424,1,5.0,low,medium,medium
1425,1,4.0,low,low,low
1426,1,4.0,low,low,low
1427,1,6.0,medium,medium,medium
1428,1,3.0,low,low,low
1429,1,4.0,low,low,low
1430,1,4.0,medium,medium,medium
1431,1,3.0,low,low,low
1432,1,3.0,low,low,low
1433,1,4.0,low,low,low
1434,1,4.0,low,low,low
1435,1,6.0,low,low,low
1436,1,4.0,low,low,low
1437,1,3.0,low,low,low
1438,1,3.0,low,medium,medium
1439,1,4.0,low,low,low
1440,1,5.0,low,low,low
1441,1,3.0,low,low,low
1442,1,2.0,low,low,low
1443,1,6.0,low,low,low
1444,1,5.0,medium,medium,medium
1445,1,3.0,low,low,low
1446,1,5.0,low,low,low
1447,1,6.0,low,low,low
1448,1,3.0,low,low,low
1449,1,4.0,medium,medium,medium
1450,1,4.0,low,low,low
1451,1,6.0,medium,medium,medium
1452,1,5.0,low,low,low
1453,1,4.0,low,medium,medium
1454,1,6.0,medium,medium,medium
1455,1,5.0,medium,medium,medium
1456,1,4.0,low,low,low
1457,1,3.0,low,low,low
1458,1,3.0,low,low,low
1459,1,3.0,low,low,low
1460,1,5.0,low,low,low
1461,1,2.0,low,low,low
1462,1,2.0,low,low,low
1463,1,3.0,low,low,low
1464,1,4.0,low,low,low
1465,1,4.0,low,low,low
1466,1,3.0,low,low,low
1467,1,4.0,low,low,low
1468,1,3.0,low,low,low
1469,1,4.0,low,low,low
1470,1,5.0,low,low,low
1471,1,4.0,low,low,low
1472,1,4.0,low,low,low
1473,1,3.0,low,low,low
1474,1,2.0,low,low,low
1475,1,3.0,low,medium,medium
1476,1,3.0,low,low,low
1477,1,2.0,low,low,low
1478,1,4.0,medium,medium,medium
1479,1,2.0,low,low,low
1480,1,4.0,low,low,low
1481,1,3.0,low,low,low
1482,1,2.0,low,low,low
1483,1,2.0,low,low,low
1484,1,4.0,low,low,low
1485,1,4.0,low,low,low
1486,1,3.0,low,low,low
1487,1,3.0,low,low,low
1488,1,3.0,medium,medium,medium
1489,1,3.0,low,low,low
1490,1,3.0,low,low,low
1491,1,5.0,low,low,low
1492,1,3.0,low,low,low
1493,1,5.0,medium,medium,medium
1494,1,5.0,medium,medium,medium
1495,1,4.0,medium,medium,medium
1496,1,2.0,low,low,low
1497,1,3.0,low,low,low
1498,1,3.0,low,low,low
1499,1,4.0,medium,medium,medium
1500,1,5.0,medium,medium,medium
1501,1,3.0,low,low,low
1502,1,3.0,low,low,low
1503,1,3.0,low,low,low
1504,1,3.0,low,low,low
1505,1,4.0,low,medium,medium
1506,1,3.0,low,low,low
1507,1,3.0,low,low,low
1508,1,3.0,low,low,low
1509,1,3.0,low,low,low
1510,1,5.0,medium,medium,medium
1511,1,3.0,low,low,low
1512,1,3.0,low,low,low
1513,1,2.0,low,low,low
1514,1,4.0,low,medium,medium
1515,1,5.0,low,low,low
1516,1,5.0,low,low,low
1517,1,4.0,low,low,low
1518,1,4.0,low,low,low
1519,1,3.0,low,low,low
1520,1,3.0,low,low,low
1521,1,3.0,low,low,low
1522,1,4.0,low,medium,medium
1523,1,3.0,low,low,low
1524,1,2.0,low,low,low
1525,1,3.0,low,low,low
1526,1,5.0,low,low,medium
1527,1,4.0,low,low,low
1528,1,3.0,low,low,low
1529,1,4.0,low,low,low
1530,1,3.0,low,low,low
1531,1,3.0,low,low,low
1532,1,3.0,low,low,low
1533,1,3.0,low,low,low
1534,1,3.0,low,low,low
1535,1,3.0,low,low,low
1536,1,1.0,low,low,low
1537,1,3.0,low,low,low
1538,1,4.0,low,low,low
1539,1,3.0,low,low,low
1540,1,3.0,low,low,low
1541,1,3.0,low,low,low
1542,1,4.0,low,low,low
1543,1,3.0,low,low,low
1544,1,4.0,low,low,low
1545,1,3.0,low,low,low
1546,1,5.0,medium,medium,medium
1547,1,3.0,low,low,low
1548,1,3.0,low,low,low
1549,1,3.0,low,low,low
1550,1,5.0,low,low,low
1551,1,6.0,low,low,medium
1552,1,2.0,low,low,low
1553,1,4.0,low,low,low
1554,1,3.0,low,low,low
1555,1,1.0,low,low,low
1556,1,3.0,low,low,low
1557,1,3.0,low,low,low
1558,1,4.0,low,low,low
1559,1,2.0,low,low,low
1560,1,3.0,low,low,low
1561,1,5.0,low,low,low
1562,1,1.0,low,low,low
1563,1,2.0,low,low,low
1564,1,3.0,low,low,low
1565,1,3.0,low,low,low
1566,1,4.0,low,low,low
1567,1,4.0,low,low,low
1568,1,3.0,low,low,low
1569,1,1.0,low,low,low
1570,1,4.0,low,low,low
1571,1,3.0,low,low,low
1572,1,4.0,low,low,low
1573,1,5.0,low,low,low
1574,1,4.0,low,low,low
1575,1,4.0,low,low,low
1576,1,3.0,low,low,low
1577,1,3.0,low,low,low
1578,1,3.0,low,low,low
1579,1,4.0,low,low,low
1580,1,3.0,low,medium,medium
1581,1,5.0,low,low,low
1582,1,4.0,low,low,low
1583,1,4.0,low,low,low
1584,1,3.0,low,low,low
1585,1,5.0,medium,medium,medium
1586,1,3.0,low,low,low
1587,1,5.0,medium,medium,medium
1588,1,5.0,low,low,low
1589,1,4.0,low,low,low
1590,1,4.0,low,low,low
1591,1,5.0,low,low,low
1592,1,1.0,low,low,low
1593,1,4.0,low,low,low
1594,1,3.0,low,low,low
1595,1,5.0,low,medium,medium
1596,1,4.0,low,low,low
1597,1,5.0,low,low,medium
1598,1,4.0,low,low,low
1599,1,4.0,low,low,low
1600,1,3.0,low,low,low
1601,1,4.0,low,low,low
1602,1,5.0,low,low,medium
1603,1,3.0,low,low,low
1604,1,3.0,low,low,low
1605,1,3.0,low,low,medium
1606,1,3.0,low,low,low
1607,1,4.0,low,low,low
1608,1,3.0,low,low,low
1609,1,3.0,low,low,low
1610,1,4.0,low,low,low
1611,1,3.0,low,low,low
1612,1,4.0,low,low,low
1613,1,4.0,low,low,low
1614,1,3.0,low,low,low
1615,1,3.0,low,low,low
1616,1,6.0,medium,medium,medium
1617,1,5.0,low,low,low
1618,1,3.0,low,low,low
1619,1,3.0,low,medium,low
1620,1,5.0,low,low,low
1621,1,5.0,low,low,low
1622,1,5.0,low,low,low
1623,1,4.0,low,low,low
1624,1,4.0,low,low,low
1625,1,5.0,low,low,medium
1626,1,5.0,medium,medium,medium
1627,1,3.0,low,low,low
1628,1,5.0,medium,medium,medium
1629,1,5.0,medium,medium,medium
1630,1,5.0,low,low,low
1631,1,4.0,low,low,low
1632,1,3.0,low,low,low
1633,1,4.0,low,low,low
1634,1,4.0,low,low,low
1635,1,4.0,low,low,low
1636,1,5.0,low,low,low
1637,1,4.0,low,low,low
1638,1,4.0,low,low,low
1639,1,4.0,medium,medium,medium
1640,1,3.0,low,low,low
1641,1,3.0,low,low,low
1642,1,4.0,low,low,low
1643,1,4.0,low,low,low
1644,1,5.0,low,medium,medium
1645,1,5.0,low,medium,medium
1646,1,3.0,low,low,low
1647,1,2.0,low,low,low
1648,1,6.0,medium,medium,medium
1649,1,5.0,low,low,low
1650,1,5.0,low,low,low
1651,1,5.0,low,low,low
1652,1,5.0,low,low,low
1653,1,4.0,low,low,low
1654,1,5.0,low,low,low
1655,1,3.0,low,low,low
1656,1,3.0,low,low,low
1657,1,3.0,low,low,low
1658,1,4.0,low,low,low
1659,1,5.0,medium,medium,medium
1660,1,3.0,low,low,low
1661,1,4.0,low,low,low
1662,1,3.0,low,low,low
1663,1,3.0,low,low,low
1664,1,3.0,low,medium,low
1665,1,5.0,medium,medium,medium
1666,1,5.0,low,low,low
1667,1,4.0,low,low,low
1668,1,4.0,medium,medium,medium
1669,1,5.0,low,medium,medium
1670,1,3.0,low,low,low
1671,1,5.0,low,low,medium
1672,1,4.0,low,low,low
1673,1,2.0,low,low,low
1674,1,5.0,low,low,low
1675,1,5.0,low,low,low
1676,1,3.0,low,low,low
1677,1,4.0,low,low,low
1678,1,3.0,low,low,low
1679,1,3.0,low,low,low
1680,1,3.0,low,low,low
1681,1,2.0,low,low,low
1682,1,5.0,medium,medium,medium
1683,1,3.0,low,low,low
1684,1,3.0,low,low,low
1685,1,4.0,low,low,low
1686,1,1.0,low,low,low
1687,1,5.0,medium,medium,medium
1688,1,4.0,low,low,low
1689,1,2.0,low,low,low
1690,1,3.0,low,low,low
1691,1,4.0,low,low,low
1692,1,4.0,low,low,low
1693,1,4.0,low,low,low
1694,1,5.0,low,low,low
1695,1,5.0,low,low,low
1696,1,5.0,medium,medium,medium
1697,1,3.0,low,low,low
1698,1,4.0,low,low,low
1699,1,4.0,low,low,medium
1700,1,3.0,low,low,low
1701,1,3.0,low,low,low
1702,1,3.0,low,low,low
1703,1,5.0,medium,medium,medium
1704,1,5.0,low,low,low
1705,1,5.0,low,low,low
1706,1,4.0,low,low,medium
1707,1,3.0,low,low,low
1708,1,2.0,low,low,low
1709,1,3.0,low,low,low
1710,1,5.0,low,medium,medium
1711,1,2.0,low,low,low
1712,1,5.0,low,low,low
1713,1,4.0,low,low,low
1714,1,2.0,low,low,low
1715,1,5.0,low,low,low
1716,1,3.0,low,low,low
1717,1,4.0,low,low,low
1718,1,4.0,low,low,low
1719,1,5.0,low,low,low
1720,1,5.0,medium,medium,medium
1721,1,4.0,low,low,low
1722,1,3.0,medium,medium,medium
1723,1,3.0,low,low,low
1724,1,5.0,low,low,low
1725,1,4.0,low,low,medium
1726,1,4.0,low,low,low
1727,1,4.0,low,low,low
1728,1,4.0,medium,medium,medium
1729,1,3.0,medium,medium,medium
1730,1,4.0,low,low,low
1731,1,3.0,low,low,low
1732,1,3.0,low,medium,low
1733,1,4.0,low,low,low
1734,1,4.0,low,low,low
1735,1,3.0,low,low,low
1736,1,5.0,low,low,low
1737,1,3.0,low,low,low
1738,1,3.0,low,low,low
1739,1,5.0,low,low,low
1740,1,4.0,medium,medium,medium
1741,1,3.0,low,low,low
1742,1,4.0,low,low,low
1743,1,6.0,medium,medium,medium
1744,1,4.0,low,low,low
1745,1,4.0,low,low,medium
1746,1,4.0,low,low,low
1747,1,3.0,low,low,low
1748,1,4.0,low,medium,medium
1749,1,2.0,low,low,low
1750,1,5.0,low,medium,medium
1751,1,5.0,low,low,low
1752,1,3.0,low,low,low
1753,1,5.0,low,low,low
1754,1,5.0,low,low,low
1755,1,5.0,low,low,low
1756,1,4.0,low,low,low
1757,1,3.0,low,low,low
1758,1,5.0,low,low,low
1759,1,6.0,low,low,low
1760,1,5.0,low,low,low
1761,1,3.0,low,low,low
1762,1,3.0,low,low,low
1763,1,6.0,low,low,low
1764,1,5.0,medium,medium,medium
1765,1,2.0,low,low,low
1766,1,4.0,low,low,low
1767,1,5.0,low,low,low
1768,1,4.0,low,low,low
1769,1,6.0,low,medium,medium
1770,1,5.0,medium,medium,medium
1771,1,3.0,low,low,low
1772,1,4.0,low,low,low
1773,1,5.0,low,low,medium
1774,1,6.0,low,medium,medium
1775,1,3.0,low,medium,medium
1776,1,3.0,low,low,low
1777,1,4.0,medium,medium,medium
1778,1,1.0,low,low,low
1779,1,4.0,low,low,low
1780,1,5.0,low,low,low
1781,1,4.0,low,low,low
1782,1,4.0,low,low,low
1783,1,4.0,low,low,low
1784,1,3.0,low,low,low
1785,1,3.0,low,low,low
1786,1,1.0,low,low,low
1787,1,2.0,low,low,low
2978,2,3.0,low,low,low
2979,2,1.0,low,low,low
2980,2,1.0,low,low,low
2981,2,3.0,medium,medium,medium
2982,2,4.0,low,low,low
2983,2,4.0,low,low,low
2984,2,4.0,medium,medium,medium
2985,2,2.0,low,low,low
2986,2,5.0,medium,medium,medium
2987,2,5.0,medium,medium,medium
2988,2,3.0,low,low,low
2989,2,4.0,low,low,low
2990,2,5.0,medium,medium,medium
2991,2,3.0,low,low,low
2992,2,2.0,low,low,low
2993,2,2.0,low,low,low
2994,2,3.0,low,low,low
2995,2,2.0,low,low,low
2996,2,1.0,low,low,low
2997,2,4.0,low,low,low
2998,2,2.0,low,low,low
2999,2,2.0,low,low,low
3000,2,4.0,low,low,low
3001,2,3.0,low,low,low
3002,2,3.0,low,low,low
3003,2,2.0,low,low,low
3004,2,3.0,low,low,low
3005,2,1.0,low,low,low
3006,2,4.0,low,low,low
3007,2,3.0,low,low,low
3008,2,5.0,medium,medium,medium
3009,2,4.0,low,low,low
3010,2,2.0,low,low,low
3011,2,3.0,low,low,low
3012,2,2.0,low,low,medium
3013,2,5.0,low,low,low
3014,2,5.0,low,low,low
3015,2,4.0,medium,medium,medium
3016,2,4.0,medium,medium,medium
3017,2,4.0,low,low,medium
3018,2,4.0,low,low,medium
3019,2,3.0,low,low,low
3020,2,4.0,low,low,low
3021,2,3.0,low,low,low
3022,2,4.0,low,medium,medium
3023,2,4.0,low,low,low
3024,2,3.0,low,low,low
3025,2,2.0,medium,medium,medium
3026,2,3.0,low,low,low
3027,2,3.0,low,low,low
3028,2,5.0,low,medium,medium
3029,2,2.0,low,low,low
3030,2,5.0,low,low,low
3031,2,4.0,low,low,low
3032,2,5.0,low,low,low
3033,2,4.0,low,low,low
3034,2,6.0,medium,medium,medium
3035,2,3.0,low,low,low
3036,2,4.0,low,low,low
3037,2,5.0,medium,medium,medium
3038,2,1.0,low,low,low
3039,2,2.0,low,low,low
3040,2,4.0,medium,medium,medium
3041,2,4.0,low,low,low
3042,2,3.0,low,low,low
3043,2,2.0,low,low,low
3044,2,2.0,medium,medium,medium
3045,2,3.0,medium,medium,medium
3046,2,2.0,low,low,low
3047,2,2.0,low,low,low
3048,2,3.0,low,low,low
3049,2,4.0,low,low,low
3050,2,2.0,low,low,low
3051,2,3.0,medium,medium,medium
3052,2,5.0,low,low,low
3053,2,4.0,low,low,low
3054,2,2.0,low,low,low
3055,2,2.0,low,low,low
3056,2,3.0,medium,medium,medium
3057,2,1.0,low,low,low
3058,2,3.0,low,low,low
3059,2,4.0,medium,medium,medium
