essay_id,prompt_id,content_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
4064,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4065,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4066,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4067,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4068,2,3.0,medium,medium,medium,medium,medium,low,medium,medium,low,low
4069,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
4070,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4071,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4072,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4073,2,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4074,2,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4075,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4076,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4077,2,2.0,medium,medium,medium,medium,medium,low,low,low,low,low
4078,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4079,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4080,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4081,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4082,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4083,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4084,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4085,2,3.0,medium,medium,medium,medium,medium,low,low,low,medium,low
4086,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4087,2,3.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4088,2,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4089,2,4.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4090,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4091,2,2.0,medium,medium,medium,medium,low,low,medium,low,medium,medium
4092,2,3.0,low,medium,low,medium,medium,low,medium,medium,medium,low
4093,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4094,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4095,2,5.0,medium,medium,medium,medium,medium,medium,low,medium,medium,low
4096,2,2.0,low,medium,low,medium,medium,low,low,medium,low,low
4097,2,1.0,medium,low,low,medium,low,low,low,low,low,low
4098,2,2.0,medium,medium,low,medium,low,low,low,low,medium,low
4099,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4100,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4101,2,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4102,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4103,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4104,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4105,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4106,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4107,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4108,2,6.0,medium,medium,medium,high,medium,medium,high,medium,medium,medium
4109,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
4110,2,4.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4111,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4112,2,1.0,low,low,low,low,low,low,low,low,low,low
4113,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4114,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4115,2,1.0,medium,medium,low,medium,low,low,low,low,low,low
4116,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4117,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4118,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4119,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4120,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4121,2,3.0,medium,medium,medium,medium,medium,low,medium,medium,low,low
4122,2,2.0,medium,medium,low,medium,low,low,low,low,low,low
4123,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4124,2,1.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4125,2,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4126,2,5.0,medium,medium,medium,high,medium,medium,high,high,medium,medium
4127,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4128,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4129,2,5.0,low,medium,low,low,low,low,low,low,low,low
4130,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
4131,2,2.0,low,medium,medium,medium,medium,low,low,medium,low,low
4132,2,2.0,medium,medium,low,medium,medium,low,medium,low,medium,low
4133,2,5.0,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4134,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4135,2,1.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4136,2,3.0,low,medium,low,medium,low,low,low,low,low,low
4137,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4138,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4139,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
4140,2,1.0,low,low,low,low,low,low,low,low,low,low
4141,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4142,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4143,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4144,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4145,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4146,2,2.0,medium,low,medium,medium,medium,low,low,low,medium,low
4147,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4148,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4149,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4150,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4151,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4152,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4153,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4154,2,4.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
4155,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4156,2,3.0,medium,medium,medium,medium,medium,low,low,medium,low,low
4157,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4158,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4159,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4160,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
4161,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4162,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4163,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4164,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4165,2,4.0,medium,medium,medium,high,medium,medium,high,high,medium,medium
4166,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4167,2,2.0,medium,medium,low,medium,medium,low,low,low,low,low
4168,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4169,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4170,2,1.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4171,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4172,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4173,2,2.0,medium,medium,low,medium,low,low,low,low,low,low
4174,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4175,2,3.0,medium,medium,low,medium,medium,low,medium,medium,low,low
4176,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
4177,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4178,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4179,2,3.0,low,medium,low,medium,low,low,low,low,medium,low
4180,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4181,2,3.0,medium,medium,low,medium,low,low,low,low,medium,low
4182,2,3.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4183,2,5.0,medium,medium,low,medium,low,low,medium,low,medium,low
4184,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4185,2,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4186,2,4.0,low,medium,low,medium,low,low,low,low,low,low
4187,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4188,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4189,2,2.0,medium,medium,low,medium,low,low,low,low,low,low
4190,2,3.0,low,low,low,low,low,low,low,low,low,low
4191,2,2.0,medium,medium,low,medium,low,low,low,low,low,low
4192,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4193,2,3.0,medium,medium,medium,medium,medium,low,low,low,medium,low
4194,2,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4195,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4196,2,4.0,medium,medium,medium,medium,low,medium,medium,medium,medium,low
4197,2,2.0,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
4198,2,3.0,medium,medium,low,medium,low,medium,low,medium,medium,medium
4199,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4200,2,1.0,low,medium,low,medium,low,low,low,low,low,low
4201,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4202,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4203,2,3.0,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4204,2,2.0,medium,medium,medium,medium,medium,low,low,low,low,low
4205,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4206,2,3.0,low,low,low,low,low,low,low,low,low,low
4207,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4208,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4209,2,5.0,medium,medium,medium,high,medium,medium,high,high,medium,medium
4210,2,1.0,low,low,low,low,low,low,low,low,low,low
4211,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4212,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4213,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4214,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
4215,2,3.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4216,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4217,2,6.0,high,high,high,high,medium,medium,high,high,medium,medium
4218,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4219,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4220,2,4.0,medium,medium,low,medium,medium,low,medium,medium,medium,low
4221,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4222,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4223,2,2.0,medium,medium,low,medium,medium,low,medium,low,medium,low
4224,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4225,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
4226,2,5.0,medium,medium,medium,medium,medium,medium,low,medium,medium,low
4227,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4228,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4229,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4230,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4231,2,1.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4232,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4233,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4234,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,low,low
4235,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4236,2,1.0,medium,medium,low,low,low,low,low,low,low,low
4237,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4238,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4239,2,2.0,low,medium,low,medium,low,low,medium,low,low,low
4240,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4241,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4242,2,3.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4243,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4244,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4245,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4246,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4247,2,2.0,medium,medium,low,medium,low,medium,low,medium,medium,low
4248,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4249,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
4250,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4251,2,4.0,low,medium,low,medium,low,medium,low,low,medium,low
4252,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4253,2,1.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4254,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4255,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4256,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4257,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4258,2,1.0,medium,medium,low,medium,low,low,low,low,low,low
4259,2,2.0,low,low,low,low,low,low,low,low,low,low
4260,2,4.0,medium,medium,medium,medium,low,low,low,low,medium,low
4261,2,6.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4262,2,5.0,medium,medium,medium,medium,medium,low,medium,low,medium,low
4263,2,2.0,low,low,low,low,low,low,low,low,low,low
4264,2,1.0,low,low,low,low,low,low,low,low,low,low
4265,2,5.0,medium,medium,medium,medium,medium,low,low,low,medium,low
4266,2,4.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
4267,2,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4268,2,3.0,low,medium,low,medium,low,low,low,low,medium,low
4269,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4270,2,5.0,medium,medium,medium,medium,low,medium,medium,low,medium,low
4271,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4272,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4273,2,2.0,medium,medium,low,medium,medium,low,low,low,low,low
4274,2,2.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4275,2,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4276,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4277,2,3.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4278,2,3.0,low,low,low,low,low,low,low,low,low,low
4279,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4280,2,3.0,medium,medium,medium,medium,low,low,low,low,medium,low
4281,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4282,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4283,2,3.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4284,2,1.0,medium,low,low,medium,low,low,low,low,medium,low
4285,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4286,2,3.0,medium,medium,low,medium,low,medium,low,low,medium,low
4287,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4288,2,4.0,low,low,low,low,low,low,low,low,low,low
4289,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4290,2,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4291,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4292,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4293,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4294,2,5.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
4295,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4296,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4297,2,2.0,medium,medium,low,low,low,low,low,low,medium,low
4298,2,3.0,medium,medium,low,medium,low,low,medium,medium,medium,low
4299,2,2.0,medium,medium,medium,medium,medium,low,low,medium,medium,low
4300,2,6.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4301,2,4.0,medium,medium,low,medium,medium,low,low,low,medium,low
4302,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4303,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4304,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4305,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4306,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4307,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4308,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4309,2,1.0,low,low,low,low,low,low,low,low,low,low
4310,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4311,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4312,2,3.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4313,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4314,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4315,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4316,2,3.0,low,medium,medium,medium,medium,low,medium,low,medium,low
4317,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4318,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4319,2,2.0,low,low,low,medium,low,low,low,low,low,low
4320,2,1.0,low,low,low,low,low,low,low,low,low,low
4321,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4322,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4323,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4324,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4325,2,4.0,medium,medium,medium,medium,medium,low,low,low,medium,low
4326,2,4.0,medium,medium,low,medium,medium,medium,low,low,medium,low
4327,2,2.0,medium,medium,low,medium,low,low,low,low,low,low
4328,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4329,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4330,2,2.0,medium,medium,medium,medium,low,low,low,medium,low,low
4331,2,1.0,low,low,low,low,low,low,low,low,low,low
4332,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4333,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4334,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4335,2,2.0,medium,medium,low,medium,medium,low,low,low,medium,low
4336,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4337,2,6.0,high,medium,high,high,medium,medium,medium,medium,medium,medium
4338,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4339,2,2.0,medium,medium,low,medium,low,low,medium,low,medium,low
4340,2,2.0,medium,medium,low,medium,low,low,medium,low,low,low
4341,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4342,2,3.0,medium,medium,low,medium,medium,low,medium,medium,low,low
4343,2,1.0,low,low,low,low,low,low,low,low,low,low
4344,2,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,low
4345,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4346,2,2.0,medium,medium,medium,medium,low,low,low,medium,medium,low
4347,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4348,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4349,2,4.0,medium,medium,low,medium,low,low,low,low,medium,low
4350,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4351,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4352,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4353,2,1.0,low,low,low,low,low,low,low,low,low,low
4354,2,3.0,low,medium,low,medium,medium,low,low,low,low,low
4355,2,6.0,high,high,high,high,high,medium,high,high,medium,high
4356,2,1.0,medium,medium,low,medium,low,low,low,low,low,low
4357,2,2.0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
4358,2,4.0,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4359,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4360,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4361,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4362,2,2.0,medium,medium,low,medium,medium,low,medium,medium,medium,low
4363,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4364,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4365,2,,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4366,2,3.0,low,low,low,medium,low,low,low,low,medium,low
4367,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4368,2,2.0,medium,medium,medium,medium,low,low,medium,low,medium,low
4369,2,1.0,low,low,low,low,low,low,low,low,low,low
4370,2,4.0,low,low,low,low,low,low,low,low,medium,low
4371,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4372,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4373,2,4.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4374,2,1.0,low,low,low,low,low,low,low,low,low,low
4375,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4376,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4377,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4378,2,3.0,medium,medium,medium,medium,medium,medium,low,low,medium,low
4379,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4380,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4381,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4382,2,1.0,low,low,low,low,low,low,low,low,low,low
4383,2,2.0,medium,medium,medium,medium,medium,low,medium,low,medium,low
4384,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4385,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4386,2,2.0,medium,low,medium,medium,medium,low,medium,medium,medium,low
4387,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4388,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4389,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4390,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4391,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4392,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4393,2,3.0,medium,medium,low,medium,low,low,low,low,medium,low
4394,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4395,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4396,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4397,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4398,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4399,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4400,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4401,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4402,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4403,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4404,2,3.0,low,medium,medium,medium,medium,low,medium,medium,low,low
4405,2,4.0,medium,low,medium,medium,low,low,low,low,medium,low
4406,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4407,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4408,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4409,2,3.0,low,medium,low,medium,low,low,low,low,low,low
4410,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4411,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4412,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4413,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4414,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4415,2,4.0,medium,medium,low,medium,medium,low,medium,medium,medium,low
4416,2,4.0,medium,medium,low,medium,low,low,low,medium,medium,low
4417,2,6.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4418,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4419,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4420,2,6.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4421,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4422,2,3.0,medium,medium,low,medium,medium,medium,low,medium,medium,low
4423,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,low,low
4424,2,1.0,low,low,low,low,low,low,low,low,low,low
4425,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4426,2,3.0,medium,medium,medium,medium,low,medium,low,medium,low,low
4427,2,3.0,medium,medium,medium,medium,low,low,low,medium,medium,low
4428,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4429,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4430,2,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4431,2,3.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4432,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4433,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4434,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4435,2,4.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4436,2,3.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4437,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
4438,2,3.0,low,low,low,low,low,low,low,low,low,low
4439,2,3.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4440,2,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
4441,2,3.0,medium,medium,low,medium,medium,low,medium,medium,medium,medium
