essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5
1576,1,4,medium,medium,medium,medium,low
1577,1,3,low,low,low,low,low
1578,1,3,medium,medium,medium,medium,low
1579,1,4,medium,medium,medium,medium,medium
1580,1,3,medium,medium,medium,medium,medium
1581,1,5,medium,low,medium,medium,medium
1582,1,4,medium,low,low,low,low
1583,1,4,medium,medium,medium,medium,low
1584,1,4,low,low,low,low,low
1585,1,6,medium,medium,medium,medium,medium
1586,1,4,medium,medium,low,medium,low
1587,1,5,medium,medium,medium,medium,medium
1588,1,5,medium,low,medium,medium,medium
1589,1,5,medium,medium,medium,medium,medium
1590,1,4,medium,medium,medium,medium,medium
1591,1,5,medium,low,medium,medium,low
1592,1,1,low,low,low,low,low
1593,1,4,medium,medium,medium,medium,medium
1594,1,4,medium,medium,medium,medium,medium
1595,1,5,medium,medium,medium,medium,medium
1596,1,4,medium,low,medium,medium,low
1597,1,5,medium,medium,medium,medium,medium
1598,1,4,medium,medium,medium,medium,medium
1599,1,4,medium,low,low,medium,low
1600,1,3,medium,low,low,medium,low
1601,1,4,medium,medium,medium,medium,medium
1602,1,5,medium,medium,medium,medium,medium
1603,1,3,medium,medium,medium,medium,low
1604,1,3,medium,medium,low,medium,low
1605,1,4,medium,medium,medium,medium,medium
1606,1,4,low,low,low,low,low
1607,1,4,medium,medium,medium,medium,low
1608,1,3,low,low,low,low,low
1609,1,3,medium,low,medium,medium,low
1610,1,4,medium,low,medium,medium,medium
1611,1,4,medium,medium,medium,medium,medium
1612,1,5,medium,low,medium,medium,low
1613,1,4,medium,low,medium,medium,medium
1614,1,3,medium,low,low,medium,low
1615,1,3,medium,low,low,low,low
1616,1,6,medium,medium,medium,medium,medium
1617,1,5,medium,medium,medium,medium,medium
1618,1,3,low,low,low,medium,low
1619,1,4,medium,medium,medium,medium,medium
1620,1,5,low,low,low,low,low
1621,1,5,medium,low,medium,medium,medium
1622,1,6,medium,medium,medium,medium,medium
1623,1,4,medium,low,medium,medium,low
1624,1,4,medium,low,low,medium,low
1625,1,4,medium,medium,medium,medium,medium
1626,1,4,medium,medium,medium,medium,medium
1627,1,3,medium,medium,medium,medium,low
1628,1,5,medium,medium,medium,medium,medium
1629,1,5,medium,medium,medium,medium,medium
1630,1,5,medium,low,medium,medium,medium
1631,1,4,medium,low,low,medium,low
1632,1,5,medium,medium,medium,medium,medium
1633,1,4,medium,low,medium,medium,medium
1634,1,4,medium,medium,medium,medium,medium
1635,1,4,low,low,low,low,low
1636,1,5,medium,medium,medium,medium,medium
1637,1,3,medium,low,medium,medium,low
1638,1,4,medium,medium,medium,medium,medium
1639,1,5,medium,medium,medium,medium,medium
1640,1,3,low,low,low,low,low
1641,1,3,medium,low,low,medium,low
1642,1,4,medium,medium,medium,medium,medium
1643,1,5,medium,low,medium,medium,medium
1644,1,5,medium,medium,medium,medium,medium
1645,1,4,medium,medium,medium,medium,medium
1646,1,4,medium,medium,medium,medium,medium
1647,1,2,low,low,low,low,low
1648,1,6,medium,medium,medium,medium,medium
1649,1,5,medium,low,low,low,low
1650,1,5,medium,low,medium,medium,low
1651,1,5,medium,medium,medium,medium,low
1652,1,5,medium,medium,medium,medium,low
1653,1,4,medium,medium,medium,medium,medium
1654,1,4,medium,low,medium,medium,medium
1655,1,3,medium,medium,medium,medium,low
1656,1,3,medium,low,medium,medium,low
1657,1,3,medium,medium,medium,medium,medium
1658,1,3,medium,medium,medium,medium,medium
1659,1,6,medium,medium,medium,medium,medium
1660,1,3,medium,low,medium,medium,medium
1661,1,4,medium,medium,medium,medium,medium
1662,1,5,medium,medium,medium,medium,low
1663,1,3,medium,medium,medium,medium,low
1664,1,3,medium,medium,low,medium,low
1665,1,6,medium,medium,medium,medium,medium
1666,1,5,medium,medium,medium,medium,medium
1667,1,4,medium,low,low,medium,low
1668,1,5,medium,medium,medium,medium,medium
1669,1,5,medium,low,medium,medium,medium
1670,1,3,medium,low,medium,medium,low
1671,1,5,medium,low,medium,medium,medium
1672,1,4,medium,medium,medium,medium,medium
1673,1,2,medium,medium,low,medium,low
1674,1,4,medium,low,low,low,low
1675,1,5,medium,low,medium,medium,medium
1676,1,3,medium,medium,medium,medium,low
1677,1,4,medium,low,low,medium,low
1678,1,3,low,low,low,low,low
1679,1,3,low,low,low,low,low
1680,1,3,medium,low,low,low,low
1681,1,2,medium,medium,medium,medium,low
1682,1,5,medium,medium,medium,medium,medium
1683,1,4,low,low,low,medium,low
1684,1,3,medium,low,low,medium,low
1685,1,4,medium,low,low,medium,low
1686,1,1,low,low,low,low,low
1687,1,5,medium,medium,medium,medium,medium
1688,1,3,medium,medium,medium,medium,low
1689,1,2,low,low,low,low,low
1690,1,3,medium,low,low,medium,low
1691,1,4,medium,low,medium,medium,low
1692,1,5,medium,medium,medium,medium,medium
1693,1,5,medium,low,medium,medium,medium
1694,1,4,medium,medium,medium,medium,medium
1695,1,5,medium,low,medium,medium,medium
1696,1,5,medium,medium,medium,medium,medium
1697,1,3,medium,low,medium,medium,low
1698,1,4,medium,low,medium,medium,medium
1699,1,4,medium,medium,medium,medium,medium
1700,1,3,medium,low,medium,medium,medium
1701,1,3,medium,low,medium,medium,low
1702,1,3,low,low,low,low,low
1703,1,5,medium,medium,medium,medium,medium
1704,1,4,medium,medium,medium,medium,medium
1705,1,5,medium,low,medium,medium,medium
1706,1,4,medium,medium,medium,medium,medium
1707,1,3,medium,low,low,medium,low
1708,1,2,low,low,low,low,low
1709,1,3,low,low,low,low,low
1710,1,5,medium,medium,medium,medium,medium
1711,1,2,low,low,low,low,low
1712,1,5,medium,low,medium,medium,medium
1713,1,4,low,low,low,low,low
1714,1,2,medium,low,low,medium,low
1715,1,5,medium,medium,medium,medium,medium
1716,1,2,medium,medium,medium,medium,low
1717,1,5,medium,low,medium,medium,medium
1718,1,5,medium,low,medium,medium,medium
1719,1,5,medium,low,low,medium,low
1720,1,5,medium,medium,medium,medium,medium
1721,1,3,medium,low,low,low,low
1722,1,3,medium,medium,medium,medium,medium
1723,1,4,medium,low,low,low,low
1724,1,5,medium,low,medium,medium,medium
1725,1,5,medium,low,medium,medium,medium
1726,1,4,medium,low,medium,medium,medium
1727,1,4,medium,low,medium,medium,medium
1728,1,4,medium,medium,medium,medium,medium
1729,1,3,medium,medium,medium,medium,medium
1730,1,3,medium,low,low,medium,low
1731,1,3,low,low,low,low,low
1732,1,4,medium,medium,medium,medium,medium
1733,1,4,medium,medium,medium,medium,medium
1734,1,4,medium,low,low,medium,low
1735,1,3,medium,medium,low,medium,low
1736,1,4,medium,low,medium,medium,medium
1737,1,3,medium,medium,medium,medium,low
1738,1,3,medium,low,medium,medium,low
1739,1,5,medium,low,medium,medium,medium
1740,1,4,medium,medium,medium,medium,medium
1741,1,4,medium,low,low,low,low
1742,1,3,medium,medium,medium,medium,low
1743,1,5,medium,medium,medium,medium,medium
1744,1,4,medium,low,medium,medium,medium
1745,1,4,medium,medium,medium,medium,medium
1746,1,4,medium,medium,medium,medium,medium
1747,1,3,medium,medium,medium,medium,medium
1748,1,4,medium,medium,medium,medium,medium
1749,1,3,medium,low,low,medium,low
1750,1,4,medium,medium,medium,medium,medium
1751,1,3,medium,medium,medium,medium,medium
1752,1,3,medium,low,medium,medium,low
1753,1,4,medium,low,medium,medium,low
1754,1,5,medium,low,low,low,low
1755,1,4,medium,medium,medium,medium,medium
1756,1,4,medium,low,low,low,low
1757,1,3,medium,low,low,medium,low
1758,1,4,medium,medium,medium,medium,medium
1759,1,4,medium,medium,medium,medium,low
1760,1,5,medium,low,medium,medium,low
1761,1,3,medium,low,medium,medium,low
1762,1,3,medium,low,low,medium,low
1763,1,5,medium,low,medium,medium,low
1764,1,4,medium,medium,medium,medium,medium
1765,1,1,low,low,low,low,low
1766,1,3,medium,low,medium,medium,medium
1767,1,3,medium,medium,medium,medium,medium
1768,1,3,medium,low,medium,medium,low
1769,1,4,medium,medium,medium,medium,medium
1770,1,4,medium,medium,medium,medium,medium
1771,1,3,low,low,low,low,low
1772,1,4,medium,low,medium,medium,medium
1773,1,3,medium,medium,medium,medium,medium
1774,1,5,medium,medium,medium,medium,medium
1775,1,3,medium,medium,medium,medium,medium
1776,1,3,medium,low,low,medium,low
1777,1,4,medium,medium,medium,medium,medium
1778,1,1,low,low,low,low,low
1779,1,4,medium,low,medium,medium,low
1780,1,3,medium,low,medium,medium,low
1781,1,5,medium,low,medium,medium,low
1782,1,3,medium,medium,medium,medium,low
1783,1,3,medium,low,low,low,low
1784,1,2,low,low,low,medium,low
1785,1,4,low,low,low,medium,low
1786,1,1,medium,medium,medium,medium,low
1787,1,2,medium,medium,low,medium,low
2978,2,3,medium,low,medium,medium,medium
2979,2,1,low,low,low,low,low
2980,2,4,medium,low,medium,medium,medium
2981,2,4,medium,medium,medium,medium,medium
2982,2,3,medium,medium,medium,medium,medium
2983,2,4,medium,low,low,medium,low
2984,2,4,medium,low,medium,medium,medium
2985,2,2,medium,low,medium,medium,medium
2986,2,5,medium,medium,medium,medium,medium
2987,2,5,medium,medium,medium,medium,medium
2988,2,3,medium,low,low,medium,low
2989,2,4,medium,medium,medium,medium,medium
2990,2,5,medium,low,medium,medium,medium
2991,2,3,medium,medium,medium,medium,medium
2992,2,1,medium,medium,medium,medium,medium
2993,2,2,medium,low,medium,medium,low
2994,2,3,medium,low,medium,medium,medium
2995,2,3,medium,medium,medium,medium,low
2996,2,1,low,low,low,low,low
2997,2,4,medium,low,low,medium,low
2998,2,1,low,low,low,low,low
2999,2,2,low,low,low,low,low
3000,2,2,medium,low,low,medium,low
3001,2,3,medium,low,medium,medium,medium
3002,2,2,medium,low,medium,medium,medium
3003,2,2,medium,medium,medium,medium,medium
3004,2,2,medium,medium,medium,medium,medium
3005,2,2,medium,low,low,medium,low
3006,2,4,medium,medium,medium,medium,medium
3007,2,4,medium,medium,medium,medium,medium
3008,2,5,medium,medium,medium,medium,medium
3009,2,5,medium,medium,medium,medium,medium
3010,2,1,low,low,low,low,low
3011,2,2,medium,low,low,low,low
3012,2,2,medium,medium,medium,medium,medium
3013,2,5,medium,medium,medium,medium,medium
3014,2,5,medium,medium,medium,medium,medium
3015,2,4,medium,medium,medium,medium,medium
3016,2,4,medium,medium,medium,medium,medium
3017,2,5,medium,medium,medium,medium,medium
3018,2,2,medium,low,medium,medium,medium
3019,2,3,medium,low,low,medium,low
3020,2,3,medium,low,low,medium,low
3021,2,3,medium,medium,medium,medium,medium
3022,2,5,medium,low,medium,medium,medium
3023,2,4,medium,low,low,medium,low
3024,2,3,medium,low,medium,medium,medium
3025,2,2,medium,medium,medium,medium,medium
3026,2,4,medium,medium,medium,high,medium
3027,2,2,medium,low,low,medium,low
3028,2,5,medium,medium,medium,medium,medium
3029,2,2,low,low,low,low,low
3030,2,4,medium,low,medium,medium,medium
3031,2,3,medium,medium,medium,medium,medium
3032,2,3,medium,medium,medium,medium,medium
3033,2,3,medium,medium,medium,medium,medium
3034,2,4,medium,low,medium,medium,medium
3035,2,3,medium,medium,medium,medium,medium
3036,2,2,medium,medium,medium,medium,low
3037,2,5,medium,medium,medium,medium,medium
3038,2,1,medium,medium,medium,medium,medium
3039,2,2,medium,medium,medium,medium,medium
3040,2,4,medium,medium,medium,medium,medium
3041,2,3,medium,low,medium,medium,medium
3042,2,3,low,low,low,low,low
3043,2,4,medium,low,medium,medium,medium
3044,2,2,medium,medium,medium,medium,medium
3045,2,3,medium,medium,medium,medium,medium
3046,2,2,medium,medium,medium,medium,medium
3047,2,2,low,low,low,low,low
3048,2,4,medium,medium,medium,medium,medium
3049,2,2,low,low,low,medium,low
3050,2,1,medium,low,low,medium,low
3051,2,3,medium,medium,medium,medium,medium
3052,2,5,medium,medium,medium,medium,medium
3053,2,4,medium,low,medium,medium,medium
3054,2,3,medium,low,medium,medium,medium
3055,2,2,low,low,low,medium,low
3056,2,2,medium,medium,medium,medium,medium
3057,2,2,medium,medium,medium,medium,medium
3058,2,2,medium,medium,medium,medium,medium
3059,2,4,medium,medium,medium,medium,medium
3060,2,3,medium,low,low,low,low
3061,2,2,medium,low,medium,medium,low
3062,2,4,medium,medium,medium,medium,medium
3063,2,4,medium,medium,medium,medium,medium
3064,2,3,medium,low,medium,medium,low
3065,2,4,medium,medium,medium,medium,medium
3066,2,1,low,low,low,medium,low
3067,2,3,medium,low,medium,medium,medium
3068,2,1,low,low,low,low,low
3069,2,2,medium,medium,medium,medium,medium
3070,2,2,medium,medium,medium,medium,medium
3071,2,3,medium,low,medium,medium,medium
3072,2,3,medium,medium,medium,medium,medium
3073,2,3,medium,medium,medium,medium,medium
3074,2,4,medium,medium,medium,medium,medium
3075,2,3,medium,medium,medium,medium,medium
3076,2,2,medium,low,low,medium,low
3077,2,3,medium,medium,medium,medium,medium
3078,2,1,low,low,low,low,low
3079,2,3,medium,low,medium,medium,low
3080,2,4,medium,medium,medium,medium,medium
3081,2,3,medium,low,low,medium,low
3082,2,3,medium,medium,medium,medium,medium
3083,2,2,low,low,low,low,low
3084,2,4,medium,medium,medium,medium,medium
3085,2,3,medium,medium,medium,medium,medium
3086,2,2,medium,medium,low,medium,low
3087,2,3,medium,low,low,medium,low
3088,2,2,medium,medium,medium,medium,medium
3089,2,4,medium,medium,medium,medium,medium
3090,2,3,medium,low,low,medium,low
3091,2,2,medium,medium,medium,medium,medium
3092,2,2,low,low,low,low,low
3093,2,4,medium,low,medium,medium,medium
3094,2,3,medium,medium,medium,medium,medium
3095,2,1,low,low,low,low,low
3096,2,1,medium,medium,low,medium,low
3097,2,2,medium,low,low,low,low
3098,2,3,medium,medium,medium,medium,low
3099,2,3,medium,medium,medium,medium,medium
3100,2,2,low,low,low,low,low
3101,2,3,medium,medium,medium,medium,medium
3102,2,5,medium,medium,medium,medium,medium
3103,2,3,medium,low,medium,medium,low
3104,2,5,medium,low,medium,medium,medium
3105,2,4,medium,medium,medium,medium,medium
3106,2,5,medium,low,medium,medium,medium
3107,2,4,medium,low,medium,medium,medium
3108,2,4,high,high,medium,high,medium
3109,2,2,medium,low,low,low,low
3110,2,2,low,low,low,low,low
3111,2,2,medium,medium,medium,medium,medium
3112,2,4,medium,medium,medium,medium,medium
3113,2,4,medium,medium,medium,medium,medium
3114,2,4,medium,low,medium,medium,medium
3115,2,3,medium,medium,medium,medium,medium
3116,2,4,medium,medium,medium,medium,medium
3117,2,2,medium,medium,medium,medium,medium
3118,2,1,low,low,low,low,low
3119,2,5,medium,medium,medium,medium,medium
3120,2,4,medium,low,low,medium,low
3121,2,4,medium,medium,medium,medium,medium
3122,2,3,medium,medium,medium,medium,medium
3123,2,4,medium,medium,medium,medium,medium
3124,2,5,medium,medium,medium,medium,medium
3125,2,3,medium,medium,medium,medium,medium
3126,2,3,medium,low,medium,medium,medium
3127,2,4,medium,medium,medium,medium,medium
3128,2,3,low,low,low,low,low
3129,2,4,medium,low,medium,medium,medium
3130,2,2,medium,medium,medium,medium,medium
3131,2,4,medium,medium,medium,medium,medium
3132,2,2,medium,low,medium,medium,low
3133,2,3,medium,low,medium,medium,medium
3134,2,3,medium,low,medium,medium,medium
3135,2,2,medium,medium,medium,medium,low
3136,2,3,medium,low,medium,medium,medium
3137,2,3,medium,medium,medium,medium,medium
3138,2,5,medium,medium,medium,medium,medium
3139,2,2,medium,low,low,medium,low
3140,2,3,medium,medium,medium,medium,medium
3141,2,3,medium,low,medium,medium,medium
3142,2,4,medium,medium,medium,medium,medium
3143,2,2,medium,low,medium,medium,medium
3144,2,3,medium,low,medium,medium,medium
3145,2,5,medium,medium,medium,medium,medium
3146,2,3,medium,medium,low,medium,low
3147,2,1,low,low,low,low,low
3148,2,3,medium,medium,medium,medium,medium
3149,2,2,medium,low,medium,medium,low
3150,2,3,medium,medium,medium,medium,medium
3151,2,4,medium,medium,medium,medium,medium
3152,2,3,medium,medium,medium,medium,medium
3153,2,3,medium,low,medium,medium,medium
3154,2,3,medium,medium,medium,medium,medium
3155,2,2,medium,medium,medium,medium,low
3156,2,2,medium,medium,medium,medium,medium
3157,2,3,medium,low,medium,medium,medium
3158,2,2,medium,medium,medium,medium,low
3159,2,1,low,low,low,low,low
3160,2,5,medium,medium,medium,medium,medium
3161,2,2,medium,medium,medium,medium,low
3162,2,5,medium,medium,medium,medium,medium
3163,2,6,medium,medium,medium,medium,medium
3164,2,2,medium,medium,medium,medium,medium
3165,2,4,medium,medium,medium,medium,medium
3166,2,4,medium,medium,medium,medium,medium
3167,2,4,medium,low,low,low,low
3168,2,5,medium,medium,medium,medium,medium
3169,2,4,medium,medium,medium,medium,medium
3170,2,2,low,low,low,low,low
3171,2,5,medium,medium,medium,medium,medium
3172,2,3,medium,low,medium,medium,medium
3173,2,2,medium,low,low,low,low
3174,2,2,medium,medium,low,medium,low
3175,2,4,medium,medium,medium,medium,medium
3176,2,3,medium,low,medium,medium,low
3177,2,1,medium,low,low,medium,low
3178,2,5,medium,medium,medium,medium,medium
3179,2,3,medium,medium,medium,medium,medium
3180,2,4,medium,medium,medium,medium,medium
3181,2,4,medium,medium,medium,medium,medium
3182,2,2,low,low,low,medium,low
3183,2,3,medium,medium,medium,medium,medium
3184,2,2,medium,low,medium,medium,medium
3185,2,3,medium,low,medium,medium,medium
3186,2,1,medium,medium,medium,medium,medium
3187,2,4,medium,medium,medium,medium,medium
3188,2,2,medium,low,low,medium,low
3189,2,5,medium,medium,medium,medium,medium
3190,2,3,medium,medium,medium,medium,medium
3191,2,3,medium,low,medium,medium,medium
3192,2,4,medium,low,low,medium,low
3193,2,3,medium,medium,medium,medium,medium
3194,2,3,medium,medium,medium,medium,medium
3195,2,4,medium,medium,medium,medium,medium
3196,2,2,medium,low,medium,medium,medium
3197,2,2,medium,medium,medium,medium,medium
3198,2,3,medium,low,medium,medium,medium
3199,2,3,medium,medium,medium,medium,medium
3200,2,4,medium,medium,medium,medium,medium
3201,2,4,low,low,low,low,low
3202,2,4,medium,low,medium,medium,medium
3203,2,3,medium,medium,medium,medium,medium
3204,2,2,medium,low,medium,medium,medium
3205,2,2,medium,medium,medium,medium,medium
3206,2,3,medium,medium,medium,medium,medium
3207,2,2,medium,medium,medium,medium,medium
3208,2,4,medium,medium,medium,medium,medium
3209,2,1,medium,low,low,medium,low
3210,2,3,medium,low,medium,medium,medium
3211,2,2,medium,medium,medium,medium,medium
3212,2,5,medium,medium,medium,medium,medium
3213,2,4,medium,medium,medium,medium,medium
3214,2,5,medium,medium,medium,medium,medium
3215,2,1,medium,low,medium,medium,low
3216,2,5,medium,medium,medium,medium,medium
3217,2,3,medium,medium,medium,medium,medium
3218,2,3,medium,medium,medium,medium,medium
3219,2,4,medium,medium,medium,medium,medium
3220,2,3,medium,medium,medium,medium,medium
3221,2,2,medium,low,medium,medium,medium
3222,2,2,low,low,low,medium,low
3223,2,2,medium,medium,medium,medium,medium
3224,2,2,medium,medium,medium,medium,medium
3225,2,4,medium,medium,medium,medium,medium
3226,2,3,medium,low,medium,medium,medium
3227,2,2,medium,medium,medium,medium,medium
3228,2,3,medium,medium,medium,medium,medium
3229,2,3,medium,low,medium,medium,medium
3230,2,1,low,low,low,medium,low
3231,2,3,medium,low,medium,medium,medium
3232,2,2,medium,low,low,medium,low
3233,2,3,medium,medium,medium,medium,medium
3234,2,2,medium,medium,medium,medium,medium
3235,2,3,medium,low,low,medium,medium
3236,2,3,medium,medium,medium,medium,medium
3237,2,1,medium,medium,medium,medium,low
3238,2,2,medium,medium,medium,medium,medium
3239,2,3,medium,medium,medium,medium,medium
3240,2,1,low,low,low,low,low
3241,2,1,low,low,low,low,low
3242,2,3,medium,medium,medium,medium,medium
3243,2,3,medium,low,medium,medium,medium
3244,2,3,medium,medium,medium,medium,medium
3245,2,1,medium,medium,low,medium,low
3246,2,3,medium,medium,medium,medium,medium
3247,2,3,medium,medium,medium,medium,medium
3248,2,4,medium,medium,medium,medium,medium
3249,2,5,medium,low,medium,medium,medium
3250,2,1,low,low,low,low,low
3251,2,3,medium,medium,medium,medium,medium
3252,2,3,medium,medium,medium,medium,medium
3253,2,4,medium,medium,medium,medium,medium
3254,2,5,medium,low,medium,medium,medium
3255,2,2,medium,low,medium,medium,medium
3256,2,2,medium,medium,medium,medium,medium
3257,2,1,low,low,low,low,low
3258,2,3,medium,low,medium,medium,medium
3259,2,2,medium,medium,medium,medium,low
3260,2,3,medium,low,medium,medium,medium
3261,2,3,medium,medium,medium,medium,medium
3262,2,3,medium,medium,medium,medium,medium
3263,2,4,medium,low,medium,medium,medium
3264,2,2,medium,medium,medium,medium,medium
3265,2,4,medium,low,low,low,low
3266,2,4,medium,medium,medium,medium,medium
3267,2,4,medium,low,low,low,low
3268,2,4,medium,medium,medium,medium,medium
3269,2,4,medium,medium,medium,medium,medium
3270,2,4,medium,medium,medium,medium,medium
3271,2,3,medium,low,medium,medium,low
3272,2,1,low,low,low,low,low
3273,2,4,medium,medium,medium,medium,medium
3274,2,4,medium,medium,medium,medium,medium
3275,2,5,medium,low,medium,medium,medium
3276,2,2,medium,low,medium,medium,medium
3277,2,4,medium,low,medium,medium,medium
3278,2,3,medium,medium,medium,medium,medium
3279,2,4,medium,low,medium,medium,medium
3280,2,2,medium,medium,medium,medium,low
3281,2,3,medium,medium,medium,medium,medium
3282,2,4,medium,medium,medium,medium,medium
3283,2,2,medium,low,low,medium,low
3284,2,4,medium,low,medium,medium,medium
3285,2,2,medium,medium,medium,medium,medium
3286,2,4,medium,medium,medium,medium,medium
3287,2,4,medium,medium,medium,medium,medium
3288,2,4,medium,medium,medium,medium,medium
3289,2,2,medium,medium,medium,medium,low
3290,2,2,medium,low,low,low,low
3291,2,5,medium,medium,medium,medium,medium
3292,2,5,medium,medium,medium,medium,medium
3293,2,3,medium,medium,medium,medium,medium
3294,2,3,low,low,low,low,low
3295,2,3,medium,medium,medium,medium,medium
3296,2,3,medium,low,medium,medium,medium
3297,2,2,medium,low,low,medium,low
3298,2,3,medium,low,medium,medium,medium
3299,2,5,medium,low,medium,medium,medium
3300,2,3,medium,medium,medium,medium,medium
3301,2,2,medium,low,medium,medium,low
3302,2,5,medium,low,medium,medium,medium
3303,2,2,medium,low,low,medium,low
3304,2,5,medium,medium,medium,medium,medium
3305,2,2,low,low,low,medium,low
3306,2,4,medium,low,medium,medium,medium
3307,2,2,medium,low,low,medium,low
3308,2,4,medium,medium,medium,medium,medium
3309,2,3,medium,medium,medium,medium,medium
3310,2,5,medium,low,medium,medium,medium
3311,2,5,medium,medium,medium,medium,medium
3312,2,3,medium,low,medium,medium,low
3313,2,3,medium,medium,medium,medium,medium
3314,2,4,medium,low,low,medium,low
3315,2,3,medium,medium,medium,medium,medium
3316,2,2,medium,medium,medium,medium,medium
3317,2,2,medium,medium,medium,medium,medium
3318,2,3,medium,low,medium,medium,medium
3319,2,2,medium,medium,medium,medium,medium
3320,2,3,medium,medium,medium,medium,medium
3321,2,3,medium,low,medium,medium,medium
3322,2,2,medium,medium,medium,medium,medium
3323,2,5,medium,medium,medium,medium,medium
3324,2,2,low,low,low,low,low
3325,2,3,medium,medium,medium,medium,medium
3326,2,4,medium,medium,medium,medium,medium
3327,2,2,low,low,low,low,low
3328,2,3,medium,medium,medium,medium,medium
3329,2,2,medium,low,low,medium,low
3330,2,4,medium,medium,medium,medium,medium
3331,2,4,medium,medium,medium,medium,medium
3332,2,3,medium,medium,medium,medium,medium
3333,2,3,medium,medium,medium,medium,low
3334,2,5,medium,low,medium,medium,medium
3335,2,4,medium,medium,medium,medium,medium
3336,2,1,medium,low,low,medium,low
3337,2,3,medium,medium,medium,medium,medium
3338,2,3,medium,medium,medium,medium,medium
3339,2,5,medium,medium,medium,medium,medium
3340,2,2,medium,low,medium,medium,medium
3341,2,2,medium,medium,medium,medium,medium
3342,2,5,medium,medium,medium,medium,medium
3343,2,5,medium,medium,medium,medium,medium
3344,2,4,medium,low,medium,medium,medium
3345,2,2,medium,medium,medium,medium,medium
3346,2,3,medium,medium,medium,medium,medium
3347,2,5,medium,medium,medium,medium,medium
3348,2,4,medium,medium,medium,medium,low
3349,2,5,medium,medium,medium,medium,medium
3350,2,3,medium,medium,medium,medium,medium
3351,2,3,medium,medium,medium,medium,medium
3352,2,1,low,low,low,low,low
3353,2,2,medium,medium,medium,medium,medium
3354,2,2,medium,low,medium,medium,low
3355,2,2,medium,low,low,low,low
3356,2,2,medium,low,medium,medium,medium
3357,2,2,medium,medium,medium,medium,medium
3358,2,2,medium,low,medium,medium,low
3359,2,1,low,low,low,low,low
3360,2,3,medium,medium,medium,medium,medium
3361,2,4,medium,low,medium,medium,medium
3362,2,5,medium,medium,medium,medium,medium
3363,2,1,low,low,low,low,low
3364,2,3,medium,medium,medium,medium,medium
3365,2,4,medium,medium,medium,medium,medium
3366,2,4,medium,medium,medium,medium,medium
3367,2,4,medium,low,medium,medium,medium
3368,2,4,medium,low,medium,medium,medium
3369,2,2,medium,low,low,medium,low
3370,2,5,medium,medium,medium,medium,medium
3371,2,3,medium,medium,medium,medium,medium
3372,2,2,medium,medium,medium,medium,low
3373,2,3,medium,medium,medium,medium,medium
3374,2,3,medium,medium,medium,medium,medium
3375,2,2,medium,low,medium,medium,medium
3376,2,3,medium,medium,medium,medium,medium
3377,2,2,medium,medium,medium,medium,medium
3378,2,2,medium,medium,medium,medium,medium
3379,2,1,low,low,low,low,low
3380,2,3,medium,medium,medium,medium,medium
3381,2,3,medium,medium,medium,medium,medium
3382,2,4,medium,medium,medium,medium,medium
3383,2,4,medium,low,medium,medium,medium
3384,2,3,medium,medium,medium,medium,medium
3385,2,5,medium,low,medium,medium,medium
3386,2,5,medium,low,medium,medium,medium
3387,2,3,medium,low,medium,medium,medium
3388,2,3,medium,medium,medium,medium,medium
3389,2,2,low,low,low,medium,low
3390,2,3,medium,low,low,medium,low
3391,2,3,medium,low,medium,medium,medium
3392,2,3,low,low,low,medium,low
3393,2,3,medium,medium,medium,medium,medium
3394,2,4,medium,medium,medium,medium,medium
3395,2,4,medium,medium,medium,medium,medium
3396,2,2,medium,low,low,medium,low
3397,2,4,medium,medium,medium,medium,medium
3398,2,4,medium,medium,medium,medium,medium
3399,2,5,medium,medium,medium,medium,medium
3400,2,2,medium,low,low,medium,low
3401,2,2,medium,medium,medium,medium,medium
3402,2,5,medium,medium,medium,medium,medium
3403,2,3,medium,medium,medium,medium,medium
3404,2,4,medium,medium,medium,medium,medium
3405,2,4,medium,medium,medium,medium,medium
3406,2,4,medium,low,medium,medium,medium
3407,2,3,medium,medium,medium,medium,medium
3408,2,3,medium,medium,medium,medium,medium
3409,2,3,medium,medium,medium,medium,medium
3410,2,2,medium,medium,medium,medium,medium
3411,2,3,medium,medium,medium,medium,medium
3412,2,3,medium,low,medium,medium,medium
3413,2,2,medium,medium,medium,medium,medium
3414,2,5,medium,low,medium,medium,medium
3415,2,2,medium,medium,medium,medium,medium
3416,2,2,medium,medium,medium,medium,medium
3417,2,2,medium,low,low,medium,low
3418,2,4,medium,low,low,low,low
3419,2,1,low,low,low,low,low
3420,2,2,medium,low,low,low,low
3421,2,3,medium,low,medium,medium,medium
3422,2,3,medium,low,low,medium,low
3423,2,1,medium,medium,medium,medium,medium
3424,2,4,medium,medium,medium,medium,medium
3425,2,5,medium,medium,medium,medium,medium
3426,2,1,low,low,low,medium,low
3427,2,3,medium,low,medium,medium,medium
3428,2,5,medium,medium,medium,medium,medium
3429,2,1,low,low,low,low,low
3430,2,2,medium,medium,medium,medium,medium
3431,2,2,medium,medium,medium,medium,medium
3432,2,3,medium,low,low,low,low
3433,2,4,medium,medium,medium,medium,medium
3434,2,2,low,low,low,low,low
3435,2,1,low,low,low,medium,low
3436,2,4,medium,medium,medium,medium,medium
3437,2,2,medium,low,low,medium,low
3438,2,3,medium,medium,medium,medium,low
3439,2,3,medium,medium,medium,medium,medium
