essay_id,prompt_id,language_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
6754,3,1,medium,medium,low,medium,medium,low,medium,medium,low,low
6755,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6756,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6757,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6758,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6759,3,0,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
6760,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6761,3,1,medium,medium,medium,medium,medium,low,medium,low,low,low
6762,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6763,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6764,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6765,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6766,3,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6767,3,1,medium,medium,low,medium,medium,low,medium,low,medium,low
6768,3,0,medium,low,low,low,medium,low,low,low,low,low
6769,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6770,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6771,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6772,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6773,3,1,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
6774,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6775,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6776,3,1,medium,medium,medium,medium,medium,low,low,medium,medium,low
6777,3,1,medium,medium,medium,low,medium,low,low,medium,medium,low
6778,3,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
6779,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6780,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6781,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6782,3,0,low,low,low,low,low,low,low,low,low,low
6783,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6784,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6785,3,1,low,low,low,low,low,low,low,low,low,low
6786,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6787,3,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
6788,3,1,medium,medium,low,medium,medium,low,low,low,low,low
6789,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6790,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6791,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6792,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6793,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6794,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6795,3,0,medium,medium,low,low,medium,low,medium,medium,medium,low
6796,3,0,medium,medium,low,medium,medium,low,low,medium,low,low
6797,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6798,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6799,3,1,medium,low,low,medium,medium,low,low,low,medium,low
6800,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6801,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6802,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6803,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6804,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6805,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6806,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6807,3,2,medium,low,low,medium,medium,low,medium,low,low,medium
6808,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6809,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6810,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6811,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6812,3,0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6813,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6814,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6815,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6816,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6817,3,1,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
6818,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6819,3,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6820,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6821,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6822,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6823,3,0,medium,low,low,medium,medium,low,medium,medium,medium,low
6824,3,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6825,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6826,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6827,3,0,low,low,low,low,low,low,low,low,low,low
6828,3,1,medium,low,medium,medium,medium,low,low,low,low,low
6829,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6830,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6831,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6832,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6833,3,1,medium,low,low,medium,low,low,low,low,low,low
6834,3,1,medium,medium,medium,medium,medium,low,low,medium,medium,low
6835,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6836,3,2,medium,medium,low,medium,medium,low,medium,low,low,low
6837,3,2,medium,medium,low,medium,low,medium,medium,low,low,medium
6838,3,1,medium,medium,medium,low,medium,low,medium,medium,medium,low
6839,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6840,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6841,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6842,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6843,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6844,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6845,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6846,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
6847,3,2,medium,medium,medium,medium,medium,medium,low,low,medium,medium
6848,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6849,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6850,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6851,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6852,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6853,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6854,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6855,3,2,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
6856,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6857,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6858,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6859,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6860,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6861,3,0,medium,medium,medium,medium,medium,low,medium,medium,low,low
6862,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6863,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6864,3,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6865,3,0,low,low,low,medium,medium,low,low,low,low,low
6866,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6867,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6868,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6869,3,2,medium,medium,medium,medium,medium,low,medium,low,medium,low
6870,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6871,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6872,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6873,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6874,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6875,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6876,3,1,medium,medium,medium,low,medium,low,medium,low,medium,low
6877,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6878,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6879,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6880,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6881,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6882,3,1,medium,medium,medium,low,medium,low,medium,medium,medium,low
6883,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6884,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6885,3,0,medium,medium,low,medium,medium,low,low,low,low,low
6886,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6887,3,0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6888,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6889,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6890,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6891,3,2,medium,low,medium,medium,medium,low,low,low,low,low
6892,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6893,3,1,medium,low,medium,medium,medium,low,low,low,low,low
6894,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6895,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6896,3,1,medium,medium,medium,medium,medium,low,low,medium,medium,low
6897,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6898,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6899,3,1,medium,medium,medium,low,medium,low,low,medium,medium,low
6900,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6901,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6902,3,1,medium,medium,medium,medium,medium,low,low,medium,medium,low
6903,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6904,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6905,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6907,3,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
6908,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6909,3,0,medium,medium,low,medium,medium,low,low,medium,low,low
6910,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6911,3,1,medium,low,low,low,low,low,low,low,low,low
6912,3,1,medium,medium,low,medium,medium,low,medium,low,medium,low
6913,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6914,3,0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6915,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6916,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6917,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6918,3,2,medium,medium,low,medium,medium,medium,low,medium,medium,medium
6919,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6920,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6921,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6922,3,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
6923,3,2,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
6924,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6925,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6926,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6927,3,1,low,low,low,low,low,low,low,low,low,low
6928,3,0,medium,medium,medium,medium,medium,low,low,low,low,low
6929,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6930,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6931,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6932,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6933,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6934,3,1,medium,low,low,medium,medium,low,medium,low,medium,low
6935,3,1,low,low,low,medium,medium,low,medium,low,low,medium
6936,3,1,medium,medium,low,medium,medium,low,low,low,low,low
6937,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6938,3,2,medium,medium,medium,medium,medium,low,low,medium,medium,low
6939,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6940,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6941,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6942,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6943,3,1,medium,medium,medium,medium,medium,low,medium,low,low,low
6944,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6945,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6946,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6947,3,1,medium,medium,medium,medium,medium,low,medium,medium,low,low
6948,3,1,medium,low,low,medium,medium,low,medium,low,low,low
6949,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6950,3,0,medium,medium,medium,low,medium,low,medium,low,medium,low
6951,3,0,low,low,low,low,medium,low,low,low,low,low
6952,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
6953,3,2,medium,medium,low,medium,medium,low,medium,medium,low,low
6954,3,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6955,3,1,low,low,low,low,low,low,low,low,low,low
6956,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6957,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6958,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6959,3,3,medium,low,medium,low,low,low,low,low,low,low
6960,3,2,medium,low,low,medium,low,low,medium,low,low,low
6961,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6962,3,1,low,low,low,medium,medium,low,low,low,medium,low
6963,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6964,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6965,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6966,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6967,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6968,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6969,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6970,3,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
6971,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6972,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6973,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6974,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6975,3,1,low,low,low,medium,low,medium,medium,low,low,low
6976,3,0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6977,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6978,3,0,medium,low,low,medium,medium,low,low,low,medium,medium
6979,3,1,medium,medium,medium,medium,medium,low,medium,low,medium,medium
6980,3,0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6981,3,1,medium,medium,medium,medium,medium,low,low,medium,medium,low
6982,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6983,3,0,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
6984,3,1,medium,medium,low,medium,medium,low,medium,medium,medium,medium
6985,3,0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6986,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6987,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6988,3,2,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
6989,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6990,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
6991,3,2,medium,medium,medium,medium,medium,low,low,medium,medium,medium
6992,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6993,3,2,medium,low,medium,medium,medium,low,medium,low,low,low
6994,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6995,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6996,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
6997,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
6998,3,1,low,low,low,low,low,low,low,low,low,low
6999,3,0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7000,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7001,3,3,medium,medium,low,medium,medium,low,medium,medium,medium,low
7002,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7003,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7004,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7005,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7006,3,0,medium,low,low,low,medium,low,low,low,low,low
7007,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7008,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7009,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7010,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7011,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7012,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7013,3,1,medium,medium,low,medium,medium,low,low,medium,medium,low
7014,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7015,3,2,medium,medium,medium,medium,medium,medium,low,medium,medium,low
7016,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7017,3,0,low,low,low,low,low,low,low,low,low,low
7018,3,1,medium,medium,medium,medium,medium,low,medium,low,low,low
7019,3,2,low,low,low,low,low,low,low,low,low,low
7020,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7021,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7022,3,2,low,low,low,low,low,low,low,low,low,low
7023,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7024,3,0,low,low,low,medium,medium,low,medium,low,low,low
7025,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7026,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7027,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7028,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7029,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7030,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7031,3,0,medium,medium,low,low,medium,low,low,medium,low,low
7032,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7033,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7034,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7035,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7036,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7037,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7038,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7039,3,2,medium,low,low,low,low,low,low,low,low,low
7040,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7041,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7042,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7043,3,2,medium,medium,low,medium,medium,medium,medium,medium,low,medium
7044,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
7045,3,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
7046,3,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7047,3,1,low,medium,low,medium,medium,low,low,low,low,low
7048,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7049,3,2,low,low,low,low,low,low,low,low,low,low
7050,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7051,3,1,medium,medium,medium,medium,medium,low,low,medium,medium,low
7052,3,1,low,low,low,medium,low,low,medium,low,low,low
7053,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7054,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7055,3,0,medium,low,medium,medium,medium,low,medium,low,medium,medium
7056,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7057,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7058,3,1,medium,medium,low,medium,medium,low,medium,medium,low,low
7059,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7060,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7061,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7062,3,1,medium,low,low,medium,medium,low,low,low,medium,low
7063,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7064,3,1,medium,low,low,low,medium,low,low,low,medium,low
7065,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7066,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7067,3,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7068,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7069,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7070,3,1,medium,low,medium,medium,medium,low,medium,low,medium,medium
7071,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7072,3,0,medium,medium,medium,medium,medium,low,low,medium,medium,low
7073,3,2,medium,medium,medium,medium,medium,medium,medium,low,medium,low
7074,3,0,medium,medium,medium,medium,medium,low,low,medium,medium,low
7075,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7076,3,2,medium,medium,medium,medium,medium,low,low,medium,medium,low
7077,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7078,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7079,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7080,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7081,3,2,medium,medium,medium,medium,medium,low,medium,medium,low,low
7082,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7083,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7084,3,2,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
7085,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7086,3,1,medium,medium,low,medium,medium,low,medium,low,low,low
7087,3,1,medium,medium,medium,medium,medium,low,low,medium,medium,low
7088,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7089,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7090,3,0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7091,3,0,medium,medium,medium,medium,medium,medium,low,low,medium,low
7092,3,1,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7093,3,0,low,low,low,low,low,low,low,low,low,low
7094,3,0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7095,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7096,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7097,3,1,medium,medium,medium,medium,medium,low,medium,low,medium,low
7098,3,1,low,low,low,low,low,low,low,low,low,low
7099,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7100,3,0,medium,medium,medium,low,medium,low,medium,medium,low,low
7101,3,1,low,low,low,low,low,low,low,low,low,low
7102,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7103,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7104,3,2,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
7105,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7106,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7107,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7108,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7109,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7110,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7111,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7112,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7113,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7114,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7115,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7116,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7117,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7118,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7119,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7120,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7121,3,0,medium,medium,medium,medium,medium,low,low,low,low,low
7122,3,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
7123,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7124,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7125,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7126,3,2,medium,low,medium,low,medium,low,low,medium,medium,low
7127,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7128,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7129,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7130,3,3,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
7131,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7132,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7133,3,2,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
7134,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7135,3,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
7136,3,2,medium,medium,low,medium,low,low,medium,low,medium,medium
7137,3,0,medium,low,low,medium,low,low,low,low,low,low
7138,3,1,low,low,low,low,low,low,low,low,low,low
7139,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7140,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7141,3,0,medium,medium,medium,medium,medium,low,low,medium,medium,low
7142,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7143,3,1,medium,medium,medium,medium,medium,low,low,medium,medium,low
7144,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7145,3,1,medium,low,low,medium,medium,low,low,low,low,low
7146,3,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
7147,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7148,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
7149,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7150,3,0,medium,medium,medium,medium,medium,medium,low,medium,medium,low
