essay_id,Grammar_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
8772F74F5EE0,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8773AAFA4355,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
8778DE7C8D0E,3.5,low,low,low,low,medium,low,low,low,medium,medium
877EC536B112,2.5,low,low,low,low,low,low,low,low,low,low
8799E3BD41EB,2.0,medium,low,low,low,medium,medium,low,low,medium,medium
87A8B315A26E,2.5,low,low,low,low,low,low,low,low,low,medium
87AF2FEABA83,3.5,low,medium,low,low,medium,low,low,low,low,medium
87B7C44BBB7C,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
87B7FE5BD9D7,2.5,low,low,low,low,low,low,low,low,low,low
87DF9FF7104D,3.0,low,low,low,low,low,low,low,low,low,low
87E123466310,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
87E3F6FDAA68,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
88006889B561,4.0,medium,medium,medium,low,medium,medium,medium,low,medium,medium
880188B5EED8,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
882F6EC806E9,2.0,medium,medium,low,low,medium,low,low,low,medium,medium
8836B8EFCE5A,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
883C1EF358F6,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
88402C999412,2.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
88816FFD8A5C,4.5,low,medium,low,low,medium,low,low,low,low,medium
88860671767F,3.0,low,low,low,low,low,low,low,low,low,medium
888A04678CCA,2.0,low,low,low,low,low,low,low,low,low,low
88966ED00A28,3.0,low,medium,low,low,low,low,low,low,medium,medium
88ECDCC89475,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
88FCD4D35128,3.0,medium,low,low,low,medium,medium,low,low,medium,medium
88FD25AC86CF,2.0,low,low,low,low,low,low,low,low,low,low
88FD7FAAFA90,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
890FAF6F82FC,2.0,low,low,low,low,low,low,low,low,low,low
89114CEF532E,2.0,low,low,low,low,low,low,low,low,low,low
894C9DC473A0,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
89506A98AC2B,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
895FFC078777,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
89857315A1A4,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
89863E1AF982,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
898A8417D70E,3.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
89974AB1B1B1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
89A2B91E59C5,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
89ADE1CC1BEC,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
89C7C4115B84,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8A0A3FE01FE7,3.0,low,medium,low,low,medium,low,low,low,medium,medium
8A165723DF82,3.0,low,low,low,low,medium,low,low,low,medium,medium
8A216BEDA4C2,3.0,low,low,low,low,low,low,low,low,low,low
8A2A9C25B642,3.0,low,low,low,low,low,low,low,low,low,low
8A4D99910F10,3.0,low,low,low,low,low,low,low,low,low,low
8A6FEEA6C0D3,3.5,low,low,low,low,low,low,low,low,low,medium
8A7081C962D7,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
8A7299DA28E5,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8A80B525C75D,3.0,low,low,low,low,low,low,low,low,low,low
8A8CC7624410,3.0,low,low,low,low,low,low,low,low,low,low
8A970FA9C7C4,3.0,medium,high,low,low,medium,medium,low,low,high,medium
8A9E12ADD91C,3.0,low,low,low,low,low,low,low,low,low,low
8AAC040AE6C7,2.0,low,low,low,low,low,low,low,low,low,low
8AB55CB5992E,3.0,low,low,low,low,medium,low,low,low,low,low
8AD96DB8DD9F,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8AF043C98622,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
8B095EB24288,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8B155840CA6D,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
8B1D74DDA04B,2.0,low,low,low,low,low,low,low,low,low,low
8B1EB1890F9B,2.0,low,low,low,low,low,low,low,low,low,low
8B4A210026AD,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
8B4BB870857D,2.5,low,low,low,low,medium,low,low,low,medium,medium
8B9EEF86DD66,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8BA694ACE2D9,4.5,medium,high,low,high,medium,medium,low,medium,high,medium
8BC2D4B87F27,3.5,low,medium,low,low,low,medium,low,low,medium,medium
8BCA5D690FB4,2.5,low,low,low,low,low,low,low,low,low,low
8BE20A3524AE,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8BFBF3BB5542,2.0,low,low,low,low,low,low,low,low,low,low
8C01B86DE888,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
8C0C5CED34D5,2.5,low,medium,low,low,low,medium,low,low,medium,medium
8C0D50387A60,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
8C34447FF21C,2.5,low,low,low,low,low,low,low,low,low,low
8C3557D720F5,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8C3993109983,3.5,medium,medium,low,low,medium,medium,low,medium,low,medium
8C44127FF83C,3.0,low,low,low,low,low,low,low,low,low,low
8C5BF0347F87,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
8C645419E1B4,4.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
8C83ACEF2A15,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8C880B194034,2.5,low,low,low,low,low,low,low,low,low,low
8CD4C142DCEF,3.0,medium,low,low,low,medium,medium,low,low,medium,medium
8CDBA4104C7E,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8D02AC12DD48,3.0,low,low,low,low,low,low,low,low,low,medium
8D0B6FE098F1,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8D14BC33208D,3.0,low,low,low,low,low,low,low,low,low,medium
8D160B0BC04B,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
8D1CD79C0F8D,3.5,low,medium,low,low,medium,low,low,low,low,medium
8D734AF72931,3.0,low,low,low,low,low,low,low,low,low,low
8DA2034EC1C8,2.0,low,low,low,low,low,low,low,low,low,low
8DA298718DD7,3.0,low,low,low,low,low,low,low,low,low,medium
8DBBADC05A43,2.5,medium,low,low,low,medium,low,low,low,low,medium
8DCC1AC9A8EA,2.5,low,low,low,low,medium,low,low,low,low,low
8DD09D4FCD4F,3.0,low,low,low,low,low,low,low,low,low,medium
8DF5D7CF4085,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8E10A6D2B272,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8E10DA6F8DE9,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
8E2EB0B4B92C,3.0,low,medium,low,low,medium,medium,low,low,low,medium
8E53C7642922,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8E5E6211E4D6,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8E64BE4119C3,3.5,medium,medium,low,low,medium,medium,low,low,medium,medium
8E6F35BA3EE6,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
8E764A2C7266,2.0,low,low,low,low,low,medium,low,low,low,medium
8E91F0997B77,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8E99E989024A,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8EB2AF12FA77,3.5,low,low,low,low,low,low,low,low,low,medium
8ED2404D111E,2.0,low,low,low,low,low,low,low,low,low,low
8EE0540E163D,2.0,low,low,low,low,low,low,low,low,low,low
8EEA38B2E6CD,2.5,low,low,low,low,medium,low,low,low,medium,medium
8EEEF415AA1E,2.5,low,low,low,low,low,low,low,low,low,low
8EF3D97E2310,3.0,medium,high,medium,high,medium,medium,medium,high,high,high
8EF9BE158AD3,3.0,low,low,low,low,low,low,low,low,low,low
8F16365E363D,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8F1F5D0CEA06,3.0,low,low,low,low,low,low,low,low,low,low
8F29D9B8D64E,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
8F3B39C509B9,3.0,low,low,low,low,medium,low,low,low,medium,medium
8F5F3F2519DA,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8F6DFE02DF75,2.5,medium,medium,low,low,medium,low,low,low,low,medium
8F78E9AF1D0E,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8FD83605AA61,3.0,medium,high,medium,high,medium,medium,medium,medium,medium,medium
8FE04E30F621,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,high
8FF22F2804A3,2.0,low,low,low,low,low,low,low,low,low,medium
8FF3A8F178E1,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
8FFDA5B9D359,3.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
9000217714BE,2.5,low,low,low,low,low,low,low,low,low,medium
900D1E184F63,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
902341F8EB11,3.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
90526CA48E47,4.0,low,medium,low,low,medium,medium,low,low,medium,medium
9054912D1EA7,4.0,medium,medium,low,low,medium,medium,low,low,medium,medium
907275FA42D0,2.5,low,low,low,low,low,low,low,low,low,low
907FC59841EC,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
9086C0A2BF10,2.5,medium,low,low,low,medium,medium,low,low,medium,medium
90978A2F8599,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
90BF447C6E83,2.0,low,low,low,low,low,low,low,low,low,low
90C81189C58D,4.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
90E2214EFEC8,4.0,medium,medium,low,low,medium,medium,low,low,medium,medium
90E5BB6CBE11,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
90EBF38FCFBA,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
90F73F20ECF0,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
911DD337DD61,3.5,medium,medium,low,low,medium,medium,low,low,medium,medium
91377BE7D4ED,3.0,medium,low,low,low,medium,low,low,low,medium,medium
9145AB74E1DA,3.5,low,medium,low,low,medium,medium,low,low,medium,medium
9152EA0F430B,3.0,low,low,low,low,low,low,low,low,low,medium
915D8BF74963,3.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
916811E780BD,4.0,medium,medium,low,low,medium,medium,low,low,low,medium
918C1880FCD8,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
91B88A23A5E4,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
920BEE439862,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
924748264D34,3.0,low,low,low,low,medium,low,low,low,low,medium
925371DCF84D,1.5,low,low,low,low,low,low,low,low,low,low
9255DC307B75,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
925DBAC486E5,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
92B418CEA06E,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
92B8F2F85C44,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
92CD1BD0C18F,2.5,low,low,low,low,low,low,low,low,low,medium
92D03AB56C53,2.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
92E97E947628,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
92EA64272FB4,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
92F6C1E71237,2.5,low,low,low,low,low,low,low,low,low,medium
92F7DD653EFB,3.0,medium,medium,low,low,medium,medium,low,low,low,medium
92FFB3530304,3.0,low,low,low,low,low,low,low,low,low,low
930CF711E6B6,3.0,low,low,low,low,low,low,low,low,low,medium
93385DED39E7,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
93552F3ACA5D,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
93575D076743,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
935A26E2610C,2.5,low,low,low,low,low,low,low,low,low,medium
9392E2E0AA1E,3.0,low,medium,low,low,low,low,low,low,medium,medium
93B8C8DAFE20,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
93BAA0D48EF3,2.0,low,low,low,low,low,low,low,low,low,medium
93C575DB7931,3.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
93DF867BE1C5,2.5,low,low,low,low,low,low,low,low,low,low
93E62B4919A6,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
93EF5F755313,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
940441D4CF9C,2.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
94131A88E955,4.0,low,low,low,low,low,low,low,low,low,medium
941A269CE055,2.0,medium,medium,low,low,medium,medium,low,low,medium,medium
946D8B23ECA6,2.5,low,low,low,low,low,low,low,low,low,low
948771F795EB,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
94ACF6006DB9,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
94C1C9CD10B7,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
94EC7DF6EA74,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
950729DE3582,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
951DBA563386,2.0,low,medium,low,low,medium,medium,low,low,low,medium
9523FBA791BE,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9528CA8FFC22,4.0,low,low,low,low,medium,medium,low,low,medium,medium
9532BA8E40BA,2.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
953BEF800163,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9551DA943B01,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
95540EBC3FC9,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
95671082C3A1,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
959946A3FB03,3.5,medium,medium,medium,low,medium,medium,low,low,medium,medium
95FD6DF25420,3.0,low,low,low,low,low,low,low,low,low,low
960D7C072801,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9613CEAFE86E,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9615F113FAA1,2.5,low,low,low,low,low,low,low,low,low,medium
96220F2863D1,3.5,medium,medium,low,low,medium,low,low,low,medium,medium
963501C88479,3.5,low,low,low,low,medium,low,low,low,low,medium
963AD357A595,2.0,low,low,low,low,low,low,low,low,low,low
964E9DBFDBAA,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9653A4188D80,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
965DC6768854,2.5,low,low,low,low,low,low,low,low,low,low
9664D9C4C5F9,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9685DD18847A,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
96A7646236BF,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
96CCD6C82658,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
96F4AB949807,2.0,low,low,low,low,low,low,low,low,low,low
9702AD260172,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9715AAF5B952,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
97167C9DC677,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9725E454418F,2.0,low,low,low,low,low,low,low,low,low,low
972782BCDEA4,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9735E542665C,3.0,low,medium,low,low,medium,low,low,low,low,medium
973A3ADFAB72,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
973B1ACD7430,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
973B1B44F884,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
97472A5E870A,3.0,low,low,low,low,low,low,low,low,low,low
9760A1CB4336,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
976E2E05C4EB,3.0,low,low,low,low,medium,medium,low,low,medium,medium
97A0FFE91A3E,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
97A27B9801B5,2.5,medium,low,low,low,medium,low,low,low,low,medium
97C6E22BA8EE,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
97EF67C73A5E,2.5,low,low,low,low,low,low,low,low,low,low
9801CF414927,3.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
9818D8926288,3.0,low,low,low,low,low,low,low,low,low,low
982053C6DAD6,3.5,medium,medium,low,medium,medium,medium,low,medium,medium,medium
98318D414246,2.5,low,low,low,low,low,low,low,low,low,low
983D4402B74F,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
985A32A20F03,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
985FC4A0FAE2,2.5,low,low,low,low,low,low,low,low,low,medium
9860EE12D1B3,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9872487371ED,3.0,low,low,low,low,low,low,low,low,low,low
987A42F72474,3.0,low,low,low,low,low,low,low,low,low,medium
98823BEE8E85,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
988BFF516FA0,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
98AB65F5C7F9,2.0,low,low,low,low,low,low,low,low,low,low
98C692B7B152,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
98CD7819C7EF,2.0,low,low,low,low,medium,medium,low,low,medium,medium
98D8723E86D0,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
98D8FF9E3C56,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
98DE8992E379,2.5,low,low,low,low,low,low,low,low,low,medium
98FDB2315471,2.0,low,low,low,low,low,low,low,low,low,low
992DB55B9726,2.5,low,low,low,low,medium,medium,low,medium,medium,medium
992ED17DB3CA,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9947BA6C3149,3.0,low,low,low,low,low,low,low,low,low,low
995452515AB0,2.0,low,low,low,low,low,low,low,low,low,low
997098762F7E,2.0,low,low,low,low,low,low,low,low,low,low
997589EE26E6,2.5,low,low,low,low,low,low,low,low,low,low
998DA357F910,3.0,low,medium,low,low,medium,medium,low,low,medium,medium
99961D273689,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
99A3641592CA,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
99A73BEA826C,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
99BA9BABB1A5,2.5,low,low,low,low,low,low,low,low,low,low
99CAD0AF3560,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
99E81F82C597,3.0,low,low,low,low,medium,low,low,low,low,medium
99ECAD55ABD3,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9A0BAE46C6B4,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9A24CB0724FE,3.0,medium,medium,low,low,medium,medium,medium,low,medium,medium
9A25D43F4CEF,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9A36D8AB4818,5.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
9A5193D1C19B,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9A879E8D266F,2.0,low,low,low,low,low,low,low,low,low,low
9A93D940C694,4.0,low,low,low,low,medium,low,low,low,low,medium
9A96A89DF959,4.0,medium,high,medium,high,medium,medium,medium,medium,medium,high
9A9924C0CA97,3.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
9ABF7B48B802,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
9AC32EA4050B,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9AC838864995,3.5,medium,medium,medium,low,medium,medium,low,low,medium,medium
9ADC4A3BFDD0,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9AFAE6562E98,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9B15B90564A3,2.5,low,low,low,low,low,low,low,low,low,low
9B23FE314CF5,2.0,low,low,low,low,low,low,low,low,low,low
9B3F1EFA8AAB,3.5,low,low,low,low,medium,low,low,low,low,medium
9B42B1750AD8,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
9B4BD1687FA0,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9B4C52064991,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
9B4EEAAB752E,3.0,low,low,low,low,low,low,low,low,low,low
9B5E142C63AC,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
9B5E878ED861,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9B63E800B429,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9B69DE203555,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
9B94692E3AC6,4.0,medium,high,medium,high,medium,medium,medium,medium,high,medium
9B9E23C5D3C8,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9BAD2A3A7619,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9BAE37CAB3ED,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9BEE648877EF,2.0,low,low,low,low,low,low,low,low,low,medium
9BF2607D4878,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9BF717F45D68,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9C1A3F53B869,2.5,low,low,low,low,low,low,low,low,low,medium
9C1B60E737FB,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9C37912D9442,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9C3D2911E32D,4.5,medium,high,medium,high,medium,medium,medium,medium,high,high
9C57307D58A5,3.0,low,low,low,low,low,low,low,low,medium,medium
9C601D9FCB5F,2.5,low,low,low,low,medium,medium,low,low,medium,medium
9C6132E41DDE,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9C76CF46D791,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9C7B4130AA3E,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9C7E82646A0F,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
9C9C4EECA979,2.5,low,low,low,low,low,low,low,low,low,low
9C9F45A47A92,2.0,low,low,low,low,low,low,low,low,low,low
9CB69011AE54,2.0,medium,medium,low,low,medium,medium,medium,low,medium,medium
9CB6D9467227,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9CCE6697A5B1,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9CE077EDCC85,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9D6E844DBDF2,2.5,low,low,low,low,low,low,low,low,low,low
9D716D9F4EBA,2.5,low,low,low,low,low,low,low,low,low,medium
9D8B3825C355,2.0,low,low,low,low,low,low,low,low,low,low
9D9B85A82575,2.0,low,low,low,low,low,low,low,low,low,low
9DA131E0F720,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9DB1E261C00D,3.5,medium,medium,medium,low,medium,medium,medium,low,medium,medium
9DB8409B95F6,4.0,low,low,low,low,low,low,low,low,low,low
9DBCBFD45366,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9DCB91B1F18D,3.0,low,low,low,low,low,low,low,low,medium,medium
9DD22B9D10F4,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9DDBBA28EBD0,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
9DE684107A66,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9DF267887BEB,3.5,low,low,low,low,low,low,low,low,low,low
9E1DFDF33C0B,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9E21506EADC7,3.0,low,low,low,low,low,low,low,low,low,low
9E2645222231,3.0,low,medium,low,low,medium,medium,low,low,medium,medium
9E40BFCC6F62,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9E478C982AD0,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9E49399B42B4,2.5,medium,medium,low,low,medium,low,low,low,low,medium
9E4F43374DD5,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9E753C182039,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9E817DB62497,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9E8984D81AC3,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9E8F3C6405CA,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9E96EB0152A6,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9EAB766AF4BE,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9EADCECA2FB8,3.0,low,low,low,low,low,low,low,low,low,low
9EB5AA842FEF,2.0,low,low,low,low,low,low,low,low,low,low
9EB7D09C785B,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9EBA120196BC,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9EBCC1131B13,3.0,low,low,low,low,low,low,low,low,low,low
9EC4A16802BF,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9ED1E2DB0B0F,2.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
9EE9E6991968,2.5,low,low,low,low,low,low,low,low,low,medium
9F1230B269C1,2.5,medium,medium,medium,low,medium,medium,medium,low,medium,medium
9F1CC7603B64,3.0,medium,low,medium,low,medium,low,low,low,medium,medium
9F27EAC1E27D,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9F401E75755A,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9F68BAB4FB63,3.0,low,low,low,low,low,low,low,low,low,low
9F7610DBE2DC,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9F7E189A2DCF,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9F803521F9A6,2.5,low,low,low,low,low,low,low,low,low,low
9F9C42BD3B7A,4.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9FA1ED280D8E,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9FA90B94782E,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
9FAA62801E13,2.5,low,low,low,low,low,low,low,low,low,low
9FD1F622BAC3,2.0,low,low,low,low,low,low,low,low,low,low
9FDD8A146288,2.5,low,low,low,low,low,low,low,low,low,low
9FE2FE6E997E,3.0,medium,high,medium,high,medium,medium,medium,medium,medium,medium
9FE689F5F44D,3.5,medium,high,medium,high,medium,medium,medium,high,high,high
A00A8837B25B,4.5,medium,high,medium,high,medium,high,high,high,high,high
A0129E84B1D4,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A02E1D0BEACF,3.0,low,low,low,low,low,low,low,low,medium,low
A04B4B412DB3,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
A055576C0F9E,3.0,medium,low,low,low,medium,low,low,low,low,medium
A094036DE672,4.0,medium,medium,medium,low,medium,medium,low,low,medium,medium
