essay_id,prompt_id,word_choice_score,question1,question2,question3,question4,question5,question6,question7,question8
1031,1,4,medium,medium,medium,medium,low,medium,medium,medium
1032,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1033,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1034,1,3,medium,medium,low,medium,low,medium,medium,medium
1035,1,5,medium,medium,medium,medium,low,medium,medium,medium
1036,1,3,medium,medium,low,low,low,medium,medium,medium
1037,1,3,low,low,low,low,low,low,high,high
1038,1,5,medium,medium,low,medium,low,medium,medium,medium
1039,1,3,medium,medium,low,low,low,medium,medium,medium
1040,1,2,medium,medium,low,low,low,medium,medium,medium
1041,1,2,low,low,low,low,low,low,high,high
1042,1,4,medium,medium,low,medium,low,medium,medium,medium
1043,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1044,1,3,low,low,low,low,low,low,high,high
1045,1,5,medium,medium,low,low,low,medium,medium,medium
1046,1,3,medium,medium,low,low,low,medium,medium,medium
1047,1,5,medium,medium,low,medium,low,medium,medium,medium
1048,1,4,medium,medium,low,low,low,medium,medium,high
1049,1,4,medium,medium,medium,medium,low,medium,medium,medium
1050,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1051,1,3,medium,low,low,low,low,medium,medium,medium
1052,1,4,medium,medium,medium,medium,low,medium,medium,medium
1053,1,3,medium,medium,low,low,low,medium,medium,medium
1054,1,3,medium,medium,low,medium,low,medium,medium,medium
1055,1,3,medium,low,low,low,low,medium,medium,medium
1056,1,3,medium,medium,low,low,low,medium,medium,medium
1057,1,4,medium,medium,low,low,low,medium,high,medium
1058,1,5,medium,medium,low,medium,low,medium,medium,medium
1059,1,4,medium,medium,low,low,low,medium,medium,medium
1060,1,3,medium,low,low,low,low,medium,medium,medium
1061,1,3,low,low,low,low,low,low,high,high
1062,1,4,low,low,low,low,low,low,high,high
1063,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1064,1,4,medium,medium,low,medium,low,medium,medium,medium
1065,1,3,low,low,low,low,low,low,high,high
1066,1,5,medium,medium,medium,medium,low,medium,medium,medium
1067,1,5,medium,medium,low,low,low,medium,medium,medium
1068,1,4,medium,medium,low,low,low,medium,medium,medium
1069,1,5,medium,medium,low,medium,low,medium,medium,medium
1070,1,2,low,low,low,low,low,low,medium,medium
1071,1,3,medium,medium,low,medium,low,medium,medium,medium
1072,1,3,medium,medium,low,low,low,medium,medium,medium
1073,1,3,medium,low,low,low,low,medium,medium,medium
1074,1,2,medium,medium,low,low,low,medium,medium,medium
1075,1,4,medium,medium,medium,medium,low,medium,medium,medium
1076,1,6,medium,medium,medium,medium,low,medium,medium,medium
1077,1,3,medium,medium,low,low,low,medium,medium,medium
1078,1,6,medium,medium,medium,medium,medium,medium,medium,medium
1079,1,3,medium,low,low,low,low,medium,medium,medium
1080,1,3,medium,medium,low,low,low,medium,medium,medium
1081,1,3,medium,low,low,low,low,medium,medium,medium
1082,1,3,low,low,low,low,low,low,high,high
1083,1,2,medium,low,low,low,low,medium,medium,medium
1084,1,4,medium,medium,low,low,low,medium,medium,medium
1085,1,4,medium,medium,low,medium,low,medium,medium,medium
1086,1,4,medium,medium,low,medium,low,medium,medium,medium
1087,1,5,medium,medium,low,low,low,medium,high,medium
1088,1,5,medium,medium,medium,medium,low,medium,medium,medium
1089,1,4,medium,medium,low,low,low,medium,medium,medium
1090,1,3,low,low,low,low,low,medium,medium,medium
1091,1,5,medium,medium,medium,medium,low,medium,medium,medium
1092,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1093,1,3,low,low,low,low,low,low,medium,medium
1094,1,4,medium,medium,medium,medium,low,medium,medium,medium
1095,1,3,medium,low,low,low,low,medium,high,medium
1096,1,2,low,low,low,low,low,low,high,high
1097,1,4,medium,low,low,low,low,medium,medium,medium
1098,1,3,low,low,low,low,low,low,medium,high
1099,1,4,low,low,low,low,low,low,medium,medium
1100,1,3,medium,low,low,low,low,low,medium,medium
1101,1,3,low,low,low,low,low,low,medium,high
1102,1,3,medium,low,low,low,low,medium,medium,medium
1103,1,2,medium,low,low,low,low,low,medium,high
1104,1,5,medium,medium,low,medium,medium,medium,high,medium
1105,1,4,medium,medium,low,medium,low,medium,medium,medium
1106,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1107,1,1,low,low,low,low,low,low,medium,medium
1108,1,3,medium,medium,medium,medium,medium,medium,medium,medium
1109,1,3,medium,medium,low,medium,low,medium,medium,medium
1110,1,4,medium,medium,low,low,low,medium,medium,medium
1111,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1112,1,4,medium,medium,low,low,low,medium,medium,medium
1113,1,5,medium,medium,low,medium,medium,medium,medium,medium
1114,1,4,medium,medium,low,low,low,medium,medium,medium
1115,1,4,medium,medium,low,medium,medium,medium,medium,medium
1116,1,4,low,low,low,low,low,low,medium,high
1117,1,3,low,low,low,low,low,low,high,high
1118,1,4,low,low,low,low,low,low,high,high
1119,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1120,1,3,low,low,low,low,low,low,medium,medium
1121,1,1,low,low,low,low,low,low,medium,medium
1122,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1123,1,3,medium,low,low,low,low,medium,medium,medium
1124,1,5,medium,medium,medium,medium,low,medium,medium,medium
1125,1,3,low,low,low,low,low,low,medium,medium
1126,1,4,medium,medium,low,low,low,medium,medium,medium
1127,1,4,medium,medium,low,medium,low,medium,medium,medium
1128,1,3,low,low,low,low,low,low,high,high
1129,1,3,medium,medium,low,low,low,medium,high,medium
1130,1,3,low,low,low,low,low,low,medium,high
1132,1,3,medium,medium,low,low,low,medium,medium,medium
1133,1,6,medium,medium,medium,medium,low,medium,medium,medium
1134,1,3,medium,medium,low,low,low,medium,medium,medium
1135,1,6,medium,medium,medium,medium,medium,medium,medium,medium
1136,1,3,medium,medium,low,low,low,medium,medium,medium
1137,1,3,medium,low,low,low,low,medium,high,medium
1138,1,3,medium,medium,low,medium,low,medium,medium,medium
1139,1,4,medium,medium,low,medium,low,medium,high,high
1140,1,5,medium,medium,medium,medium,low,medium,medium,medium
1141,1,3,medium,medium,low,low,low,medium,medium,medium
1142,1,4,low,low,low,low,low,low,high,high
1143,1,5,medium,medium,low,medium,low,medium,medium,medium
1144,1,4,medium,medium,medium,medium,low,medium,medium,medium
1145,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1146,1,3,medium,medium,low,medium,low,medium,medium,medium
1147,1,4,medium,medium,low,medium,low,medium,medium,medium
1148,1,3,medium,medium,medium,medium,medium,medium,medium,medium
1149,1,6,medium,medium,medium,medium,medium,medium,medium,medium
1150,1,5,medium,medium,medium,medium,low,medium,medium,medium
1151,1,4,medium,medium,low,medium,medium,medium,high,medium
1152,1,4,medium,medium,low,medium,low,medium,high,medium
1153,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1154,1,4,medium,medium,medium,medium,low,medium,medium,medium
1155,1,5,medium,medium,low,medium,low,medium,medium,medium
1156,1,5,medium,medium,low,low,low,medium,high,medium
1157,1,3,medium,low,low,low,low,medium,medium,medium
1158,1,4,medium,medium,low,medium,low,medium,medium,medium
1159,1,5,medium,low,low,low,medium,medium,medium,medium
1160,1,4,medium,medium,low,low,low,medium,medium,medium
1161,1,4,medium,medium,low,low,low,medium,medium,medium
1162,1,4,medium,medium,medium,medium,low,medium,medium,medium
1163,1,4,medium,medium,medium,medium,low,medium,medium,medium
1164,1,5,medium,medium,low,medium,low,medium,medium,medium
1165,1,4,medium,low,low,low,low,medium,medium,medium
1166,1,4,medium,medium,low,medium,medium,medium,medium,medium
1167,1,4,medium,medium,low,medium,low,medium,medium,medium
1168,1,5,low,low,low,low,low,low,high,high
1169,1,4,medium,medium,low,low,low,medium,medium,medium
1170,1,6,medium,medium,medium,medium,medium,medium,medium,medium
1171,1,5,medium,medium,medium,medium,low,medium,medium,medium
1172,1,4,medium,low,low,low,low,medium,medium,medium
1173,1,4,medium,medium,low,medium,low,medium,medium,medium
1174,1,4,medium,low,low,low,low,medium,medium,medium
1175,1,5,medium,medium,low,medium,low,medium,high,medium
1176,1,4,medium,low,low,low,low,medium,high,high
1177,1,3,low,low,low,low,low,low,medium,medium
1178,1,4,medium,medium,medium,medium,low,medium,medium,medium
1179,1,3,medium,medium,low,medium,low,medium,medium,medium
1180,1,5,medium,medium,low,medium,low,medium,medium,medium
1181,1,5,medium,medium,low,medium,low,medium,medium,medium
1182,1,3,medium,medium,low,medium,low,medium,medium,medium
1183,1,3,low,low,low,low,low,low,medium,medium
1184,1,5,medium,medium,low,medium,low,medium,medium,medium
1185,1,4,medium,medium,low,medium,medium,medium,medium,medium
1186,1,5,medium,medium,low,medium,low,medium,medium,medium
1187,1,4,low,low,low,low,low,medium,medium,medium
1188,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1189,1,3,medium,low,low,low,low,medium,medium,medium
1190,1,4,medium,low,low,low,low,medium,high,medium
1191,1,4,medium,medium,low,low,low,medium,medium,medium
1192,1,4,medium,medium,medium,medium,low,medium,medium,medium
1193,1,4,medium,medium,medium,medium,low,medium,medium,medium
1194,1,5,medium,medium,low,medium,low,medium,medium,medium
1195,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1196,1,3,medium,medium,low,low,low,medium,medium,medium
1197,1,4,medium,medium,low,low,low,medium,medium,medium
1198,1,2,low,low,low,low,low,low,medium,medium
1199,1,4,medium,medium,medium,medium,low,medium,medium,medium
1200,1,5,medium,medium,low,medium,medium,medium,medium,medium
1201,1,6,medium,medium,medium,medium,medium,medium,medium,medium
1202,1,3,medium,medium,low,low,low,medium,medium,medium
1203,1,4,medium,medium,low,medium,medium,medium,medium,medium
1204,1,4,medium,medium,low,medium,low,medium,medium,medium
1205,1,3,medium,medium,low,low,low,medium,medium,medium
1206,1,4,medium,medium,low,medium,low,medium,medium,medium
1207,1,4,medium,medium,medium,medium,low,medium,medium,medium
1208,1,2,low,low,low,low,low,low,high,high
1209,1,4,medium,medium,low,low,low,medium,medium,medium
1210,1,4,medium,medium,low,low,low,medium,medium,medium
1211,1,4,medium,medium,low,medium,low,medium,medium,medium
1212,1,5,medium,medium,low,low,low,medium,high,medium
1213,1,4,medium,medium,low,low,low,medium,high,medium
1214,1,5,medium,medium,medium,medium,low,medium,medium,medium
1215,1,3,low,low,low,low,low,low,high,high
1216,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1217,1,2,low,low,low,low,low,medium,medium,medium
1218,1,4,medium,medium,medium,medium,low,medium,medium,medium
1219,1,3,medium,medium,low,low,low,medium,medium,high
1220,1,5,medium,medium,medium,medium,low,medium,medium,medium
1221,1,5,medium,medium,medium,medium,low,medium,medium,medium
1222,1,2,low,low,low,low,low,low,medium,medium
1223,1,4,medium,medium,low,medium,low,medium,medium,medium
1224,1,4,medium,medium,low,medium,low,medium,medium,medium
1225,1,4,medium,medium,medium,medium,low,medium,medium,medium
1226,1,4,medium,medium,medium,medium,low,medium,medium,medium
1227,1,3,low,low,low,low,low,low,medium,high
1228,1,3,medium,low,low,low,low,medium,medium,medium
1229,1,5,medium,medium,low,medium,low,medium,medium,medium
1230,1,4,medium,medium,low,medium,medium,medium,medium,medium
1231,1,2,medium,medium,medium,medium,low,medium,medium,low
1232,1,4,medium,low,low,low,low,medium,medium,medium
1233,1,4,medium,medium,medium,medium,low,medium,medium,medium
1234,1,4,medium,medium,low,medium,low,medium,medium,medium
1236,1,4,medium,medium,medium,medium,low,medium,medium,medium
1237,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1238,1,4,medium,low,low,low,low,medium,medium,medium
1239,1,5,medium,medium,low,medium,low,medium,medium,medium
1240,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1241,1,3,medium,medium,low,low,low,medium,medium,medium
1242,1,3,medium,medium,low,low,low,medium,medium,medium
1243,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1244,1,3,medium,low,low,low,low,medium,medium,high
1245,1,4,low,low,low,low,low,low,high,high
1246,1,3,medium,medium,low,medium,low,medium,medium,medium
1247,1,3,medium,medium,low,low,low,medium,medium,medium
1248,1,5,medium,medium,low,medium,low,medium,high,medium
1249,1,5,medium,medium,low,medium,low,medium,medium,medium
1250,1,5,medium,low,low,low,low,medium,high,high
1251,1,3,medium,medium,low,medium,low,medium,medium,medium
1252,1,4,medium,medium,low,medium,medium,medium,medium,medium
1253,1,1,low,low,low,low,low,low,high,high
1254,1,3,medium,medium,low,low,low,medium,medium,medium
1255,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1256,1,3,medium,medium,low,medium,low,medium,medium,medium
1257,1,4,medium,medium,medium,medium,low,medium,medium,medium
1258,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1259,1,4,medium,medium,medium,medium,low,medium,medium,medium
1260,1,3,low,low,low,low,low,low,medium,high
1261,1,4,medium,low,low,low,low,medium,high,medium
1262,1,3,medium,medium,low,low,low,medium,medium,medium
1263,1,3,medium,medium,medium,medium,low,medium,medium,medium
1264,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1265,1,4,medium,medium,low,medium,low,medium,medium,medium
1266,1,3,medium,low,low,low,low,medium,medium,medium
1267,1,5,medium,medium,medium,medium,low,medium,medium,medium
1268,1,3,low,low,low,low,low,low,medium,medium
1269,1,4,medium,low,low,low,low,medium,medium,high
1270,1,5,low,low,low,low,low,low,medium,high
1271,1,3,medium,medium,low,low,low,medium,medium,medium
1272,1,3,medium,medium,low,medium,low,medium,medium,medium
1273,1,5,medium,medium,low,medium,medium,medium,medium,medium
1274,1,2,low,low,low,low,low,low,medium,high
1275,1,2,medium,medium,low,low,low,medium,medium,medium
1276,1,3,medium,low,low,low,low,medium,medium,medium
1277,1,2,medium,medium,low,low,low,medium,medium,medium
1278,1,3,medium,low,low,low,low,medium,medium,medium
1279,1,3,medium,medium,low,medium,low,medium,medium,medium
1280,1,4,medium,medium,low,medium,low,medium,medium,medium
1281,1,3,medium,medium,low,low,low,medium,medium,medium
1282,1,4,medium,medium,low,low,low,medium,high,medium
1283,1,6,medium,medium,medium,medium,medium,medium,medium,medium
1284,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1285,1,3,medium,low,low,low,low,medium,medium,medium
1286,1,3,low,low,low,low,low,medium,medium,medium
1287,1,5,medium,medium,medium,medium,low,medium,medium,medium
1288,1,6,medium,medium,medium,medium,low,medium,medium,medium
1289,1,2,low,low,low,low,low,low,medium,high
1290,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1291,1,3,low,low,low,low,low,low,high,high
1292,1,4,medium,medium,low,low,low,medium,medium,medium
1293,1,2,low,low,low,low,low,low,medium,high
1294,1,4,medium,medium,low,medium,medium,medium,medium,medium
1295,1,1,low,low,low,low,low,low,medium,high
1296,1,4,medium,medium,medium,medium,low,medium,medium,medium
1297,1,3,medium,medium,medium,medium,low,medium,medium,medium
1298,1,3,medium,medium,low,low,low,medium,medium,medium
1299,1,6,medium,medium,medium,medium,medium,medium,medium,medium
1300,1,3,medium,low,low,low,low,medium,medium,medium
1301,1,3,medium,low,low,low,low,medium,medium,medium
1302,1,4,medium,medium,low,medium,low,medium,medium,medium
1303,1,4,medium,medium,medium,medium,low,medium,medium,medium
1304,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1305,1,4,medium,low,low,low,medium,medium,medium,medium
1306,1,5,medium,medium,medium,medium,low,medium,medium,medium
1307,1,3,medium,medium,low,medium,low,medium,medium,medium
1308,1,4,medium,medium,medium,medium,low,medium,medium,medium
1309,1,4,medium,medium,low,low,low,medium,medium,medium
1310,1,3,medium,medium,low,low,low,medium,medium,medium
1311,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1312,1,3,medium,medium,low,low,low,medium,medium,medium
1313,1,3,medium,low,low,low,low,medium,medium,medium
1314,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1315,1,4,medium,low,low,low,low,low,high,medium
1316,1,4,medium,medium,medium,medium,low,medium,medium,medium
1317,1,4,medium,medium,low,medium,medium,medium,medium,medium
1318,1,3,medium,medium,low,low,low,medium,medium,medium
1319,1,4,medium,medium,low,low,low,medium,medium,medium
1320,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1321,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1322,1,3,medium,medium,low,medium,low,medium,medium,medium
1323,1,3,medium,medium,low,medium,medium,medium,medium,medium
1324,1,3,medium,medium,medium,medium,low,medium,medium,medium
1325,1,4,medium,medium,medium,medium,low,medium,medium,medium
1326,1,3,low,low,low,low,low,low,high,high
1327,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1328,1,4,medium,medium,low,medium,low,medium,medium,medium
1329,1,3,medium,low,low,low,low,medium,medium,medium
1330,1,3,medium,medium,low,medium,low,medium,medium,medium
1331,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1332,1,5,medium,medium,medium,medium,low,medium,medium,medium
1333,1,3,medium,low,low,low,low,medium,medium,high
1334,1,3,medium,medium,low,medium,low,medium,medium,medium
1335,1,2,medium,medium,low,low,low,medium,medium,medium
1336,1,4,medium,medium,low,medium,medium,medium,high,medium
1337,1,3,low,low,low,low,low,low,medium,high
1338,1,4,medium,medium,medium,medium,low,medium,medium,medium
1339,1,4,medium,low,low,low,low,medium,high,medium
1340,1,5,medium,medium,medium,medium,low,medium,medium,medium
1341,1,5,medium,medium,medium,medium,low,medium,medium,medium
1342,1,3,medium,low,low,low,low,medium,medium,medium
1343,1,3,medium,medium,low,medium,low,medium,medium,medium
1344,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1345,1,4,medium,medium,medium,medium,low,medium,medium,medium
1346,1,4,medium,medium,low,medium,low,medium,medium,medium
1347,1,4,low,low,low,low,low,low,medium,high
1348,1,3,medium,low,low,low,low,medium,medium,medium
1349,1,4,medium,medium,medium,medium,low,medium,medium,medium
1350,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1351,1,3,medium,low,low,low,low,medium,high,high
1352,1,4,medium,medium,low,medium,low,medium,medium,medium
1353,1,5,medium,medium,low,medium,low,medium,medium,medium
1354,1,4,medium,medium,low,medium,low,medium,medium,medium
1355,1,4,medium,medium,low,low,low,medium,medium,medium
1356,1,3,low,low,low,low,low,low,medium,high
1357,1,4,medium,low,low,low,low,medium,medium,medium
1358,1,4,medium,medium,medium,medium,low,medium,medium,medium
1359,1,4,medium,medium,medium,medium,low,medium,medium,medium
1360,1,5,medium,medium,medium,medium,low,medium,medium,medium
1361,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1362,1,5,medium,medium,low,medium,medium,medium,medium,medium
1363,1,4,medium,low,low,low,low,medium,medium,medium
1364,1,4,medium,medium,low,medium,low,medium,medium,medium
1365,1,4,medium,medium,medium,medium,low,medium,medium,medium
1366,1,4,medium,medium,low,medium,low,medium,medium,medium
1367,1,2,medium,medium,low,low,low,medium,medium,medium
1368,1,3,low,low,low,low,low,low,medium,medium
1369,1,3,medium,medium,medium,medium,medium,medium,medium,medium
1370,1,5,medium,medium,low,low,low,medium,medium,medium
1371,1,5,medium,medium,low,low,low,medium,high,high
1372,1,3,medium,medium,low,medium,low,medium,medium,medium
1373,1,4,medium,medium,low,medium,low,medium,medium,medium
1374,1,4,medium,medium,low,low,low,medium,high,medium
1375,1,4,medium,medium,low,low,low,medium,medium,medium
1376,1,3,medium,medium,low,low,low,medium,medium,medium
1377,1,3,medium,medium,medium,medium,low,medium,medium,medium
1378,1,4,medium,medium,low,low,low,medium,high,high
1379,1,4,medium,medium,low,medium,medium,medium,medium,medium
1380,1,6,medium,medium,medium,medium,medium,medium,medium,medium
1381,1,3,medium,medium,low,low,low,medium,medium,medium
1382,1,4,medium,medium,medium,medium,low,medium,medium,medium
1383,1,3,medium,low,low,low,low,medium,high,high
1384,1,4,medium,medium,low,medium,low,medium,medium,medium
1385,1,5,medium,medium,medium,medium,low,medium,medium,medium
1386,1,3,medium,medium,low,low,low,medium,medium,medium
1387,1,4,medium,medium,low,medium,low,medium,medium,medium
1388,1,4,medium,medium,medium,medium,low,medium,medium,medium
1389,1,3,low,low,low,low,low,low,high,high
1390,1,4,medium,low,low,low,low,medium,medium,medium
1391,1,3,medium,medium,medium,medium,low,medium,medium,medium
1392,1,4,medium,medium,low,low,low,medium,medium,medium
1393,1,4,medium,medium,low,medium,low,medium,medium,medium
1394,1,3,low,low,low,low,low,low,medium,high
1395,1,3,low,low,low,low,low,low,high,high
1396,1,3,low,low,low,low,low,low,high,high
1397,1,3,medium,low,low,low,low,medium,medium,medium
1398,1,4,medium,medium,medium,medium,low,medium,medium,medium
1399,1,3,medium,medium,low,low,low,medium,medium,medium
1400,1,3,medium,low,low,low,low,medium,high,medium
1401,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1402,1,3,medium,medium,low,medium,low,medium,medium,medium
1403,1,4,medium,medium,low,low,medium,medium,medium,medium
1404,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1405,1,3,medium,low,low,low,low,medium,high,medium
1406,1,3,medium,medium,low,low,low,medium,medium,medium
1407,1,4,medium,low,low,low,low,medium,medium,medium
1408,1,5,medium,medium,medium,medium,low,medium,medium,medium
1409,1,5,medium,medium,low,medium,low,medium,medium,medium
1410,1,4,medium,medium,low,low,low,medium,medium,medium
1411,1,6,medium,medium,low,medium,low,medium,medium,medium
1412,1,4,medium,medium,low,medium,low,medium,medium,medium
1413,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1414,1,3,medium,low,low,low,low,medium,medium,medium
1415,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1416,1,3,low,low,low,low,low,low,high,high
1417,1,5,medium,medium,medium,medium,low,medium,medium,medium
1418,1,3,low,low,low,low,low,low,high,high
1419,1,5,medium,medium,medium,medium,low,medium,medium,medium
1420,1,5,medium,medium,medium,medium,low,medium,medium,medium
1421,1,2,low,low,low,low,low,low,medium,high
1422,1,3,medium,medium,low,low,medium,medium,high,medium
1423,1,3,medium,medium,medium,medium,low,medium,medium,medium
1424,1,4,medium,medium,low,medium,low,medium,medium,medium
1425,1,3,medium,medium,low,medium,low,medium,medium,medium
1426,1,4,low,low,low,low,low,low,medium,medium
1427,1,6,medium,medium,medium,medium,low,medium,medium,medium
1428,1,3,medium,low,low,low,low,medium,medium,medium
1429,1,3,low,low,low,low,low,low,medium,medium
1430,1,3,medium,medium,low,low,low,medium,medium,medium
1431,1,4,medium,medium,low,low,low,medium,medium,medium
1432,1,4,medium,low,low,low,low,medium,medium,medium
1433,1,4,medium,low,low,low,low,medium,high,medium
1434,1,5,medium,medium,low,medium,low,medium,medium,medium
1435,1,6,medium,medium,medium,medium,low,medium,medium,medium
1436,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1437,1,3,low,low,low,low,low,low,medium,medium
1438,1,4,medium,medium,low,medium,low,medium,medium,medium
1439,1,4,medium,medium,low,low,low,medium,medium,medium
1440,1,4,medium,medium,low,medium,low,medium,medium,medium
1441,1,3,low,low,low,low,low,low,medium,high
1442,1,3,low,low,low,low,low,low,medium,medium
1443,1,6,medium,medium,low,medium,medium,medium,medium,high
1444,1,5,medium,medium,medium,medium,low,medium,medium,medium
1445,1,4,low,low,low,low,low,low,high,high
1446,1,4,medium,medium,medium,medium,low,medium,medium,medium
1447,1,6,medium,medium,low,medium,low,medium,high,medium
1448,1,3,low,low,low,low,low,low,medium,high
1449,1,4,medium,medium,low,medium,low,medium,medium,medium
1450,1,4,medium,medium,low,medium,low,medium,medium,medium
1451,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1452,1,6,medium,medium,medium,medium,low,medium,medium,medium
1453,1,5,medium,medium,low,medium,low,medium,medium,medium
1454,1,6,medium,medium,medium,medium,medium,medium,medium,medium
1455,1,4,medium,medium,medium,medium,low,medium,medium,medium
1456,1,4,medium,medium,low,medium,low,medium,medium,medium
1457,1,3,medium,low,low,low,low,medium,medium,medium
1458,1,3,medium,medium,low,medium,low,medium,medium,medium
1459,1,3,medium,medium,low,low,medium,medium,medium,medium
1460,1,4,medium,medium,low,medium,low,medium,medium,medium
1461,1,2,medium,medium,low,medium,low,medium,medium,medium
1462,1,2,medium,medium,medium,medium,low,medium,medium,medium
1463,1,3,low,low,low,low,low,low,medium,high
1464,1,4,medium,low,low,low,low,low,high,high
1465,1,3,medium,medium,low,medium,low,medium,medium,medium
1466,1,3,medium,medium,low,low,low,medium,medium,medium
1467,1,5,medium,medium,low,medium,low,medium,medium,medium
1468,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1469,1,3,medium,low,low,low,medium,medium,medium,high
1470,1,4,medium,medium,low,medium,low,medium,medium,medium
1471,1,4,medium,medium,low,low,low,medium,medium,medium
1472,1,4,medium,medium,medium,medium,low,medium,medium,medium
1473,1,2,low,low,low,low,low,low,medium,high
1474,1,2,low,low,low,low,low,low,medium,medium
1475,1,3,medium,medium,medium,medium,low,medium,medium,medium
1476,1,3,medium,medium,low,low,low,medium,medium,medium
1477,1,2,low,low,low,low,low,low,medium,high
1478,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1479,1,2,low,low,low,low,low,low,medium,medium
1480,1,4,medium,medium,low,low,low,medium,medium,medium
1481,1,3,medium,low,low,low,low,medium,medium,medium
1482,1,3,low,low,low,low,low,low,medium,medium
1483,1,2,medium,medium,medium,medium,low,medium,medium,medium
1484,1,3,medium,low,low,low,low,medium,medium,high
1485,1,4,medium,medium,low,low,low,medium,medium,medium
1486,1,4,medium,medium,medium,medium,low,medium,medium,medium
1487,1,4,medium,medium,low,medium,medium,medium,medium,medium
1488,1,4,medium,medium,low,medium,low,medium,medium,medium
1489,1,3,low,low,low,low,low,low,high,high
1490,1,3,low,low,low,low,low,low,medium,medium
1491,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1492,1,3,medium,medium,medium,medium,medium,medium,medium,medium
1493,1,5,medium,medium,medium,medium,low,medium,medium,medium
1494,1,5,medium,medium,medium,medium,medium,medium,medium,medium
1495,1,4,medium,medium,low,low,low,medium,medium,medium
1496,1,2,medium,medium,low,medium,medium,medium,medium,medium
1497,1,3,low,low,low,low,low,low,medium,high
1498,1,3,medium,medium,low,medium,low,medium,medium,medium
1499,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1500,1,4,medium,medium,medium,medium,low,medium,medium,medium
1501,1,3,low,low,low,low,low,medium,medium,high
1502,1,3,medium,medium,low,medium,low,medium,medium,medium
1503,1,3,medium,medium,low,low,low,medium,medium,medium
1504,1,3,medium,medium,medium,medium,low,medium,medium,medium
1505,1,3,medium,medium,low,medium,low,medium,medium,medium
1506,1,3,medium,medium,low,low,low,medium,medium,medium
1507,1,3,low,low,low,low,low,low,medium,high
1508,1,3,low,low,low,low,low,low,medium,high
1509,1,4,medium,low,low,low,low,medium,high,medium
1510,1,4,medium,medium,medium,medium,low,medium,medium,medium
1511,1,4,medium,medium,medium,low,medium,medium,medium,medium
1512,1,3,low,low,low,low,low,low,high,high
1513,1,2,medium,medium,low,low,low,medium,medium,medium
1514,1,3,medium,medium,low,medium,low,medium,medium,medium
1515,1,4,medium,medium,low,medium,low,medium,high,medium
1516,1,3,medium,medium,low,low,low,medium,medium,medium
1517,1,4,medium,medium,low,low,low,medium,medium,medium
1518,1,4,medium,medium,low,medium,low,medium,medium,medium
1519,1,3,low,low,low,low,low,low,high,medium
1520,1,3,medium,medium,low,medium,low,medium,medium,medium
1521,1,4,medium,medium,low,medium,low,medium,medium,medium
1522,1,4,medium,medium,medium,medium,medium,medium,medium,medium
1523,1,3,medium,low,low,low,low,medium,medium,medium
1524,1,2,medium,low,low,low,low,medium,medium,medium
1525,1,3,medium,low,low,low,low,medium,medium,medium
1526,1,5,medium,medium,low,medium,low,medium,medium,medium
1527,1,4,medium,medium,low,medium,low,medium,medium,medium
1528,1,3,low,low,low,low,low,low,medium,medium
