essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5
738,1,3,medium,medium,medium,medium,low
739,1,3,low,low,low,low,low
740,1,4,low,low,low,low,low
741,1,4,medium,medium,medium,medium,medium
742,1,4,medium,medium,medium,medium,low
743,1,5,medium,medium,medium,medium,medium
744,1,4,medium,medium,medium,medium,low
745,1,3,medium,medium,medium,medium,medium
746,1,4,low,low,medium,medium,low
747,1,3,low,low,medium,medium,low
748,1,4,medium,medium,medium,medium,medium
749,1,5,medium,medium,medium,medium,medium
750,1,3,medium,low,medium,medium,low
751,1,3,low,low,low,low,low
752,1,3,low,low,medium,medium,low
753,1,3,low,low,low,low,low
754,1,4,medium,medium,medium,medium,medium
755,1,5,medium,medium,medium,medium,medium
756,1,3,low,low,low,low,low
757,1,4,low,medium,medium,medium,low
758,1,3,low,low,low,low,low
759,1,5,medium,medium,medium,medium,low
760,1,3,low,low,medium,medium,low
761,1,3,low,low,low,low,low
762,1,5,medium,medium,medium,medium,medium
763,1,4,medium,medium,medium,medium,medium
764,1,3,medium,medium,medium,medium,low
765,1,3,low,low,low,low,low
766,1,3,medium,low,medium,medium,low
767,1,4,low,low,low,low,low
768,1,5,medium,low,medium,medium,low
769,1,6,medium,medium,medium,medium,medium
770,1,4,medium,medium,medium,medium,medium
771,1,5,medium,medium,medium,medium,low
772,1,4,medium,medium,medium,medium,low
773,1,4,low,low,low,low,low
774,1,4,medium,medium,medium,medium,medium
775,1,3,low,low,low,low,low
776,1,2,medium,medium,medium,medium,medium
777,1,4,medium,medium,medium,medium,medium
778,1,3,medium,medium,medium,medium,low
779,1,4,medium,medium,medium,medium,medium
780,1,4,medium,low,medium,medium,low
781,1,4,medium,medium,medium,medium,low
782,1,4,medium,medium,medium,medium,low
783,1,4,low,low,medium,low,low
784,1,5,medium,medium,medium,medium,medium
785,1,4,medium,medium,medium,medium,medium
786,1,4,medium,medium,medium,medium,medium
787,1,4,medium,medium,medium,medium,medium
788,1,3,medium,low,medium,medium,low
789,1,2,low,low,low,low,low
790,1,3,medium,medium,medium,medium,low
791,1,3,low,low,low,low,low
792,1,4,medium,low,medium,medium,low
793,1,4,medium,medium,medium,medium,medium
794,1,3,medium,medium,medium,medium,medium
795,1,4,medium,medium,medium,medium,medium
796,1,4,medium,medium,medium,medium,low
797,1,4,medium,medium,medium,medium,medium
798,1,4,medium,medium,medium,medium,medium
799,1,3,low,low,low,low,low
800,1,5,medium,medium,medium,medium,medium
801,1,3,medium,medium,medium,medium,low
802,1,4,medium,medium,medium,medium,medium
803,1,3,low,low,medium,medium,low
804,1,3,medium,low,medium,medium,low
805,1,5,medium,low,medium,medium,low
806,1,3,low,low,medium,medium,low
807,1,4,medium,medium,medium,medium,low
808,1,2,low,low,low,low,low
809,1,3,low,low,medium,medium,low
810,1,3,medium,medium,medium,medium,medium
811,1,3,medium,low,medium,medium,low
812,1,3,low,low,medium,low,low
813,1,3,low,low,medium,low,low
814,1,4,medium,low,medium,medium,low
815,1,5,low,low,medium,medium,low
816,1,3,medium,low,medium,medium,low
817,1,5,medium,medium,medium,medium,medium
818,1,3,low,low,low,low,low
819,1,3,low,low,low,low,low
820,1,3,low,low,low,low,low
821,1,4,medium,low,medium,medium,low
822,1,3,medium,medium,medium,medium,low
823,1,3,medium,low,medium,medium,low
824,1,3,low,low,low,low,low
825,1,3,low,low,low,low,low
826,1,5,medium,medium,medium,medium,low
827,1,2,low,low,medium,low,low
828,1,5,medium,medium,medium,medium,medium
829,1,3,low,low,low,low,low
830,1,4,medium,medium,medium,medium,low
831,1,4,medium,low,medium,medium,low
832,1,1,low,low,low,low,low
833,1,4,medium,medium,medium,medium,low
834,1,4,medium,medium,medium,medium,low
835,1,4,medium,medium,medium,medium,low
836,1,3,low,low,low,low,low
837,1,3,low,low,low,low,low
838,1,1,low,low,low,low,low
839,1,4,medium,medium,medium,medium,medium
840,1,4,medium,medium,medium,medium,medium
841,1,2,low,low,medium,low,low
842,1,3,low,low,medium,low,low
843,1,3,medium,medium,medium,medium,medium
844,1,3,low,low,low,low,low
845,1,4,medium,medium,medium,medium,low
846,1,4,medium,low,medium,medium,low
847,1,5,low,medium,medium,medium,low
848,1,2,low,low,low,low,low
849,1,2,low,low,low,low,low
850,1,6,medium,medium,medium,medium,medium
851,1,4,medium,medium,medium,medium,low
852,1,5,medium,medium,medium,medium,low
853,1,4,medium,low,medium,medium,low
854,1,3,low,low,medium,low,low
855,1,4,medium,medium,medium,medium,low
856,1,4,medium,medium,medium,medium,low
857,1,3,low,low,low,low,low
858,1,4,medium,medium,medium,medium,low
859,1,6,medium,medium,medium,medium,medium
860,1,4,medium,medium,medium,medium,medium
861,1,3,medium,medium,medium,medium,medium
862,1,3,medium,medium,medium,medium,medium
863,1,3,low,low,low,low,low
864,1,4,medium,medium,medium,medium,medium
865,1,3,medium,low,medium,medium,low
866,1,4,medium,medium,medium,medium,low
867,1,3,low,low,low,low,low
868,1,5,medium,medium,medium,medium,low
869,1,2,low,low,low,low,low
870,1,3,low,medium,medium,medium,low
871,1,4,medium,low,low,medium,low
872,1,4,medium,medium,medium,medium,medium
873,1,3,low,low,medium,medium,low
874,1,5,medium,medium,medium,medium,medium
875,1,4,medium,medium,medium,medium,medium
876,1,3,low,low,medium,medium,low
877,1,5,medium,medium,medium,medium,medium
878,1,3,medium,medium,medium,medium,medium
879,1,4,low,low,low,low,low
880,1,4,medium,low,medium,medium,low
881,1,4,low,low,low,low,low
882,1,4,medium,medium,medium,medium,low
883,1,4,medium,medium,medium,medium,low
884,1,4,medium,low,medium,medium,low
885,1,3,low,low,low,low,low
886,1,4,medium,medium,medium,medium,low
887,1,4,medium,medium,medium,medium,medium
888,1,4,medium,medium,medium,medium,medium
889,1,3,medium,medium,medium,medium,medium
890,1,3,medium,medium,medium,medium,medium
891,1,4,medium,medium,medium,medium,medium
892,1,4,medium,medium,medium,medium,medium
893,1,3,low,low,low,low,low
894,1,4,medium,medium,medium,medium,low
895,1,3,medium,medium,medium,medium,medium
896,1,3,medium,medium,medium,medium,medium
897,1,4,medium,medium,medium,medium,low
898,1,3,medium,medium,medium,medium,low
899,1,3,medium,medium,medium,medium,medium
900,1,4,medium,medium,medium,medium,medium
901,1,3,low,low,low,low,low
902,1,4,medium,medium,medium,medium,medium
903,1,3,low,low,low,low,low
904,1,4,low,low,medium,low,low
905,1,3,low,low,low,low,low
906,1,6,medium,medium,medium,medium,medium
907,1,5,medium,medium,medium,medium,medium
908,1,4,medium,low,medium,medium,low
909,1,4,medium,medium,medium,medium,medium
910,1,3,medium,low,medium,medium,low
911,1,3,low,low,low,low,low
912,1,4,medium,medium,medium,medium,low
913,1,4,medium,medium,medium,medium,medium
914,1,3,low,low,medium,medium,low
915,1,4,medium,medium,medium,medium,low
916,1,4,medium,medium,medium,medium,low
917,1,3,medium,low,medium,medium,low
918,1,4,medium,medium,medium,medium,medium
919,1,4,low,low,low,low,low
920,1,4,low,low,low,low,low
921,1,4,medium,medium,medium,medium,medium
922,1,3,medium,medium,medium,medium,low
923,1,3,medium,low,medium,medium,low
924,1,3,medium,low,medium,medium,low
925,1,2,low,low,low,low,low
926,1,2,low,low,low,low,low
927,1,3,medium,medium,medium,medium,low
928,1,4,medium,medium,medium,medium,low
929,1,5,medium,medium,medium,medium,medium
930,1,3,medium,medium,medium,medium,medium
931,1,4,medium,medium,medium,medium,medium
932,1,5,medium,medium,medium,medium,low
933,1,3,low,low,low,low,low
934,1,4,medium,medium,medium,medium,medium
935,1,3,medium,medium,medium,medium,medium
936,1,3,medium,medium,medium,medium,medium
937,1,4,low,low,low,low,low
938,1,5,medium,medium,medium,medium,medium
939,1,4,medium,medium,medium,medium,low
940,1,3,low,low,low,low,low
941,1,5,medium,medium,medium,medium,medium
942,1,4,low,low,low,low,low
943,1,3,medium,low,medium,medium,low
944,1,3,low,low,low,low,low
945,1,4,medium,medium,medium,medium,medium
946,1,3,low,low,low,low,low
947,1,5,medium,medium,medium,medium,low
948,1,5,medium,medium,medium,medium,medium
949,1,3,low,low,medium,low,low
950,1,5,medium,medium,medium,medium,medium
951,1,5,low,low,low,medium,low
952,1,4,medium,medium,medium,medium,medium
953,1,6,medium,medium,medium,medium,low
954,1,4,medium,medium,medium,medium,low
955,1,3,low,low,low,low,low
956,1,3,low,low,medium,low,low
957,1,4,medium,medium,medium,medium,medium
958,1,4,low,low,low,low,low
959,1,5,medium,medium,medium,medium,low
960,1,2,low,low,low,low,low
961,1,3,medium,medium,medium,medium,low
962,1,5,medium,medium,medium,medium,medium
963,1,3,low,low,low,low,low
964,1,5,medium,medium,medium,medium,medium
965,1,3,low,low,low,low,low
966,1,3,medium,medium,medium,medium,low
967,1,5,medium,medium,medium,medium,low
968,1,5,medium,medium,medium,medium,medium
969,1,3,low,low,low,low,low
970,1,4,medium,medium,medium,medium,medium
971,1,3,medium,medium,medium,medium,medium
972,1,3,low,low,low,low,low
973,1,4,low,low,low,low,low
974,1,1,low,low,low,low,low
975,1,4,medium,medium,medium,medium,low
976,1,5,medium,medium,medium,medium,medium
977,1,2,low,low,low,low,low
978,1,3,low,low,low,low,low
979,1,6,medium,medium,medium,medium,low
980,1,4,low,low,medium,medium,low
981,1,4,medium,low,medium,medium,low
982,1,4,medium,medium,medium,medium,medium
983,1,3,low,low,low,low,low
984,1,3,medium,low,medium,medium,low
985,1,4,medium,medium,medium,medium,low
986,1,4,medium,medium,medium,medium,low
987,1,4,medium,medium,medium,medium,low
988,1,5,medium,medium,medium,medium,medium
989,1,5,medium,medium,medium,medium,medium
990,1,4,medium,low,medium,medium,low
991,1,3,medium,low,medium,medium,low
992,1,3,medium,low,medium,medium,low
993,1,4,medium,low,medium,medium,low
994,1,3,medium,medium,medium,medium,low
995,1,2,low,low,low,low,low
996,1,4,medium,low,medium,medium,low
997,1,4,medium,medium,medium,medium,low
998,1,4,medium,medium,medium,medium,low
999,1,5,medium,medium,medium,medium,medium
1000,1,6,medium,medium,medium,medium,medium
1001,1,3,medium,low,medium,medium,low
1002,1,4,medium,low,medium,medium,low
1003,1,4,medium,low,medium,medium,low
1004,1,2,low,low,medium,medium,low
1005,1,3,medium,low,medium,medium,low
1006,1,5,medium,medium,medium,medium,medium
1007,1,6,medium,medium,medium,medium,medium
1008,1,4,low,low,low,low,low
1009,1,3,low,low,medium,medium,low
1010,1,3,low,low,low,low,low
1011,1,3,medium,low,medium,medium,low
1012,1,3,medium,medium,medium,medium,medium
1013,1,2,low,low,low,low,low
1014,1,3,medium,medium,medium,medium,low
1015,1,4,medium,medium,medium,medium,low
1016,1,3,low,low,low,low,low
1017,1,3,medium,low,medium,medium,low
1018,1,5,medium,medium,medium,medium,low
1019,1,4,medium,medium,medium,medium,medium
1020,1,4,medium,medium,medium,medium,medium
1021,1,4,medium,medium,medium,medium,low
1022,1,5,medium,medium,medium,medium,medium
1023,1,3,low,low,low,low,low
1024,1,3,low,low,low,low,low
1025,1,5,medium,medium,medium,medium,low
1026,1,4,medium,medium,medium,medium,low
1027,1,4,low,low,low,low,low
1028,1,5,medium,medium,medium,medium,medium
1029,1,5,medium,medium,medium,medium,low
1030,1,3,medium,low,medium,medium,low
1031,1,5,medium,medium,medium,medium,medium
1032,1,4,medium,medium,medium,medium,medium
1033,1,5,medium,medium,medium,medium,medium
1034,1,3,medium,medium,medium,medium,low
1035,1,5,medium,medium,medium,medium,medium
1036,1,3,medium,medium,medium,medium,low
1037,1,3,low,low,low,low,low
1038,1,4,medium,low,medium,medium,low
1039,1,4,medium,medium,medium,medium,low
1040,1,3,medium,medium,medium,medium,low
1041,1,2,low,low,low,low,low
1042,1,4,medium,medium,medium,medium,medium
1043,1,5,medium,medium,medium,medium,medium
1044,1,2,low,low,low,low,low
1045,1,4,medium,low,medium,medium,low
1046,1,3,medium,low,medium,medium,low
1047,1,5,medium,medium,medium,medium,low
1048,1,4,medium,medium,medium,medium,low
1049,1,4,medium,medium,medium,medium,medium
1050,1,4,medium,medium,medium,medium,medium
1051,1,4,medium,low,medium,medium,low
1052,1,4,medium,medium,medium,medium,low
1053,1,3,medium,medium,medium,medium,low
1054,1,3,medium,medium,medium,medium,low
1055,1,3,low,low,medium,low,low
1056,1,2,medium,low,medium,medium,low
1057,1,4,medium,medium,medium,medium,low
1058,1,5,medium,medium,medium,medium,medium
1059,1,5,medium,low,medium,medium,low
1060,1,3,low,low,medium,medium,low
1061,1,3,low,low,low,low,low
1062,1,4,low,low,low,low,low
1063,1,5,medium,medium,medium,medium,medium
1064,1,3,medium,medium,medium,medium,low
1065,1,3,low,low,low,low,low
1066,1,5,medium,medium,medium,medium,medium
1067,1,4,medium,low,medium,medium,low
1068,1,4,medium,low,medium,medium,low
1069,1,4,medium,medium,medium,medium,low
1070,1,3,low,low,low,low,low
1071,1,3,medium,medium,medium,medium,medium
1072,1,3,low,low,medium,low,low
1073,1,3,low,low,medium,low,low
1074,1,2,medium,low,medium,medium,low
1075,1,3,medium,medium,medium,medium,medium
1076,1,6,medium,medium,medium,medium,medium
1077,1,3,low,low,medium,low,low
1078,1,6,medium,medium,medium,medium,medium
1079,1,4,medium,low,medium,medium,low
1080,1,4,medium,low,medium,medium,low
1081,1,4,low,low,medium,medium,low
1082,1,3,low,low,low,low,low
1083,1,3,low,low,medium,low,low
1084,1,4,medium,medium,medium,medium,low
1085,1,4,medium,medium,medium,medium,low
1086,1,4,medium,medium,medium,medium,low
1087,1,5,medium,medium,medium,medium,low
1088,1,5,medium,medium,medium,medium,medium
1089,1,5,medium,medium,medium,medium,low
1090,1,3,low,low,low,low,low
1091,1,5,medium,medium,medium,medium,medium
1092,1,5,medium,medium,medium,medium,low
1093,1,4,low,low,low,low,low
1094,1,4,medium,medium,medium,medium,medium
1095,1,3,low,low,low,low,low
1096,1,2,low,low,low,low,low
1097,1,4,low,low,medium,medium,low
1098,1,3,low,low,low,low,low
1099,1,3,low,low,low,low,low
1100,1,3,low,low,low,low,low
1101,1,3,low,low,low,low,low
1102,1,3,medium,low,medium,medium,low
1103,1,2,low,low,low,low,low
1104,1,5,medium,medium,medium,medium,low
1105,1,4,medium,medium,medium,medium,low
1106,1,4,medium,medium,medium,medium,medium
1107,1,2,low,low,low,low,low
1108,1,4,medium,medium,medium,medium,low
1109,1,4,medium,medium,medium,medium,medium
1110,1,4,medium,low,medium,medium,low
1111,1,5,medium,medium,medium,medium,medium
1112,1,4,medium,medium,medium,medium,medium
1113,1,5,medium,medium,medium,medium,medium
1114,1,4,low,low,low,low,low
1115,1,3,low,medium,medium,medium,low
1116,1,4,low,low,low,low,low
1117,1,2,low,low,low,low,low
1118,1,4,low,low,low,low,low
1119,1,5,medium,medium,medium,medium,medium
1120,1,3,low,low,low,low,low
1121,1,1,low,low,low,low,low
1122,1,6,medium,medium,medium,medium,medium
1123,1,3,low,low,medium,low,low
1124,1,5,medium,medium,medium,medium,medium
1125,1,3,low,low,low,low,low
1126,1,4,medium,low,medium,medium,low
1127,1,4,medium,medium,medium,medium,low
1128,1,3,low,low,low,low,low
1129,1,3,medium,low,medium,medium,low
1130,1,3,low,low,low,low,low
1132,1,4,medium,low,medium,medium,low
1133,1,5,medium,medium,medium,medium,medium
1134,1,3,medium,low,medium,medium,low
1135,1,6,medium,medium,medium,medium,medium
1136,1,5,medium,medium,medium,medium,low
1137,1,3,low,low,low,low,low
1138,1,3,medium,medium,medium,medium,medium
1139,1,4,medium,medium,medium,medium,low
1140,1,4,medium,medium,medium,medium,medium
1141,1,3,medium,low,medium,medium,medium
1142,1,4,low,low,low,low,low
1143,1,5,medium,medium,medium,medium,medium
1144,1,4,medium,medium,medium,medium,medium
1145,1,5,medium,medium,medium,medium,medium
1146,1,3,medium,medium,medium,medium,medium
1147,1,5,medium,medium,medium,medium,low
1148,1,4,medium,medium,medium,medium,medium
1149,1,6,medium,medium,medium,medium,medium
1150,1,5,medium,medium,medium,medium,medium
1151,1,4,medium,medium,medium,medium,low
1152,1,5,medium,medium,medium,medium,low
1153,1,5,medium,medium,medium,medium,medium
1154,1,4,medium,medium,medium,medium,medium
1155,1,5,medium,medium,medium,medium,medium
1156,1,4,medium,low,medium,medium,low
1157,1,4,low,low,low,low,low
1158,1,5,medium,medium,medium,medium,low
1159,1,5,low,low,medium,low,low
1160,1,4,medium,low,medium,medium,low
1161,1,4,medium,low,medium,medium,low
1162,1,5,medium,medium,medium,medium,medium
1163,1,4,medium,medium,medium,medium,low
1164,1,4,medium,medium,medium,medium,low
1165,1,4,low,low,medium,low,low
1166,1,5,medium,medium,medium,medium,low
1167,1,4,medium,medium,medium,medium,medium
1168,1,5,low,low,low,low,low
1169,1,4,medium,low,medium,medium,low
1170,1,6,medium,medium,medium,medium,medium
1171,1,6,medium,medium,medium,medium,medium
1172,1,4,medium,low,medium,medium,low
1173,1,4,medium,medium,medium,medium,low
1174,1,4,low,low,low,low,low
1175,1,5,medium,medium,medium,medium,low
1176,1,4,low,low,low,low,low
1177,1,3,low,low,low,low,low
1178,1,5,medium,medium,medium,medium,low
1179,1,3,medium,medium,medium,medium,medium
1180,1,4,low,medium,medium,medium,low
1181,1,5,medium,medium,medium,medium,low
1182,1,4,medium,medium,medium,medium,low
1183,1,3,low,low,low,low,low
1184,1,4,medium,medium,medium,medium,low
1185,1,4,medium,medium,medium,medium,low
1186,1,5,medium,medium,medium,medium,medium
1187,1,4,low,low,low,low,low
1188,1,4,medium,medium,medium,medium,medium
1189,1,3,low,low,low,low,low
1190,1,4,low,low,medium,medium,low
1191,1,5,medium,low,medium,medium,low
1192,1,5,medium,medium,medium,medium,medium
1193,1,4,medium,medium,medium,medium,low
1194,1,5,medium,medium,medium,medium,low
1195,1,4,medium,medium,medium,medium,medium
1196,1,3,medium,low,medium,medium,low
1197,1,4,medium,low,medium,medium,low
1198,1,2,low,low,low,low,low
1199,1,5,medium,medium,medium,medium,medium
1200,1,5,medium,medium,medium,medium,low
1201,1,6,medium,medium,medium,medium,medium
1202,1,3,medium,low,medium,medium,low
1203,1,3,medium,low,medium,medium,low
1204,1,4,medium,medium,medium,medium,low
1205,1,3,medium,medium,medium,medium,low
1206,1,4,medium,medium,medium,medium,low
1207,1,5,medium,medium,medium,medium,medium
1208,1,2,low,low,low,low,low
1209,1,4,medium,medium,medium,medium,low
1210,1,3,low,low,medium,medium,low
1211,1,4,medium,medium,medium,medium,medium
1212,1,4,medium,medium,medium,medium,low
1213,1,5,medium,low,medium,medium,low
1214,1,5,medium,medium,medium,medium,medium
1215,1,3,low,low,low,low,low
1216,1,5,medium,medium,medium,medium,medium
1217,1,2,low,low,low,low,low
1218,1,5,medium,medium,medium,medium,medium
1219,1,3,medium,medium,medium,medium,low
1220,1,5,medium,medium,medium,medium,low
1221,1,5,medium,medium,medium,medium,medium
1222,1,2,low,low,low,low,low
1223,1,4,medium,medium,medium,medium,low
1224,1,4,medium,medium,medium,medium,low
1225,1,4,medium,medium,medium,medium,medium
1226,1,4,medium,medium,medium,medium,medium
1227,1,3,low,low,low,low,low
1228,1,3,low,low,medium,low,low
1229,1,5,medium,medium,medium,medium,low
1230,1,4,medium,medium,medium,medium,low
1231,1,3,medium,medium,medium,medium,medium
1232,1,4,low,low,medium,medium,low
1233,1,4,medium,medium,medium,medium,medium
1234,1,4,medium,medium,medium,medium,medium
1236,1,4,medium,medium,medium,medium,medium
1237,1,4,medium,medium,medium,medium,medium
1238,1,4,low,low,low,low,low
1239,1,4,medium,medium,medium,medium,medium
1240,1,4,medium,medium,medium,medium,medium
1241,1,3,medium,low,medium,medium,low
1242,1,3,medium,low,medium,medium,low
1243,1,4,medium,medium,medium,medium,medium
1244,1,4,low,low,low,medium,low
1245,1,4,low,low,low,low,low
1246,1,3,medium,medium,medium,medium,low
1247,1,3,medium,medium,medium,medium,low
1248,1,5,medium,medium,medium,medium,medium
1249,1,4,medium,medium,medium,medium,low
1250,1,5,low,low,low,low,low
1251,1,3,medium,medium,medium,medium,medium
1252,1,4,low,low,medium,medium,low
1253,1,1,low,low,low,low,low
1254,1,4,medium,low,medium,medium,low
1255,1,5,medium,medium,medium,medium,medium
1256,1,4,medium,medium,medium,medium,low
1257,1,4,medium,medium,medium,medium,medium
1258,1,5,medium,medium,medium,medium,medium
1259,1,4,medium,medium,medium,medium,medium
1260,1,3,low,low,low,low,low
1261,1,4,low,low,low,low,low
1262,1,3,medium,low,medium,medium,low
1263,1,3,medium,medium,medium,medium,low
1264,1,4,medium,medium,medium,medium,medium
1265,1,4,medium,medium,medium,medium,low
1266,1,3,low,low,medium,low,low
1267,1,5,medium,medium,medium,medium,medium
1268,1,3,low,low,low,low,low
1269,1,4,low,low,low,low,low
1270,1,5,low,low,low,low,low
1271,1,3,medium,low,medium,medium,low
1272,1,3,medium,low,medium,medium,low
1273,1,5,medium,medium,medium,medium,low
1274,1,2,low,low,low,low,low
1275,1,3,medium,low,medium,medium,low
1276,1,3,low,low,medium,low,low
1277,1,3,medium,low,medium,medium,low
1278,1,3,low,low,low,low,low
1279,1,3,medium,medium,medium,medium,medium
1280,1,4,medium,medium,medium,medium,low
1281,1,3,medium,low,medium,medium,low
1282,1,4,medium,low,medium,medium,low
1283,1,5,medium,medium,medium,medium,medium
1284,1,5,medium,medium,medium,medium,medium
1285,1,3,low,low,medium,medium,low
1286,1,3,low,low,low,low,low
1287,1,5,medium,medium,medium,medium,medium
1288,1,5,medium,medium,medium,medium,medium
1289,1,2,low,low,low,low,low
1290,1,4,medium,medium,medium,medium,medium
1291,1,3,low,low,low,low,low
1292,1,4,medium,medium,medium,medium,low
1293,1,3,low,low,low,low,low
1294,1,4,medium,medium,medium,medium,low
1295,1,1,low,low,low,low,low
1296,1,4,medium,medium,medium,medium,low
1297,1,3,medium,medium,medium,medium,medium
1298,1,3,medium,low,medium,medium,low
1299,1,5,medium,medium,medium,medium,low
1300,1,3,low,low,medium,low,low
1301,1,4,low,low,medium,medium,low
1302,1,4,medium,medium,medium,medium,low
1303,1,4,medium,medium,medium,medium,medium
1304,1,4,medium,medium,medium,medium,medium
1305,1,4,low,low,medium,medium,low
1306,1,5,medium,medium,medium,medium,medium
1307,1,3,medium,medium,medium,medium,low
1308,1,4,medium,medium,medium,medium,medium
1309,1,5,medium,low,medium,medium,low
1310,1,3,medium,medium,medium,medium,low
1311,1,4,medium,medium,medium,medium,low
1312,1,3,medium,low,medium,medium,low
1313,1,4,low,low,low,low,low
1314,1,4,medium,medium,medium,medium,medium
1315,1,4,low,low,low,low,low
1316,1,5,medium,medium,medium,medium,medium
1317,1,5,medium,medium,medium,medium,low
1318,1,4,medium,low,medium,medium,low
1319,1,4,medium,medium,medium,medium,low
1320,1,5,medium,medium,medium,medium,medium
1321,1,5,medium,medium,medium,medium,medium
1322,1,3,medium,medium,medium,medium,low
1323,1,3,medium,low,medium,medium,low
1324,1,3,medium,medium,medium,medium,medium
1325,1,4,medium,medium,medium,medium,medium
1326,1,3,low,low,low,low,low
1327,1,4,medium,medium,medium,medium,medium
1328,1,4,medium,medium,medium,medium,low
1329,1,3,low,low,medium,low,low
1330,1,3,medium,medium,medium,medium,low
1331,1,4,medium,medium,medium,medium,medium
1332,1,5,medium,medium,medium,medium,medium
1333,1,3,low,low,low,low,low
1334,1,3,medium,medium,medium,medium,low
1335,1,3,medium,low,medium,medium,low
1336,1,4,medium,medium,medium,medium,low
1337,1,3,low,low,low,low,low
1338,1,4,medium,medium,medium,medium,medium
1339,1,4,low,low,low,low,low
1340,1,5,medium,medium,medium,medium,medium
1341,1,5,medium,medium,medium,medium,medium
1342,1,3,low,low,medium,low,low
1343,1,4,medium,medium,medium,medium,medium
1344,1,5,medium,medium,medium,medium,medium
1345,1,4,medium,medium,medium,medium,medium
1346,1,4,medium,medium,medium,medium,medium
1347,1,4,low,low,low,low,low
1348,1,3,low,low,low,low,low
1349,1,4,medium,medium,medium,medium,medium
1350,1,5,medium,medium,medium,medium,medium
1351,1,3,low,low,medium,low,low
1352,1,3,medium,medium,medium,medium,medium
1353,1,5,medium,low,medium,medium,low
1354,1,5,medium,medium,medium,medium,medium
1355,1,4,low,low,medium,medium,low
1356,1,3,low,low,low,low,low
1357,1,3,low,low,medium,medium,low
1358,1,5,medium,medium,medium,medium,medium
1359,1,4,medium,medium,medium,medium,medium
1360,1,5,medium,medium,medium,medium,medium
1361,1,5,medium,medium,medium,medium,medium
1362,1,5,medium,medium,medium,medium,low
1363,1,5,medium,low,low,medium,low
1364,1,3,medium,medium,medium,medium,low
1365,1,4,medium,medium,medium,medium,medium
1366,1,5,medium,medium,medium,medium,medium
1367,1,2,medium,low,medium,medium,low
1368,1,3,low,low,low,low,low
1369,1,4,medium,medium,medium,medium,medium
1370,1,4,low,low,medium,low,low
1371,1,5,medium,medium,medium,medium,low
1372,1,3,medium,medium,medium,medium,medium
1373,1,3,medium,medium,medium,medium,medium
1374,1,4,medium,low,medium,medium,low
1375,1,4,medium,low,medium,medium,low
1376,1,3,low,low,medium,medium,low
1377,1,3,medium,medium,medium,medium,low
1378,1,5,medium,low,medium,medium,low
1379,1,5,medium,medium,medium,medium,low
1380,1,6,medium,medium,medium,medium,medium
1381,1,4,low,low,low,low,low
1382,1,4,medium,medium,medium,medium,medium
1383,1,3,low,low,low,low,low
1384,1,4,medium,medium,medium,medium,low
1385,1,5,medium,medium,medium,medium,medium
1386,1,4,medium,low,medium,medium,low
1387,1,3,medium,medium,medium,medium,low
1388,1,4,medium,medium,medium,medium,medium
1389,1,3,low,low,low,low,low
1390,1,4,low,low,medium,low,low
1391,1,4,medium,medium,medium,medium,medium
1392,1,4,medium,medium,medium,medium,low
1393,1,4,medium,medium,medium,medium,low
1394,1,3,low,low,low,low,low
1395,1,3,low,low,low,low,low
1396,1,3,low,low,low,low,low
1397,1,3,low,low,low,low,low
1398,1,4,medium,medium,medium,medium,medium
1399,1,3,medium,medium,medium,medium,low
1400,1,3,low,low,low,low,low
1401,1,5,medium,medium,medium,medium,medium
1402,1,3,medium,medium,medium,medium,medium
1403,1,4,low,low,medium,low,low
1404,1,4,medium,medium,medium,medium,medium
1405,1,4,low,low,low,low,low
1406,1,3,medium,medium,medium,medium,low
1407,1,4,low,low,medium,medium,low
1408,1,5,medium,medium,medium,medium,medium
1409,1,6,medium,medium,medium,medium,medium
1410,1,4,medium,low,medium,medium,low
1411,1,6,medium,medium,medium,medium,low
1412,1,5,medium,medium,medium,medium,low
1413,1,5,medium,medium,medium,medium,medium
1414,1,4,low,low,medium,medium,low
1415,1,5,medium,medium,medium,medium,medium
1416,1,3,low,low,low,low,low
1417,1,5,medium,medium,medium,medium,low
1418,1,3,low,low,low,low,low
1419,1,5,medium,medium,medium,medium,low
1420,1,5,medium,medium,medium,medium,medium
1421,1,3,low,low,low,low,low
1422,1,2,medium,medium,medium,medium,low
1423,1,3,medium,medium,medium,medium,medium
1424,1,4,medium,medium,medium,medium,medium
1425,1,4,medium,medium,medium,medium,medium
1426,1,4,low,low,low,low,low
1427,1,6,medium,medium,medium,medium,medium
1428,1,2,low,low,medium,low,low
1429,1,3,low,low,low,low,low
1430,1,3,medium,low,medium,medium,low
1431,1,4,medium,low,medium,medium,low
1432,1,3,low,low,low,low,low
1433,1,4,low,low,low,low,low
1434,1,5,medium,medium,medium,medium,low
1435,1,5,medium,medium,medium,medium,medium
1436,1,4,medium,medium,medium,medium,medium
1437,1,3,low,low,low,low,low
1438,1,4,medium,medium,medium,medium,low
1439,1,4,medium,medium,medium,medium,low
1440,1,4,medium,medium,medium,medium,medium
1441,1,3,low,low,low,low,low
1442,1,2,low,low,low,low,low
1443,1,5,medium,medium,medium,medium,low
1444,1,5,medium,medium,medium,medium,medium
1445,1,3,low,low,low,low,low
1446,1,4,medium,medium,medium,medium,medium
1447,1,5,medium,medium,medium,medium,low
1448,1,3,low,low,low,low,low
