essay_id,prompt_id,content_score,question1,question2,question3,question4,question5
4723,2,5.0,low,medium,low,low,medium
4724,2,2.0,low,low,low,low,low
4725,2,3.0,medium,medium,medium,medium,medium
4726,2,3.0,medium,medium,low,medium,medium
4727,2,2.0,low,low,low,low,low
4728,2,3.0,medium,medium,low,medium,medium
4729,2,3.0,medium,medium,low,medium,medium
4730,2,2.0,low,medium,medium,low,medium
4731,2,1.0,medium,medium,low,medium,medium
4732,2,4.0,medium,medium,low,medium,medium
4733,2,4.0,high,medium,low,medium,medium
4734,2,2.0,low,medium,low,medium,medium
4735,2,2.0,medium,medium,medium,medium,medium
4736,2,2.0,medium,medium,low,medium,medium
4737,2,3.0,medium,medium,low,medium,medium
4738,2,4.0,medium,medium,low,medium,medium
4739,2,4.0,medium,medium,medium,medium,medium
4740,2,5.0,medium,medium,low,medium,medium
4741,2,2.0,low,low,low,low,low
4742,2,5.0,low,low,low,low,low
4743,2,5.0,high,medium,medium,medium,medium
4744,2,1.0,low,low,low,low,low
4745,2,4.0,low,low,low,low,low
4746,2,5.0,low,medium,low,medium,medium
4747,2,5.0,high,high,high,high,high
4748,2,3.0,low,medium,low,medium,medium
4749,2,3.0,low,low,low,low,low
4750,2,1.0,medium,medium,low,medium,medium
4751,2,5.0,low,low,low,low,low
4752,2,5.0,medium,medium,medium,medium,medium
4753,2,3.0,low,low,low,low,low
4754,2,6.0,medium,medium,low,medium,medium
4755,2,3.0,low,low,low,low,low
4756,2,4.0,low,low,low,low,low
4757,2,3.0,low,low,low,low,low
4758,2,5.0,medium,medium,medium,medium,medium
4759,2,5.0,medium,medium,low,medium,medium
4760,2,4.0,low,medium,low,medium,medium
4761,2,2.0,low,low,low,low,low
4762,2,3.0,medium,medium,medium,medium,medium
4763,2,2.0,low,medium,low,medium,low
4764,2,3.0,medium,medium,low,medium,medium
4765,2,3.0,medium,medium,low,medium,medium
4766,2,3.0,medium,medium,low,medium,medium
4767,2,2.0,low,low,low,low,low
4768,2,3.0,medium,medium,low,medium,medium
4769,2,2.0,medium,medium,low,medium,medium
4770,2,4.0,high,medium,medium,high,medium
4771,2,3.0,low,medium,low,low,medium
4772,2,3.0,medium,medium,low,medium,medium
4773,2,1.0,low,medium,low,medium,low
4774,2,2.0,medium,medium,low,medium,medium
4775,2,1.0,low,low,low,low,low
4776,2,2.0,low,low,low,low,low
4777,2,3.0,low,low,low,low,low
5978,3,0.0,medium,medium,low,medium,medium
5979,3,3.0,high,medium,high,medium,medium
5980,3,2.0,low,low,low,low,low
5981,3,0.0,medium,medium,medium,medium,medium
5982,3,1.0,medium,medium,medium,medium,medium
5983,3,1.0,medium,medium,medium,medium,medium
5984,3,0.0,low,low,low,low,low
5985,3,0.0,low,low,low,low,low
5986,3,2.0,high,high,medium,medium,medium
5987,3,3.0,high,medium,high,medium,medium
5988,3,3.0,high,medium,high,medium,medium
5989,3,1.0,high,high,high,high,medium
5990,3,2.0,high,medium,medium,medium,medium
5991,3,1.0,high,medium,medium,medium,medium
5992,3,1.0,medium,medium,high,medium,medium
5993,3,1.0,medium,medium,medium,medium,medium
5994,3,1.0,low,medium,medium,medium,medium
5995,3,2.0,high,high,medium,medium,medium
5996,3,2.0,high,high,high,medium,medium
5997,3,2.0,medium,medium,medium,medium,medium
5998,3,2.0,medium,medium,medium,medium,medium
5999,3,0.0,low,low,low,low,low
6000,3,3.0,high,medium,medium,medium,medium
6001,3,0.0,medium,medium,medium,medium,low
6002,3,2.0,medium,medium,medium,medium,medium
6003,3,3.0,high,high,high,high,medium
6004,3,0.0,low,low,low,low,low
6005,3,1.0,high,medium,medium,medium,medium
6006,3,1.0,high,medium,medium,medium,medium
6007,3,2.0,medium,medium,medium,medium,medium
6008,3,1.0,medium,medium,medium,medium,medium
6010,3,2.0,high,medium,medium,medium,medium
6011,3,0.0,low,medium,low,low,low
6012,3,0.0,low,low,low,low,low
6013,3,1.0,high,medium,medium,medium,medium
6014,3,3.0,high,high,high,high,medium
6015,3,2.0,high,medium,medium,medium,medium
6016,3,2.0,high,medium,high,medium,medium
6017,3,1.0,high,medium,medium,medium,medium
6018,3,0.0,medium,medium,medium,medium,medium
6019,3,1.0,medium,medium,medium,medium,medium
6020,3,1.0,high,medium,medium,medium,medium
6021,3,2.0,high,medium,medium,medium,medium
6022,3,1.0,high,medium,medium,medium,medium
6023,3,3.0,high,high,high,high,medium
6024,3,1.0,medium,medium,medium,medium,medium
6025,3,1.0,medium,medium,medium,medium,medium
6026,3,3.0,high,medium,high,high,medium
6027,3,2.0,high,high,high,high,medium
6028,3,0.0,low,low,medium,low,low
6029,3,1.0,medium,medium,medium,medium,medium
6030,3,2.0,high,high,high,medium,medium
6031,3,2.0,high,medium,high,high,medium
6032,3,2.0,medium,medium,medium,medium,medium
6033,3,2.0,high,medium,medium,medium,medium
6034,3,2.0,high,medium,high,medium,medium
6035,3,1.0,medium,medium,medium,medium,medium
6036,3,1.0,medium,medium,medium,medium,medium
6037,3,2.0,medium,medium,medium,medium,medium
6038,3,1.0,low,low,low,low,low
6039,3,1.0,medium,medium,medium,medium,medium
6040,3,1.0,medium,medium,medium,medium,medium
6041,3,0.0,low,low,low,low,low
6042,3,2.0,high,high,high,high,high
6043,3,2.0,medium,medium,medium,medium,medium
6044,3,1.0,low,low,low,low,low
6045,3,2.0,medium,medium,medium,medium,medium
6046,3,2.0,medium,medium,medium,medium,medium
6047,3,1.0,medium,medium,medium,medium,medium
6048,3,1.0,high,medium,medium,medium,medium
6049,3,1.0,medium,medium,medium,medium,medium
6050,3,3.0,high,high,high,high,high
6051,3,1.0,medium,medium,medium,medium,medium
6052,3,1.0,medium,medium,medium,medium,medium
6053,3,1.0,medium,medium,low,medium,medium
6054,3,2.0,high,medium,medium,medium,medium
6055,3,2.0,medium,medium,medium,medium,medium
6056,3,1.0,low,medium,medium,low,medium
6057,3,2.0,high,medium,medium,medium,medium
6058,3,1.0,medium,medium,medium,medium,medium
6059,3,1.0,medium,medium,medium,medium,medium
6060,3,0.0,low,low,low,low,low
6061,3,2.0,high,medium,high,high,medium
6062,3,2.0,high,medium,medium,medium,medium
6063,3,2.0,high,medium,high,medium,medium
6064,3,1.0,medium,medium,medium,medium,medium
6065,3,2.0,medium,medium,medium,medium,medium
6066,3,1.0,medium,medium,medium,medium,medium
6067,3,1.0,medium,medium,medium,medium,medium
6068,3,2.0,high,medium,medium,medium,medium
6069,3,2.0,high,medium,medium,medium,medium
6070,3,1.0,high,medium,medium,medium,medium
6071,3,3.0,high,high,high,high,medium
6072,3,3.0,medium,medium,medium,medium,medium
6073,3,2.0,high,medium,medium,medium,medium
6074,3,1.0,high,medium,medium,medium,medium
6075,3,3.0,high,high,high,high,medium
6076,3,2.0,high,medium,low,medium,medium
6077,3,1.0,medium,medium,medium,medium,medium
6078,3,1.0,medium,medium,medium,medium,medium
6079,3,2.0,high,high,high,high,medium
6080,3,2.0,high,high,high,high,medium
6081,3,1.0,low,medium,low,medium,medium
6082,3,1.0,medium,medium,medium,medium,medium
6083,3,0.0,medium,medium,low,medium,medium
6084,3,2.0,medium,medium,medium,medium,medium
6085,3,3.0,high,high,high,high,medium
6086,3,1.0,medium,medium,medium,medium,medium
6087,3,1.0,medium,medium,medium,medium,medium
6088,3,3.0,high,high,high,high,medium
6089,3,2.0,medium,medium,medium,medium,medium
6090,3,2.0,medium,medium,medium,medium,medium
6091,3,2.0,high,medium,medium,medium,medium
6092,3,0.0,medium,medium,medium,medium,medium
6093,3,0.0,low,low,low,low,low
6094,3,2.0,medium,medium,medium,medium,medium
6095,3,3.0,high,high,high,high,high
6096,3,1.0,medium,medium,medium,medium,medium
6097,3,1.0,medium,medium,medium,medium,medium
6098,3,2.0,medium,medium,medium,medium,medium
6099,3,0.0,medium,medium,medium,medium,medium
6100,3,2.0,medium,medium,medium,medium,medium
6101,3,1.0,low,low,low,low,low
6102,3,2.0,medium,medium,medium,medium,medium
6103,3,3.0,high,high,high,high,medium
6104,3,0.0,low,low,low,low,low
6105,3,2.0,high,medium,medium,medium,medium
6106,3,2.0,high,high,high,medium,medium
6107,3,2.0,medium,medium,medium,medium,medium
6108,3,1.0,low,low,low,low,low
6109,3,1.0,medium,medium,medium,medium,medium
6110,3,2.0,low,medium,medium,medium,medium
6111,3,2.0,medium,medium,medium,medium,medium
6112,3,2.0,low,low,low,low,low
6113,3,2.0,high,medium,medium,medium,medium
6114,3,0.0,low,low,low,low,medium
6115,3,0.0,low,low,low,low,low
6116,3,2.0,medium,medium,medium,medium,medium
6117,3,1.0,medium,medium,medium,medium,medium
6118,3,2.0,high,medium,medium,medium,medium
6119,3,1.0,high,high,high,high,medium
6120,3,2.0,medium,medium,medium,medium,medium
6121,3,1.0,medium,medium,medium,medium,medium
6122,3,1.0,medium,medium,medium,medium,medium
6123,3,2.0,high,medium,medium,medium,medium
6124,3,3.0,high,medium,high,high,medium
6125,3,2.0,medium,medium,medium,medium,medium
6126,3,0.0,high,high,high,medium,medium
6127,3,2.0,high,medium,high,high,medium
6128,3,3.0,high,high,high,high,high
6129,3,2.0,medium,medium,medium,medium,medium
6130,3,0.0,medium,medium,medium,medium,medium
6131,3,1.0,medium,medium,medium,medium,medium
6132,3,2.0,medium,medium,medium,medium,medium
6133,3,1.0,medium,medium,medium,medium,medium
6134,3,2.0,medium,medium,medium,medium,medium
6135,3,1.0,medium,medium,medium,medium,medium
6136,3,0.0,medium,medium,low,medium,medium
6137,3,2.0,medium,medium,medium,medium,medium
6138,3,3.0,high,medium,medium,medium,medium
6139,3,2.0,medium,medium,medium,medium,medium
6140,3,0.0,medium,medium,medium,medium,medium
6141,3,1.0,high,medium,medium,medium,medium
6142,3,2.0,high,high,high,high,medium
6143,3,1.0,medium,medium,medium,medium,medium
6144,3,1.0,low,low,low,low,low
6145,3,2.0,high,medium,high,medium,medium
6146,3,2.0,high,medium,medium,medium,medium
6147,3,2.0,high,medium,medium,medium,medium
6148,3,1.0,low,low,low,low,low
6149,3,2.0,medium,medium,medium,medium,medium
6150,3,2.0,medium,medium,medium,medium,medium
6151,3,2.0,medium,medium,medium,medium,medium
6152,3,2.0,high,high,high,high,medium
6153,3,0.0,low,low,low,low,low
6154,3,0.0,low,low,low,low,low
6155,3,1.0,high,medium,medium,medium,medium
6156,3,1.0,medium,medium,medium,medium,medium
6157,3,1.0,high,medium,high,medium,medium
6158,3,2.0,medium,medium,medium,medium,medium
6159,3,1.0,medium,medium,medium,medium,medium
6160,3,2.0,high,high,high,high,medium
6161,3,1.0,low,low,low,low,low
6162,3,1.0,medium,medium,medium,medium,medium
6163,3,0.0,medium,medium,medium,medium,medium
6164,3,2.0,medium,medium,medium,medium,medium
6165,3,2.0,high,high,high,high,medium
6166,3,1.0,medium,medium,medium,medium,medium
6167,3,1.0,medium,medium,medium,medium,medium
6168,3,1.0,medium,medium,medium,medium,medium
6169,3,2.0,high,medium,medium,medium,medium
6170,3,2.0,medium,medium,medium,medium,medium
6171,3,3.0,high,high,high,high,medium
6172,3,1.0,high,high,high,high,medium
6173,3,1.0,medium,medium,medium,medium,medium
6174,3,1.0,high,medium,medium,medium,medium
6175,3,0.0,medium,medium,medium,medium,medium
6176,3,0.0,low,low,low,low,low
6177,3,1.0,high,medium,medium,medium,medium
6178,3,1.0,high,medium,medium,medium,medium
6179,3,1.0,low,low,low,low,low
6180,3,1.0,low,low,low,low,low
6181,3,2.0,high,medium,medium,medium,medium
6182,3,1.0,high,high,high,high,medium
6183,3,2.0,high,high,high,medium,medium
6184,3,2.0,high,medium,high,medium,medium
6185,3,2.0,medium,medium,medium,medium,medium
6186,3,1.0,low,low,low,low,low
6187,3,1.0,low,medium,low,low,medium
6188,3,0.0,low,medium,medium,low,medium
6189,3,0.0,low,low,low,low,low
6190,3,2.0,high,medium,medium,medium,medium
6191,3,1.0,high,medium,high,high,medium
6192,3,3.0,high,medium,medium,medium,medium
6193,3,1.0,high,medium,medium,medium,medium
6194,3,3.0,high,high,high,high,medium
6195,3,2.0,high,high,high,medium,medium
6196,3,0.0,medium,medium,medium,medium,medium
6197,3,1.0,medium,medium,medium,medium,medium
6198,3,1.0,high,medium,medium,medium,medium
6199,3,1.0,low,low,low,low,low
6200,3,1.0,medium,medium,medium,medium,medium
6201,3,1.0,medium,medium,medium,medium,medium
6202,3,0.0,low,low,low,low,medium
6203,3,1.0,high,high,high,high,medium
6204,3,2.0,high,high,high,high,medium
6205,3,1.0,medium,medium,medium,medium,medium
6206,3,0.0,low,low,low,low,low
6207,3,0.0,low,low,low,low,low
6208,3,2.0,medium,medium,medium,medium,medium
6209,3,1.0,medium,medium,medium,medium,medium
6210,3,1.0,high,medium,medium,medium,medium
6211,3,1.0,high,medium,medium,medium,medium
6212,3,1.0,medium,medium,medium,medium,medium
6213,3,0.0,medium,medium,medium,medium,medium
6214,3,1.0,high,medium,medium,medium,medium
6215,3,0.0,low,low,low,low,low
6216,3,1.0,medium,medium,medium,medium,medium
6217,3,0.0,medium,medium,medium,medium,medium
6218,3,1.0,medium,medium,medium,medium,medium
6219,3,2.0,high,medium,high,high,medium
6220,3,1.0,high,medium,medium,medium,medium
6221,3,2.0,high,medium,medium,medium,medium
6222,3,1.0,medium,medium,medium,medium,medium
6223,3,1.0,medium,medium,medium,medium,medium
6224,3,1.0,medium,medium,medium,medium,medium
6225,3,2.0,high,medium,high,medium,medium
6226,3,2.0,high,medium,medium,medium,medium
6227,3,0.0,high,medium,high,medium,medium
6228,3,1.0,high,medium,medium,medium,medium
6229,3,0.0,medium,medium,low,low,medium
6230,3,0.0,high,medium,low,medium,medium
6231,3,1.0,high,medium,high,medium,medium
6232,3,1.0,high,high,high,high,high
6233,3,1.0,low,medium,low,medium,medium
6234,3,0.0,medium,medium,medium,medium,medium
6235,3,0.0,medium,medium,medium,medium,medium
6236,3,3.0,high,high,medium,medium,medium
6237,3,2.0,high,medium,medium,medium,medium
6238,3,0.0,low,low,low,low,low
6239,3,2.0,high,high,high,high,medium
6240,3,3.0,high,high,high,high,medium
6241,3,0.0,low,low,low,low,low
6242,3,0.0,low,low,low,low,medium
6243,3,3.0,high,medium,medium,medium,medium
6244,3,2.0,medium,medium,medium,medium,medium
6245,3,2.0,high,medium,high,medium,medium
6246,3,2.0,high,medium,high,medium,medium
6247,3,2.0,high,high,high,high,medium
6248,3,1.0,medium,medium,medium,medium,medium
6249,3,2.0,high,high,high,high,medium
6250,3,2.0,low,low,medium,medium,low
6251,3,1.0,high,medium,medium,medium,medium
6252,3,0.0,medium,medium,medium,medium,medium
6253,3,2.0,high,medium,medium,medium,medium
6254,3,1.0,high,medium,medium,medium,medium
6255,3,0.0,medium,medium,medium,medium,medium
6256,3,1.0,medium,medium,medium,medium,medium
6257,3,0.0,low,medium,medium,medium,medium
6258,3,0.0,low,low,low,low,medium
6259,3,1.0,medium,medium,low,medium,medium
6260,3,1.0,high,medium,medium,medium,medium
6261,3,1.0,high,high,high,high,high
6262,3,3.0,high,high,high,high,medium
6263,3,2.0,high,medium,medium,medium,medium
6264,3,2.0,high,medium,medium,medium,medium
6265,3,1.0,high,medium,medium,medium,medium
6266,3,0.0,low,low,low,low,medium
6267,3,3.0,high,high,high,high,medium
6268,3,2.0,high,high,high,high,medium
6269,3,0.0,medium,medium,medium,medium,medium
6270,3,2.0,high,medium,medium,medium,medium
6271,3,1.0,high,high,high,medium,medium
6272,3,2.0,medium,medium,medium,medium,medium
6273,3,1.0,medium,medium,medium,medium,low
6274,3,1.0,medium,medium,medium,medium,medium
6275,3,0.0,low,low,low,low,low
6276,3,3.0,high,high,high,high,medium
6277,3,1.0,medium,medium,medium,medium,medium
6278,3,0.0,medium,medium,medium,medium,medium
6279,3,1.0,high,medium,medium,medium,medium
6280,3,2.0,high,medium,medium,medium,medium
6281,3,2.0,high,medium,high,medium,medium
6282,3,2.0,high,medium,high,medium,medium
6283,3,0.0,low,low,low,low,low
6284,3,2.0,high,medium,medium,medium,medium
6285,3,2.0,medium,medium,medium,medium,medium
6286,3,3.0,high,medium,high,medium,medium
6287,3,3.0,high,medium,medium,medium,medium
6288,3,1.0,high,high,high,medium,medium
6289,3,1.0,medium,medium,medium,medium,medium
6290,3,1.0,medium,medium,medium,medium,medium
6291,3,2.0,high,high,medium,medium,medium
6292,3,2.0,high,high,high,high,medium
6293,3,2.0,high,medium,high,medium,medium
6294,3,2.0,high,medium,medium,medium,medium
6295,3,1.0,high,medium,medium,medium,medium
6296,3,1.0,medium,medium,medium,medium,medium
6297,3,0.0,medium,medium,medium,medium,medium
6298,3,0.0,medium,medium,medium,medium,medium
6299,3,2.0,medium,medium,medium,medium,medium
6300,3,2.0,high,high,high,high,medium
6301,3,2.0,high,high,high,high,medium
6302,3,2.0,medium,medium,medium,medium,medium
6303,3,0.0,low,low,low,low,low
6304,3,2.0,medium,medium,medium,medium,medium
6305,3,1.0,high,medium,high,medium,medium
6306,3,1.0,low,low,low,low,low
6307,3,1.0,medium,medium,medium,medium,medium
6308,3,2.0,high,medium,high,medium,medium
6309,3,0.0,low,medium,low,medium,medium
6310,3,1.0,medium,medium,medium,medium,medium
6311,3,2.0,medium,medium,medium,low,low
6312,3,2.0,low,low,medium,medium,medium
6313,3,2.0,high,medium,medium,medium,medium
6314,3,1.0,medium,medium,medium,medium,medium
6315,3,1.0,medium,medium,medium,medium,medium
6316,3,0.0,medium,medium,medium,medium,medium
6317,3,2.0,high,high,high,high,medium
6318,3,1.0,high,medium,medium,medium,medium
6319,3,1.0,medium,medium,medium,medium,medium
6320,3,0.0,medium,medium,medium,medium,medium
6321,3,0.0,low,low,low,medium,medium
6322,3,1.0,high,medium,medium,medium,medium
6323,3,1.0,medium,medium,medium,medium,medium
6324,3,1.0,medium,medium,low,medium,medium
6325,3,2.0,high,medium,medium,medium,medium
6326,3,1.0,medium,medium,medium,medium,medium
6327,3,2.0,high,medium,medium,medium,medium
6328,3,2.0,high,medium,medium,medium,medium
6329,3,1.0,high,medium,medium,medium,medium
6330,3,3.0,high,medium,high,high,medium
6331,3,2.0,medium,medium,medium,medium,medium
6332,3,1.0,low,low,low,low,low
6333,3,2.0,high,medium,medium,medium,medium
6334,3,1.0,low,low,medium,medium,low
6335,3,2.0,high,medium,high,high,medium
6336,3,2.0,high,high,high,high,medium
6337,3,2.0,high,medium,medium,medium,medium
6338,3,3.0,high,high,high,high,medium
6339,3,2.0,high,high,medium,medium,medium
6340,3,3.0,high,medium,high,medium,medium
6341,3,2.0,medium,medium,medium,medium,medium
6342,3,1.0,medium,medium,medium,medium,medium
6343,3,0.0,high,medium,medium,medium,medium
6344,3,1.0,medium,medium,medium,medium,medium
6345,3,2.0,high,medium,medium,medium,medium
6346,3,1.0,medium,medium,medium,medium,medium
6347,3,1.0,medium,medium,medium,medium,medium
6348,3,2.0,medium,medium,medium,medium,medium
6349,3,2.0,high,medium,medium,medium,medium
6350,3,2.0,medium,medium,medium,medium,medium
6351,3,2.0,high,medium,high,medium,medium
6352,3,1.0,medium,medium,medium,medium,medium
6353,3,2.0,medium,medium,medium,medium,medium
6354,3,1.0,medium,medium,medium,medium,medium
6355,3,1.0,medium,medium,medium,medium,medium
6356,3,0.0,low,low,low,low,low
6357,3,1.0,medium,medium,medium,medium,medium
6358,3,2.0,medium,medium,medium,medium,medium
6359,3,0.0,high,high,high,medium,high
6360,3,2.0,high,high,high,medium,medium
6361,3,2.0,medium,medium,medium,medium,medium
6362,3,0.0,low,low,low,low,low
6363,3,1.0,high,medium,medium,medium,medium
6364,3,1.0,high,medium,medium,medium,medium
6365,3,1.0,medium,medium,medium,medium,medium
6366,3,3.0,high,medium,high,medium,medium
6367,3,1.0,high,medium,medium,medium,medium
6368,3,0.0,low,low,low,low,low
6369,3,1.0,high,medium,medium,medium,medium
6370,3,0.0,low,low,low,low,low
6371,3,2.0,high,medium,medium,medium,medium
6372,3,2.0,medium,medium,medium,medium,medium
6373,3,1.0,medium,medium,medium,medium,medium
6374,3,1.0,medium,medium,medium,medium,medium
6375,3,0.0,low,low,low,low,low
6376,3,2.0,high,medium,medium,medium,medium
6377,3,2.0,high,medium,high,medium,medium
6378,3,2.0,medium,medium,medium,medium,medium
6379,3,2.0,high,high,high,high,medium
6380,3,2.0,medium,medium,medium,medium,medium
6381,3,2.0,medium,medium,medium,medium,medium
6382,3,0.0,medium,medium,medium,medium,medium
6383,3,1.0,high,medium,medium,medium,medium
6384,3,1.0,medium,medium,medium,medium,medium
6385,3,1.0,high,medium,high,medium,medium
6386,3,2.0,medium,medium,medium,medium,medium
6387,3,3.0,medium,medium,medium,medium,medium
6388,3,2.0,high,high,high,medium,medium
6389,3,2.0,high,high,high,medium,medium
6390,3,2.0,high,medium,medium,medium,medium
6391,3,1.0,medium,medium,medium,medium,medium
6392,3,3.0,high,high,high,high,medium
6393,3,0.0,low,low,low,low,low
6394,3,0.0,low,low,low,low,low
6395,3,1.0,high,medium,medium,medium,medium
6396,3,3.0,high,high,high,high,medium
6397,3,1.0,medium,medium,medium,medium,medium
6398,3,2.0,high,medium,medium,medium,medium
6399,3,2.0,medium,medium,medium,medium,medium
6400,3,1.0,high,medium,medium,medium,medium
6401,3,1.0,medium,medium,medium,medium,medium
6402,3,2.0,high,medium,medium,medium,medium
6403,3,0.0,low,low,low,low,low
6404,3,1.0,high,medium,medium,medium,medium
6405,3,2.0,high,medium,medium,medium,medium
6406,3,1.0,medium,medium,medium,medium,medium
6407,3,2.0,high,high,medium,high,medium
6408,3,2.0,high,medium,medium,medium,medium
6409,3,1.0,medium,medium,medium,medium,medium
6410,3,2.0,medium,medium,medium,medium,medium
6411,3,0.0,medium,medium,medium,medium,medium
6412,3,0.0,medium,low,medium,medium,medium
6413,3,1.0,high,medium,medium,medium,medium
6414,3,1.0,low,low,low,medium,medium
6415,3,1.0,medium,medium,medium,medium,medium
6416,3,0.0,low,low,low,low,low
6417,3,2.0,high,medium,high,medium,medium
6418,3,2.0,high,high,high,high,high
6419,3,2.0,high,high,high,high,high
6420,3,0.0,medium,medium,medium,medium,medium
6421,3,0.0,low,low,low,low,low
6422,3,0.0,low,low,low,low,low
6423,3,1.0,medium,medium,medium,medium,medium
6424,3,1.0,high,high,high,high,medium
6425,3,0.0,medium,medium,medium,medium,medium
6426,3,1.0,high,medium,high,medium,medium
6427,3,1.0,high,high,high,high,medium
6428,3,1.0,medium,medium,medium,medium,medium
6429,3,0.0,low,low,low,low,low
6430,3,1.0,high,medium,medium,medium,medium
6431,3,1.0,medium,medium,medium,medium,medium
6432,3,1.0,low,low,low,low,low
6433,3,1.0,high,medium,medium,medium,medium
6434,3,2.0,high,medium,high,medium,medium
6435,3,1.0,high,high,high,medium,medium
6436,3,2.0,medium,medium,medium,medium,medium
6437,3,1.0,medium,medium,medium,medium,medium
6438,3,0.0,low,low,low,low,low
6439,3,0.0,low,medium,low,low,medium
6440,3,1.0,medium,medium,medium,medium,medium
6441,3,1.0,medium,medium,medium,medium,medium
6442,3,0.0,medium,medium,medium,medium,medium
6443,3,1.0,high,medium,high,medium,medium
6444,3,2.0,high,high,high,high,medium
6445,3,2.0,high,high,high,high,medium
6446,3,2.0,medium,medium,medium,medium,medium
6447,3,2.0,medium,medium,medium,medium,medium
6448,3,3.0,high,high,high,medium,medium
6449,3,0.0,low,low,low,low,low
6450,3,2.0,low,low,low,low,low
6451,3,0.0,medium,medium,medium,medium,medium
6452,3,0.0,medium,medium,medium,medium,medium
6453,3,2.0,medium,medium,medium,medium,medium
6454,3,1.0,low,low,low,low,low
6455,3,3.0,high,high,high,high,medium
6456,3,1.0,low,low,low,low,low
6457,3,2.0,high,medium,medium,medium,medium
6458,3,0.0,low,low,low,low,medium
6459,3,1.0,medium,medium,medium,medium,medium
6460,3,2.0,medium,medium,medium,medium,medium
6461,3,1.0,medium,medium,medium,medium,medium
6462,3,2.0,low,low,low,low,low
6463,3,2.0,high,medium,medium,medium,medium
6464,3,0.0,low,low,low,low,low
6465,3,1.0,medium,medium,medium,medium,medium
6466,3,1.0,medium,medium,medium,medium,medium
6467,3,1.0,low,medium,low,low,medium
6468,3,2.0,high,high,high,medium,medium
6469,3,2.0,medium,medium,medium,medium,medium
6470,3,2.0,high,high,high,high,high
6471,3,1.0,medium,medium,medium,medium,medium
6472,3,2.0,high,medium,high,high,medium
6473,3,1.0,high,medium,medium,medium,medium
6474,3,2.0,high,medium,high,high,medium
6475,3,1.0,medium,medium,medium,medium,medium
6476,3,1.0,medium,medium,medium,medium,medium
6477,3,1.0,high,medium,high,medium,medium
6478,3,3.0,high,medium,high,high,medium
6479,3,0.0,low,low,low,low,low
6480,3,2.0,medium,medium,medium,medium,medium
6481,3,1.0,low,medium,low,medium,medium
6482,3,0.0,low,low,low,low,low
6483,3,2.0,high,medium,high,medium,medium
6484,3,2.0,high,medium,medium,medium,medium
6485,3,3.0,high,medium,medium,medium,medium
6486,3,2.0,high,medium,medium,medium,medium
6487,3,2.0,high,medium,high,medium,medium
6488,3,1.0,high,medium,medium,medium,medium
6489,3,2.0,high,medium,medium,medium,medium
6490,3,1.0,medium,medium,medium,medium,medium
6491,3,2.0,high,high,high,high,medium
6492,3,1.0,high,high,medium,medium,medium
6493,3,2.0,high,medium,medium,medium,medium
6494,3,1.0,low,low,low,low,low
6495,3,0.0,low,low,low,low,medium
6496,3,1.0,medium,medium,medium,medium,medium
6497,3,2.0,high,high,high,high,medium
6498,3,1.0,high,medium,medium,medium,medium
6499,3,1.0,medium,medium,medium,medium,medium
6500,3,2.0,medium,medium,medium,medium,medium
6501,3,1.0,medium,medium,medium,medium,medium
6502,3,2.0,high,high,medium,medium,medium
6503,3,1.0,medium,medium,medium,medium,medium
6504,3,0.0,medium,medium,medium,medium,medium
6505,3,2.0,high,high,high,high,medium
6506,3,0.0,medium,medium,medium,medium,medium
6507,3,2.0,high,high,high,high,medium
6508,3,2.0,high,medium,high,medium,medium
6509,3,0.0,medium,medium,medium,medium,medium
6510,3,1.0,medium,medium,medium,medium,medium
6511,3,2.0,high,medium,medium,medium,medium
6512,3,2.0,high,medium,high,medium,medium
6513,3,1.0,high,medium,high,medium,medium
6514,3,1.0,medium,medium,medium,medium,medium
6515,3,1.0,medium,medium,medium,medium,medium
6516,3,3.0,high,high,high,high,medium
6517,3,1.0,medium,medium,medium,medium,medium
6518,3,1.0,medium,medium,medium,medium,medium
6519,3,2.0,medium,medium,medium,medium,medium
6520,3,2.0,high,medium,high,medium,medium
6521,3,2.0,medium,medium,medium,medium,medium
6522,3,1.0,medium,medium,medium,medium,medium
6523,3,2.0,high,high,high,high,medium
6524,3,1.0,medium,medium,medium,medium,medium
6525,3,1.0,low,low,low,low,low
6526,3,1.0,high,medium,medium,medium,medium
6527,3,2.0,high,medium,medium,medium,medium
6528,3,2.0,high,medium,medium,medium,medium
6529,3,2.0,medium,medium,medium,medium,medium
6530,3,2.0,low,medium,medium,medium,low
6531,3,0.0,low,medium,medium,medium,medium
6532,3,3.0,high,medium,high,medium,medium
6533,3,2.0,high,high,high,high,high
6534,3,1.0,low,medium,medium,medium,medium
6535,3,1.0,low,low,low,low,low
6536,3,1.0,high,high,high,high,medium
6537,3,1.0,medium,medium,medium,medium,medium
6538,3,1.0,medium,medium,medium,medium,medium
6539,3,0.0,medium,medium,low,medium,medium
6540,3,1.0,medium,medium,medium,medium,medium
6541,3,2.0,high,medium,medium,medium,medium
6542,3,2.0,high,high,high,high,medium
6543,3,2.0,medium,medium,medium,medium,medium
6544,3,2.0,high,high,high,high,medium
6545,3,0.0,medium,medium,medium,medium,medium
6546,3,2.0,medium,medium,medium,medium,medium
6547,3,1.0,medium,medium,medium,medium,medium
6548,3,1.0,medium,medium,medium,medium,medium
6549,3,2.0,high,high,high,high,medium
6550,3,0.0,low,low,low,low,medium
