essay_id,prompt_id,word_choice_score,question1,question2,question3,question4,question5,question6,question7,question8,question9
1010,1,3,low,low,low,low,low,low,low,low,low
1011,1,3,low,low,low,low,low,low,low,low,low
1012,1,3,medium,low,low,low,medium,low,low,medium,low
1013,1,2,low,low,low,low,low,low,low,low,low
1014,1,4,medium,medium,medium,low,medium,low,medium,medium,medium
1015,1,4,low,low,low,low,low,medium,low,medium,medium
1016,1,3,low,low,low,low,low,low,low,low,low
1017,1,3,medium,low,low,low,low,low,low,medium,low
1018,1,6,low,low,low,low,low,low,low,low,low
1019,1,4,medium,medium,medium,low,high,low,high,medium,medium
1020,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1021,1,3,low,low,low,low,low,low,low,low,low
1022,1,6,medium,medium,medium,low,medium,low,medium,medium,medium
1023,1,3,low,low,low,low,low,low,low,low,low
1024,1,3,low,low,low,low,low,low,low,low,low
1025,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1026,1,5,low,low,low,low,low,high,low,low,low
1027,1,4,low,low,low,low,low,low,low,low,low
1028,1,5,medium,low,low,low,high,low,high,medium,low
1029,1,5,medium,low,high,low,high,low,low,medium,high
1030,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
1031,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
1032,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1033,1,5,medium,low,medium,low,medium,low,high,medium,medium
1034,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
1035,1,5,high,medium,high,low,high,medium,high,high,high
1036,1,3,medium,low,low,low,medium,low,low,medium,low
1037,1,3,low,low,low,low,low,low,low,low,low
1038,1,5,low,low,low,low,low,low,low,medium,low
1039,1,3,low,low,low,low,low,low,low,low,low
1040,1,2,low,low,low,low,low,low,low,low,low
1041,1,2,low,low,low,low,low,low,low,low,low
1042,1,4,medium,low,medium,low,medium,low,medium,medium,medium
1043,1,4,medium,low,high,low,high,low,high,medium,high
1044,1,3,low,low,low,low,low,low,low,low,low
1045,1,5,low,low,low,low,medium,low,low,medium,low
1046,1,3,low,low,low,low,low,low,low,low,low
1047,1,5,low,low,low,low,low,low,low,low,high
1048,1,4,low,low,low,low,low,low,low,low,low
1049,1,4,high,medium,medium,medium,high,medium,high,medium,medium
1050,1,4,high,medium,medium,medium,high,low,high,medium,high
1051,1,3,low,low,low,low,low,low,low,low,low
1052,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
1053,1,3,low,low,low,low,low,low,low,low,low
1054,1,3,medium,low,medium,low,medium,low,high,medium,medium
1055,1,3,low,low,low,low,low,low,low,low,low
1056,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
1057,1,4,medium,low,low,low,low,low,low,medium,low
1058,1,5,medium,medium,medium,low,medium,low,medium,medium,medium
1059,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1060,1,3,low,low,low,low,low,low,low,low,low
1061,1,3,low,low,low,low,low,low,low,low,low
1062,1,4,low,low,low,low,low,low,low,low,low
1063,1,5,medium,medium,medium,low,high,medium,medium,medium,medium
1064,1,4,medium,low,high,low,high,low,high,medium,high
1065,1,3,low,low,low,low,low,low,low,low,low
1066,1,5,medium,low,low,low,medium,low,medium,medium,low
1067,1,5,low,low,low,low,low,low,low,low,low
1068,1,4,low,low,low,low,low,low,low,low,low
1069,1,5,low,low,low,low,low,low,low,low,low
1070,1,2,low,low,low,low,low,low,low,low,low
1071,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
1072,1,3,low,low,low,low,low,low,low,low,low
1073,1,3,medium,low,low,low,medium,low,low,medium,low
1074,1,2,low,low,low,low,low,low,low,low,low
1075,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
1076,1,6,high,medium,high,medium,high,high,high,high,high
1077,1,3,low,low,low,low,low,low,low,low,low
1078,1,6,high,low,high,low,high,low,high,high,high
1079,1,3,low,low,low,low,medium,low,low,medium,low
1080,1,3,low,low,low,low,low,low,low,low,low
1081,1,3,low,low,low,low,low,low,low,low,low
1082,1,3,low,low,low,low,low,low,low,low,low
1083,1,2,medium,low,medium,low,medium,medium,low,medium,low
1084,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1085,1,4,medium,low,low,low,medium,low,low,medium,low
1086,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
1087,1,5,low,low,low,low,high,low,low,medium,low
1088,1,5,medium,medium,medium,low,high,medium,medium,medium,medium
1089,1,4,low,low,low,low,low,low,low,low,low
1090,1,3,low,low,low,low,low,low,low,low,low
1091,1,5,medium,low,low,low,medium,low,low,medium,medium
1092,1,4,medium,medium,medium,low,medium,low,medium,medium,medium
1093,1,3,low,low,low,low,low,low,low,low,low
1094,1,4,medium,low,medium,low,medium,low,low,medium,medium
1095,1,3,low,low,low,low,low,low,low,low,low
1096,1,2,low,low,low,low,low,low,low,low,low
1097,1,4,medium,low,low,low,medium,low,low,medium,low
1098,1,3,low,low,low,low,low,low,low,low,low
1099,1,4,low,low,low,low,low,low,low,low,low
1100,1,3,low,low,low,low,medium,low,low,medium,low
1101,1,3,low,low,low,low,low,low,low,low,low
1102,1,3,medium,low,low,low,medium,low,low,medium,low
1103,1,2,low,low,low,low,low,low,low,low,low
1104,1,5,low,low,low,low,low,low,low,low,low
1105,1,4,medium,low,medium,low,medium,low,medium,medium,medium
1106,1,5,high,medium,high,low,high,medium,high,high,high
1107,1,1,low,low,low,low,medium,low,low,medium,low
1108,1,3,low,low,low,low,medium,low,low,low,low
1109,1,3,medium,low,medium,low,medium,low,medium,medium,medium
1110,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
1111,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1112,1,4,medium,low,low,low,medium,low,low,medium,low
1113,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1114,1,4,low,low,low,low,low,low,low,low,low
1115,1,4,medium,low,low,low,low,low,low,medium,low
1116,1,4,low,low,low,low,low,low,low,low,low
1117,1,3,low,low,low,low,low,low,low,low,low
1118,1,4,low,low,low,low,low,low,low,low,low
1119,1,5,medium,low,low,low,medium,low,low,medium,low
1120,1,3,medium,low,low,low,medium,low,low,medium,low
1121,1,1,low,low,low,low,low,low,low,low,low
1122,1,5,medium,medium,medium,medium,high,medium,medium,medium,medium
1123,1,3,low,low,low,low,low,low,low,low,low
1124,1,5,high,medium,medium,medium,high,medium,high,high,high
1125,1,3,low,low,low,low,low,low,low,low,low
1126,1,4,medium,low,low,low,medium,low,low,medium,low
1127,1,4,low,low,low,low,low,low,low,low,low
1128,1,3,low,low,low,low,low,low,low,low,low
1129,1,3,low,low,low,low,low,low,low,low,low
1130,1,3,low,low,low,low,low,low,low,low,low
1132,1,3,low,low,low,low,medium,low,low,medium,low
1133,1,6,low,low,low,low,high,low,low,medium,low
1134,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
1135,1,6,high,medium,high,medium,high,high,high,high,high
1136,1,3,low,low,low,low,medium,low,low,medium,low
1137,1,3,low,low,low,low,medium,low,low,medium,low
1138,1,3,medium,low,medium,low,medium,medium,medium,medium,medium
1139,1,4,medium,low,medium,low,high,low,high,medium,high
1140,1,5,medium,low,low,low,medium,low,low,medium,low
1141,1,3,medium,low,medium,low,medium,low,low,medium,medium
1142,1,4,low,low,low,low,low,low,low,low,low
1143,1,5,medium,low,medium,low,medium,medium,medium,medium,medium
1144,1,4,low,low,low,low,medium,low,low,medium,low
1145,1,4,medium,low,medium,low,high,medium,medium,medium,medium
1146,1,3,medium,low,medium,low,medium,low,medium,medium,medium
1147,1,4,medium,low,medium,low,high,low,medium,medium,medium
1148,1,3,medium,medium,medium,medium,high,medium,medium,medium,medium
1149,1,6,medium,low,low,low,medium,low,medium,medium,medium
1150,1,5,medium,low,medium,low,medium,low,medium,medium,medium
1151,1,4,low,low,low,low,low,low,low,low,low
1152,1,4,medium,low,low,low,medium,low,low,medium,medium
1153,1,5,high,medium,high,high,high,medium,high,high,high
1154,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1155,1,5,medium,low,low,low,medium,low,low,medium,low
1156,1,5,low,low,low,low,low,low,low,low,low
1157,1,3,medium,low,low,low,medium,low,low,medium,low
1158,1,4,medium,medium,medium,low,medium,low,medium,medium,medium
1159,1,5,low,low,low,low,low,low,low,low,low
1160,1,4,medium,low,low,low,medium,low,low,medium,low
1161,1,4,low,low,low,low,low,low,low,low,low
1162,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
1163,1,4,high,medium,high,high,high,high,high,high,high
1164,1,5,medium,medium,medium,low,high,medium,high,medium,medium
1165,1,4,low,low,low,low,low,low,low,low,low
1166,1,4,low,low,low,low,low,low,low,low,low
1167,1,4,low,low,low,low,low,low,low,low,low
1168,1,5,low,low,low,low,low,low,low,low,low
1169,1,4,medium,low,low,low,medium,low,low,low,low
1170,1,6,high,low,high,low,high,low,high,high,high
1171,1,5,low,low,low,low,high,low,low,low,low
1172,1,4,medium,low,low,low,medium,low,low,medium,low
1173,1,4,medium,low,medium,low,medium,medium,medium,medium,low
1174,1,4,low,low,low,low,low,low,low,low,low
1175,1,5,low,low,low,low,low,low,low,low,low
1176,1,4,low,low,low,low,low,low,low,low,low
1177,1,3,low,low,low,low,low,low,low,low,low
1178,1,4,medium,low,medium,low,medium,low,medium,medium,medium
1179,1,3,low,low,low,low,medium,low,low,medium,low
1180,1,5,low,low,low,low,low,low,low,low,low
1181,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1182,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
1183,1,3,low,low,low,low,low,low,low,low,low
1184,1,5,medium,low,medium,low,medium,low,medium,medium,medium
1185,1,4,low,low,low,low,low,low,low,low,low
1186,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1187,1,4,low,low,low,low,low,low,low,low,low
1188,1,4,low,low,low,low,low,low,low,low,low
1189,1,3,low,low,low,low,low,low,low,low,low
1190,1,4,low,low,low,low,low,low,low,low,low
1191,1,4,low,low,low,low,low,low,low,low,low
1192,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1193,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1194,1,5,low,low,low,low,high,low,high,low,low
1195,1,4,medium,low,medium,low,medium,low,low,medium,medium
1196,1,3,low,low,low,low,medium,low,low,medium,low
1197,1,4,low,low,low,low,low,low,low,low,low
1198,1,2,low,low,low,low,low,low,low,low,low
1199,1,4,medium,low,medium,low,high,low,medium,medium,medium
1200,1,5,low,low,low,low,low,low,low,low,low
1201,1,6,high,medium,high,medium,high,medium,high,high,high
1202,1,3,medium,low,low,low,medium,low,low,medium,low
1203,1,4,medium,low,low,low,medium,low,low,medium,low
1204,1,4,low,low,low,low,low,low,low,medium,low
1205,1,3,low,low,low,low,medium,low,low,medium,low
1206,1,4,medium,low,low,low,low,low,high,medium,medium
1207,1,4,high,medium,high,medium,high,medium,high,high,high
1208,1,2,low,low,low,low,low,low,low,low,low
1209,1,4,medium,low,medium,low,medium,medium,low,medium,low
1210,1,4,low,low,low,low,low,low,low,low,low
1211,1,4,medium,low,low,low,high,low,low,medium,low
1212,1,5,low,low,low,low,low,low,low,low,low
1213,1,4,medium,low,low,low,medium,low,low,medium,low
1214,1,5,high,medium,medium,low,high,medium,high,high,high
1215,1,3,low,low,low,low,low,low,low,low,low
1216,1,5,high,medium,high,low,high,medium,high,high,high
1217,1,2,medium,low,low,low,medium,low,low,medium,low
1218,1,4,medium,low,low,low,low,low,low,medium,low
1219,1,3,medium,low,medium,low,medium,low,high,medium,medium
1220,1,5,medium,low,low,low,medium,low,low,medium,low
1221,1,5,medium,medium,medium,low,medium,medium,medium,medium,medium
1222,1,2,low,low,low,low,low,low,low,low,low
1223,1,4,medium,low,medium,low,medium,low,medium,medium,medium
1224,1,4,medium,low,low,low,high,low,low,medium,low
1225,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1226,1,4,medium,medium,medium,medium,high,medium,medium,medium,medium
1227,1,3,low,low,low,low,low,low,low,low,low
1228,1,3,medium,low,low,low,medium,medium,low,medium,low
1229,1,5,medium,medium,medium,low,medium,low,medium,medium,medium
1230,1,4,low,low,low,low,low,low,low,low,low
1231,1,2,medium,medium,medium,low,medium,medium,medium,medium,medium
1232,1,4,medium,low,low,low,medium,low,low,medium,low
1233,1,4,high,medium,medium,medium,high,medium,high,high,high
1234,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1236,1,4,medium,medium,medium,low,high,medium,medium,medium,medium
1237,1,4,medium,medium,medium,medium,high,medium,high,medium,medium
1238,1,4,low,low,low,low,low,low,low,low,low
1239,1,5,low,low,low,low,low,low,low,low,low
1240,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
1241,1,3,low,low,low,low,medium,low,low,low,low
1242,1,3,medium,low,medium,low,medium,medium,low,medium,medium
1243,1,4,medium,medium,medium,medium,medium,medium,low,medium,medium
1244,1,3,low,low,low,low,low,low,low,low,low
1245,1,4,low,low,low,low,low,low,low,low,low
1246,1,3,low,low,low,low,low,low,low,low,low
1247,1,3,medium,low,low,low,medium,low,low,medium,medium
1248,1,5,medium,low,low,low,medium,low,low,medium,low
1249,1,5,low,low,low,low,low,low,low,low,low
1250,1,5,low,low,low,low,low,low,low,low,low
1251,1,3,low,low,low,low,high,low,low,low,low
1252,1,4,low,low,low,low,low,low,low,low,low
1253,1,1,low,low,low,low,low,low,low,low,low
1254,1,3,low,low,low,low,low,low,low,medium,low
1255,1,4,high,low,medium,low,high,low,high,medium,medium
1256,1,3,low,low,low,low,medium,low,low,medium,low
1257,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
1258,1,5,high,medium,high,medium,high,high,high,high,high
1259,1,4,medium,low,low,low,medium,low,low,medium,low
1260,1,3,low,low,low,low,low,low,low,low,low
1261,1,4,low,low,low,low,low,low,low,low,low
1262,1,3,low,low,low,low,medium,low,low,low,low
1263,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
1264,1,4,medium,low,low,low,medium,low,low,medium,low
1265,1,4,medium,low,medium,low,medium,low,medium,medium,medium
1266,1,3,medium,low,low,low,medium,low,low,medium,low
1267,1,5,medium,low,medium,low,medium,medium,medium,medium,medium
1268,1,3,low,low,low,low,low,low,low,low,low
1269,1,4,low,low,low,low,low,low,low,low,low
1270,1,5,low,low,low,low,low,low,low,low,low
1271,1,3,low,low,low,low,medium,low,low,medium,low
1272,1,3,medium,low,medium,low,medium,medium,medium,medium,medium
1273,1,5,low,low,low,low,low,low,low,low,low
1274,1,2,low,low,low,low,low,low,low,low,low
1275,1,2,low,low,low,low,low,low,low,low,low
1276,1,3,low,low,low,low,low,low,low,low,low
1277,1,2,low,low,low,low,low,low,low,low,low
1278,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
1279,1,3,medium,low,medium,low,high,medium,low,medium,medium
1280,1,4,medium,low,medium,low,medium,low,medium,medium,medium
1281,1,3,low,low,low,low,medium,low,low,low,low
1282,1,4,low,low,low,low,low,low,low,low,low
1283,1,6,medium,low,low,low,medium,low,high,medium,medium
1284,1,5,medium,medium,medium,low,medium,medium,medium,medium,medium
1285,1,3,low,low,low,low,low,low,low,low,low
1286,1,3,low,low,low,low,low,low,low,low,low
1287,1,5,medium,medium,medium,low,medium,medium,medium,medium,medium
1288,1,6,medium,medium,medium,low,high,medium,high,medium,medium
1289,1,2,low,low,low,low,low,low,low,low,low
1290,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1291,1,3,low,low,low,low,low,low,low,low,low
1292,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1293,1,2,low,low,low,low,low,low,low,low,low
1294,1,4,low,low,low,low,low,low,low,low,low
1295,1,1,low,low,low,low,low,low,low,low,low
1296,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
1297,1,3,medium,low,medium,low,medium,medium,medium,medium,medium
1298,1,3,medium,low,medium,low,medium,medium,medium,medium,medium
1299,1,6,medium,medium,medium,low,medium,low,low,medium,medium
1300,1,3,low,low,low,low,low,low,low,low,low
1301,1,3,low,low,low,low,low,low,low,low,low
1302,1,4,low,low,low,low,low,low,low,low,low
1303,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
1304,1,5,high,medium,high,high,high,high,high,high,high
1305,1,4,low,low,low,low,low,low,low,low,low
1306,1,5,medium,medium,medium,low,high,medium,medium,medium,medium
1307,1,3,medium,low,low,low,medium,low,low,medium,low
1308,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
1309,1,4,low,low,low,low,low,low,low,low,low
1310,1,3,low,low,low,low,low,low,low,low,low
1311,1,4,medium,medium,medium,medium,high,medium,high,medium,high
1312,1,3,low,low,low,low,low,low,low,low,low
1313,1,3,low,low,low,low,low,low,low,low,low
1314,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
1315,1,4,low,low,low,low,low,low,low,low,low
1316,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
1317,1,4,low,low,low,low,low,low,low,medium,low
1318,1,3,low,low,low,low,low,low,low,low,low
1319,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
1320,1,5,medium,low,low,low,medium,low,low,medium,low
1321,1,4,low,low,low,low,low,low,low,low,low
1322,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
1323,1,3,medium,low,medium,medium,medium,medium,low,medium,low
1324,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
1325,1,4,medium,medium,medium,low,high,low,high,medium,medium
1326,1,3,low,low,low,low,low,low,low,low,low
1327,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1328,1,4,medium,low,low,low,medium,low,low,medium,low
1329,1,3,low,low,low,low,low,low,low,medium,low
1330,1,3,medium,low,medium,low,medium,medium,low,medium,medium
1331,1,5,medium,medium,medium,medium,high,medium,medium,medium,medium
1332,1,5,medium,low,medium,low,medium,low,medium,medium,medium
1333,1,3,low,low,low,low,low,low,low,low,low
1334,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
1335,1,2,medium,low,low,low,medium,low,low,low,low
1336,1,4,low,low,low,low,low,low,low,low,low
1337,1,3,low,low,low,low,low,low,low,low,low
1338,1,4,high,medium,high,low,high,medium,high,high,high
1339,1,4,low,low,low,low,low,low,low,low,low
1340,1,5,medium,medium,medium,low,high,medium,medium,medium,medium
1341,1,5,high,medium,high,medium,high,medium,high,high,high
1342,1,3,low,low,low,low,low,low,low,low,low
1343,1,3,medium,low,low,low,medium,low,low,medium,low
1344,1,4,medium,medium,medium,medium,high,medium,medium,medium,medium
1345,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1346,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
1347,1,4,low,low,low,low,low,low,low,low,low
1348,1,3,low,low,low,low,low,low,low,low,low
1349,1,4,medium,low,medium,low,high,low,high,medium,medium
1350,1,5,medium,medium,medium,low,medium,low,medium,medium,medium
1351,1,3,low,low,low,low,low,low,low,low,low
1352,1,4,medium,low,medium,low,medium,low,low,medium,medium
1353,1,5,high,medium,high,low,high,medium,high,high,high
1354,1,4,medium,medium,medium,low,high,medium,medium,medium,medium
1355,1,4,low,low,low,low,low,low,low,low,low
1356,1,3,low,low,low,low,low,low,low,low,low
1357,1,4,low,low,low,low,low,low,low,low,low
1358,1,4,medium,low,medium,low,high,low,high,medium,high
1359,1,4,low,low,medium,low,high,low,low,medium,low
1360,1,5,high,medium,medium,low,high,medium,medium,medium,medium
1361,1,5,high,medium,high,low,high,medium,high,high,high
1362,1,5,low,low,low,low,low,low,low,low,low
1363,1,4,medium,low,low,low,medium,low,low,medium,low
1364,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1365,1,4,medium,low,low,low,medium,low,low,medium,medium
1366,1,4,medium,low,medium,low,medium,low,low,medium,medium
1367,1,2,medium,medium,medium,low,medium,medium,high,medium,medium
1368,1,3,low,low,low,low,low,low,low,low,low
1369,1,3,medium,low,medium,low,high,medium,low,medium,medium
1370,1,5,low,low,low,low,low,low,low,low,low
1371,1,5,low,low,low,low,low,low,low,low,low
1372,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
1373,1,4,medium,low,medium,low,medium,low,medium,medium,medium
1374,1,4,low,low,low,low,low,low,low,low,low
1375,1,4,low,low,low,low,medium,low,low,medium,low
1376,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
1377,1,3,low,low,low,low,medium,low,low,low,low
1378,1,4,low,low,low,low,low,low,low,low,low
1379,1,4,medium,low,low,low,low,low,low,medium,medium
1380,1,6,medium,low,low,low,low,low,high,medium,medium
1381,1,3,medium,low,low,low,low,low,low,medium,low
1382,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
1383,1,3,low,low,low,low,low,low,low,low,low
1384,1,4,medium,low,low,low,medium,low,low,medium,medium
1385,1,5,high,low,high,low,high,low,high,high,high
1386,1,3,medium,low,low,low,medium,low,low,medium,low
1387,1,4,medium,low,low,low,medium,low,low,medium,low
1388,1,4,medium,low,medium,low,medium,medium,low,medium,medium
1389,1,3,low,low,low,low,low,low,low,low,low
1390,1,4,low,low,low,low,low,low,low,low,low
1391,1,3,medium,low,low,low,medium,low,low,medium,medium
1392,1,4,low,low,low,low,low,low,low,low,low
1393,1,4,medium,low,low,low,high,low,high,medium,medium
1394,1,3,low,low,low,low,low,low,low,low,low
1395,1,3,low,low,low,low,low,low,low,low,low
1396,1,3,low,low,low,low,low,low,low,low,low
1397,1,3,low,low,low,low,low,low,low,low,low
1398,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1399,1,3,low,low,low,low,low,low,low,low,low
1400,1,3,low,low,low,low,low,low,low,low,low
1401,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1402,1,3,medium,low,medium,low,medium,low,low,medium,low
1403,1,4,low,low,low,low,low,low,low,low,low
1404,1,4,high,medium,high,medium,high,high,high,high,high
1405,1,3,low,low,low,low,low,low,low,low,low
1406,1,3,low,low,low,low,medium,low,low,medium,low
1407,1,4,low,low,low,low,medium,low,low,medium,low
1408,1,5,medium,low,medium,low,medium,low,low,medium,medium
1409,1,5,high,medium,medium,medium,high,medium,high,high,medium
1410,1,4,medium,low,medium,low,medium,low,low,medium,medium
1411,1,6,medium,low,medium,low,medium,low,low,medium,medium
1412,1,4,medium,low,low,low,medium,low,low,medium,low
1413,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1414,1,3,medium,low,low,low,medium,low,low,medium,low
1415,1,5,high,medium,high,high,high,low,high,high,high
1416,1,3,low,low,low,low,low,low,low,low,low
1417,1,5,medium,low,medium,low,high,low,high,medium,medium
1418,1,3,low,low,low,low,low,low,low,low,low
1419,1,5,medium,low,medium,low,low,low,low,medium,medium
1420,1,5,medium,medium,medium,low,medium,medium,medium,medium,medium
1421,1,2,low,low,low,low,low,low,low,low,low
1422,1,3,low,low,low,low,low,low,low,low,low
1423,1,3,low,low,low,low,medium,low,low,medium,low
1424,1,4,high,medium,medium,medium,high,medium,high,high,high
1425,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
1426,1,4,low,low,low,low,low,low,low,low,low
1427,1,6,high,medium,medium,low,high,medium,high,high,high
1428,1,3,medium,low,low,low,medium,low,low,medium,low
1429,1,3,low,low,low,low,low,low,low,low,low
1430,1,3,low,low,low,low,low,low,low,low,low
1431,1,4,medium,low,medium,low,medium,low,medium,medium,medium
1432,1,4,low,low,low,low,low,low,low,low,low
1433,1,4,low,low,low,low,low,low,low,low,low
1434,1,5,medium,low,medium,low,medium,low,medium,medium,medium
1435,1,6,medium,medium,medium,medium,medium,medium,medium,medium,medium
1436,1,4,medium,medium,medium,low,medium,low,medium,medium,medium
1437,1,3,low,low,low,low,low,low,low,low,low
1438,1,4,medium,medium,medium,low,medium,low,medium,medium,medium
1439,1,4,low,low,low,low,low,low,low,low,low
1440,1,4,medium,low,medium,low,medium,low,low,medium,medium
1441,1,3,low,low,low,low,low,low,low,low,low
1442,1,3,low,low,low,low,low,low,low,low,low
1443,1,6,low,low,low,low,low,low,low,low,high
1444,1,5,medium,medium,medium,low,high,medium,high,medium,medium
1445,1,4,low,low,low,low,low,low,low,low,low
1446,1,4,medium,low,low,low,low,low,low,medium,low
1447,1,6,high,medium,high,low,high,high,high,high,high
1448,1,3,low,low,low,low,low,low,low,low,low
1449,1,4,medium,low,medium,low,medium,low,low,medium,medium
1450,1,4,low,low,low,low,low,low,low,medium,low
1451,1,5,high,medium,medium,medium,high,medium,high,high,high
1452,1,6,high,medium,high,low,high,high,high,high,high
1453,1,5,medium,medium,medium,low,high,medium,medium,medium,medium
1454,1,6,high,high,high,high,high,high,high,high,high
1455,1,4,medium,medium,medium,low,medium,low,medium,medium,medium
1456,1,4,low,low,low,low,low,low,low,low,low
1457,1,3,low,low,low,low,low,low,low,low,low
1458,1,3,medium,low,medium,low,medium,low,medium,medium,medium
1459,1,3,low,low,low,low,low,low,low,low,low
1460,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1461,1,2,medium,low,medium,low,medium,low,low,medium,medium
1462,1,2,medium,medium,medium,medium,medium,low,low,medium,medium
1463,1,3,low,low,low,low,low,low,low,low,low
1464,1,4,low,low,low,low,low,low,low,low,low
1465,1,3,medium,low,low,low,medium,low,low,medium,low
1466,1,3,medium,low,low,low,medium,low,low,medium,low
1467,1,5,medium,low,medium,low,medium,low,medium,medium,medium
1468,1,4,low,low,low,low,medium,low,low,low,low
1469,1,3,low,low,low,low,low,low,low,low,low
1470,1,4,medium,low,low,low,medium,low,low,medium,low
1471,1,4,low,low,low,low,medium,low,low,low,low
1472,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1473,1,2,low,low,low,low,low,low,low,low,low
1474,1,2,low,low,low,low,low,low,low,medium,low
1475,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
1476,1,3,low,low,low,low,low,low,low,low,low
1477,1,2,low,low,low,low,low,low,low,low,low
1478,1,5,medium,medium,medium,medium,high,medium,medium,medium,medium
1479,1,2,low,low,low,low,low,low,low,low,low
1480,1,4,medium,low,low,low,medium,low,low,medium,medium
1481,1,3,low,low,low,low,medium,low,low,medium,low
1482,1,3,low,low,low,low,low,low,low,low,low
1483,1,2,medium,medium,medium,low,medium,medium,medium,medium,medium
1484,1,3,low,low,low,low,low,low,low,low,low
1485,1,4,low,low,low,low,low,low,low,low,low
1486,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
1487,1,4,low,low,low,low,low,low,low,low,low
1488,1,4,medium,low,medium,low,medium,low,medium,medium,medium
1489,1,3,low,low,low,low,low,low,low,low,low
1490,1,3,low,low,low,low,medium,low,low,medium,low
1491,1,5,low,low,low,low,low,low,low,low,low
1492,1,3,medium,medium,medium,medium,medium,low,medium,medium,medium
1493,1,5,medium,medium,medium,low,high,low,medium,medium,medium
1494,1,5,high,medium,high,medium,high,high,high,high,high
1495,1,4,medium,low,low,low,medium,low,low,medium,medium
1496,1,2,low,low,low,low,medium,low,low,low,low
1497,1,3,low,low,low,low,low,low,low,low,low
1498,1,3,low,low,low,low,high,low,low,low,low
1499,1,4,medium,medium,medium,medium,high,medium,high,medium,high
1500,1,4,medium,medium,medium,low,high,medium,medium,medium,medium
1501,1,3,low,low,low,low,low,low,low,low,low
1502,1,3,medium,low,low,low,medium,low,medium,medium,medium
1503,1,3,medium,low,low,low,medium,low,low,medium,low
1504,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
1505,1,3,low,low,low,low,low,low,low,low,low
1506,1,3,medium,medium,medium,low,medium,medium,low,medium,medium
1507,1,3,low,low,low,low,low,low,low,low,low
1508,1,3,low,low,low,low,low,low,low,low,low
1509,1,4,low,low,low,low,low,low,low,low,low
1510,1,4,high,medium,medium,low,high,medium,medium,high,medium
1511,1,4,medium,low,low,low,medium,low,low,medium,low
