essay_id,prompt_id,content_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
1544,1,4.0,low,medium,medium,low,low,medium,low,low,low,low
1545,1,3.0,low,low,low,low,low,low,low,low,low,low
1546,1,5.0,high,high,high,low,high,high,high,high,high,high
1547,1,3.0,low,low,low,low,low,low,low,low,low,low
1548,1,4.0,low,low,low,low,low,low,low,low,low,low
1549,1,3.0,medium,medium,medium,low,medium,medium,low,medium,low,medium
1550,1,5.0,low,medium,medium,low,low,medium,low,low,low,medium
1551,1,6.0,high,high,high,high,high,high,high,high,high,high
1552,1,2.0,low,low,low,low,low,low,low,low,low,low
1553,1,5.0,medium,high,high,low,medium,medium,medium,low,low,high
1554,1,4.0,medium,medium,medium,low,medium,medium,medium,medium,low,high
1555,1,1.0,low,low,low,low,low,low,low,low,low,low
1556,1,3.0,medium,medium,medium,low,low,medium,low,low,low,low
1557,1,3.0,low,low,low,low,low,low,low,low,low,low
1558,1,4.0,high,high,high,low,medium,high,low,low,low,high
1559,1,3.0,low,medium,medium,low,low,medium,low,low,low,low
1560,1,3.0,low,low,low,low,low,low,low,low,low,low
1561,1,4.0,low,low,low,low,low,low,low,low,low,low
1562,1,2.0,low,low,low,low,low,low,low,low,low,low
1563,1,2.0,low,low,low,low,low,low,low,low,low,low
1564,1,3.0,low,low,low,low,low,low,low,low,low,low
1565,1,3.0,low,low,low,low,low,low,low,low,low,low
1566,1,3.0,medium,medium,medium,low,medium,medium,low,low,low,medium
1567,1,4.0,medium,high,high,low,medium,medium,high,high,low,high
1568,1,2.0,high,high,medium,low,medium,medium,medium,high,low,high
1569,1,2.0,low,low,low,low,low,low,low,low,low,low
1570,1,4.0,medium,high,high,low,medium,medium,medium,high,low,medium
1571,1,3.0,low,low,low,low,low,low,low,low,low,low
1572,1,3.0,medium,medium,medium,low,low,medium,low,low,low,medium
1573,1,5.0,low,medium,medium,low,medium,medium,low,low,low,medium
1574,1,5.0,low,medium,medium,low,low,medium,low,low,low,low
1575,1,4.0,low,medium,medium,low,low,medium,low,low,low,low
1576,1,3.0,medium,medium,medium,low,low,medium,low,low,low,medium
1577,1,3.0,low,low,low,low,low,low,low,low,low,low
1578,1,3.0,low,low,low,low,low,medium,low,low,low,low
1579,1,4.0,high,high,medium,low,medium,medium,medium,high,medium,high
1580,1,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
1581,1,6.0,medium,high,high,low,high,high,high,low,low,high
1582,1,4.0,low,medium,medium,low,medium,medium,low,low,low,medium
1583,1,3.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
1584,1,3.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
1585,1,6.0,high,high,high,medium,high,high,high,high,medium,high
1586,1,4.0,medium,medium,medium,low,medium,medium,low,low,low,medium
1587,1,5.0,high,high,high,medium,high,high,high,high,medium,high
1588,1,5.0,high,high,high,medium,high,high,high,low,low,high
1589,1,4.0,low,low,low,low,low,low,low,low,low,low
1590,1,4.0,medium,high,high,medium,high,medium,high,high,medium,high
1591,1,6.0,low,high,medium,low,low,medium,low,low,low,high
1592,1,1.0,low,low,low,low,low,low,low,low,low,low
1593,1,4.0,high,high,high,low,medium,high,medium,medium,low,high
1594,1,3.0,medium,high,medium,low,medium,medium,medium,medium,low,high
1595,1,4.0,high,high,high,low,medium,high,medium,high,low,high
1596,1,4.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
1597,1,5.0,high,high,high,low,high,high,high,high,low,high
1598,1,4.0,low,low,low,low,low,low,low,low,low,low
1599,1,3.0,medium,medium,low,low,low,medium,low,high,low,medium
1600,1,3.0,low,low,medium,low,low,medium,low,low,low,low
1601,1,3.0,high,high,high,medium,medium,high,high,high,medium,high
1602,1,5.0,high,high,high,medium,high,high,high,medium,low,high
1603,1,3.0,medium,medium,medium,low,low,medium,low,low,low,medium
1604,1,3.0,low,low,low,low,low,low,low,low,low,low
1605,1,3.0,medium,high,medium,medium,medium,medium,medium,high,medium,medium
1606,1,4.0,low,low,low,low,low,low,low,low,low,low
1607,1,5.0,low,medium,medium,low,low,low,low,low,low,high
1608,1,3.0,low,low,low,low,low,low,low,low,low,low
1609,1,4.0,medium,medium,medium,low,low,medium,low,low,low,medium
1610,1,5.0,low,high,low,low,low,low,low,low,low,low
1611,1,3.0,low,medium,medium,low,low,medium,low,low,low,low
1612,1,4.0,low,medium,medium,low,low,medium,low,low,low,medium
1613,1,4.0,medium,high,high,low,medium,medium,medium,medium,low,high
1614,1,3.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
1615,1,3.0,low,high,high,low,medium,medium,high,low,low,high
1616,1,6.0,high,high,high,medium,high,high,high,high,high,high
1617,1,5.0,high,high,high,medium,medium,medium,high,medium,medium,high
1618,1,3.0,medium,medium,medium,low,low,medium,low,low,low,medium
1619,1,5.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
1620,1,4.0,low,low,low,low,low,low,low,low,low,low
1621,1,5.0,high,high,high,medium,high,high,high,low,low,high
1622,1,5.0,high,high,high,low,high,high,high,high,low,high
1623,1,4.0,low,medium,medium,low,medium,medium,low,low,low,medium
1624,1,5.0,low,medium,medium,low,medium,medium,low,low,low,medium
1625,1,5.0,medium,high,medium,low,medium,medium,medium,medium,medium,high
1626,1,4.0,medium,high,medium,low,medium,medium,medium,medium,low,medium
1627,1,3.0,low,low,low,low,low,low,low,low,low,low
1628,1,4.0,high,high,high,medium,medium,high,medium,high,medium,high
1629,1,5.0,high,high,high,medium,high,high,high,high,medium,high
1630,1,5.0,medium,high,high,low,medium,medium,medium,low,low,high
1631,1,3.0,medium,high,high,low,medium,medium,medium,low,low,medium
1632,1,4.0,medium,high,high,medium,medium,high,high,high,medium,high
1633,1,4.0,medium,high,medium,low,medium,medium,medium,high,medium,high
1634,1,4.0,medium,high,medium,low,medium,medium,medium,high,medium,high
1635,1,4.0,medium,high,high,low,medium,medium,medium,low,low,high
1636,1,4.0,high,high,high,medium,high,high,high,high,low,high
1637,1,4.0,low,medium,medium,low,low,medium,low,low,low,medium
1638,1,4.0,medium,high,medium,medium,medium,medium,medium,low,low,medium
1639,1,4.0,medium,high,high,medium,medium,medium,medium,high,medium,high
1640,1,3.0,low,low,low,low,low,low,low,low,low,low
1641,1,3.0,low,low,low,low,low,low,low,low,low,low
1642,1,4.0,high,high,high,low,high,high,medium,high,low,high
1643,1,4.0,medium,high,low,low,low,low,low,low,low,low
1644,1,4.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
1645,1,5.0,high,high,high,medium,high,medium,high,high,low,high
1646,1,3.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
1647,1,2.0,low,low,low,low,low,low,low,low,low,low
1648,1,6.0,high,high,high,medium,high,high,high,high,high,high
1649,1,5.0,low,low,low,low,low,low,low,low,low,low
1650,1,4.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
1651,1,5.0,low,high,high,low,low,medium,low,low,low,low
1652,1,4.0,low,medium,medium,low,low,medium,low,low,low,low
1653,1,3.0,medium,high,medium,low,medium,medium,low,low,low,high
1654,1,5.0,medium,high,medium,medium,medium,medium,medium,low,low,high
1655,1,3.0,low,medium,medium,low,low,medium,low,low,low,low
1656,1,3.0,low,low,low,low,low,low,low,low,low,low
1657,1,3.0,medium,medium,medium,low,medium,medium,medium,high,medium,high
1658,1,3.0,medium,high,medium,low,low,medium,low,low,low,high
1659,1,6.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1660,1,4.0,medium,medium,medium,low,medium,medium,low,low,low,high
1661,1,4.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
1662,1,5.0,low,low,low,low,low,low,low,low,low,low
1663,1,3.0,low,medium,medium,low,low,low,low,low,low,low
1664,1,3.0,medium,medium,medium,medium,medium,medium,medium,high,medium,medium
1665,1,5.0,high,high,high,medium,high,high,high,high,high,high
1666,1,5.0,high,high,high,low,medium,high,high,high,low,high
1667,1,4.0,low,low,low,low,low,low,low,low,low,low
1668,1,5.0,medium,medium,medium,low,medium,medium,medium,high,medium,medium
1669,1,6.0,high,high,high,medium,high,high,high,high,high,high
1670,1,4.0,medium,medium,medium,low,medium,medium,low,low,low,medium
1671,1,6.0,high,high,high,low,high,high,high,high,low,high
1672,1,4.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
1673,1,2.0,low,low,low,low,low,low,low,low,low,low
1674,1,4.0,medium,high,high,low,high,high,high,high,medium,high
1675,1,5.0,low,low,low,low,low,low,low,low,low,low
1676,1,3.0,medium,medium,medium,low,low,medium,low,low,low,medium
1677,1,4.0,low,high,low,low,low,low,low,low,low,low
1678,1,3.0,low,low,low,low,low,low,low,low,low,low
1679,1,3.0,low,low,low,low,low,medium,low,low,low,low
1680,1,3.0,low,low,low,low,low,low,low,low,low,low
1681,1,2.0,low,low,low,low,low,low,low,low,low,low
1682,1,5.0,medium,medium,medium,medium,medium,medium,medium,high,medium,medium
1683,1,3.0,low,low,low,low,low,low,low,low,low,low
1684,1,3.0,low,low,low,low,low,low,low,low,low,low
1685,1,4.0,low,low,low,low,low,low,low,low,low,low
1686,1,1.0,low,low,low,low,low,low,low,low,low,low
1687,1,5.0,high,high,high,medium,high,high,high,high,high,high
1688,1,4.0,low,medium,low,low,low,medium,low,low,low,low
1689,1,2.0,low,low,low,low,low,low,low,low,low,low
1690,1,4.0,low,low,low,low,low,low,low,low,low,low
1691,1,4.0,low,low,medium,low,low,low,low,low,low,low
1692,1,5.0,high,high,high,low,high,high,high,high,low,high
1693,1,5.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
1694,1,5.0,medium,medium,medium,low,low,medium,low,low,low,low
1695,1,6.0,medium,high,high,low,medium,medium,medium,medium,low,high
1696,1,4.0,medium,high,medium,low,medium,medium,medium,medium,low,high
1697,1,3.0,low,low,low,low,low,low,low,low,low,low
1698,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
1699,1,3.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
1700,1,3.0,high,high,high,low,medium,high,high,high,high,high
1701,1,3.0,medium,medium,medium,low,medium,medium,low,low,low,medium
1702,1,3.0,low,low,low,low,low,low,low,low,low,low
1703,1,5.0,low,medium,medium,low,low,low,low,low,low,low
1704,1,4.0,high,high,high,low,medium,high,medium,high,low,high
1705,1,5.0,medium,high,high,medium,medium,high,high,high,medium,high
1706,1,3.0,medium,medium,medium,low,medium,medium,medium,high,low,medium
1707,1,3.0,medium,medium,medium,low,medium,medium,low,low,low,medium
1708,1,2.0,low,low,low,low,low,low,low,low,low,low
1709,1,3.0,low,low,low,low,low,low,low,low,low,low
1710,1,4.0,medium,high,medium,low,medium,medium,medium,medium,low,medium
1711,1,2.0,low,low,low,low,low,low,low,low,low,low
1712,1,5.0,low,high,high,low,low,medium,low,low,low,high
1713,1,4.0,low,low,low,low,low,low,low,low,low,low
1714,1,2.0,low,medium,low,low,low,low,low,low,low,low
1715,1,5.0,medium,high,high,medium,high,high,high,medium,low,high
1716,1,2.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
1717,1,5.0,medium,high,medium,low,medium,medium,medium,low,low,high
1718,1,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
1719,1,5.0,high,high,high,low,high,high,high,high,low,high
1720,1,5.0,high,high,high,medium,high,high,high,high,high,high
1721,1,4.0,low,low,low,low,low,low,low,low,low,low
1722,1,4.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
1723,1,4.0,low,low,low,low,low,low,low,low,low,low
1724,1,5.0,high,high,high,medium,high,high,high,high,low,high
1725,1,4.0,medium,high,high,low,medium,high,high,low,low,high
1726,1,4.0,medium,medium,medium,low,medium,medium,low,low,low,medium
1727,1,4.0,low,high,high,low,low,low,low,low,low,high
1728,1,5.0,medium,high,high,medium,medium,medium,medium,high,medium,high
1729,1,4.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
1730,1,4.0,low,low,low,low,low,low,low,low,low,low
1731,1,3.0,low,low,low,low,low,low,low,low,low,low
1732,1,4.0,high,high,high,low,medium,high,medium,high,medium,high
1733,1,4.0,medium,medium,medium,low,medium,medium,low,low,low,medium
1734,1,4.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
1735,1,3.0,low,medium,medium,low,low,medium,low,low,low,medium
1736,1,4.0,medium,high,high,low,high,high,high,high,low,high
1737,1,3.0,medium,medium,medium,low,medium,medium,low,low,low,medium
1738,1,3.0,low,medium,medium,low,low,medium,low,low,low,medium
1739,1,5.0,high,high,high,medium,high,high,high,high,low,high
1740,1,4.0,high,high,high,medium,medium,high,high,high,medium,high
1741,1,3.0,low,low,medium,low,low,low,low,low,low,low
1742,1,3.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
1743,1,5.0,medium,high,high,low,medium,high,medium,medium,low,high
1744,1,5.0,medium,medium,high,low,medium,medium,medium,high,low,medium
1745,1,5.0,high,high,high,medium,high,high,high,high,medium,high
1746,1,4.0,high,high,high,low,high,high,high,high,low,high
1747,1,3.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
1748,1,4.0,high,high,high,medium,high,high,high,high,high,high
1749,1,2.0,medium,medium,medium,low,low,medium,low,low,low,medium
1750,1,4.0,medium,high,medium,low,medium,medium,medium,medium,low,high
1751,1,5.0,high,high,high,medium,high,high,high,high,medium,high
1752,1,3.0,low,low,low,low,low,low,low,low,low,low
1753,1,4.0,low,low,low,low,low,low,low,low,low,low
1754,1,5.0,low,low,low,low,low,low,low,low,low,low
1755,1,5.0,medium,high,medium,low,medium,medium,low,high,low,high
1756,1,4.0,low,high,high,low,low,low,low,high,low,high
1757,1,3.0,medium,medium,medium,low,low,medium,low,low,low,medium
1758,1,4.0,low,high,low,low,low,low,low,low,low,low
1759,1,5.0,low,high,low,low,low,low,low,low,low,low
1760,1,5.0,low,high,high,low,low,medium,low,low,low,high
1761,1,3.0,low,medium,medium,low,low,low,low,low,low,low
1762,1,3.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
1763,1,5.0,high,high,high,high,high,high,high,high,low,high
1764,1,5.0,low,medium,low,low,low,low,low,low,low,high
1765,1,1.0,low,low,low,low,low,low,low,low,low,low
1766,1,3.0,medium,high,high,low,high,high,high,low,low,high
1767,1,4.0,medium,high,high,low,medium,high,medium,high,low,high
1768,1,3.0,low,low,low,low,low,low,low,low,low,low
1769,1,5.0,medium,high,medium,low,medium,medium,medium,medium,low,medium
1770,1,4.0,high,high,high,medium,high,high,high,high,medium,high
1771,1,3.0,low,low,low,low,low,low,low,low,low,low
1772,1,4.0,high,high,high,low,high,high,high,high,low,high
1773,1,4.0,medium,high,medium,low,medium,medium,medium,medium,low,medium
1774,1,6.0,high,high,high,low,high,high,high,high,high,high
1775,1,3.0,medium,high,high,low,medium,medium,medium,medium,low,high
1776,1,3.0,low,medium,medium,low,low,medium,low,low,low,medium
1777,1,4.0,medium,high,high,low,medium,medium,medium,high,medium,medium
1778,1,1.0,low,low,low,low,low,low,low,low,low,low
1779,1,4.0,low,high,high,low,low,medium,low,low,low,high
1780,1,4.0,medium,high,high,low,medium,medium,low,low,low,high
1781,1,4.0,low,medium,medium,low,low,low,low,low,low,medium
1782,1,3.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
1783,1,4.0,low,medium,medium,low,low,medium,low,low,low,low
1784,1,2.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
1785,1,3.0,low,low,low,low,low,low,low,low,low,low
1786,1,1.0,low,low,low,low,low,low,low,low,low,low
1787,1,2.0,low,low,low,low,low,low,low,low,low,low
2978,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2979,2,1.0,low,low,low,low,low,low,low,low,low,low
2980,2,1.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2981,2,4.0,medium,medium,medium,low,low,medium,low,low,low,medium
2982,2,4.0,medium,medium,medium,low,low,medium,low,low,low,medium
2983,2,4.0,medium,medium,medium,low,low,medium,low,low,low,medium
2984,2,5.0,low,medium,medium,low,medium,medium,low,low,low,high
2985,2,3.0,low,low,low,low,low,low,low,low,low,low
2986,2,5.0,high,high,medium,medium,medium,medium,medium,high,medium,medium
2987,2,5.0,high,high,high,medium,high,high,medium,high,medium,high
2988,2,3.0,low,medium,medium,low,low,low,low,low,low,low
2989,2,4.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
2990,2,6.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
2991,2,4.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
2992,2,1.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2993,2,2.0,low,medium,low,low,low,low,low,low,low,low
2994,2,3.0,low,low,low,low,low,low,low,low,low,low
2995,2,2.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
2996,2,1.0,low,low,low,low,low,low,low,low,low,low
2997,2,4.0,low,low,low,low,low,low,low,low,low,low
2998,2,2.0,low,medium,low,low,low,low,low,low,low,low
2999,2,3.0,low,low,low,low,low,low,low,low,low,low
3000,2,2.0,medium,medium,low,low,low,medium,low,low,low,medium
3001,2,3.0,low,medium,medium,low,low,low,low,low,low,medium
3002,2,3.0,low,medium,low,low,low,low,low,low,low,low
3003,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3004,2,4.0,medium,medium,medium,low,medium,medium,low,low,low,medium
3005,2,2.0,low,low,low,low,low,low,low,low,low,low
3006,2,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3007,2,4.0,medium,medium,low,low,low,medium,low,medium,low,medium
3008,2,5.0,medium,high,medium,low,medium,medium,medium,medium,medium,high
3009,2,4.0,low,medium,low,low,low,low,low,low,low,low
3010,2,2.0,low,low,low,low,low,low,low,low,low,low
3011,2,3.0,low,medium,medium,low,medium,medium,low,low,low,medium
3012,2,3.0,medium,medium,medium,low,low,low,low,low,low,medium
3013,2,5.0,high,high,high,medium,high,high,medium,high,medium,high
3014,2,5.0,medium,medium,medium,low,low,medium,low,low,low,medium
3015,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3016,2,3.0,high,high,medium,low,medium,medium,medium,high,medium,high
3017,2,5.0,high,high,high,medium,high,high,medium,high,medium,high
3018,2,2.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
3019,2,3.0,low,low,low,low,low,low,low,low,low,low
3020,2,3.0,low,low,low,low,low,low,low,low,low,low
3021,2,4.0,medium,medium,medium,low,low,low,low,low,low,low
3022,2,5.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3023,2,4.0,low,medium,medium,low,low,medium,low,low,low,medium
3024,2,3.0,medium,medium,medium,low,medium,medium,low,low,low,medium
3025,2,3.0,medium,medium,medium,low,medium,medium,medium,high,medium,medium
3026,2,3.0,medium,medium,medium,low,medium,medium,medium,high,high,medium
3027,2,3.0,low,low,low,low,low,low,low,low,low,low
3028,2,5.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3029,2,3.0,low,low,low,low,low,low,low,low,low,low
3030,2,5.0,low,low,medium,low,low,low,low,low,low,low
3031,2,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3032,2,5.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
3033,2,5.0,medium,medium,medium,low,low,medium,low,low,low,medium
3034,2,6.0,high,high,high,low,medium,medium,medium,low,low,high
3035,2,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3036,2,3.0,low,medium,low,low,low,low,low,low,low,low
3037,2,5.0,high,high,high,medium,high,high,medium,high,medium,high
3038,2,1.0,medium,medium,medium,medium,medium,medium,medium,high,medium,medium
3039,2,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3040,2,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3041,2,5.0,low,low,low,low,low,low,low,low,low,low
3042,2,3.0,low,low,low,low,low,low,low,low,low,low
3043,2,3.0,low,low,low,low,low,low,low,low,low,low
3044,2,3.0,medium,medium,medium,medium,medium,medium,low,low,low,medium
3045,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
3046,2,2.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
3047,2,2.0,low,low,low,low,low,low,low,low,low,low
3048,2,4.0,medium,medium,medium,medium,medium,medium,medium,high,medium,high
3049,2,4.0,low,medium,low,low,low,low,low,low,low,low
3050,2,2.0,low,low,low,low,low,low,low,low,low,low
3051,2,3.0,high,high,high,medium,high,high,high,high,high,high
3052,2,5.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3053,2,4.0,low,medium,medium,low,low,medium,low,low,low,medium
3054,2,2.0,low,medium,low,low,low,low,low,low,low,low
3055,2,2.0,low,medium,medium,low,low,medium,low,low,low,medium
3056,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3057,2,2.0,medium,medium,low,low,low,medium,low,low,low,medium
3058,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3059,2,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3060,2,3.0,medium,medium,medium,low,medium,medium,low,low,low,medium
3061,2,2.0,low,medium,low,low,low,low,low,low,low,low
3062,2,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3063,2,5.0,medium,high,high,medium,medium,high,medium,high,medium,high
3064,2,3.0,low,medium,low,low,low,medium,low,low,low,low
3065,2,4.0,high,high,medium,medium,medium,medium,medium,high,high,high
3066,2,1.0,low,low,low,low,low,low,low,low,low,low
3067,2,4.0,low,medium,low,low,low,medium,low,low,low,low
3068,2,2.0,medium,medium,low,low,low,medium,low,low,low,medium
3069,2,2.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
3070,2,3.0,medium,medium,medium,low,low,medium,low,medium,low,medium
3071,2,4.0,low,medium,low,low,low,medium,low,low,low,low
3072,2,3.0,low,low,low,low,low,low,low,low,low,low
3073,2,3.0,high,high,high,low,high,high,high,high,high,high
3074,2,4.0,high,high,high,medium,high,high,high,high,high,high
3075,2,4.0,high,high,high,medium,medium,high,medium,high,medium,high
3076,2,3.0,low,low,low,low,low,low,low,low,low,low
3077,2,5.0,high,high,high,medium,high,high,high,high,high,high
3078,2,1.0,low,medium,low,low,low,low,low,low,low,low
3079,2,3.0,low,low,low,low,low,low,low,low,low,low
3080,2,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3081,2,3.0,medium,medium,medium,low,low,medium,low,low,low,medium
3082,2,3.0,medium,medium,medium,low,medium,medium,low,medium,low,medium
3083,2,2.0,low,medium,low,low,low,medium,low,low,low,low
3084,2,3.0,medium,medium,medium,low,low,medium,low,low,low,medium
3085,2,2.0,medium,medium,medium,low,medium,medium,low,low,low,medium
3086,2,3.0,low,low,low,low,low,low,low,low,low,low
3087,2,2.0,low,low,low,low,low,low,low,low,low,low
3088,2,4.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
3089,2,4.0,low,medium,low,low,low,low,low,low,low,low
3090,2,2.0,low,low,low,low,low,low,low,low,low,low
3091,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3092,2,3.0,low,low,low,low,low,low,low,low,low,low
3093,2,3.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
3094,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3095,2,3.0,low,low,low,low,low,low,low,low,low,low
3096,2,1.0,medium,medium,medium,low,low,medium,low,low,low,medium
3097,2,2.0,low,low,low,low,low,low,low,low,low,low
3098,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
3099,2,3.0,medium,medium,medium,low,medium,medium,low,low,low,medium
3100,2,2.0,low,low,low,low,low,low,low,low,low,low
3101,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3102,2,5.0,medium,medium,medium,low,low,medium,medium,low,low,medium
3103,2,3.0,low,medium,low,low,low,low,low,low,low,low
3104,2,6.0,high,high,high,low,high,high,medium,low,low,high
3105,2,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3106,2,5.0,medium,high,high,low,medium,medium,medium,high,medium,high
3107,2,5.0,high,high,high,medium,high,high,medium,medium,medium,high
3108,2,4.0,high,high,high,medium,high,high,medium,high,high,high
3109,2,2.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
3110,2,2.0,low,low,medium,low,low,low,low,low,low,low
3111,2,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3112,2,4.0,medium,medium,medium,medium,medium,medium,medium,high,medium,medium
3113,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3114,2,4.0,medium,high,medium,low,medium,medium,medium,medium,medium,high
3115,2,4.0,medium,medium,medium,low,low,medium,low,low,low,low
3116,2,3.0,medium,medium,medium,low,low,low,low,low,low,medium
3117,2,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3118,2,1.0,low,low,low,low,low,low,low,low,low,low
3119,2,4.0,medium,medium,medium,low,medium,medium,medium,high,medium,medium
3120,2,3.0,low,medium,low,low,low,medium,low,low,low,low
3121,2,5.0,high,high,medium,medium,medium,high,medium,high,medium,high
3122,2,3.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
3123,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3124,2,5.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3125,2,5.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
3126,2,4.0,medium,medium,medium,low,low,medium,low,low,low,low
3127,2,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3128,2,4.0,low,medium,medium,low,low,low,low,low,low,medium
3129,2,3.0,medium,high,low,low,high,high,low,high,low,high
3130,2,4.0,medium,medium,medium,low,low,medium,low,low,low,medium
3131,2,4.0,medium,medium,medium,low,low,medium,low,medium,medium,medium
3132,2,2.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
3133,2,4.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
3134,2,3.0,medium,medium,medium,low,medium,medium,low,low,low,medium
3135,2,2.0,low,medium,low,low,low,low,low,low,low,low
3136,2,3.0,medium,medium,medium,low,low,medium,low,low,low,medium
3137,2,3.0,medium,medium,medium,low,low,medium,medium,low,low,medium
3138,2,5.0,high,high,medium,medium,medium,medium,medium,high,medium,high
3139,2,2.0,low,low,low,low,low,low,low,low,low,low
3140,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
3141,2,4.0,low,low,low,low,low,low,low,low,low,low
3142,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,low,medium
3143,2,3.0,medium,medium,medium,low,low,medium,low,low,low,medium
3144,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3145,2,3.0,high,high,medium,low,medium,medium,medium,high,medium,high
3146,2,3.0,medium,medium,medium,low,medium,medium,low,low,low,medium
3147,2,2.0,low,low,low,low,low,low,low,low,low,low
3148,2,2.0,medium,medium,medium,low,medium,medium,low,medium,low,medium
3149,2,2.0,low,low,low,low,low,low,low,low,low,low
3150,2,3.0,high,high,high,medium,high,high,high,high,medium,high
3151,2,4.0,medium,medium,medium,low,medium,medium,medium,low,low,medium
3152,2,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3153,2,3.0,medium,medium,medium,low,low,medium,low,low,low,medium
3154,2,2.0,medium,medium,medium,low,medium,medium,medium,high,medium,medium
3155,2,2.0,medium,medium,low,low,low,medium,low,low,low,medium
3156,2,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3157,2,3.0,low,medium,medium,low,low,medium,low,low,low,low
3158,2,3.0,medium,medium,low,low,low,medium,low,low,low,medium
3159,2,3.0,low,low,low,low,low,low,low,low,low,low
3160,2,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
