essay_id,Phraseology_score,question1,question2,question3,question4,question5
692FAA1828D2,4.5,medium,medium,medium,medium,medium
6932E62C6338,2.5,low,low,low,low,low
694C96A1E9A0,3.5,medium,medium,medium,medium,low
696B864AED8C,3.0,medium,medium,medium,medium,low
698A3F2B43B9,3.5,medium,medium,medium,medium,medium
69A8A08ED3E9,2.5,medium,medium,low,low,low
69C15737269C,2.0,medium,medium,medium,medium,low
69C237AC88FF,2.5,medium,medium,medium,medium,low
69FD256DCE38,3.0,medium,medium,medium,medium,low
69FF884BCEA1,2.0,low,low,low,low,low
6A00BED6B62D,2.5,medium,medium,low,low,low
6A0DE6BCFA73,2.0,low,low,low,low,low
6A47B80F3283,2.5,medium,medium,medium,medium,low
6A4F483B0224,3.5,medium,medium,medium,medium,low
6A7F75AD2ADE,2.5,low,low,low,low,low
6A9031A05632,3.0,low,low,low,low,low
6A977849DE08,4.0,medium,medium,medium,medium,medium
6AB122D640E1,2.5,medium,medium,medium,medium,medium
6AB2B78CE0AF,4.0,medium,medium,low,low,low
6ACB38C6577C,3.0,medium,medium,medium,medium,medium
6B20E9C115AF,4.0,medium,medium,low,low,low
6B2FD789B8C8,3.5,medium,medium,low,low,low
6B370155C425,3.5,medium,medium,medium,medium,medium
6B3A8DAB21EB,4.0,medium,medium,medium,medium,medium
6B3B3CB54EB9,3.0,medium,medium,medium,medium,medium
6B425FA21020,2.0,medium,medium,low,low,low
6B479AF72202,3.0,medium,medium,medium,medium,medium
6B56C630FFC5,2.5,low,medium,low,medium,low
6B850987631D,3.5,medium,medium,medium,medium,low
6B8C02811FF6,2.0,medium,medium,low,low,low
6BB4BEB51A80,3.0,low,medium,low,low,low
6BC83A3F4934,2.5,low,low,low,low,low
6BDF73E50719,2.0,low,low,low,low,low
6BE1E93612AE,2.5,low,medium,low,low,low
6BEE2EEEDD39,3.0,medium,medium,medium,medium,low
6BFDA0FE1CB2,3.5,medium,medium,medium,medium,medium
6C045F130B28,4.0,medium,medium,medium,medium,low
6C16FC9FE7A4,3.0,medium,medium,low,low,low
6C1913BE2903,4.0,medium,medium,medium,medium,low
6C3B373B84C2,3.5,medium,high,medium,medium,medium
6C449C1EDB2D,3.5,medium,medium,medium,medium,medium
6C6B01577E01,3.0,medium,medium,medium,medium,low
6C802D3F5F2A,3.0,medium,medium,medium,medium,low
6C86103B510D,3.0,medium,medium,medium,medium,medium
6C98327DA084,4.0,medium,medium,medium,medium,medium
6C991A1A6C39,2.0,low,low,low,low,low
6C9BFD05D35D,3.0,medium,medium,medium,medium,medium
6CA2ADCE9A7F,3.0,medium,medium,medium,low,low
6CB31DED1BF0,3.5,medium,medium,medium,medium,low
6CB7C1B3C548,4.0,medium,medium,medium,medium,low
6CD1B8B6BEA8,3.5,low,low,low,low,low
6CD851AF4D16,3.5,medium,medium,medium,medium,low
6CDE42A3FA9F,3.5,medium,medium,medium,medium,medium
6CE97E45BF79,3.5,medium,medium,medium,medium,medium
6CFD58799701,3.0,low,low,low,low,low
6D06DAD5446C,3.0,medium,medium,low,low,low
6D104CA14B33,4.0,medium,medium,medium,medium,medium
6D114CB7EBB3,2.5,low,low,low,low,low
6D21E6095A62,4.0,medium,medium,medium,medium,medium
6D2AFE5412CB,3.0,medium,medium,low,low,low
6D41FAC8F3CF,2.0,medium,medium,low,low,low
6D6E937C3A67,3.0,medium,medium,medium,medium,low
6D728858E86F,2.5,medium,medium,medium,medium,low
6D7377CA8608,2.5,medium,medium,medium,low,low
6D8B9B8431A6,3.5,medium,medium,medium,medium,low
6D9728CB8711,3.0,medium,medium,medium,medium,low
6DA4157C9B4F,3.5,medium,high,medium,medium,medium
6DB65C457200,3.0,low,low,low,low,low
6DFD772CFC64,3.0,low,low,low,low,low
6E248B1F33B0,3.5,medium,medium,medium,medium,low
6E3D46F9AAE1,4.0,high,high,high,high,medium
6E5F280580C4,2.0,medium,medium,low,low,low
6E70CECCE25D,3.0,medium,medium,low,low,low
6E71B040D5C6,2.5,low,medium,low,medium,low
6E842F21D6E4,3.0,low,low,low,low,low
6E90DC70B7A9,2.5,medium,medium,medium,medium,low
6EA18B20DA5A,3.0,medium,medium,medium,low,low
6EB1681A5880,3.5,medium,medium,medium,medium,low
6EE4A9C8F158,3.5,medium,medium,medium,medium,medium
6EF7CBB46501,3.0,medium,medium,medium,medium,medium
6EF996C09864,2.0,low,medium,low,low,low
6F0330A6C504,4.0,medium,medium,medium,medium,medium
6F30733E6B4B,3.0,medium,medium,medium,medium,low
6F3C318ED62E,3.0,medium,high,medium,medium,low
6F9741277AB3,3.0,medium,medium,medium,medium,low
6FDAD6124B9E,4.0,medium,medium,medium,medium,medium
6FEF6D46714D,3.5,medium,medium,medium,medium,medium
70041E13A0CC,3.0,medium,medium,medium,medium,low
7007EB8E265D,3.0,low,low,low,low,low
7033DB6BA12E,3.0,low,medium,low,low,low
7065B172D758,4.0,medium,medium,medium,medium,medium
709156BCF733,3.0,medium,medium,medium,medium,low
70996505E3B0,2.0,medium,medium,medium,medium,medium
70B91D253E27,2.5,low,low,low,low,low
70D93EF3CE5F,3.0,medium,medium,medium,low,low
70E490A83717,4.0,medium,medium,medium,medium,medium
7101C080C12C,3.0,low,low,low,low,low
71129FE0D18F,4.5,medium,medium,medium,medium,low
71131D46F019,3.5,medium,medium,medium,medium,low
7138786DA45C,3.0,medium,medium,medium,medium,low
7155F142CE58,4.0,medium,medium,medium,medium,low
71A9098715EB,4.0,medium,medium,medium,medium,medium
71B72E8890F1,5.0,medium,medium,medium,medium,medium
71BA665B1B31,3.5,medium,medium,medium,medium,medium
71F12F9F01DE,2.0,low,low,low,low,low
71F1B96A18BB,3.0,medium,medium,medium,medium,low
71F27422C5FC,3.0,medium,medium,medium,low,low
7203112033A1,3.5,medium,medium,low,medium,low
72095D288A5B,3.0,medium,medium,medium,medium,low
722C353F2831,3.0,medium,medium,medium,medium,medium
7231635A63C8,2.5,medium,medium,medium,medium,medium
7248792ECAC9,2.5,low,medium,low,low,low
72635AF44FA7,3.0,medium,medium,medium,medium,low
7270750C775E,3.5,medium,medium,medium,medium,low
72732FD01203,3.0,medium,medium,medium,medium,medium
72765D1D4721,3.0,medium,medium,low,low,low
72766FE38307,2.0,low,low,low,low,low
727DEC0706F0,3.0,medium,medium,medium,medium,low
728AD690E87F,3.0,medium,medium,medium,low,low
72913948CDAA,3.0,medium,medium,low,low,low
72A69C1B34A8,4.0,medium,medium,medium,medium,low
72C0B0B91BFC,3.0,low,medium,low,low,low
7302457525D4,2.5,low,low,low,low,low
73038C17880E,3.0,low,low,low,low,low
73234AB62383,4.0,medium,medium,low,low,low
732952FF57F2,3.5,medium,medium,medium,medium,low
7333B4549006,3.0,low,medium,low,low,low
7369FE94C1C6,2.0,medium,medium,low,low,low
736B285BF88B,3.0,low,low,low,low,low
736E8C8444E6,2.5,medium,medium,low,low,low
7370AB0DDC7F,3.0,medium,medium,medium,medium,medium
7373B4F44528,4.0,low,medium,low,low,low
738112C600B8,3.5,medium,medium,medium,medium,low
7382F8B16AAF,4.0,medium,high,medium,medium,medium
73851AC4551C,3.0,medium,medium,medium,medium,medium
73930228893B,2.5,medium,medium,low,low,low
739B9009D8D2,3.5,medium,medium,medium,low,low
73A997703BC3,3.5,medium,medium,medium,low,low
73D2B941F40F,3.0,medium,medium,medium,medium,low
73D5C8D99F72,3.0,medium,medium,medium,low,low
73D69658CF95,3.0,medium,medium,medium,low,low
73DF8CA712BB,3.0,low,low,low,low,low
73F2515B5BCE,3.5,medium,medium,medium,medium,low
7445CD7E0985,3.0,medium,medium,medium,medium,medium
745F880CEFA7,3.5,medium,medium,medium,medium,medium
746A0BFABA84,4.0,medium,medium,low,low,low
747E3560442E,3.0,medium,medium,medium,medium,medium
749E089D7992,2.5,medium,medium,medium,low,low
74CDAF3BB9EF,3.0,medium,medium,medium,medium,low
74CE2F003968,3.0,low,low,low,low,low
74D9504A6EDD,3.5,medium,medium,medium,medium,medium
74E468FCE398,3.5,medium,medium,medium,medium,medium
74FF4379012C,4.5,high,high,high,high,medium
750184492A96,3.0,low,low,low,low,low
750AFA674F45,3.0,low,low,low,low,low
753391D5E480,3.5,medium,medium,medium,medium,low
753E320B186B,2.5,medium,medium,low,medium,low
7545AC12D178,2.0,medium,medium,low,low,low
75707305C76D,2.0,medium,medium,medium,medium,low
757C5E55BA96,3.0,medium,medium,medium,medium,low
759E0659FF69,3.0,low,low,low,low,low
75A20F93C2C4,1.0,low,low,low,low,low
75AA6229A116,2.5,medium,medium,medium,low,low
75B44E3CE6DD,3.5,medium,medium,low,low,low
75C950F8EA18,3.0,medium,high,medium,medium,medium
75D13F3E0B2E,2.5,medium,medium,low,low,low
75DAA54880C1,2.5,medium,high,medium,medium,medium
7600F1C7D884,4.0,medium,medium,low,low,low
760988C4BA3B,4.5,medium,medium,medium,low,medium
761E2670197E,3.0,medium,medium,medium,medium,medium
762839543BFC,2.0,low,low,low,low,low
763EF698F56B,2.0,low,low,low,low,low
7658C61156C7,3.5,medium,medium,low,low,low
767533E12569,1.0,low,low,low,low,low
767920BDAD93,3.5,medium,medium,medium,medium,low
7680EF5AD3CB,4.0,low,medium,low,medium,low
768FA278A16D,3.0,medium,medium,medium,medium,medium
76C0FD26B20A,2.0,medium,medium,low,low,low
76C2E20AF20E,4.0,medium,medium,medium,medium,medium
76E5D0DEC30A,4.0,medium,medium,medium,medium,medium
76F0144EB703,2.0,low,low,low,low,low
76FB58BB4BD7,2.0,low,medium,low,low,low
770541C6A2C1,4.0,medium,medium,medium,medium,medium
770E1717845C,2.5,medium,medium,low,low,low
7726A1F9C660,4.0,medium,medium,medium,medium,medium
772D27D400BB,2.0,low,low,low,low,low
7740DF009E10,3.0,medium,medium,medium,medium,low
776FBF88E6FF,2.0,low,low,low,low,low
777CB894A285,3.5,medium,medium,medium,medium,medium
777E845C3A93,2.5,low,low,low,low,low
777F0E16E55E,3.0,low,low,low,low,low
7797541CF0A6,3.0,low,medium,low,low,low
77A31D0A07A8,3.0,medium,medium,low,low,low
77B932D27C9E,2.5,medium,medium,medium,medium,low
77BB33DB5187,2.5,medium,medium,low,low,low
77BD30EC277D,3.5,medium,medium,medium,medium,medium
77D210B9EC7E,3.5,medium,medium,low,low,low
77D5466305CB,3.5,medium,medium,medium,low,low
77FAA33476CA,4.0,medium,medium,medium,medium,low
78018FB48420,4.5,medium,medium,medium,medium,low
780D5663CB1E,2.5,medium,medium,medium,medium,medium
7820048B53C8,3.0,medium,medium,medium,medium,medium
78303F7A5AB0,4.0,medium,medium,medium,medium,low
7835355C55D8,2.5,low,low,low,low,low
784627BD990C,2.0,medium,medium,medium,medium,low
785DBAB78957,3.0,medium,medium,medium,medium,medium
7862D2AE5697,2.5,medium,medium,medium,medium,medium
78704F723AE5,2.0,low,low,low,low,low
78A3B43DFF8E,2.0,medium,medium,medium,medium,medium
78B6F383CD30,3.0,medium,medium,low,low,low
78B89BF70AE8,2.5,medium,medium,low,low,low
78C22313F58E,3.0,low,low,low,low,low
78DD2317E359,4.0,medium,medium,medium,low,low
78E692CD7085,2.5,low,low,low,low,low
78E8970D0C13,3.0,medium,medium,medium,medium,medium
78EA0C3715FE,4.0,medium,medium,low,low,low
7907952E04B8,3.5,medium,medium,low,low,low
790891A35047,3.5,medium,medium,medium,medium,medium
79098D096CB8,2.0,low,low,low,low,low
791AF7B78178,3.5,medium,medium,medium,medium,low
7921F1381801,3.5,medium,medium,medium,medium,low
79484682B23E,3.5,medium,medium,medium,medium,medium
7949A941BF0F,4.0,high,high,high,high,medium
79662DEC0A1B,2.0,low,low,low,low,low
79786E273D1A,3.0,medium,medium,low,low,low
7982F5F494E2,3.0,medium,medium,medium,medium,medium
7999A063F80E,3.5,medium,medium,medium,medium,medium
79AC659EC790,4.0,medium,medium,medium,medium,medium
79BE4A2D8223,3.5,medium,medium,medium,medium,low
79D634E4575F,3.5,low,medium,low,low,low
79F917A8CFEC,4.0,medium,medium,medium,medium,medium
79F961AE9A04,3.5,medium,medium,medium,low,low
7A0A80926A0D,2.0,low,low,low,low,low
7A239E4D1966,3.5,medium,medium,medium,medium,medium
7A25BCF70487,3.5,medium,medium,medium,medium,low
7A552DBA7D71,3.5,low,low,low,low,low
7A6599531E9C,2.5,medium,medium,low,low,low
7A66900A3812,2.5,low,low,low,low,low
7A68E1FB7863,3.5,medium,medium,medium,medium,low
7A7660BBEE86,3.0,low,low,low,low,low
7A7D7BC53938,3.0,medium,high,medium,medium,low
7A89CCBBD747,2.5,medium,medium,low,low,low
7AAE019F70D6,3.5,medium,medium,low,low,low
7AB87BA4342F,3.5,high,high,high,high,medium
7ABD75EA7CBC,3.5,medium,medium,medium,medium,low
7AC357DAA5D7,4.0,high,high,medium,medium,medium
7AC5AC48813D,3.0,medium,medium,medium,medium,low
7ACF284A8B7C,2.5,medium,medium,medium,low,low
7AF7DC456D3C,4.0,medium,medium,medium,medium,medium
7B00EEFA1313,2.5,low,low,low,low,low
7B0430EDACBA,3.5,medium,medium,medium,medium,medium
7B0C76128726,3.5,medium,high,medium,medium,medium
7B1B2E8F7E89,2.5,low,low,low,low,low
7B2B2910BB90,2.5,low,low,low,low,low
7B38A110CC94,3.0,high,high,high,high,medium
7B4B838D8360,3.0,medium,medium,medium,medium,low
7B557B2F27CE,2.5,medium,medium,medium,low,low
7B5BC2343286,2.5,low,low,low,low,low
7B5F5B33B566,3.5,high,high,medium,medium,medium
7B6FA03518AE,3.0,low,low,low,low,low
7B802407D629,3.0,medium,medium,medium,medium,medium
7B8400D217C1,2.0,low,low,low,low,low
7BBB35F9D1BD,3.5,medium,medium,medium,medium,low
7BC73C8FBDBC,3.0,low,low,low,low,low
7C08DA95AE9A,2.5,medium,medium,medium,medium,medium
7C14A6539215,3.5,medium,medium,medium,medium,low
7C2650EEA2B6,4.0,medium,medium,medium,medium,low
7C31C5E519FF,3.0,medium,medium,medium,low,low
7C4960DF5CB8,3.5,medium,medium,medium,medium,medium
7C54D7484145,3.0,low,medium,low,low,low
7C5E4E2779BF,2.0,medium,medium,medium,low,low
7C6ED140EF65,4.0,medium,medium,medium,medium,medium
7CAFF57E1775,4.5,medium,medium,medium,medium,low
7CB712FD1253,3.5,medium,medium,low,low,low
7CBB1B6F4E25,4.0,low,low,low,low,low
7CC4A8E1948E,3.0,low,low,low,low,low
7CCC4CDC5CF0,3.5,medium,medium,medium,medium,low
7CDB47E88B39,4.0,medium,medium,medium,medium,medium
7CFA22351B27,3.5,medium,high,medium,high,medium
7D0CE6E00B68,2.5,medium,medium,medium,medium,low
7D1825E2F4AD,2.5,medium,medium,medium,medium,medium
7D2D5053D947,4.0,medium,medium,medium,medium,low
7D519DA76B29,3.5,medium,medium,medium,medium,medium
7D94F809823A,4.0,medium,medium,medium,medium,medium
7D955FAD0C73,3.5,medium,high,medium,low,low
7D98C85F9223,3.5,medium,medium,medium,medium,medium
7DAD3B639FB4,4.0,medium,medium,medium,medium,medium
7DB5E5FA8324,3.0,medium,medium,low,low,low
7DBE22D9F0DA,2.5,low,medium,low,low,low
7DC02C918305,3.0,medium,medium,medium,medium,medium
7DDFB0CA2BF8,2.5,medium,medium,low,low,low
7DDFF6DA8655,3.5,medium,medium,medium,medium,medium
7E109A7AC169,3.0,medium,medium,medium,medium,low
7E29ACA46157,3.5,low,low,low,low,low
7E48A7A7B400,4.5,medium,medium,medium,medium,medium
7E530A20DA68,3.5,medium,medium,medium,medium,medium
7E5F489C8CE4,3.0,medium,medium,low,low,low
7E669FF93EB9,3.5,medium,medium,medium,medium,medium
7E9D8E4921CD,2.5,low,low,low,low,low
7EA986233EDA,3.0,medium,medium,medium,medium,low
7EB7BB90A2F0,2.5,medium,medium,medium,medium,low
7EEB8E9614C2,3.0,medium,medium,medium,medium,low
7EED34A43536,3.5,medium,medium,low,medium,low
7F0703CF058E,2.5,medium,medium,medium,medium,low
7F0B7DDE89B2,3.0,medium,medium,low,low,low
7F1E8663BAE8,3.0,medium,medium,medium,medium,medium
7F1F55F771F9,3.5,medium,medium,medium,medium,medium
7F21F77E9AA3,4.0,medium,medium,medium,medium,low
7F336F4B9442,3.0,medium,medium,medium,medium,low
7F4706C105DE,3.5,medium,medium,medium,low,low
7F6795CE405C,3.0,medium,medium,low,medium,low
7FB017FAC682,2.5,medium,medium,medium,medium,low
7FB1724D76FF,2.5,low,low,low,low,low
7FED050A6D55,3.0,medium,medium,medium,medium,low
7FF600C1F829,4.5,low,low,low,low,low
7FF6972B86C2,3.5,low,low,low,low,low
800FE9615C63,2.0,low,medium,low,low,low
8042198ABB06,2.0,low,low,low,low,low
8060FCE12001,3.0,medium,medium,low,low,low
806672A60686,3.0,medium,medium,medium,medium,low
8079089BC4D8,2.5,medium,medium,low,low,low
8087A7C3FCDA,2.0,low,low,low,low,low
80AD3F379BD1,3.0,medium,medium,low,low,low
80C0814AF16D,4.0,low,low,low,low,low
80C2ED8BE6A6,4.0,medium,medium,medium,medium,medium
80C97E7C2558,3.0,medium,medium,low,low,low
80CCEFCCD166,3.5,medium,medium,medium,medium,low
80D2FE30F665,3.5,low,medium,low,low,low
80DB9AB00E74,2.5,medium,medium,low,low,low
80DD7EE85BF7,3.0,medium,medium,medium,medium,low
80DFF2FC7C1F,2.5,medium,low,low,low,low
80E36876B2CB,3.0,medium,high,low,low,low
80EF60E3EA04,4.0,medium,medium,medium,medium,medium
80F044EBC71B,3.5,medium,medium,medium,medium,medium
80F9E6D6503C,2.5,medium,medium,low,medium,low
81218F777A2F,4.0,low,low,low,low,low
81306D4B4CC1,3.5,medium,medium,medium,medium,medium
8149E792E505,2.0,low,low,low,low,low
814EE41F6FF3,2.0,medium,medium,medium,medium,medium
81674F80999A,2.5,low,low,low,low,low
816FC4D1628F,2.5,medium,medium,medium,medium,medium
81946793B89A,3.5,medium,medium,medium,medium,medium
81B000BCC5B3,2.5,medium,medium,medium,medium,medium
81B5D8CBA063,4.0,low,medium,low,low,low
81B7A7CB8829,3.5,medium,medium,medium,medium,medium
81D266D94D6D,5.0,medium,medium,low,low,low
81FB30DE2618,3.0,low,medium,low,medium,low
82294A32E3E3,3.0,medium,medium,medium,medium,medium
822F6C3B3C03,4.0,medium,medium,medium,medium,medium
824896E8F91B,2.0,low,medium,low,low,low
82618B162AAC,3.0,medium,medium,low,medium,low
82722CEBCAB3,3.0,medium,medium,medium,medium,medium
827D807512AB,3.0,low,low,low,low,low
8281058A7684,4.0,medium,medium,medium,medium,medium
8283155E54A0,2.5,low,low,low,low,low
8295FC2CA419,4.5,medium,high,high,high,medium
82BA3E4396CC,3.5,medium,high,medium,medium,low
82CCCAD3BA5B,3.0,medium,medium,medium,medium,low
82DE4E49CC52,2.0,low,low,low,low,low
82F7210163B5,4.0,low,low,low,low,low
82F7D233871E,2.5,medium,medium,low,medium,low
82F9FDBD6F98,3.0,medium,medium,medium,medium,low
830CCF8E0B23,3.5,medium,medium,medium,low,low
830E5FA9FC72,3.5,medium,medium,low,low,low
8311ABD30CC1,2.5,medium,medium,low,low,low
83165647126E,3.0,medium,medium,medium,medium,medium
833F25175AFC,3.0,medium,medium,medium,medium,low
8369840DE791,2.5,low,medium,low,low,low
838093B60075,3.0,medium,medium,low,low,low
8397368B57EA,3.5,medium,medium,medium,medium,low
8399BA1DF44B,2.0,low,low,low,low,low
83B3CD03C693,3.0,medium,medium,medium,medium,medium
83C48C5697AE,2.5,medium,medium,low,low,low
83F57096AF9C,3.0,medium,medium,medium,medium,medium
83FBBD0447F2,3.5,low,medium,low,low,low
840357B74A16,4.0,medium,medium,medium,medium,medium
840619A0CF0B,3.5,medium,medium,low,low,low
840D73A3804A,4.0,medium,high,medium,medium,low
8415937CA4D9,3.0,medium,medium,medium,medium,medium
8416C7C6F146,2.0,low,low,low,low,low
84192B65683A,3.5,medium,medium,medium,medium,medium
845693DC199E,3.0,medium,medium,medium,medium,medium
8476588805D9,3.0,medium,medium,medium,low,low
84765FE3E472,3.0,low,low,low,low,low
8484D27254B3,2.5,low,low,low,low,low
84CE7281265F,2.0,medium,medium,medium,medium,medium
84FC9651F650,3.0,medium,medium,low,medium,low
85004BC426B1,2.5,medium,medium,medium,low,low
8521B650F8A9,3.5,medium,medium,medium,medium,low
852C90E3FA05,3.0,medium,medium,medium,medium,low
857574FE9711,2.5,medium,medium,medium,medium,low
857B7FB712ED,2.5,medium,medium,medium,medium,medium
85808F0851D8,2.0,medium,medium,low,low,low
858DFA7A9980,3.0,medium,medium,medium,medium,medium
8593D649EBE4,3.0,low,medium,low,low,low
85C54BD4D416,4.5,high,high,high,high,high
85C71A1E0117,2.0,medium,medium,medium,medium,low
85D3E5A1D64E,3.0,low,low,low,low,low
85E3C840FCBF,2.5,medium,medium,medium,medium,low
85F4C57672EA,3.5,medium,medium,low,low,low
85F5FADDDC0E,2.5,medium,medium,medium,medium,medium
861349CA778E,3.5,medium,medium,medium,medium,low
861B660C2E86,3.0,medium,medium,medium,medium,medium
862ACD748291,2.0,medium,medium,medium,medium,low
863550AEB938,4.0,medium,medium,medium,low,low
8656F070846C,2.5,low,low,low,low,low
8658D3ABB67F,3.0,medium,medium,medium,medium,low
869B37DA1D3E,3.0,low,low,low,low,low
869CC4EDD3B5,2.5,medium,medium,low,low,low
86A511A55117,3.0,low,low,low,low,low
86B2AFB816D5,3.0,low,medium,low,low,low
86BB790A5875,3.0,medium,low,low,low,low
86E335C1EB06,3.5,medium,medium,medium,medium,medium
86ECF13FEDEF,2.5,medium,medium,medium,low,low
86F87A96D2DB,2.5,medium,medium,medium,medium,low
875151F79017,3.5,medium,medium,low,low,low
87669696162F,3.0,medium,medium,medium,medium,low
87692B9A8184,3.0,medium,medium,medium,medium,medium
87694700310E,4.0,medium,medium,medium,medium,medium
876B9CDDC1FC,2.0,low,low,low,low,low
876CDA4D152D,4.5,medium,medium,medium,medium,low
876DD6D022A9,2.5,medium,medium,medium,medium,medium
8772F74F5EE0,4.0,medium,medium,medium,medium,low
8773AAFA4355,3.5,medium,medium,medium,medium,medium
8778DE7C8D0E,4.0,medium,medium,medium,low,low
877EC536B112,3.0,low,low,low,low,low
8799E3BD41EB,2.5,medium,medium,medium,medium,low
87A8B315A26E,2.5,low,low,low,low,low
87AF2FEABA83,3.5,medium,medium,low,low,low
87B7C44BBB7C,3.5,medium,medium,medium,medium,low
87B7FE5BD9D7,2.5,low,low,low,low,low
87DF9FF7104D,3.5,medium,medium,low,low,low
87E123466310,4.0,medium,medium,medium,medium,medium
87E3F6FDAA68,3.5,medium,medium,medium,medium,medium
88006889B561,4.0,medium,medium,medium,medium,medium
880188B5EED8,4.0,medium,medium,medium,medium,medium
882F6EC806E9,3.0,medium,medium,low,low,low
8836B8EFCE5A,3.5,medium,medium,medium,medium,medium
883C1EF358F6,3.5,medium,medium,medium,medium,medium
88402C999412,3.0,medium,medium,medium,medium,medium
88816FFD8A5C,4.5,medium,medium,low,low,low
88860671767F,3.0,low,low,low,low,low
888A04678CCA,2.5,low,low,low,low,low
88966ED00A28,3.0,medium,medium,medium,medium,low
88ECDCC89475,3.0,medium,medium,medium,medium,low
88FCD4D35128,3.0,medium,medium,medium,medium,low
88FD25AC86CF,3.0,low,low,low,low,low
88FD7FAAFA90,4.0,medium,medium,medium,medium,low
890FAF6F82FC,3.0,low,low,low,low,low
89114CEF532E,3.0,low,low,low,low,low
894C9DC473A0,3.0,medium,medium,medium,medium,medium
89506A98AC2B,3.0,medium,medium,medium,medium,low
895FFC078777,4.0,medium,medium,medium,medium,low
89857315A1A4,3.5,medium,medium,medium,medium,medium
89863E1AF982,3.0,medium,medium,medium,medium,medium
898A8417D70E,4.0,medium,medium,medium,medium,low
89974AB1B1B1,3.5,medium,medium,medium,medium,medium
89A2B91E59C5,4.0,medium,medium,medium,medium,low
89ADE1CC1BEC,4.0,medium,medium,medium,medium,medium
89C7C4115B84,3.5,medium,medium,medium,medium,medium
8A0A3FE01FE7,4.0,medium,medium,low,low,low
8A165723DF82,3.5,medium,medium,medium,low,low
8A216BEDA4C2,3.0,medium,medium,low,low,low
8A2A9C25B642,3.5,medium,medium,low,low,low
8A4D99910F10,3.5,medium,medium,low,low,low
8A6FEEA6C0D3,4.0,medium,medium,low,low,low
8A7081C962D7,3.0,medium,medium,medium,medium,medium
8A7299DA28E5,3.0,medium,medium,medium,medium,medium
8A80B525C75D,3.0,low,low,low,low,low
8A8CC7624410,3.0,low,low,low,low,low
8A970FA9C7C4,3.5,medium,high,medium,low,low
8A9E12ADD91C,2.5,low,low,low,low,low
8AAC040AE6C7,2.0,low,low,low,low,low
8AB55CB5992E,3.5,medium,medium,low,low,low
8AD96DB8DD9F,3.5,medium,medium,medium,medium,medium
8AF043C98622,2.0,medium,medium,medium,medium,medium
8B095EB24288,3.5,medium,medium,medium,medium,low
8B155840CA6D,4.5,medium,medium,medium,medium,low
8B1D74DDA04B,2.0,low,low,low,low,low
8B1EB1890F9B,3.0,medium,high,medium,low,low
8B4A210026AD,3.0,medium,medium,medium,low,medium
8B4BB870857D,3.0,medium,medium,low,low,low
8B9EEF86DD66,3.5,medium,medium,medium,medium,medium
8BA694ACE2D9,4.5,medium,medium,medium,medium,medium
8BC2D4B87F27,2.5,medium,medium,medium,medium,low
8BCA5D690FB4,2.0,medium,medium,low,low,low
8BE20A3524AE,3.0,medium,medium,medium,medium,medium
8BFBF3BB5542,2.0,low,low,low,low,low
8C01B86DE888,3.5,medium,medium,medium,medium,medium
8C0C5CED34D5,3.0,medium,medium,medium,medium,low
8C0D50387A60,3.0,medium,medium,low,low,low
8C34447FF21C,2.0,low,low,low,low,low
8C3557D720F5,4.0,medium,medium,medium,medium,medium
8C3993109983,3.5,medium,medium,medium,medium,low
8C44127FF83C,3.0,low,medium,low,low,low
8C5BF0347F87,3.0,medium,medium,medium,medium,low
8C645419E1B4,4.0,medium,medium,low,medium,low
8C83ACEF2A15,3.0,medium,medium,medium,medium,medium
8C880B194034,2.5,low,low,low,low,low
8CD4C142DCEF,3.0,medium,medium,low,low,low
8CDBA4104C7E,4.0,medium,medium,medium,medium,medium
8D02AC12DD48,2.5,medium,medium,low,medium,low
8D0B6FE098F1,3.0,medium,medium,medium,medium,medium
8D14BC33208D,3.0,medium,medium,low,low,low
8D160B0BC04B,4.0,medium,medium,medium,medium,medium
8D1CD79C0F8D,3.5,medium,high,low,low,low
8D734AF72931,2.0,low,low,low,low,low
8DA2034EC1C8,2.0,low,low,low,low,low
8DA298718DD7,3.5,low,medium,low,low,low
8DBBADC05A43,2.0,medium,medium,medium,medium,low
8DCC1AC9A8EA,2.5,medium,medium,low,medium,low
8DD09D4FCD4F,3.5,medium,medium,low,low,low
8DF5D7CF4085,4.0,medium,medium,medium,medium,low
8E10A6D2B272,4.0,medium,medium,medium,medium,medium
8E10DA6F8DE9,2.5,medium,medium,medium,medium,medium
8E2EB0B4B92C,3.0,medium,medium,low,low,low
8E53C7642922,2.5,medium,medium,medium,medium,medium
8E5E6211E4D6,3.5,medium,medium,medium,medium,medium
8E64BE4119C3,3.5,medium,medium,low,medium,low
8E6F35BA3EE6,3.5,medium,medium,medium,medium,low
8E764A2C7266,2.5,low,low,low,low,low
8E91F0997B77,2.5,medium,medium,medium,medium,low
8E99E989024A,3.5,medium,medium,medium,medium,medium
8EB2AF12FA77,3.0,low,low,low,low,low
8ED2404D111E,2.0,low,medium,low,low,low
8EE0540E163D,2.0,low,low,low,low,low
8EEA38B2E6CD,2.5,low,medium,low,low,low
8EEEF415AA1E,2.5,medium,medium,low,low,low
8EF3D97E2310,4.0,high,high,high,high,medium
8EF9BE158AD3,3.0,low,low,low,low,low
8F16365E363D,3.5,medium,medium,medium,medium,medium
8F1F5D0CEA06,2.5,low,low,low,low,low
8F29D9B8D64E,3.0,medium,medium,medium,medium,medium
