essay_id,prompt_id,language_score,question1,question2,question3
9002,4,1,medium,medium,medium
9003,4,3,medium,medium,medium
9004,4,2,medium,medium,medium
9005,4,2,medium,medium,medium
9006,4,2,medium,medium,medium
9007,4,3,high,medium,medium
9008,4,2,high,medium,medium
9009,4,1,medium,medium,medium
9010,4,1,medium,medium,medium
9011,4,2,medium,medium,medium
9012,4,1,medium,medium,medium
9013,4,0,low,low,low
9014,4,2,high,medium,medium
9015,4,1,low,low,low
9016,4,2,medium,medium,medium
9017,4,2,high,medium,medium
9018,4,1,medium,medium,medium
9019,4,2,medium,medium,medium
9020,4,0,medium,low,low
9021,4,2,high,medium,medium
9022,4,2,medium,medium,medium
9023,4,1,medium,medium,medium
9024,4,0,medium,medium,medium
9025,4,0,low,low,low
9026,4,0,medium,medium,medium
9027,4,2,medium,medium,medium
9028,4,0,medium,low,medium
9029,4,1,low,medium,medium
9030,4,1,medium,low,low
9031,4,1,medium,medium,medium
9032,4,0,low,low,low
9033,4,0,low,low,low
9034,4,2,medium,medium,medium
9035,4,2,medium,medium,medium
9036,4,0,medium,low,low
9037,4,2,medium,medium,medium
9038,4,0,medium,medium,medium
9039,4,1,medium,medium,medium
9040,4,2,high,medium,medium
9041,4,1,low,low,low
9042,4,1,medium,medium,medium
9043,4,1,medium,medium,medium
9044,4,1,medium,medium,medium
9045,4,0,low,low,low
9046,4,2,medium,medium,medium
9047,4,0,low,low,medium
9048,4,0,medium,low,low
9049,4,2,medium,medium,medium
9050,4,1,medium,medium,medium
9051,4,2,high,medium,medium
9052,4,2,medium,medium,medium
9053,4,1,medium,medium,medium
9054,4,1,medium,medium,medium
9055,4,1,medium,medium,medium
9056,4,0,medium,low,medium
9057,4,1,medium,medium,medium
9058,4,1,medium,medium,medium
9059,4,0,medium,low,low
9060,4,1,medium,medium,medium
9061,4,2,medium,medium,medium
9062,4,0,medium,medium,medium
9063,4,0,low,low,low
9064,4,0,medium,medium,medium
9065,4,0,low,low,low
9066,4,0,low,medium,low
9067,4,0,medium,medium,medium
9068,4,0,medium,medium,medium
9069,4,2,high,medium,medium
9070,4,1,low,low,low
9071,4,2,medium,medium,medium
9072,4,0,low,low,low
9073,4,1,low,low,low
9074,4,3,medium,medium,medium
9075,4,3,high,medium,medium
9076,4,0,medium,low,low
9077,4,0,medium,low,medium
9078,4,2,medium,medium,medium
9079,4,1,medium,medium,low
9080,4,0,medium,medium,medium
9081,4,1,medium,medium,medium
9082,4,2,medium,medium,medium
9083,4,2,medium,medium,medium
9084,4,2,medium,medium,medium
9085,4,1,medium,medium,medium
9086,4,0,high,low,low
9087,4,1,medium,medium,medium
9088,4,1,medium,medium,medium
9089,4,1,medium,medium,medium
9090,4,0,low,low,low
9091,4,2,high,medium,medium
9092,4,0,low,low,low
9093,4,1,medium,low,low
9094,4,1,medium,medium,medium
9095,4,1,medium,medium,medium
9096,4,1,medium,medium,medium
9097,4,2,medium,medium,medium
9098,4,1,medium,medium,medium
9099,4,2,low,low,low
9100,4,1,medium,medium,medium
9101,4,0,medium,medium,medium
9102,4,2,medium,low,medium
9103,4,2,medium,medium,medium
9104,4,1,medium,medium,medium
9105,4,0,medium,medium,medium
9106,4,1,medium,medium,medium
9107,4,2,high,medium,medium
9108,4,0,medium,low,low
9109,4,1,medium,medium,low
9110,4,1,medium,medium,medium
9111,4,1,medium,medium,medium
9112,4,2,medium,medium,medium
9113,4,0,low,low,low
9114,4,2,medium,medium,medium
9115,4,1,medium,medium,medium
9116,4,2,high,medium,medium
9117,4,0,low,low,low
9118,4,1,medium,medium,medium
9119,4,1,medium,low,medium
9121,4,1,medium,medium,medium
9122,4,1,medium,medium,medium
9123,4,0,medium,medium,medium
9124,4,0,low,low,low
9125,4,0,medium,medium,medium
9126,4,1,medium,low,medium
9127,4,2,high,medium,medium
9128,4,2,medium,medium,medium
9129,4,1,low,low,low
9130,4,0,low,low,low
9131,4,1,medium,medium,medium
9132,4,2,medium,medium,medium
9133,4,2,medium,medium,medium
9134,4,3,medium,medium,medium
9135,4,2,medium,medium,medium
9136,4,0,low,low,low
9137,4,0,high,low,low
9138,4,2,medium,medium,medium
9139,4,2,medium,medium,medium
9140,4,1,medium,medium,medium
9141,4,1,low,low,low
9142,4,2,medium,low,low
9143,4,1,medium,medium,medium
9144,4,2,high,medium,medium
9145,4,2,medium,medium,medium
9146,4,0,medium,medium,medium
9147,4,1,medium,medium,medium
9148,4,1,medium,medium,medium
9149,4,1,medium,medium,medium
9150,4,1,medium,medium,medium
9151,4,0,medium,medium,medium
9152,4,1,medium,medium,medium
9153,4,1,medium,medium,medium
9154,4,0,medium,medium,medium
9155,4,0,medium,low,medium
9156,4,1,medium,medium,medium
9157,4,0,low,low,low
9158,4,2,medium,medium,medium
9159,4,0,low,low,low
9160,4,0,low,low,low
9161,4,2,high,medium,medium
9162,4,2,medium,medium,medium
9163,4,2,high,medium,medium
9164,4,2,medium,medium,medium
9165,4,2,medium,medium,medium
9166,4,3,high,medium,medium
9167,4,2,medium,medium,medium
9168,4,1,medium,medium,medium
9169,4,0,low,low,low
9170,4,2,medium,medium,medium
9171,4,2,high,medium,medium
9172,4,0,medium,medium,medium
9173,4,0,low,low,low
9174,4,1,medium,medium,medium
9175,4,2,medium,medium,medium
9176,4,0,low,low,low
9177,4,1,medium,medium,medium
9178,4,2,medium,medium,medium
9179,4,0,low,low,low
9180,4,0,medium,medium,medium
9181,4,0,low,low,low
9182,4,2,high,medium,medium
9183,4,0,low,low,low
9184,4,1,medium,medium,medium
9185,4,0,medium,medium,medium
9186,4,0,low,low,low
9187,4,2,medium,medium,medium
9188,4,1,medium,medium,medium
9189,4,1,medium,medium,medium
9190,4,2,medium,medium,medium
9191,4,1,medium,medium,medium
9192,4,2,medium,medium,medium
9193,4,1,medium,medium,medium
9194,4,0,medium,medium,medium
9195,4,0,medium,medium,medium
9196,4,2,medium,medium,medium
9197,4,0,low,medium,medium
9198,4,1,medium,medium,medium
9199,4,2,high,medium,medium
9200,4,1,medium,medium,medium
9201,4,2,medium,medium,medium
9202,4,0,medium,medium,medium
9203,4,0,low,low,low
9204,4,1,medium,medium,medium
9205,4,1,medium,medium,medium
9206,4,1,medium,medium,low
9207,4,0,low,low,low
9208,4,1,medium,medium,medium
9209,4,0,medium,medium,medium
9210,4,1,medium,low,low
9211,4,2,medium,medium,medium
9212,4,1,medium,medium,medium
9213,4,0,medium,low,medium
9214,4,1,medium,medium,medium
9215,4,2,medium,medium,medium
9216,4,1,medium,medium,medium
9217,4,2,medium,medium,medium
9218,4,2,medium,low,low
9219,4,2,medium,medium,medium
9220,4,2,medium,medium,medium
9221,4,1,medium,medium,low
9222,4,1,low,medium,medium
9223,4,1,medium,medium,medium
9224,4,2,medium,medium,medium
9225,4,1,medium,low,low
9226,4,0,low,low,low
9227,4,2,medium,medium,medium
9228,4,2,medium,medium,medium
9229,4,1,medium,medium,medium
9230,4,1,medium,medium,medium
9231,4,1,medium,low,medium
9232,4,1,medium,medium,medium
9233,4,0,low,medium,low
9234,4,0,medium,low,medium
9235,4,2,medium,medium,medium
9236,4,2,medium,medium,medium
9237,4,2,medium,medium,medium
9238,4,1,medium,medium,medium
9239,4,1,medium,medium,medium
9240,4,1,medium,medium,medium
9241,4,2,medium,medium,medium
9242,4,1,medium,medium,medium
9243,4,1,medium,medium,medium
9244,4,0,medium,medium,medium
9245,4,1,medium,medium,medium
9246,4,0,medium,medium,medium
9247,4,1,medium,medium,medium
9248,4,0,low,medium,low
9249,4,1,medium,medium,medium
9250,4,1,medium,medium,medium
9251,4,1,medium,medium,medium
9252,4,0,low,low,low
9253,4,0,medium,low,medium
9254,4,1,low,medium,medium
9255,4,1,medium,medium,medium
9256,4,2,medium,medium,medium
9257,4,1,medium,medium,medium
9258,4,2,medium,medium,medium
9259,4,2,medium,medium,medium
9260,4,2,medium,medium,medium
9261,4,0,medium,low,medium
9262,4,0,low,low,medium
9263,4,2,medium,medium,medium
9264,4,2,medium,medium,medium
9265,4,0,low,low,low
9266,4,0,low,low,low
9267,4,2,medium,medium,medium
9268,4,0,medium,low,low
9269,4,2,high,medium,medium
9270,4,2,medium,medium,medium
9271,4,1,medium,medium,medium
9272,4,0,low,low,low
9273,4,1,medium,medium,medium
9274,4,1,medium,medium,medium
9275,4,0,medium,low,medium
9276,4,1,medium,medium,medium
9277,4,2,medium,medium,medium
9278,4,1,medium,medium,medium
9279,4,1,medium,medium,medium
9280,4,1,medium,medium,medium
9281,4,3,medium,medium,medium
9282,4,2,medium,medium,medium
9283,4,2,medium,medium,medium
9284,4,1,medium,medium,medium
9285,4,2,high,medium,medium
9286,4,0,low,low,low
9287,4,2,medium,medium,medium
9288,4,2,high,medium,medium
9289,4,0,medium,low,low
9290,4,2,medium,medium,medium
9291,4,1,medium,medium,medium
9292,4,2,medium,medium,medium
9293,4,1,medium,medium,medium
9294,4,1,medium,medium,medium
9295,4,0,low,low,low
9296,4,0,medium,medium,medium
9297,4,1,medium,medium,medium
9298,4,0,medium,medium,medium
9299,4,0,low,low,low
9300,4,1,low,low,low
9301,4,2,medium,medium,medium
9302,4,1,low,medium,low
9303,4,1,high,low,low
9304,4,2,medium,medium,medium
9305,4,1,medium,medium,medium
9306,4,1,medium,medium,medium
9307,4,1,medium,medium,medium
9308,4,0,medium,low,medium
9309,4,1,medium,medium,medium
9310,4,1,medium,medium,medium
9311,4,0,medium,low,low
9312,4,2,medium,medium,medium
9313,4,0,medium,medium,medium
9314,4,0,low,low,low
9315,4,1,medium,medium,medium
9316,4,1,medium,medium,medium
9317,4,1,medium,medium,medium
9318,4,0,medium,low,low
9319,4,3,high,medium,medium
9320,4,2,medium,medium,medium
9321,4,1,medium,medium,medium
9322,4,0,medium,medium,medium
9323,4,0,medium,low,low
9324,4,0,medium,low,low
9325,4,2,medium,medium,medium
9326,4,0,medium,low,low
9327,4,2,medium,medium,medium
9328,4,0,medium,low,low
9329,4,2,medium,medium,medium
9330,4,1,medium,medium,medium
9331,4,1,medium,medium,medium
9332,4,1,medium,medium,medium
9333,4,0,low,low,low
9334,4,0,medium,low,medium
9335,4,1,medium,medium,medium
9336,4,1,medium,medium,medium
9337,4,0,medium,medium,medium
9338,4,0,high,medium,medium
9339,4,2,medium,medium,medium
9340,4,1,high,medium,medium
9341,4,2,medium,medium,medium
9342,4,1,medium,medium,medium
9343,4,0,medium,low,medium
9344,4,1,medium,medium,medium
9345,4,0,low,low,low
9346,4,2,medium,medium,medium
9347,4,1,medium,medium,medium
9348,4,2,medium,medium,medium
9349,4,1,medium,medium,medium
9350,4,0,low,low,low
9351,4,0,low,low,low
9352,4,1,medium,medium,medium
9353,4,1,medium,medium,medium
9354,4,1,medium,medium,medium
9355,4,0,medium,medium,medium
9356,4,0,medium,medium,medium
9357,4,1,medium,medium,medium
9358,4,1,medium,medium,medium
9359,4,0,low,low,low
9360,4,0,low,low,low
9361,4,2,medium,medium,medium
9362,4,1,medium,medium,medium
9363,4,2,medium,medium,medium
9364,4,1,medium,medium,medium
9365,4,2,high,medium,medium
9366,4,2,medium,medium,medium
9367,4,1,medium,medium,medium
9368,4,2,medium,medium,medium
9369,4,0,medium,medium,medium
9370,4,1,medium,medium,medium
9371,4,2,medium,medium,medium
9372,4,0,low,low,low
9373,4,1,medium,low,medium
9374,4,1,medium,low,medium
9375,4,3,medium,medium,medium
9376,4,1,low,medium,medium
9377,4,1,medium,low,low
9378,4,2,medium,medium,medium
9379,4,1,medium,medium,medium
9380,4,0,medium,medium,medium
9381,4,0,low,low,low
9382,4,1,medium,medium,medium
9383,4,1,medium,medium,medium
9384,4,0,low,low,low
9385,4,0,medium,medium,medium
9386,4,2,medium,medium,medium
9387,4,2,medium,medium,medium
9388,4,1,medium,medium,medium
9389,4,2,medium,medium,medium
9390,4,1,medium,medium,medium
9391,4,1,medium,medium,medium
9392,4,2,medium,medium,medium
9393,4,0,low,low,low
9394,4,1,low,low,low
9395,4,1,medium,medium,medium
9396,4,0,low,low,low
9397,4,1,low,low,low
9398,4,2,medium,medium,medium
9399,4,1,medium,medium,medium
9400,4,0,medium,medium,medium
9401,4,2,medium,medium,medium
9402,4,2,medium,medium,medium
9403,4,1,medium,medium,medium
9404,4,0,low,low,low
9405,4,1,medium,medium,medium
9406,4,1,medium,medium,medium
9407,4,0,medium,medium,medium
9408,4,0,high,medium,medium
9409,4,0,medium,medium,medium
9410,4,0,medium,medium,medium
9411,4,1,medium,medium,medium
9412,4,0,medium,low,low
9413,4,0,low,low,low
9414,4,0,low,low,low
9415,4,0,low,low,low
9416,4,1,medium,medium,medium
9417,4,0,low,low,low
9418,4,0,medium,medium,medium
9419,4,1,medium,medium,medium
9420,4,1,medium,medium,medium
9421,4,1,medium,medium,medium
9422,4,2,medium,medium,medium
9423,4,2,medium,medium,medium
9424,4,1,medium,medium,medium
9425,4,2,high,medium,medium
9426,4,3,medium,medium,medium
9427,4,2,high,medium,medium
9428,4,2,medium,medium,medium
9429,4,2,medium,medium,medium
9430,4,2,medium,medium,medium
9431,4,2,medium,low,medium
9432,4,1,medium,medium,medium
9434,4,1,high,medium,medium
9435,4,0,medium,low,low
9436,4,3,medium,medium,medium
9437,4,1,medium,low,low
9438,4,2,medium,medium,medium
9439,4,1,medium,medium,medium
9440,4,2,medium,medium,medium
9441,4,2,medium,medium,medium
9442,4,2,medium,medium,medium
9443,4,2,medium,medium,medium
9444,4,2,medium,medium,medium
9445,4,1,low,low,low
9446,4,1,medium,medium,medium
9447,4,0,low,low,low
9448,4,1,medium,medium,medium
9449,4,1,medium,medium,medium
9450,4,1,medium,medium,medium
9451,4,1,medium,medium,medium
9452,4,1,medium,medium,medium
9453,4,2,medium,medium,medium
9454,4,1,medium,medium,medium
9455,4,0,medium,low,low
9456,4,0,medium,medium,medium
9457,4,1,medium,medium,medium
9458,4,1,medium,medium,medium
9459,4,1,medium,medium,medium
9460,4,1,medium,medium,medium
9461,4,0,low,low,low
9462,4,2,medium,medium,medium
9463,4,0,low,low,low
9464,4,0,low,low,low
9465,4,1,medium,medium,medium
9466,4,0,low,low,low
9467,4,1,medium,medium,medium
9468,4,0,medium,medium,medium
9469,4,1,medium,medium,medium
9470,4,1,medium,medium,medium
9471,4,0,medium,low,low
9472,4,2,medium,medium,medium
9473,4,1,medium,medium,medium
9474,4,0,medium,medium,medium
9475,4,0,low,low,low
9476,4,1,medium,medium,medium
9477,4,0,medium,medium,medium
9478,4,2,medium,medium,medium
9479,4,1,medium,medium,medium
9480,4,0,medium,low,low
9481,4,2,medium,medium,medium
9482,4,2,medium,medium,medium
9483,4,2,medium,medium,medium
9484,4,2,medium,medium,medium
9485,4,2,medium,medium,medium
9486,4,0,low,low,low
9487,4,0,medium,medium,medium
9488,4,0,medium,low,medium
9489,4,1,medium,medium,medium
9490,4,0,medium,low,low
9491,4,1,low,low,low
9492,4,0,medium,medium,medium
9493,4,2,medium,medium,medium
9494,4,2,medium,medium,medium
9495,4,1,medium,low,low
9496,4,0,low,low,low
9497,4,3,high,medium,medium
9498,4,0,low,medium,medium
9499,4,0,low,low,low
9500,4,3,high,medium,medium
9501,4,3,medium,medium,medium
9502,4,2,medium,medium,medium
9503,4,3,high,medium,medium
9504,4,2,medium,medium,medium
9505,4,0,low,medium,low
9506,4,2,medium,medium,medium
9507,4,2,medium,medium,medium
9508,4,1,medium,medium,medium
9509,4,0,low,low,low
9510,4,1,medium,medium,medium
9511,4,1,medium,low,medium
9512,4,0,medium,low,low
9513,4,2,medium,medium,medium
9514,4,0,medium,medium,medium
9515,4,2,high,medium,medium
9516,4,1,medium,medium,medium
9517,4,0,medium,medium,medium
9518,4,1,medium,medium,medium
9519,4,0,medium,medium,medium
9520,4,0,medium,medium,medium
9521,4,2,medium,medium,medium
9522,4,1,medium,medium,medium
9523,4,2,medium,medium,medium
9524,4,0,medium,medium,medium
9525,4,2,medium,medium,medium
9526,4,2,medium,low,low
9527,4,1,medium,medium,medium
9528,4,0,medium,low,low
9529,4,1,low,low,low
9530,4,1,medium,medium,medium
9531,4,1,medium,low,low
9532,4,0,medium,low,medium
9533,4,1,low,low,low
9534,4,1,medium,medium,medium
9535,4,0,low,low,low
9536,4,1,medium,medium,medium
9537,4,0,low,low,low
9538,4,1,medium,medium,medium
9539,4,0,medium,medium,medium
9540,4,0,medium,low,medium
9541,4,3,medium,medium,medium
9542,4,0,low,low,low
9543,4,1,medium,low,medium
9544,4,0,low,low,low
9545,4,0,medium,low,medium
9546,4,0,medium,low,low
9547,4,1,medium,medium,medium
9548,4,1,high,medium,medium
9549,4,1,medium,medium,medium
9550,4,2,high,medium,medium
9551,4,1,medium,medium,medium
9552,4,2,medium,medium,medium
9553,4,2,medium,medium,medium
9554,4,0,low,low,low
9555,4,1,medium,medium,medium
9556,4,1,medium,medium,medium
9557,4,1,medium,medium,medium
9558,4,2,medium,medium,medium
9559,4,2,medium,medium,medium
9560,4,0,low,medium,low
9561,4,3,high,medium,medium
9562,4,3,high,medium,medium
9563,4,1,medium,medium,medium
9564,4,1,low,low,low
9565,4,0,medium,low,low
9566,4,0,medium,medium,low
9567,4,1,medium,medium,medium
9568,4,0,low,low,low
9569,4,2,medium,medium,medium
9570,4,1,medium,medium,medium
9571,4,2,medium,medium,medium
9572,4,1,medium,low,medium
9573,4,1,medium,medium,medium
9574,4,1,medium,medium,medium
9575,4,0,low,low,low
9576,4,2,medium,medium,medium
9577,4,0,low,low,low
9578,4,2,medium,medium,medium
9579,4,1,medium,medium,medium
9580,4,2,high,medium,medium
9581,4,0,medium,low,low
9582,4,1,low,low,low
9583,4,1,medium,medium,medium
9584,4,2,high,medium,medium
9585,4,2,medium,low,medium
9586,4,0,medium,low,low
9587,4,2,medium,medium,medium
9588,4,1,medium,medium,medium
9589,4,1,medium,medium,medium
9590,4,3,high,medium,medium
9591,4,1,medium,medium,medium
9592,4,1,medium,medium,medium
9593,4,0,medium,medium,medium
9594,4,2,medium,medium,medium
9595,4,1,medium,medium,medium
9596,4,1,medium,medium,medium
9597,4,0,medium,medium,medium
9598,4,1,medium,medium,medium
9599,4,0,medium,medium,medium
9600,4,2,medium,medium,medium
9601,4,0,medium,medium,medium
9602,4,0,medium,low,low
9603,4,1,medium,medium,medium
9604,4,1,medium,medium,medium
9605,4,0,medium,medium,medium
9606,4,2,medium,medium,medium
9607,4,2,high,medium,medium
9608,4,2,medium,medium,medium
9609,4,1,medium,medium,medium
9610,4,2,medium,medium,medium
9611,4,0,low,low,low
9612,4,0,medium,low,low
9613,4,2,medium,medium,medium
9614,4,0,low,low,low
9615,4,3,medium,medium,medium
9616,4,1,medium,medium,medium
9617,4,2,medium,medium,medium
9618,4,2,high,medium,medium
9619,4,1,medium,medium,medium
9620,4,0,medium,medium,medium
9621,4,0,medium,medium,medium
9622,4,3,medium,medium,medium
9623,4,0,low,low,low
9624,4,3,medium,medium,medium
9625,4,2,high,medium,medium
9626,4,0,medium,medium,medium
9627,4,2,medium,medium,medium
9628,4,1,medium,medium,medium
9629,4,1,medium,low,low
9630,4,2,medium,medium,medium
9631,4,1,medium,medium,medium
9632,4,0,low,low,low
9633,4,2,medium,medium,medium
9634,4,0,medium,low,low
9635,4,0,high,medium,medium
9636,4,1,medium,medium,medium
9637,4,0,low,low,low
9638,4,1,medium,medium,medium
9639,4,2,medium,medium,medium
9640,4,2,medium,medium,medium
9641,4,0,medium,medium,medium
9642,4,2,medium,medium,medium
9643,4,2,medium,medium,medium
9644,4,1,medium,medium,medium
9645,4,2,high,medium,medium
9646,4,0,medium,medium,medium
9647,4,0,low,low,low
9648,4,2,high,medium,medium
9649,4,0,low,medium,medium
9650,4,2,medium,medium,medium
9651,4,1,medium,medium,medium
9652,4,1,medium,medium,medium
9653,4,0,low,low,low
9654,4,1,low,low,low
9655,4,0,low,low,low
9656,4,1,low,low,medium
9657,4,2,medium,low,low
9658,4,1,medium,medium,medium
9659,4,1,medium,medium,medium
9660,4,2,medium,medium,medium
9661,4,1,medium,medium,medium
9662,4,0,medium,low,low
9663,4,1,medium,medium,medium
9664,4,0,medium,low,low
9665,4,0,low,low,low
9666,4,2,medium,medium,medium
9667,4,1,medium,medium,medium
9668,4,0,medium,medium,medium
9669,4,2,medium,medium,medium
9670,4,2,medium,medium,medium
9671,4,3,medium,medium,medium
9672,4,2,medium,medium,medium
9674,4,2,medium,medium,medium
9675,4,1,medium,medium,medium
9676,4,0,low,low,low
9677,4,2,medium,medium,medium
9678,4,0,medium,medium,medium
9679,4,0,medium,low,low
9680,4,2,medium,medium,medium
9681,4,1,medium,low,medium
9682,4,1,medium,medium,medium
9683,4,1,medium,medium,medium
9684,4,0,medium,medium,medium
9685,4,1,medium,medium,medium
9686,4,1,medium,medium,medium
9687,4,0,medium,medium,medium
9688,4,0,medium,medium,medium
9689,4,0,medium,medium,medium
9690,4,1,medium,low,medium
9691,4,0,low,low,low
9692,4,0,low,low,low
9693,4,0,medium,low,low
9694,4,1,medium,medium,medium
9695,4,0,medium,low,low
9696,4,0,medium,medium,medium
9697,4,0,medium,low,low
9698,4,2,medium,medium,medium
9699,4,3,high,medium,medium
9700,4,1,medium,medium,medium
9701,4,0,low,low,low
9702,4,1,medium,medium,medium
9703,4,0,medium,low,low
9704,4,0,low,low,low
9705,4,1,medium,medium,medium
9706,4,0,low,low,low
9707,4,1,medium,medium,medium
9708,4,2,medium,medium,medium
9709,4,2,medium,medium,medium
9710,4,1,medium,medium,medium
9711,4,1,medium,medium,medium
9712,4,0,medium,low,medium
9713,4,2,medium,medium,medium
9714,4,0,medium,medium,medium
9715,4,1,medium,medium,medium
9716,4,0,medium,medium,medium
9717,4,1,medium,medium,medium
9718,4,1,medium,medium,medium
9719,4,0,low,low,low
9720,4,0,medium,medium,medium
9721,4,1,medium,medium,medium
9722,4,1,medium,medium,medium
9723,4,1,medium,medium,medium
9724,4,1,medium,medium,medium
9725,4,1,medium,medium,medium
9726,4,1,medium,medium,medium
9727,4,3,medium,medium,medium
9728,4,0,medium,low,medium
9729,4,1,medium,medium,medium
9730,4,1,medium,medium,medium
9731,4,1,medium,medium,medium
9732,4,0,medium,low,medium
9733,4,2,medium,medium,medium
9734,4,2,medium,medium,medium
9735,4,0,low,low,low
9736,4,0,medium,medium,medium
9737,4,0,low,low,low
9738,4,2,medium,medium,medium
9739,4,1,medium,medium,medium
9740,4,1,medium,medium,medium
9741,4,2,medium,medium,medium
9742,4,0,medium,medium,medium
9743,4,1,medium,medium,medium
9744,4,2,medium,medium,medium
9745,4,1,medium,medium,medium
9746,4,0,medium,medium,medium
9747,4,0,low,low,low
9748,4,0,medium,medium,medium
9749,4,0,low,low,low
9750,4,2,medium,medium,medium
9751,4,1,medium,medium,medium
9752,4,1,medium,medium,medium
9753,4,2,high,medium,medium
9754,4,1,medium,medium,medium
9755,4,2,medium,medium,medium
9756,4,0,low,low,low
9757,4,0,low,low,low
9758,4,2,medium,medium,medium
9759,4,1,low,low,low
9760,4,3,high,medium,medium
9761,4,2,medium,medium,medium
9762,4,1,medium,medium,medium
9763,4,0,medium,medium,medium
9764,4,1,medium,medium,medium
9765,4,1,medium,medium,medium
9766,4,1,medium,medium,medium
9767,4,0,medium,medium,medium
9768,4,0,medium,medium,medium
9769,4,0,high,low,low
9770,4,0,low,low,medium
9771,4,1,medium,medium,medium
9772,4,1,medium,medium,medium
9773,4,1,medium,medium,medium
9774,4,0,low,low,low
9775,4,0,low,low,low
9776,4,2,high,medium,medium
9777,4,2,medium,medium,medium
9778,4,0,medium,low,medium
9779,4,1,low,low,low
9780,4,3,high,medium,medium
9781,4,2,medium,medium,medium
9782,4,1,medium,medium,medium
9783,4,2,medium,medium,medium
9784,4,2,medium,medium,medium
9785,4,1,medium,low,low
9786,4,1,medium,medium,medium
9787,4,0,low,low,low
9788,4,3,high,medium,medium
9789,4,2,medium,medium,medium
9790,4,0,medium,medium,medium
9791,4,2,medium,medium,medium
9792,4,1,medium,medium,medium
9793,4,0,medium,low,medium
9794,4,1,medium,medium,medium
9795,4,1,medium,medium,medium
9796,4,1,medium,medium,medium
9797,4,0,low,medium,medium
9798,4,2,medium,medium,medium
9799,4,1,medium,medium,medium
9800,4,1,medium,medium,medium
9801,4,2,medium,medium,medium
9802,4,0,low,low,low
9803,4,1,medium,medium,medium
9804,4,0,medium,medium,medium
9805,4,1,medium,medium,medium
9806,4,1,low,low,low
9807,4,0,medium,low,low
9808,4,0,medium,low,medium
9809,4,0,medium,medium,medium
9810,4,0,medium,medium,medium
9811,4,2,medium,medium,medium
9812,4,1,medium,medium,medium
9813,4,1,medium,medium,medium
9814,4,1,low,low,low
9815,4,1,medium,medium,medium
9816,4,2,medium,medium,medium
9817,4,1,medium,medium,medium
9818,4,1,medium,medium,medium
9819,4,1,medium,medium,medium
9820,4,3,medium,medium,medium
9821,4,2,medium,medium,medium
9822,4,2,high,medium,medium
9823,4,0,medium,medium,medium
9824,4,2,medium,medium,medium
9825,4,0,low,low,low
9826,4,2,medium,medium,medium
9827,4,1,medium,medium,medium
9828,4,2,medium,medium,medium
9829,4,2,high,medium,medium
9830,4,2,medium,medium,medium
9831,4,2,medium,medium,medium
9832,4,2,medium,medium,medium
9833,4,1,medium,medium,medium
9834,4,0,low,low,low
9835,4,1,medium,medium,medium
9836,4,1,medium,medium,medium
9837,4,0,low,low,low
9838,4,1,medium,medium,medium
9839,4,1,low,low,low
9840,4,0,medium,low,medium
9841,4,1,medium,medium,medium
9842,4,0,low,low,low
9843,4,1,medium,medium,medium
9844,4,0,medium,low,medium
9845,4,1,medium,low,medium
9846,4,2,medium,medium,medium
9847,4,3,high,medium,medium
9848,4,2,medium,medium,medium
9849,4,2,medium,medium,medium
9850,4,1,medium,medium,medium
9851,4,1,medium,low,medium
9852,4,3,medium,medium,medium
9853,4,1,medium,low,medium
9854,4,1,medium,low,medium
9855,4,2,medium,medium,medium
9856,4,1,medium,medium,medium
9857,4,0,medium,low,low
9858,4,1,high,medium,medium
9859,4,2,medium,medium,medium
9860,4,1,medium,medium,medium
9861,4,1,medium,medium,medium
9862,4,0,low,low,low
9863,4,1,medium,low,low
9864,4,1,medium,medium,medium
9865,4,1,medium,medium,medium
9866,4,0,high,medium,medium
9867,4,0,low,low,low
9868,4,2,medium,medium,medium
9869,4,1,medium,low,medium
9870,4,2,low,low,low
9871,4,0,low,low,low
9872,4,1,medium,medium,medium
9873,4,2,medium,medium,medium
9874,4,2,medium,medium,medium
9875,4,2,medium,medium,medium
9876,4,0,medium,medium,medium
9877,4,0,medium,medium,medium
9878,4,1,medium,medium,medium
9879,4,0,medium,low,low
9880,4,2,medium,medium,medium
9881,4,2,medium,medium,medium
9882,4,2,medium,medium,medium
9883,4,1,medium,medium,medium
9884,4,2,medium,medium,medium
9885,4,0,low,low,low
9886,4,1,medium,medium,medium
9887,4,0,low,low,low
9888,4,1,medium,medium,medium
9889,4,1,medium,medium,medium
9890,4,0,low,low,low
9891,4,0,medium,medium,medium
9892,4,0,medium,medium,medium
9893,4,1,medium,medium,medium
9894,4,0,low,low,low
9895,4,0,medium,medium,medium
9896,4,0,medium,medium,medium
9897,4,0,low,low,low
9898,4,1,medium,medium,medium
9899,4,2,medium,medium,medium
9900,4,2,medium,medium,medium
9901,4,0,medium,low,medium
9902,4,0,low,low,low
9903,4,1,low,medium,medium
9904,4,1,low,medium,low
9905,4,1,medium,low,low
9906,4,2,medium,medium,medium
9907,4,2,medium,medium,medium
9908,4,1,medium,medium,medium
9909,4,2,medium,medium,medium
9910,4,1,medium,medium,medium
9911,4,2,medium,medium,medium
9912,4,1,medium,medium,medium
9913,4,0,low,low,low
9914,4,1,medium,medium,medium
9915,4,0,low,low,low
9916,4,0,low,low,low
9917,4,3,medium,medium,medium
9918,4,2,medium,medium,medium
9919,4,3,medium,medium,medium
