essay_id,Vocabulary_score,question1,question2,question3,question4,question5,question6
7B4B838D8360,3.0,medium,medium,medium,medium,medium,medium
7B557B2F27CE,3.0,medium,medium,medium,medium,medium,medium
7B5BC2343286,3.0,low,low,low,low,low,low
7B5F5B33B566,4.0,medium,high,medium,high,medium,medium
7B6FA03518AE,3.5,low,low,low,low,medium,low
7B802407D629,3.0,medium,medium,medium,medium,medium,medium
7B8400D217C1,2.5,low,low,low,low,low,low
7BBB35F9D1BD,3.0,medium,low,medium,medium,medium,medium
7BC73C8FBDBC,3.0,low,low,low,low,medium,low
7C08DA95AE9A,3.0,medium,medium,medium,medium,medium,medium
7C14A6539215,3.5,medium,medium,medium,medium,medium,medium
7C2650EEA2B6,4.5,medium,medium,medium,medium,medium,medium
7C31C5E519FF,3.0,medium,low,medium,low,medium,medium
7C4960DF5CB8,3.5,medium,medium,medium,medium,medium,medium
7C54D7484145,3.5,low,low,low,low,medium,low
7C5E4E2779BF,2.5,medium,medium,medium,medium,low,medium
7C6ED140EF65,3.0,medium,medium,medium,medium,medium,medium
7CAFF57E1775,5.0,medium,medium,medium,medium,medium,medium
7CB712FD1253,4.0,medium,medium,medium,medium,medium,low
7CBB1B6F4E25,4.0,low,low,low,low,medium,low
7CC4A8E1948E,2.5,low,low,low,low,low,low
7CCC4CDC5CF0,3.5,medium,medium,medium,medium,medium,medium
7CDB47E88B39,3.5,medium,medium,medium,medium,medium,medium
7CFA22351B27,3.0,medium,medium,medium,medium,medium,medium
7D0CE6E00B68,2.5,medium,medium,medium,medium,medium,medium
7D1825E2F4AD,2.5,medium,medium,medium,medium,medium,medium
7D2D5053D947,3.5,medium,medium,medium,medium,medium,medium
7D519DA76B29,3.0,medium,medium,medium,medium,medium,medium
7D94F809823A,4.0,medium,medium,medium,medium,medium,medium
7D955FAD0C73,4.0,high,high,medium,high,medium,medium
7D98C85F9223,3.5,medium,medium,medium,medium,medium,medium
7DAD3B639FB4,3.5,medium,medium,medium,medium,medium,medium
7DB5E5FA8324,3.5,medium,medium,medium,medium,medium,medium
7DBE22D9F0DA,3.0,low,low,low,low,medium,low
7DC02C918305,3.0,medium,medium,medium,medium,medium,medium
7DDFB0CA2BF8,3.0,medium,low,medium,medium,medium,low
7DDFF6DA8655,3.5,medium,medium,medium,medium,medium,medium
7E109A7AC169,3.0,medium,low,medium,medium,medium,low
7E29ACA46157,3.0,low,low,low,low,low,low
7E48A7A7B400,4.0,medium,medium,medium,medium,medium,medium
7E530A20DA68,4.0,medium,medium,medium,medium,medium,medium
7E5F489C8CE4,4.0,medium,medium,medium,medium,medium,medium
7E669FF93EB9,3.0,medium,medium,medium,medium,medium,medium
7E9D8E4921CD,2.5,low,low,low,low,low,low
7EA986233EDA,3.5,medium,medium,medium,medium,medium,medium
7EB7BB90A2F0,3.0,medium,medium,medium,medium,medium,medium
7EEB8E9614C2,3.0,medium,medium,medium,low,medium,medium
7EED34A43536,3.0,medium,medium,medium,low,medium,medium
7F0703CF058E,3.0,medium,medium,medium,medium,medium,medium
7F0B7DDE89B2,2.5,low,low,medium,low,medium,medium
7F1E8663BAE8,3.5,medium,medium,medium,medium,medium,medium
7F1F55F771F9,3.5,medium,medium,medium,medium,medium,medium
7F21F77E9AA3,3.5,medium,medium,medium,medium,medium,medium
7F336F4B9442,3.0,medium,medium,medium,medium,medium,medium
7F4706C105DE,3.5,medium,medium,medium,medium,medium,medium
7F6795CE405C,3.0,medium,low,medium,low,medium,medium
7FB017FAC682,2.5,medium,medium,medium,medium,medium,medium
7FB1724D76FF,2.5,low,low,low,low,medium,low
7FED050A6D55,4.0,medium,medium,medium,low,medium,medium
7FF600C1F829,4.0,medium,medium,medium,low,medium,medium
7FF6972B86C2,3.5,low,low,low,low,medium,low
800FE9615C63,3.0,low,low,low,low,low,low
8042198ABB06,2.5,low,low,low,low,low,low
8060FCE12001,4.0,medium,low,medium,medium,medium,low
806672A60686,2.5,medium,medium,medium,medium,medium,medium
8079089BC4D8,2.5,medium,low,low,medium,medium,low
8087A7C3FCDA,2.5,low,low,low,low,low,low
80AD3F379BD1,3.0,low,low,low,low,medium,low
80C0814AF16D,4.0,low,low,low,low,medium,low
80C2ED8BE6A6,3.5,medium,medium,medium,medium,medium,medium
80C97E7C2558,3.0,medium,medium,medium,low,medium,medium
80CCEFCCD166,3.5,medium,medium,medium,medium,medium,medium
80D2FE30F665,4.0,medium,low,medium,low,medium,medium
80DB9AB00E74,3.0,medium,low,medium,low,medium,low
80DD7EE85BF7,3.0,low,low,medium,low,medium,medium
80DFF2FC7C1F,2.5,low,low,low,low,medium,low
80E36876B2CB,4.0,low,high,medium,low,medium,low
80EF60E3EA04,4.0,medium,medium,medium,medium,medium,medium
80F044EBC71B,3.5,medium,medium,medium,medium,medium,medium
80F9E6D6503C,2.5,medium,low,medium,low,medium,medium
81218F777A2F,4.0,low,low,low,low,medium,low
81306D4B4CC1,3.5,medium,medium,medium,medium,medium,medium
8149E792E505,3.0,low,low,low,low,low,low
814EE41F6FF3,2.5,medium,medium,medium,medium,medium,medium
81674F80999A,3.0,low,low,low,low,low,low
816FC4D1628F,3.5,medium,medium,medium,medium,medium,medium
81946793B89A,4.0,medium,medium,medium,medium,medium,medium
81B000BCC5B3,3.5,medium,medium,medium,medium,medium,medium
81B5D8CBA063,4.0,low,low,medium,low,medium,low
81B7A7CB8829,4.0,medium,medium,medium,medium,medium,medium
81D266D94D6D,4.5,medium,low,medium,medium,medium,low
81FB30DE2618,3.0,low,low,medium,low,medium,low
82294A32E3E3,4.0,medium,medium,medium,medium,medium,medium
822F6C3B3C03,3.5,medium,medium,medium,medium,medium,medium
824896E8F91B,2.5,low,low,low,low,medium,low
82618B162AAC,3.0,low,low,medium,low,medium,low
82722CEBCAB3,4.0,medium,medium,medium,medium,medium,medium
827D807512AB,3.5,low,low,low,low,medium,low
8281058A7684,4.0,medium,medium,medium,medium,medium,medium
8283155E54A0,2.5,low,low,low,low,medium,low
8295FC2CA419,4.5,medium,medium,high,medium,medium,medium
82BA3E4396CC,4.0,medium,medium,medium,medium,medium,medium
82CCCAD3BA5B,3.0,medium,medium,medium,medium,medium,low
82DE4E49CC52,2.5,low,low,low,low,medium,low
82F7210163B5,4.0,low,low,low,low,low,low
82F7D233871E,2.5,low,low,medium,low,medium,low
82F9FDBD6F98,3.0,medium,medium,medium,medium,medium,medium
830CCF8E0B23,4.0,medium,low,medium,medium,medium,medium
830E5FA9FC72,4.0,medium,low,medium,low,medium,low
8311ABD30CC1,3.0,medium,low,medium,low,medium,medium
83165647126E,3.0,medium,medium,medium,medium,medium,medium
833F25175AFC,2.5,medium,medium,medium,medium,medium,low
8369840DE791,2.5,low,low,low,low,medium,low
838093B60075,3.5,medium,medium,medium,medium,medium,medium
8397368B57EA,4.0,medium,low,medium,medium,medium,medium
8399BA1DF44B,3.0,low,low,low,low,low,low
83B3CD03C693,3.0,medium,medium,medium,medium,medium,medium
83C48C5697AE,3.0,medium,low,low,low,low,low
83F57096AF9C,3.5,medium,medium,medium,medium,medium,medium
83FBBD0447F2,3.5,medium,medium,medium,medium,medium,low
840357B74A16,3.5,medium,medium,medium,medium,medium,medium
840619A0CF0B,3.5,medium,medium,medium,medium,medium,medium
840D73A3804A,3.5,medium,medium,medium,medium,medium,medium
8415937CA4D9,3.0,medium,medium,medium,medium,medium,medium
8416C7C6F146,3.0,low,low,low,low,low,low
84192B65683A,4.0,medium,medium,medium,medium,medium,medium
845693DC199E,4.0,medium,medium,medium,medium,medium,medium
8476588805D9,3.0,medium,low,medium,low,medium,low
84765FE3E472,3.5,low,low,low,low,medium,low
8484D27254B3,2.5,low,low,low,low,low,low
84CE7281265F,3.0,medium,medium,medium,medium,medium,medium
84FC9651F650,3.5,low,low,medium,medium,medium,medium
85004BC426B1,3.0,medium,medium,medium,medium,medium,medium
8521B650F8A9,4.0,medium,medium,medium,medium,medium,medium
852C90E3FA05,3.0,medium,medium,medium,low,medium,medium
857574FE9711,3.0,medium,medium,low,low,medium,low
857B7FB712ED,3.0,medium,medium,medium,medium,medium,medium
85808F0851D8,3.0,medium,low,medium,low,medium,low
858DFA7A9980,2.5,medium,medium,medium,medium,medium,medium
8593D649EBE4,3.0,low,low,low,low,medium,low
85C54BD4D416,5.0,high,high,high,high,high,high
85C71A1E0117,3.0,medium,medium,medium,medium,medium,medium
85D3E5A1D64E,3.5,low,low,low,low,medium,low
85E3C840FCBF,3.0,medium,medium,medium,medium,medium,medium
85F4C57672EA,3.0,medium,low,medium,low,medium,medium
85F5FADDDC0E,2.5,medium,medium,medium,medium,medium,medium
861349CA778E,3.0,medium,low,medium,medium,medium,medium
861B660C2E86,3.0,medium,medium,medium,medium,medium,medium
862ACD748291,2.5,medium,low,medium,low,medium,medium
863550AEB938,4.0,medium,medium,medium,medium,medium,medium
8656F070846C,3.0,low,low,low,low,medium,low
8658D3ABB67F,3.0,medium,low,medium,medium,medium,medium
869B37DA1D3E,2.5,low,low,low,low,medium,low
869CC4EDD3B5,3.0,low,low,low,low,medium,low
86A511A55117,3.0,low,low,low,low,low,low
86B2AFB816D5,3.5,low,low,low,low,low,low
86BB790A5875,3.5,low,low,low,low,medium,low
86E335C1EB06,3.0,medium,medium,medium,medium,medium,medium
86ECF13FEDEF,3.0,medium,medium,medium,medium,medium,medium
86F87A96D2DB,2.5,medium,medium,medium,low,medium,medium
875151F79017,3.0,medium,medium,medium,medium,medium,medium
87669696162F,3.0,low,low,medium,medium,medium,medium
87692B9A8184,3.0,medium,medium,medium,medium,medium,medium
87694700310E,4.0,medium,medium,medium,medium,medium,medium
876B9CDDC1FC,2.5,low,low,low,low,low,low
876CDA4D152D,4.5,medium,low,medium,medium,medium,medium
876DD6D022A9,3.5,medium,medium,medium,medium,medium,medium
8772F74F5EE0,4.0,medium,medium,medium,medium,medium,medium
8773AAFA4355,3.5,medium,medium,medium,medium,medium,medium
8778DE7C8D0E,4.0,medium,medium,medium,medium,medium,medium
877EC536B112,3.0,low,low,low,low,low,low
8799E3BD41EB,2.5,medium,medium,medium,medium,medium,medium
87A8B315A26E,3.0,low,low,low,low,medium,low
87AF2FEABA83,4.0,medium,low,medium,medium,medium,medium
87B7C44BBB7C,3.5,medium,medium,medium,medium,medium,medium
87B7FE5BD9D7,3.0,low,low,low,low,low,low
87DF9FF7104D,3.5,medium,low,low,low,medium,low
87E123466310,4.0,medium,medium,medium,medium,medium,medium
87E3F6FDAA68,3.5,medium,medium,medium,medium,medium,medium
88006889B561,3.5,medium,medium,medium,medium,medium,medium
880188B5EED8,3.5,medium,medium,medium,medium,medium,medium
882F6EC806E9,2.5,medium,low,medium,low,medium,medium
8836B8EFCE5A,3.0,medium,medium,medium,medium,medium,medium
883C1EF358F6,3.5,medium,medium,medium,medium,medium,medium
88402C999412,3.0,medium,medium,medium,medium,medium,medium
88816FFD8A5C,4.0,low,low,medium,low,medium,medium
88860671767F,3.5,low,low,low,low,medium,low
888A04678CCA,2.5,low,low,low,low,low,low
88966ED00A28,3.0,medium,low,medium,low,medium,low
88ECDCC89475,4.0,medium,medium,medium,medium,medium,medium
88FCD4D35128,3.0,medium,medium,medium,medium,medium,medium
88FD25AC86CF,3.0,low,low,low,low,medium,low
88FD7FAAFA90,3.5,medium,medium,medium,medium,medium,medium
890FAF6F82FC,3.0,low,low,low,low,low,low
89114CEF532E,2.5,low,low,low,low,low,low
894C9DC473A0,2.5,medium,medium,medium,medium,medium,medium
89506A98AC2B,3.0,medium,medium,medium,medium,medium,medium
895FFC078777,3.5,medium,medium,medium,medium,medium,medium
89857315A1A4,3.5,medium,medium,medium,medium,medium,medium
89863E1AF982,3.5,medium,medium,medium,medium,medium,medium
898A8417D70E,3.5,medium,medium,medium,medium,medium,medium
89974AB1B1B1,4.0,medium,medium,medium,medium,medium,medium
89A2B91E59C5,3.5,medium,medium,medium,medium,medium,medium
89ADE1CC1BEC,3.5,medium,medium,medium,medium,medium,medium
89C7C4115B84,4.0,medium,medium,medium,medium,medium,medium
8A0A3FE01FE7,4.0,medium,low,medium,medium,medium,medium
8A165723DF82,3.0,medium,medium,medium,medium,medium,medium
8A216BEDA4C2,4.0,low,low,low,low,medium,low
8A2A9C25B642,3.5,medium,low,low,low,medium,low
8A4D99910F10,4.0,medium,low,medium,low,medium,medium
8A6FEEA6C0D3,3.5,medium,low,low,low,medium,low
8A7081C962D7,3.0,medium,medium,medium,medium,medium,medium
8A7299DA28E5,3.5,medium,medium,medium,medium,medium,medium
8A80B525C75D,3.0,low,low,low,low,low,low
8A8CC7624410,3.0,low,low,low,low,low,low
8A970FA9C7C4,3.5,medium,high,medium,high,medium,medium
8A9E12ADD91C,2.5,low,low,low,low,low,low
8AAC040AE6C7,2.0,low,low,low,low,low,low
8AB55CB5992E,3.5,low,low,medium,low,medium,low
8AD96DB8DD9F,4.0,medium,medium,medium,medium,medium,medium
8AF043C98622,2.5,medium,medium,medium,medium,medium,medium
8B095EB24288,3.0,medium,medium,medium,medium,medium,medium
8B155840CA6D,3.5,medium,medium,medium,medium,medium,medium
8B1D74DDA04B,2.0,low,low,low,low,medium,low
8B1EB1890F9B,3.0,high,high,medium,low,medium,low
8B4A210026AD,3.5,medium,medium,medium,medium,medium,medium
8B4BB870857D,2.5,medium,low,low,low,medium,low
8B9EEF86DD66,4.0,medium,medium,medium,medium,medium,medium
8BA694ACE2D9,5.0,high,high,high,high,medium,medium
8BC2D4B87F27,3.5,medium,low,medium,low,medium,low
8BCA5D690FB4,2.5,medium,low,low,low,medium,low
8BE20A3524AE,3.5,medium,medium,medium,medium,medium,medium
8BFBF3BB5542,2.5,low,low,low,low,medium,low
8C01B86DE888,4.0,medium,medium,medium,medium,medium,medium
8C0C5CED34D5,3.0,medium,low,medium,low,medium,medium
8C0D50387A60,3.5,medium,medium,medium,medium,medium,medium
8C34447FF21C,2.5,low,low,low,low,low,low
8C3557D720F5,4.0,medium,medium,medium,medium,medium,medium
8C3993109983,3.0,medium,medium,medium,medium,medium,medium
8C44127FF83C,3.5,low,low,low,low,medium,low
8C5BF0347F87,3.5,medium,medium,medium,medium,medium,medium
8C645419E1B4,3.5,medium,low,medium,medium,medium,medium
8C83ACEF2A15,3.5,medium,medium,medium,medium,medium,medium
8C880B194034,3.0,low,low,low,low,low,low
8CD4C142DCEF,3.0,medium,low,medium,low,medium,low
8CDBA4104C7E,4.0,medium,medium,medium,medium,medium,medium
8D02AC12DD48,3.0,medium,low,medium,medium,medium,medium
8D0B6FE098F1,3.5,medium,medium,medium,medium,medium,medium
8D14BC33208D,2.5,low,low,low,low,medium,low
8D160B0BC04B,3.5,medium,medium,medium,medium,medium,medium
8D1CD79C0F8D,3.5,medium,low,medium,low,medium,medium
8D734AF72931,2.5,low,low,low,low,medium,low
8DA2034EC1C8,2.5,low,low,low,low,medium,low
8DA298718DD7,4.0,low,low,low,low,medium,low
8DBBADC05A43,2.5,medium,medium,medium,medium,medium,low
8DCC1AC9A8EA,3.0,low,low,medium,low,medium,low
8DD09D4FCD4F,4.0,medium,low,low,low,medium,low
8DF5D7CF4085,3.5,medium,medium,medium,medium,medium,medium
8E10A6D2B272,3.5,medium,medium,medium,medium,medium,medium
8E10DA6F8DE9,3.0,medium,medium,medium,medium,medium,medium
8E2EB0B4B92C,3.0,medium,low,medium,low,medium,medium
8E53C7642922,2.5,medium,medium,medium,medium,medium,medium
8E5E6211E4D6,3.5,medium,medium,medium,medium,medium,medium
8E64BE4119C3,4.0,medium,low,medium,medium,medium,medium
8E6F35BA3EE6,4.0,medium,medium,medium,medium,medium,medium
8E764A2C7266,3.0,low,low,medium,low,medium,low
8E91F0997B77,2.5,medium,medium,medium,medium,medium,medium
8E99E989024A,3.0,medium,medium,medium,medium,medium,medium
8EB2AF12FA77,3.5,low,low,low,low,medium,low
8ED2404D111E,2.5,low,low,low,low,medium,low
8EE0540E163D,2.0,low,low,low,low,medium,low
8EEA38B2E6CD,3.0,low,low,medium,low,medium,medium
8EEEF415AA1E,3.0,low,low,low,low,medium,low
8EF3D97E2310,4.0,high,high,high,high,medium,medium
8EF9BE158AD3,3.5,low,low,low,low,low,low
8F16365E363D,3.0,medium,medium,medium,medium,medium,medium
8F1F5D0CEA06,3.5,low,low,low,low,low,low
8F29D9B8D64E,3.0,medium,medium,medium,medium,medium,medium
8F3B39C509B9,3.0,medium,medium,medium,medium,medium,medium
8F5F3F2519DA,3.5,medium,medium,medium,medium,medium,medium
8F6DFE02DF75,3.0,medium,medium,medium,medium,medium,low
8F78E9AF1D0E,3.5,medium,medium,medium,medium,medium,medium
8FD83605AA61,3.5,high,high,medium,high,medium,medium
8FE04E30F621,3.5,medium,medium,medium,medium,medium,medium
8FF22F2804A3,3.0,low,low,low,low,medium,low
8FF3A8F178E1,3.0,medium,medium,medium,medium,medium,medium
8FFDA5B9D359,4.0,medium,low,medium,medium,medium,medium
9000217714BE,3.5,medium,medium,medium,medium,medium,medium
900D1E184F63,3.0,medium,medium,medium,medium,medium,medium
902341F8EB11,3.0,medium,medium,medium,medium,medium,medium
90526CA48E47,3.5,medium,low,medium,medium,medium,medium
9054912D1EA7,3.5,medium,low,medium,low,medium,low
907275FA42D0,3.0,low,low,low,low,medium,low
907FC59841EC,2.5,medium,low,medium,low,medium,medium
9086C0A2BF10,2.5,medium,medium,medium,low,medium,low
90978A2F8599,4.0,medium,medium,medium,medium,medium,medium
90BF447C6E83,2.5,low,low,low,low,medium,low
90C81189C58D,4.5,medium,medium,medium,medium,medium,medium
90E2214EFEC8,4.5,medium,medium,medium,medium,medium,medium
90E5BB6CBE11,3.5,medium,medium,medium,medium,medium,medium
90EBF38FCFBA,3.5,medium,medium,medium,medium,medium,medium
90F73F20ECF0,3.5,medium,medium,medium,medium,medium,medium
911DD337DD61,4.0,low,low,medium,low,medium,low
91377BE7D4ED,4.0,low,low,medium,low,medium,low
9145AB74E1DA,3.5,low,low,low,low,medium,low
9152EA0F430B,3.0,medium,low,medium,low,medium,low
915D8BF74963,3.5,medium,medium,medium,medium,medium,medium
916811E780BD,3.0,medium,medium,medium,medium,medium,low
918C1880FCD8,3.5,medium,medium,medium,medium,medium,medium
91B88A23A5E4,3.5,medium,medium,medium,medium,medium,medium
920BEE439862,3.0,medium,medium,medium,medium,medium,medium
924748264D34,3.5,medium,low,medium,low,medium,low
925371DCF84D,2.0,low,low,low,low,low,low
9255DC307B75,4.0,medium,medium,medium,medium,medium,medium
925DBAC486E5,3.5,medium,medium,medium,medium,medium,medium
92B418CEA06E,3.5,medium,medium,medium,medium,medium,medium
92B8F2F85C44,4.0,medium,medium,medium,medium,medium,medium
92CD1BD0C18F,3.5,low,low,low,low,low,low
92D03AB56C53,2.5,medium,medium,medium,medium,medium,medium
92E97E947628,3.0,medium,medium,medium,medium,medium,medium
92EA64272FB4,3.0,medium,medium,medium,medium,medium,medium
92F6C1E71237,3.0,low,low,low,low,low,low
92F7DD653EFB,3.5,medium,medium,medium,medium,medium,medium
92FFB3530304,3.0,low,low,low,low,low,low
930CF711E6B6,2.0,low,low,low,low,medium,low
93385DED39E7,4.0,medium,medium,medium,medium,medium,medium
93552F3ACA5D,4.0,medium,medium,medium,medium,medium,medium
93575D076743,2.5,medium,medium,medium,medium,medium,medium
935A26E2610C,2.5,low,low,low,low,medium,low
9392E2E0AA1E,3.0,medium,medium,medium,medium,medium,medium
93B8C8DAFE20,3.5,medium,medium,medium,medium,medium,medium
93BAA0D48EF3,2.5,low,low,medium,low,medium,low
93C575DB7931,3.0,medium,medium,medium,medium,medium,medium
93DF867BE1C5,2.5,low,low,low,low,low,low
93E62B4919A6,4.5,medium,medium,medium,medium,medium,medium
93EF5F755313,3.5,medium,medium,medium,medium,medium,medium
940441D4CF9C,3.5,medium,medium,medium,medium,medium,medium
94131A88E955,3.5,low,low,low,low,medium,low
941A269CE055,3.0,medium,medium,medium,low,medium,medium
946D8B23ECA6,2.5,medium,medium,medium,medium,medium,medium
948771F795EB,3.0,medium,medium,medium,medium,medium,medium
94ACF6006DB9,3.0,medium,medium,medium,medium,medium,medium
94C1C9CD10B7,4.0,medium,medium,medium,medium,medium,medium
94EC7DF6EA74,3.0,medium,medium,medium,medium,medium,medium
950729DE3582,2.0,medium,medium,medium,medium,medium,medium
951DBA563386,3.0,low,low,low,low,medium,low
9523FBA791BE,4.0,medium,medium,medium,medium,medium,medium
9528CA8FFC22,3.0,medium,low,medium,low,medium,low
9532BA8E40BA,3.0,medium,medium,medium,medium,medium,medium
953BEF800163,3.0,medium,medium,medium,medium,medium,medium
9551DA943B01,4.0,medium,medium,medium,medium,medium,medium
95540EBC3FC9,2.5,medium,medium,medium,medium,medium,medium
95671082C3A1,4.0,medium,medium,medium,medium,medium,medium
959946A3FB03,3.0,medium,medium,medium,medium,medium,medium
95FD6DF25420,2.5,low,low,low,low,low,low
960D7C072801,3.5,medium,medium,medium,medium,medium,medium
9613CEAFE86E,3.5,medium,medium,medium,medium,medium,medium
9615F113FAA1,3.0,low,low,low,low,medium,low
96220F2863D1,3.5,medium,low,medium,low,medium,medium
963501C88479,3.5,medium,medium,medium,medium,medium,low
963AD357A595,2.0,low,low,low,low,low,low
964E9DBFDBAA,3.0,medium,medium,medium,medium,medium,medium
9653A4188D80,3.0,medium,medium,medium,medium,medium,medium
965DC6768854,3.0,low,low,low,low,low,low
9664D9C4C5F9,3.5,medium,medium,medium,medium,medium,medium
9685DD18847A,4.0,medium,medium,medium,medium,medium,medium
96A7646236BF,4.0,medium,medium,medium,medium,medium,medium
96CCD6C82658,3.0,medium,medium,medium,medium,medium,medium
96F4AB949807,2.0,low,low,low,low,low,low
9702AD260172,3.0,medium,medium,medium,medium,medium,medium
9715AAF5B952,3.0,medium,medium,medium,medium,medium,medium
97167C9DC677,4.0,high,high,medium,high,medium,medium
9725E454418F,2.0,low,low,low,low,low,low
972782BCDEA4,3.5,medium,medium,medium,medium,medium,medium
9735E542665C,3.0,medium,low,medium,low,medium,medium
973A3ADFAB72,3.5,medium,medium,medium,medium,medium,medium
973B1ACD7430,3.0,medium,medium,medium,medium,medium,medium
973B1B44F884,3.5,medium,medium,medium,medium,medium,medium
97472A5E870A,3.0,low,low,low,low,low,low
9760A1CB4336,3.0,medium,medium,medium,medium,medium,medium
976E2E05C4EB,3.5,medium,medium,medium,low,medium,medium
97A0FFE91A3E,3.0,medium,medium,medium,medium,medium,medium
97A27B9801B5,3.0,medium,low,medium,low,medium,medium
97C6E22BA8EE,3.0,medium,medium,medium,medium,medium,medium
97EF67C73A5E,2.5,low,low,low,low,low,low
9801CF414927,3.5,medium,medium,medium,medium,medium,medium
9818D8926288,2.0,low,low,low,low,medium,low
982053C6DAD6,4.0,medium,medium,medium,medium,medium,medium
98318D414246,2.5,low,low,low,low,medium,low
983D4402B74F,3.0,medium,medium,medium,medium,medium,medium
985A32A20F03,2.5,medium,medium,medium,medium,medium,medium
985FC4A0FAE2,2.5,medium,low,medium,low,medium,low
9860EE12D1B3,4.0,medium,medium,medium,medium,medium,medium
9872487371ED,3.5,low,low,low,low,low,low
987A42F72474,3.0,medium,low,medium,low,medium,low
98823BEE8E85,3.0,medium,high,medium,medium,medium,medium
988BFF516FA0,3.0,medium,medium,medium,medium,medium,medium
98AB65F5C7F9,2.0,low,low,low,low,low,low
98C692B7B152,3.0,medium,medium,medium,medium,medium,medium
98CD7819C7EF,3.5,medium,low,medium,low,medium,low
98D8723E86D0,3.5,medium,medium,medium,medium,medium,medium
98D8FF9E3C56,4.0,medium,medium,medium,medium,medium,medium
98DE8992E379,2.5,low,low,medium,low,medium,low
98FDB2315471,2.0,low,low,low,low,low,low
992DB55B9726,3.0,medium,medium,medium,medium,medium,medium
992ED17DB3CA,3.0,medium,medium,medium,medium,medium,medium
9947BA6C3149,4.0,low,low,low,low,low,low
995452515AB0,2.0,low,low,low,low,low,low
997098762F7E,2.5,low,low,low,low,medium,low
997589EE26E6,3.0,low,low,low,low,low,low
998DA357F910,3.0,medium,medium,medium,low,medium,medium
99961D273689,3.5,medium,low,medium,medium,medium,medium
99A3641592CA,3.0,medium,medium,medium,medium,medium,medium
99A73BEA826C,3.5,medium,medium,medium,medium,medium,medium
99BA9BABB1A5,2.0,low,low,low,low,low,low
99CAD0AF3560,3.0,medium,medium,medium,medium,medium,medium
99E81F82C597,3.0,medium,low,low,low,medium,low
99ECAD55ABD3,3.5,medium,medium,medium,medium,medium,medium
9A0BAE46C6B4,3.0,medium,medium,medium,medium,medium,medium
9A24CB0724FE,2.5,medium,medium,medium,medium,medium,medium
9A25D43F4CEF,3.0,medium,medium,medium,medium,medium,medium
9A36D8AB4818,4.0,medium,medium,medium,medium,medium,medium
9A5193D1C19B,3.0,medium,medium,medium,medium,medium,medium
9A879E8D266F,2.5,low,low,low,low,low,low
9A93D940C694,3.5,low,low,low,low,medium,low
9A96A89DF959,3.5,medium,medium,medium,medium,medium,medium
9A9924C0CA97,2.5,medium,medium,medium,medium,medium,medium
9ABF7B48B802,3.0,medium,medium,medium,medium,medium,medium
9AC32EA4050B,3.5,medium,medium,medium,medium,medium,medium
9AC838864995,4.0,medium,medium,medium,medium,medium,medium
9ADC4A3BFDD0,3.0,medium,medium,medium,medium,medium,medium
9AFAE6562E98,4.0,medium,medium,medium,medium,medium,medium
9B15B90564A3,2.5,low,low,low,low,medium,low
9B23FE314CF5,3.0,low,low,low,low,medium,low
9B3F1EFA8AAB,3.0,medium,low,low,low,low,low
9B42B1750AD8,3.0,low,low,medium,low,medium,low
9B4BD1687FA0,4.0,medium,medium,medium,medium,medium,medium
9B4C52064991,2.5,medium,medium,medium,medium,medium,medium
9B4EEAAB752E,3.0,low,low,low,low,medium,low
9B5E142C63AC,4.0,medium,medium,medium,medium,medium,medium
9B5E878ED861,3.5,medium,medium,medium,medium,medium,medium
9B63E800B429,4.0,medium,medium,medium,medium,medium,medium
9B69DE203555,3.0,medium,medium,medium,medium,medium,medium
9B94692E3AC6,3.5,medium,medium,medium,medium,medium,medium
9B9E23C5D3C8,3.0,medium,medium,medium,medium,medium,medium
9BAD2A3A7619,4.0,medium,medium,medium,medium,medium,medium
9BAE37CAB3ED,4.0,medium,medium,medium,medium,medium,medium
9BEE648877EF,2.5,medium,low,medium,low,medium,low
9BF2607D4878,5.0,medium,medium,medium,medium,medium,medium
9BF717F45D68,3.0,medium,medium,medium,medium,medium,medium
9C1A3F53B869,3.0,low,low,medium,low,medium,low
9C1B60E737FB,3.5,medium,medium,medium,medium,medium,medium
9C37912D9442,3.0,medium,medium,medium,medium,medium,medium
9C3D2911E32D,4.0,medium,high,high,medium,medium,medium
9C57307D58A5,3.5,medium,medium,medium,low,medium,low
9C601D9FCB5F,3.5,medium,medium,medium,low,medium,medium
9C6132E41DDE,3.0,medium,low,medium,low,medium,medium
9C76CF46D791,3.5,medium,medium,medium,medium,medium,medium
9C7B4130AA3E,3.5,medium,medium,medium,medium,medium,medium
9C7E82646A0F,3.0,medium,medium,medium,low,medium,medium
9C9C4EECA979,2.5,medium,low,medium,low,medium,low
9C9F45A47A92,3.0,low,low,low,low,low,low
9CB69011AE54,2.5,medium,low,medium,medium,medium,medium
9CB6D9467227,3.5,medium,medium,medium,medium,medium,medium
9CCE6697A5B1,3.0,medium,medium,medium,medium,medium,medium
9CE077EDCC85,3.5,medium,medium,medium,medium,medium,medium
9D6E844DBDF2,2.5,low,low,low,low,low,low
9D716D9F4EBA,3.0,medium,low,medium,low,medium,low
9D8B3825C355,2.5,low,low,low,low,low,low
9D9B85A82575,3.0,low,low,low,low,low,low
9DA131E0F720,3.0,medium,medium,medium,medium,medium,medium
9DB1E261C00D,3.5,medium,medium,medium,low,medium,medium
9DB8409B95F6,4.0,low,low,low,low,low,low
9DBCBFD45366,3.5,medium,medium,medium,medium,medium,medium
