essay_id,prompt_id,narrativity_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
9282,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9283,4,2,medium,high,high,high,medium,medium,low,high,high,high
9284,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9285,4,3,high,high,high,high,high,medium,low,high,high,high
9286,4,0,low,low,medium,low,low,low,low,low,low,low
9287,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9288,4,3,high,high,high,high,high,high,medium,high,high,high
9289,4,0,medium,medium,medium,medium,low,low,low,low,low,medium
9290,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9291,4,1,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9292,4,3,high,high,high,high,high,high,low,high,high,medium
9293,4,1,medium,medium,high,high,medium,medium,low,medium,high,medium
9294,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9295,4,1,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9296,4,0,medium,medium,high,medium,medium,medium,medium,high,high,medium
9297,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9298,4,1,high,high,high,high,high,medium,low,high,high,high
9299,4,0,low,low,medium,low,low,low,low,low,low,low
9300,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9301,4,3,high,high,high,high,high,high,high,high,high,high
9302,4,1,low,medium,medium,low,low,medium,low,low,low,low
9303,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9304,4,2,medium,high,high,medium,medium,medium,low,medium,high,medium
9305,4,0,medium,medium,medium,medium,medium,medium,low,medium,low,medium
9306,4,1,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
9307,4,1,high,high,high,high,high,high,medium,high,high,medium
9308,4,0,medium,medium,high,medium,medium,low,low,low,medium,medium
9309,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9310,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
9311,4,0,low,low,medium,medium,low,low,low,low,low,low
9312,4,3,medium,high,high,high,medium,medium,medium,high,high,high
9313,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9314,4,0,low,low,medium,low,low,low,low,low,low,low
9315,4,2,medium,medium,medium,medium,medium,medium,low,high,high,medium
9316,4,1,high,high,high,high,high,high,medium,high,high,high
9317,4,1,medium,high,high,high,medium,medium,medium,high,high,high
9318,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9319,4,3,high,high,high,high,high,high,high,high,high,high
9320,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9321,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9322,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9323,4,0,low,medium,medium,medium,low,low,low,medium,low,low
9324,4,0,low,medium,medium,medium,low,low,low,medium,low,medium
9325,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
9326,4,0,medium,medium,medium,medium,medium,medium,low,medium,low,medium
9327,4,3,medium,high,high,high,medium,high,medium,high,high,high
9328,4,0,medium,medium,high,medium,medium,low,medium,medium,medium,medium
9329,4,3,medium,medium,high,medium,medium,medium,medium,high,high,medium
9330,4,2,medium,high,high,high,medium,medium,medium,medium,high,medium
9331,4,1,medium,high,high,high,medium,medium,medium,high,high,high
9332,4,1,medium,high,high,high,medium,medium,low,high,high,medium
9333,4,0,low,low,low,low,low,low,low,low,low,low
9334,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9335,4,0,medium,medium,high,high,medium,medium,low,medium,high,high
9336,4,1,high,high,high,high,medium,medium,medium,high,high,high
9337,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9338,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9339,4,2,medium,medium,high,high,medium,medium,low,medium,high,medium
9340,4,1,high,high,high,high,high,high,high,high,high,high
9341,4,2,medium,high,high,high,high,medium,medium,high,high,high
9342,4,1,medium,high,high,high,high,high,medium,high,high,high
9343,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9344,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9345,4,0,low,low,medium,medium,low,low,low,low,low,low
9346,4,2,medium,high,medium,high,medium,medium,medium,high,high,medium
9347,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9348,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9349,4,1,medium,medium,high,medium,medium,low,low,medium,low,medium
9350,4,0,low,medium,medium,medium,low,low,low,medium,low,medium
9351,4,0,low,medium,medium,low,low,low,low,low,low,low
9352,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9353,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9354,4,1,high,high,high,high,high,high,high,high,high,high
9355,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9356,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9357,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
9358,4,1,medium,medium,medium,medium,medium,medium,medium,high,high,medium
9359,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
9360,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9361,4,2,medium,medium,high,high,medium,medium,low,medium,high,medium
9362,4,2,high,high,high,high,high,high,low,high,high,high
9363,4,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9364,4,1,medium,high,high,high,medium,medium,medium,medium,high,medium
9365,4,2,high,high,high,high,medium,medium,low,high,high,high
9366,4,2,medium,high,high,high,medium,medium,low,medium,high,high
9367,4,2,high,high,high,high,high,high,medium,high,high,high
9368,4,2,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9369,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9370,4,1,medium,high,high,high,medium,medium,medium,high,high,medium
9371,4,2,medium,high,high,high,medium,medium,low,high,high,high
9372,4,0,low,low,medium,low,low,low,low,low,low,low
9373,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9374,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
9375,4,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9376,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9377,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9378,4,2,high,high,high,high,medium,medium,low,high,high,high
9379,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9380,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9381,4,0,low,medium,high,medium,medium,low,medium,medium,low,low
9382,4,2,medium,high,high,high,medium,high,medium,high,high,high
9383,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9384,4,0,low,low,medium,low,low,low,low,low,low,low
9385,4,1,medium,high,high,high,medium,medium,medium,high,high,medium
9386,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9387,4,3,medium,high,high,high,medium,medium,medium,high,high,medium
9388,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9389,4,3,high,high,high,high,medium,high,low,high,high,high
9390,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9391,4,3,medium,high,medium,medium,medium,medium,low,medium,high,medium
9392,4,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9393,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
9394,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9395,4,1,medium,medium,high,high,medium,medium,medium,medium,high,medium
9396,4,0,low,low,medium,low,low,low,low,low,low,low
9397,4,0,medium,medium,medium,medium,medium,low,low,medium,low,medium
9398,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9399,4,1,medium,high,high,high,medium,medium,low,high,high,high
9400,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
9401,4,2,high,high,high,high,high,medium,medium,high,high,high
9402,4,2,high,high,high,high,high,high,low,high,high,high
9403,4,1,medium,high,medium,medium,medium,medium,medium,high,high,medium
9404,4,0,low,medium,medium,medium,low,low,low,low,low,low
9405,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9406,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9407,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9408,4,0,medium,medium,high,high,medium,medium,low,medium,high,medium
9409,4,0,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9410,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
9411,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9412,4,0,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9413,4,0,low,low,low,low,low,low,low,low,low,low
9414,4,0,low,low,low,low,low,low,low,low,low,low
9415,4,0,low,low,medium,medium,low,low,low,low,low,low
9416,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9417,4,0,low,low,low,low,low,low,low,low,low,low
9418,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9419,4,2,medium,high,high,high,medium,medium,low,medium,high,medium
9420,4,2,high,high,high,high,high,high,low,high,high,high
9421,4,1,low,medium,medium,medium,low,low,low,medium,low,low
9422,4,3,medium,high,high,high,medium,medium,low,high,high,medium
9423,4,2,high,high,high,high,high,high,medium,high,high,high
9424,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9425,4,3,medium,high,high,high,medium,high,medium,high,high,high
9426,4,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9427,4,2,medium,high,high,high,medium,medium,low,medium,high,high
9428,4,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9429,4,1,medium,medium,high,high,medium,medium,medium,medium,high,medium
9430,4,2,high,high,high,high,high,high,high,high,high,high
9431,4,1,medium,high,medium,medium,medium,low,low,medium,medium,medium
9432,4,1,medium,high,high,medium,medium,medium,low,medium,high,medium
9434,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9435,4,0,low,medium,medium,medium,medium,low,low,medium,low,medium
9436,4,3,medium,high,high,high,medium,medium,low,high,high,high
9437,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9438,4,2,medium,high,high,high,medium,medium,high,high,high,high
9439,4,1,medium,medium,high,medium,medium,medium,medium,high,high,medium
9440,4,2,medium,high,high,high,medium,medium,medium,medium,high,medium
9441,4,3,medium,high,high,high,medium,medium,medium,high,high,high
9442,4,3,medium,high,high,high,high,high,medium,high,high,high
9443,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9444,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
9445,4,1,medium,medium,medium,medium,low,low,low,low,low,medium
9446,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9447,4,0,low,low,medium,low,low,low,low,low,low,low
9448,4,2,medium,medium,high,high,medium,medium,low,medium,high,high
9449,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
9450,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9451,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
9452,4,1,medium,high,high,high,medium,medium,medium,high,high,high
9453,4,2,medium,medium,high,high,medium,medium,low,medium,high,medium
9454,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9455,4,0,low,low,medium,low,low,low,low,low,low,low
9456,4,0,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9457,4,2,high,high,high,high,high,high,low,high,high,high
9458,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9459,4,2,medium,high,high,high,medium,medium,high,high,high,high
9460,4,2,medium,medium,high,high,medium,medium,medium,high,high,medium
9461,4,0,low,medium,medium,low,low,low,low,low,low,low
9462,4,2,medium,high,high,high,high,high,medium,high,high,medium
9463,4,0,low,medium,medium,medium,low,low,low,low,low,low
9464,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9465,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9466,4,0,low,low,low,low,low,low,low,low,low,low
9467,4,1,medium,high,medium,medium,medium,medium,low,medium,high,medium
9468,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9469,4,1,medium,high,high,high,medium,medium,medium,high,high,high
9470,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9471,4,0,low,medium,medium,low,low,low,low,low,low,medium
9472,4,2,medium,medium,high,high,medium,medium,low,medium,high,medium
9473,4,1,medium,high,high,high,medium,medium,low,medium,high,medium
9474,4,0,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9475,4,0,medium,medium,medium,medium,medium,medium,low,low,medium,medium
9476,4,2,medium,high,high,high,medium,high,medium,high,high,medium
9477,4,1,medium,medium,high,high,medium,medium,low,medium,high,high
9478,4,2,medium,high,high,high,medium,medium,high,high,high,high
9479,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9480,4,0,medium,medium,medium,medium,medium,low,low,medium,low,medium
9481,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9482,4,2,medium,high,high,high,high,high,medium,high,high,high
9483,4,2,high,high,high,high,high,high,low,high,high,high
9484,4,2,medium,medium,high,high,medium,medium,medium,medium,high,high
9485,4,2,medium,medium,high,high,medium,medium,low,medium,high,medium
9486,4,0,high,high,high,high,low,low,low,high,high,high
9487,4,1,medium,medium,medium,medium,low,medium,low,low,low,low
9488,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9489,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9490,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9491,4,1,low,medium,medium,medium,low,low,low,medium,low,medium
9492,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9493,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9494,4,2,medium,high,high,high,medium,medium,medium,medium,high,medium
9495,4,0,low,low,medium,medium,low,low,low,low,low,low
9496,4,0,low,low,high,low,low,low,low,low,low,low
9497,4,3,medium,high,high,high,medium,medium,low,high,high,high
9498,4,0,low,low,medium,low,low,low,low,low,low,low
9499,4,0,low,medium,medium,low,low,low,low,low,low,low
9500,4,3,medium,high,high,high,medium,medium,low,high,high,high
9501,4,3,medium,high,high,high,medium,medium,high,high,high,high
9502,4,2,medium,medium,high,high,medium,low,medium,medium,high,medium
9503,4,3,high,high,high,high,high,high,low,high,high,high
9504,4,2,high,high,high,high,high,medium,low,high,high,high
9505,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9506,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
9507,4,3,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9508,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9509,4,0,low,medium,medium,low,low,low,low,medium,low,low
9510,4,1,medium,medium,high,high,medium,medium,medium,medium,high,medium
9511,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9512,4,0,medium,medium,high,medium,medium,medium,low,low,low,medium
9513,4,2,medium,high,medium,high,medium,medium,medium,high,high,medium
9514,4,0,medium,medium,medium,medium,medium,high,low,high,high,medium
9515,4,3,high,high,high,high,high,high,medium,high,high,high
9516,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9517,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9518,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9519,4,1,medium,medium,high,medium,medium,low,medium,medium,medium,medium
9520,4,0,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9521,4,1,high,high,high,high,high,high,low,high,high,high
9522,4,1,medium,high,high,high,medium,medium,low,high,high,medium
9523,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9524,4,1,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
9525,4,3,high,high,high,high,high,medium,low,high,high,high
9526,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
9527,4,2,medium,high,high,medium,medium,medium,low,medium,high,medium
9528,4,0,low,medium,high,medium,low,low,low,low,low,low
9529,4,1,low,medium,medium,medium,low,low,low,medium,low,low
9530,4,2,medium,high,high,high,high,high,medium,high,high,high
9531,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9532,4,0,medium,high,high,medium,medium,medium,low,medium,medium,medium
9533,4,1,low,medium,medium,medium,medium,low,low,medium,medium,medium
9534,4,3,medium,high,high,high,medium,high,low,medium,high,high
9535,4,0,low,medium,medium,medium,medium,medium,low,medium,medium,medium
9536,4,1,medium,medium,medium,medium,low,low,low,medium,low,medium
9537,4,0,low,low,high,medium,low,low,low,low,low,low
9538,4,1,medium,high,medium,medium,medium,medium,medium,medium,high,medium
9539,4,0,medium,high,high,medium,medium,high,medium,high,high,medium
9540,4,0,low,medium,medium,medium,low,low,low,low,low,low
9541,4,3,high,high,high,high,high,medium,low,high,high,high
9542,4,0,low,medium,high,medium,low,low,low,low,low,low
9543,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
9544,4,0,low,low,medium,low,low,low,low,low,low,low
9545,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9546,4,1,medium,medium,high,medium,medium,medium,low,medium,high,medium
9547,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9548,4,0,medium,high,high,high,high,medium,low,medium,high,high
9549,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
9550,4,3,high,high,high,high,high,high,medium,high,high,high
9551,4,2,high,high,high,high,high,high,low,high,high,high
9552,4,2,medium,high,high,high,medium,high,low,medium,high,high
9553,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9554,4,0,high,high,high,high,high,high,high,high,high,high
9555,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9556,4,2,high,high,high,high,high,high,low,high,high,high
9557,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9558,4,3,medium,medium,medium,medium,medium,high,medium,high,high,medium
9559,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9560,4,0,medium,medium,high,medium,medium,medium,low,low,medium,medium
9561,4,3,medium,high,high,high,high,medium,medium,high,high,high
9562,4,2,medium,high,high,high,medium,medium,low,high,high,high
9563,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9564,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9565,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9566,4,0,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9567,4,1,medium,high,high,high,high,high,medium,high,high,high
9568,4,0,low,low,medium,low,low,low,low,low,low,low
9569,4,2,medium,high,high,high,medium,high,medium,high,high,medium
9570,4,2,medium,medium,high,high,medium,medium,low,high,high,high
9571,4,2,medium,medium,medium,medium,medium,medium,medium,high,high,medium
9572,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9573,4,1,medium,high,high,high,medium,medium,medium,medium,high,medium
9574,4,1,medium,medium,high,high,medium,medium,low,high,high,medium
9575,4,0,low,low,low,low,low,low,low,low,low,low
9576,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9577,4,0,low,low,low,low,low,low,low,low,low,low
9578,4,2,medium,medium,high,high,medium,medium,medium,medium,high,medium
9579,4,0,medium,high,high,high,high,medium,medium,high,high,high
9580,4,2,high,high,high,high,high,medium,medium,high,high,high
9581,4,0,low,medium,medium,medium,low,low,low,low,low,low
9582,4,0,low,medium,medium,medium,medium,low,low,low,low,low
9583,4,0,medium,medium,high,high,medium,medium,low,medium,medium,medium
9584,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9585,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
9586,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9587,4,2,medium,medium,high,high,medium,medium,medium,medium,high,medium
9588,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9589,4,2,medium,high,high,high,high,high,medium,high,high,high
9590,4,3,high,high,high,high,high,medium,low,high,high,high
9591,4,1,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
9592,4,1,medium,medium,high,high,medium,medium,low,medium,medium,medium
9593,4,0,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9594,4,2,medium,high,medium,high,medium,high,low,high,high,medium
9595,4,2,high,high,high,high,high,high,low,high,high,high
9596,4,1,medium,medium,high,high,medium,medium,low,medium,high,medium
9597,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9598,4,2,medium,high,high,high,medium,high,medium,high,high,medium
9599,4,0,medium,medium,high,high,medium,medium,medium,high,high,medium
9600,4,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9601,4,0,medium,medium,high,high,medium,medium,low,medium,high,medium
9602,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
9603,4,1,medium,medium,medium,medium,medium,medium,medium,high,high,medium
9604,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9605,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9606,4,2,high,high,high,high,high,medium,medium,high,high,high
9607,4,3,high,high,high,high,high,high,medium,high,high,high
9608,4,2,medium,high,high,high,medium,medium,high,high,high,medium
9609,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9610,4,2,medium,high,high,high,medium,medium,medium,high,high,high
9611,4,0,low,medium,high,medium,low,medium,low,low,low,low
9612,4,0,low,low,high,medium,low,low,low,low,low,low
9613,4,2,medium,high,medium,high,medium,medium,low,medium,high,medium
9614,4,0,low,medium,medium,medium,low,low,low,low,low,low
9615,4,3,medium,high,high,high,medium,medium,medium,high,high,high
9616,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9617,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9618,4,2,high,high,high,high,high,high,medium,high,high,high
9619,4,1,low,medium,medium,medium,low,medium,low,medium,medium,medium
9620,4,0,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
9621,4,0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
9622,4,3,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9623,4,1,medium,medium,high,high,medium,medium,low,medium,medium,medium
9624,4,3,high,high,high,high,medium,high,medium,high,high,high
9625,4,3,high,high,high,high,medium,high,medium,high,high,high
9626,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9627,4,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9628,4,2,medium,high,high,medium,medium,medium,low,medium,high,medium
9629,4,1,medium,medium,high,medium,low,low,low,low,low,medium
9630,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
9631,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9632,4,0,low,low,low,low,low,low,low,low,low,low
9633,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9634,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9635,4,0,medium,medium,high,high,medium,medium,low,medium,high,medium
9636,4,1,medium,medium,medium,high,medium,medium,medium,high,high,medium
9637,4,0,low,low,medium,low,low,low,low,low,low,low
9638,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
9639,4,2,medium,medium,high,high,medium,medium,medium,medium,high,medium
9640,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
9641,4,1,medium,medium,high,high,medium,medium,low,high,high,medium
9642,4,3,medium,high,high,high,medium,medium,medium,high,high,high
9643,4,2,medium,high,high,high,high,high,medium,high,high,high
9644,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9645,4,2,high,high,high,high,high,high,high,high,high,high
9646,4,0,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
9647,4,1,low,medium,medium,medium,low,medium,low,low,medium,medium
9648,4,2,high,high,high,high,high,medium,low,high,high,high
9649,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9650,4,2,medium,high,high,high,medium,medium,high,high,high,medium
9651,4,1,medium,high,high,high,medium,medium,low,high,high,high
9652,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9653,4,0,low,low,low,low,low,low,low,low,low,low
9654,4,1,medium,medium,high,medium,low,low,low,low,low,medium
9655,4,0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
9656,4,0,medium,medium,high,medium,medium,low,medium,medium,medium,medium
9657,4,2,low,medium,medium,medium,low,low,low,low,low,low
9658,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9659,4,1,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
9660,4,2,medium,high,high,high,medium,high,medium,high,high,medium
9661,4,1,medium,medium,high,high,medium,medium,medium,medium,high,medium
9662,4,0,low,low,medium,low,low,low,low,low,low,low
9663,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
9664,4,0,low,medium,medium,low,low,low,low,low,low,low
9665,4,0,medium,medium,high,medium,low,low,low,medium,low,medium
9666,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9667,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
9668,4,0,high,high,high,high,high,high,high,high,high,high
9669,4,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9670,4,3,medium,high,high,high,medium,high,low,high,high,medium
9671,4,3,high,high,high,high,high,high,medium,high,high,high
9672,4,1,medium,medium,high,medium,medium,low,low,low,medium,medium
9674,4,2,medium,medium,high,high,medium,medium,medium,high,high,medium
9675,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
9676,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9677,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
9678,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
9679,4,0,medium,medium,high,medium,medium,low,medium,low,low,medium
9680,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9681,4,0,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
9682,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9683,4,1,medium,medium,high,high,medium,medium,high,high,high,medium
9684,4,0,medium,medium,high,medium,medium,low,medium,medium,medium,medium
9685,4,1,low,medium,medium,medium,low,low,low,medium,low,low
9686,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
9687,4,0,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
9688,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9689,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9690,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
9691,4,0,low,medium,medium,low,low,low,low,low,low,low
9692,4,0,low,medium,high,medium,low,low,low,low,low,medium
9693,4,0,low,low,medium,low,low,low,low,low,low,low
9694,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
9695,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
9696,4,0,medium,medium,high,medium,medium,medium,medium,high,high,medium
9697,4,0,medium,medium,high,medium,medium,low,low,medium,low,medium
9698,4,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9699,4,3,high,high,high,high,medium,high,low,high,high,high
9700,4,2,medium,high,medium,high,medium,medium,low,high,high,medium
9701,4,0,low,low,medium,low,low,low,low,low,low,low
9702,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
9703,4,0,low,low,medium,low,low,low,low,low,low,low
9704,4,0,low,low,low,low,low,low,low,low,low,low
9705,4,1,medium,medium,high,high,medium,medium,low,medium,high,medium
9706,4,0,low,low,high,medium,low,low,low,low,low,low
9707,4,1,high,high,high,high,high,high,medium,high,high,high
9708,4,2,medium,high,high,high,medium,medium,low,high,high,high
9709,4,2,medium,medium,medium,medium,medium,high,medium,high,high,medium
9710,4,1,medium,medium,medium,medium,medium,medium,low,medium,high,medium
9711,4,1,medium,high,high,high,medium,medium,medium,high,high,medium
9712,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
