essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5,question6,question7,question8,question9
1369,1,4,high,low,low,low,medium,high,low,low,medium
1370,1,4,low,low,low,low,low,low,low,low,low
1371,1,5,low,low,low,low,low,low,low,low,low
1372,1,3,medium,medium,medium,medium,medium,medium,medium,low,medium
1373,1,3,medium,medium,medium,medium,medium,medium,high,low,medium
1374,1,4,low,low,low,low,low,low,low,low,low
1375,1,4,low,low,low,low,low,medium,low,low,low
1376,1,3,medium,medium,low,medium,medium,medium,medium,low,medium
1377,1,3,low,low,low,low,low,low,low,low,low
1378,1,5,low,low,low,low,low,low,low,low,low
1379,1,5,low,low,low,low,medium,high,high,low,low
1380,1,6,low,low,low,low,low,low,low,low,medium
1381,1,4,medium,medium,low,low,medium,medium,low,low,medium
1382,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
1383,1,3,low,low,low,low,low,low,low,low,low
1384,1,4,low,low,low,low,low,medium,low,low,low
1385,1,5,high,high,high,low,high,high,high,low,medium
1386,1,4,low,low,low,low,low,medium,low,low,low
1387,1,3,medium,medium,low,low,medium,medium,low,low,medium
1388,1,4,medium,medium,high,medium,medium,medium,medium,low,medium
1389,1,3,low,low,low,low,low,low,low,low,low
1390,1,4,low,low,low,low,low,low,low,low,low
1391,1,4,medium,low,low,low,low,medium,low,low,medium
1392,1,4,low,low,low,low,low,low,low,low,low
1393,1,4,low,low,low,low,low,high,low,low,low
1394,1,3,low,low,low,low,low,low,low,low,low
1395,1,3,low,low,low,low,low,low,low,low,low
1396,1,3,low,low,low,low,low,low,low,low,low
1397,1,3,low,low,low,low,low,low,low,low,low
1398,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1399,1,3,low,low,low,low,low,low,low,low,low
1400,1,3,low,low,low,low,low,low,low,low,low
1401,1,5,medium,medium,high,medium,medium,medium,medium,low,medium
1402,1,3,medium,low,low,low,low,medium,low,low,medium
1403,1,4,low,low,low,low,low,low,low,low,low
1404,1,4,high,medium,low,low,high,high,low,low,medium
1405,1,4,low,low,low,low,low,low,low,low,low
1406,1,3,low,low,low,low,low,medium,low,low,low
1407,1,4,low,low,low,low,low,low,low,low,low
1408,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1409,1,6,high,high,high,medium,medium,high,high,low,medium
1410,1,3,low,low,low,low,low,medium,low,low,low
1411,1,5,medium,medium,low,low,low,medium,low,low,medium
1412,1,5,low,low,low,low,low,low,low,low,low
1413,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1414,1,3,low,low,low,low,low,low,low,low,low
1415,1,5,high,medium,low,low,low,high,low,high,medium
1416,1,3,low,low,low,low,low,low,low,low,low
1417,1,5,low,medium,high,low,low,low,high,high,low
1418,1,3,low,low,low,low,low,low,low,low,low
1419,1,5,low,low,low,low,low,medium,low,low,low
1420,1,5,medium,medium,medium,medium,medium,medium,medium,low,medium
1421,1,3,low,low,low,low,low,low,low,low,low
1422,1,3,low,low,low,low,low,low,low,low,low
1423,1,3,medium,low,low,low,low,medium,low,low,low
1424,1,4,high,high,high,high,high,high,high,high,high
1425,1,4,medium,medium,medium,medium,medium,medium,low,low,medium
1426,1,4,low,low,low,low,low,low,low,low,low
1427,1,6,high,high,high,medium,medium,high,high,low,high
1428,1,2,medium,low,low,low,low,medium,low,low,medium
1429,1,3,low,low,low,low,low,low,low,low,low
1430,1,3,low,low,low,low,low,low,low,low,low
1431,1,4,medium,medium,high,medium,medium,medium,high,low,medium
1432,1,3,low,low,low,low,low,low,low,low,low
1433,1,4,low,low,low,low,low,low,low,low,low
1434,1,5,medium,medium,medium,low,medium,medium,medium,low,medium
1435,1,5,medium,medium,medium,medium,medium,medium,high,low,medium
1436,1,4,medium,medium,medium,low,low,medium,low,low,low
1437,1,3,low,low,low,low,low,low,low,low,low
1438,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1439,1,4,low,low,low,low,low,low,low,low,low
1440,1,4,medium,medium,low,low,medium,medium,low,low,medium
1441,1,3,low,low,low,low,low,low,low,low,low
1442,1,2,low,low,low,low,low,low,low,low,low
1443,1,5,low,low,low,low,low,low,high,low,low
1444,1,5,medium,high,high,medium,medium,medium,high,medium,medium
1445,1,3,low,low,low,low,low,low,low,low,low
1446,1,4,medium,medium,low,low,low,medium,low,low,medium
1447,1,5,high,high,high,high,high,high,high,low,high
1448,1,3,low,low,low,low,low,low,low,low,low
1449,1,4,medium,medium,high,low,medium,medium,low,low,medium
1450,1,4,low,low,low,low,low,medium,low,low,low
1451,1,5,high,high,high,high,high,high,high,medium,high
1452,1,5,high,high,high,high,high,high,high,high,high
1453,1,5,medium,medium,low,low,medium,medium,low,medium,medium
1454,1,6,high,high,high,high,high,high,high,high,high
1455,1,5,medium,medium,medium,medium,medium,medium,medium,low,medium
1456,1,4,low,low,low,low,low,low,low,low,low
1457,1,3,low,low,low,low,low,low,low,low,low
1458,1,3,medium,low,low,low,medium,medium,low,medium,medium
1459,1,3,low,low,low,low,low,low,low,low,low
1460,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1461,1,2,medium,medium,medium,low,low,low,low,low,medium
1462,1,2,medium,low,low,low,medium,medium,high,low,medium
1463,1,3,low,low,low,low,low,low,low,low,low
1464,1,4,low,low,low,low,low,low,low,low,low
1465,1,4,medium,low,low,low,low,medium,low,low,low
1466,1,4,medium,low,low,low,low,medium,low,low,low
1467,1,5,medium,medium,low,low,medium,medium,low,low,medium
1468,1,4,low,low,low,low,low,medium,low,low,low
1469,1,3,low,low,low,low,low,low,low,low,low
1470,1,4,medium,low,low,low,medium,medium,low,low,low
1471,1,5,low,low,low,low,low,medium,low,low,low
1472,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1473,1,2,low,low,low,low,low,low,low,low,low
1474,1,2,medium,low,low,low,low,low,low,low,medium
1475,1,3,medium,medium,medium,medium,medium,medium,medium,low,medium
1476,1,4,low,low,low,low,low,medium,low,low,low
1477,1,3,low,low,low,low,low,low,low,low,low
1478,1,5,high,high,high,medium,high,high,medium,low,medium
1479,1,3,low,low,low,low,low,low,low,low,low
1480,1,4,medium,medium,low,low,medium,medium,low,low,medium
1481,1,4,low,low,low,low,low,medium,low,low,low
1482,1,3,low,low,low,low,low,low,low,low,low
1483,1,2,medium,medium,medium,medium,medium,medium,medium,low,medium
1484,1,4,low,low,low,low,low,low,low,low,low
1485,1,4,low,low,low,low,low,medium,low,low,low
1486,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1487,1,3,low,low,low,low,low,low,low,low,low
1488,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1489,1,3,low,low,low,low,low,low,low,low,low
1490,1,3,medium,low,low,low,low,low,low,low,medium
1491,1,5,low,low,low,low,low,low,low,low,low
1492,1,3,medium,medium,medium,low,medium,medium,medium,low,medium
1493,1,5,medium,medium,high,low,medium,medium,low,low,medium
1494,1,5,high,high,high,high,high,high,high,high,high
1495,1,4,medium,medium,medium,medium,medium,medium,low,low,medium
1496,1,2,low,low,low,low,low,low,low,low,low
1497,1,3,low,low,low,low,low,low,low,low,low
1498,1,3,low,low,low,low,low,high,low,low,low
1499,1,4,medium,medium,medium,medium,high,high,high,high,medium
1500,1,4,high,high,high,medium,medium,high,medium,medium,medium
1501,1,4,low,low,low,low,low,low,low,low,low
1502,1,4,medium,medium,low,low,low,low,low,low,medium
1503,1,4,medium,medium,low,low,low,medium,low,low,low
1504,1,3,medium,medium,medium,medium,medium,medium,low,low,medium
1505,1,3,low,low,low,low,low,low,low,low,low
1506,1,3,medium,medium,medium,low,low,medium,low,medium,medium
1507,1,3,low,low,low,low,low,low,low,low,low
1508,1,3,low,low,low,low,low,low,low,low,low
1509,1,4,low,low,low,low,low,low,low,low,low
1510,1,5,high,high,high,high,high,high,medium,low,medium
1511,1,4,low,low,low,low,low,medium,low,low,low
1512,1,3,low,low,low,low,low,low,low,low,low
1513,1,2,medium,low,low,low,medium,medium,low,low,medium
1514,1,4,medium,medium,high,medium,medium,medium,medium,low,medium
1515,1,5,low,low,low,low,low,low,low,low,low
1516,1,4,low,low,low,low,medium,medium,low,low,low
1517,1,4,medium,medium,low,low,medium,medium,low,low,medium
1518,1,4,medium,low,low,low,low,medium,low,low,low
1519,1,3,low,low,low,low,low,low,low,low,low
1520,1,3,low,low,low,low,low,low,low,low,low
1521,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1522,1,5,high,medium,high,high,high,high,high,low,medium
1523,1,3,low,low,low,low,low,low,low,low,low
1524,1,2,low,low,low,low,low,low,low,low,low
1525,1,3,medium,medium,medium,medium,medium,medium,low,low,medium
1526,1,5,medium,medium,low,low,medium,medium,low,low,medium
1527,1,4,low,low,low,low,low,low,low,low,low
1528,1,2,medium,low,low,low,low,medium,low,low,medium
1529,1,3,low,low,low,low,low,low,low,low,low
1530,1,3,low,low,low,low,low,low,low,low,low
1531,1,3,medium,low,low,low,low,medium,low,low,low
1532,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1533,1,3,low,low,low,low,low,low,low,low,low
1534,1,3,low,low,low,low,low,low,low,low,low
1535,1,2,low,low,low,low,low,low,low,low,low
1536,1,1,low,low,low,low,low,low,low,low,low
1537,1,3,medium,medium,medium,medium,medium,medium,low,low,medium
1538,1,4,low,low,low,low,low,low,low,low,low
1539,1,4,medium,medium,high,low,medium,medium,medium,low,medium
1540,1,3,low,low,low,low,low,low,low,low,low
1541,1,4,medium,medium,high,low,medium,medium,low,low,medium
1542,1,4,high,medium,high,low,medium,high,low,low,medium
1543,1,3,low,low,low,low,low,low,low,low,low
1544,1,4,low,low,low,low,low,low,low,low,low
1545,1,3,low,low,low,low,low,low,low,low,low
1546,1,5,high,high,high,high,high,high,high,medium,high
1547,1,2,low,low,low,low,low,low,low,low,low
1548,1,3,low,low,low,low,low,low,low,low,low
1549,1,3,medium,low,low,low,low,medium,low,low,medium
1550,1,5,low,low,low,low,low,low,low,low,low
1551,1,5,high,high,high,high,high,high,high,high,high
1552,1,2,low,low,low,low,low,low,low,low,low
1553,1,5,medium,medium,low,low,medium,medium,high,low,low
1554,1,3,medium,medium,medium,medium,medium,medium,medium,low,medium
1555,1,1,low,low,low,low,low,low,low,low,medium
1556,1,3,medium,medium,low,low,low,medium,medium,low,medium
1557,1,3,low,low,low,low,low,low,low,low,low
1558,1,3,low,low,low,low,low,medium,low,low,low
1559,1,2,low,low,low,low,low,low,low,low,low
1560,1,3,low,low,low,low,low,low,low,low,low
1561,1,5,low,low,low,low,low,low,low,low,low
1562,1,1,low,low,low,low,low,low,low,low,low
1563,1,3,low,low,low,low,low,low,low,low,low
1564,1,3,low,low,low,low,low,low,low,low,low
1565,1,3,low,low,low,low,low,low,low,low,low
1566,1,3,low,low,low,low,low,low,low,low,low
1567,1,4,medium,low,high,low,low,medium,low,low,low
1568,1,4,medium,medium,high,low,medium,medium,low,low,medium
1569,1,1,low,low,low,low,low,low,low,low,low
1570,1,4,medium,low,low,low,medium,medium,low,low,medium
1571,1,2,low,low,low,low,low,low,low,low,low
1572,1,4,low,low,low,low,low,medium,low,low,low
1573,1,5,low,low,low,low,low,low,low,low,low
1574,1,4,low,low,low,low,low,low,low,low,low
1575,1,4,low,low,low,low,low,low,low,low,low
1576,1,4,medium,low,low,low,low,low,low,low,medium
1577,1,3,low,low,low,low,low,low,low,low,low
1578,1,3,low,low,low,low,low,low,low,low,low
1579,1,4,high,high,high,medium,medium,medium,medium,low,medium
1580,1,3,medium,medium,medium,medium,medium,medium,low,low,medium
1581,1,5,low,low,low,low,low,low,low,low,low
1582,1,4,low,low,low,low,low,low,low,low,low
1583,1,4,medium,low,low,low,low,medium,low,low,medium
1584,1,4,medium,medium,low,low,medium,medium,low,low,medium
1585,1,6,high,high,high,high,high,high,high,low,medium
1586,1,4,medium,low,low,low,medium,medium,low,low,medium
1587,1,5,medium,medium,high,high,medium,high,high,low,medium
1588,1,5,low,medium,high,low,low,high,high,low,low
1589,1,5,low,low,low,low,low,low,low,low,low
1590,1,4,low,low,low,low,low,medium,low,low,low
1591,1,5,low,low,low,low,low,low,low,low,low
1592,1,1,low,low,low,low,low,low,low,low,low
1593,1,4,medium,medium,low,low,medium,medium,low,low,medium
1594,1,4,medium,low,low,low,medium,medium,low,low,medium
1595,1,5,medium,medium,high,low,medium,medium,low,low,medium
1596,1,4,low,low,low,low,low,medium,low,low,low
1597,1,5,medium,low,low,low,medium,high,low,low,medium
1598,1,4,low,low,low,low,low,low,low,medium,low
1599,1,4,low,medium,low,low,low,low,low,low,low
1600,1,3,low,low,low,low,low,low,low,low,low
1601,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1602,1,5,medium,low,medium,low,medium,medium,high,low,medium
1603,1,3,low,low,low,low,low,low,low,low,low
1604,1,3,low,low,low,low,low,low,low,low,low
1605,1,4,medium,medium,high,medium,medium,medium,medium,low,medium
1606,1,4,low,low,low,low,low,low,low,low,low
1607,1,4,low,low,low,low,low,low,low,low,low
1608,1,3,low,low,low,low,low,low,low,low,low
1609,1,3,low,low,low,low,low,low,low,low,low
1610,1,4,low,low,low,low,low,low,low,low,low
1611,1,4,medium,medium,medium,low,low,low,low,low,medium
1612,1,5,low,low,low,low,low,low,low,low,low
1613,1,4,medium,low,low,low,medium,medium,low,low,medium
1614,1,3,low,low,low,low,low,medium,low,low,medium
1615,1,3,low,low,low,low,low,medium,low,low,low
1616,1,6,high,high,high,high,high,high,high,high,high
1617,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1618,1,3,low,low,low,low,low,low,low,low,low
1619,1,4,medium,low,low,low,low,medium,low,low,medium
1620,1,5,low,low,low,low,low,low,low,low,low
1621,1,5,medium,low,low,low,low,medium,high,medium,medium
1622,1,6,high,low,low,low,low,high,high,low,low
1623,1,4,low,low,low,low,low,low,low,low,low
1624,1,4,low,medium,high,low,low,medium,low,medium,low
1625,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1626,1,4,low,medium,medium,low,medium,medium,low,low,low
1627,1,3,low,low,low,low,low,low,low,low,low
1628,1,5,medium,medium,medium,medium,medium,medium,medium,low,medium
1629,1,5,medium,medium,high,medium,medium,high,medium,low,medium
1630,1,5,low,low,low,low,low,medium,low,low,low
1631,1,4,medium,low,low,low,low,medium,low,low,low
1632,1,5,medium,medium,medium,medium,medium,medium,low,low,medium
1633,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1634,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1635,1,4,low,low,low,low,low,medium,low,low,low
1636,1,5,medium,medium,low,low,medium,high,low,low,medium
1637,1,3,low,low,low,low,low,low,low,low,low
1638,1,4,medium,medium,low,low,medium,medium,low,medium,medium
1639,1,5,medium,medium,medium,medium,medium,medium,medium,low,medium
1640,1,3,low,low,low,low,low,low,low,low,low
1641,1,3,low,low,low,low,low,low,low,low,low
1642,1,4,medium,medium,medium,low,medium,medium,medium,low,medium
1643,1,5,low,low,low,low,low,low,low,low,low
1644,1,5,medium,low,low,low,medium,medium,low,low,low
1645,1,4,low,low,low,low,low,high,high,medium,low
1646,1,4,medium,medium,medium,low,medium,medium,low,low,medium
1647,1,2,low,low,low,low,low,low,low,low,low
1648,1,6,high,high,high,high,high,high,high,high,high
1649,1,5,low,low,low,low,low,low,low,low,low
1650,1,5,low,low,low,low,low,medium,low,low,low
1651,1,5,low,low,low,low,low,low,low,low,low
1652,1,5,low,low,low,low,low,low,low,low,low
1653,1,4,low,low,low,low,low,low,low,low,low
1654,1,4,low,medium,low,low,low,low,low,medium,medium
1655,1,3,low,low,low,low,low,low,low,low,low
1656,1,3,low,low,low,low,low,low,low,low,low
1657,1,3,medium,low,medium,low,medium,medium,low,low,medium
1658,1,3,low,low,low,low,low,low,low,low,low
1659,1,6,medium,medium,medium,medium,medium,medium,medium,medium,medium
1660,1,3,low,low,low,low,low,medium,low,low,low
1661,1,4,medium,medium,low,low,low,medium,low,low,low
1662,1,5,low,low,low,low,low,low,low,low,low
1663,1,3,low,low,low,low,low,low,low,low,low
1664,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
1665,1,6,high,high,high,high,high,high,high,medium,high
1666,1,5,medium,medium,medium,medium,medium,medium,low,low,medium
1667,1,4,low,low,low,low,low,low,low,low,low
1668,1,5,medium,medium,medium,low,medium,medium,medium,low,medium
1669,1,5,high,medium,low,high,medium,high,high,high,medium
1670,1,3,low,low,low,low,low,low,low,low,low
1671,1,5,low,medium,low,low,low,high,high,low,medium
1672,1,4,medium,medium,medium,low,medium,medium,medium,low,medium
1673,1,2,low,low,low,low,low,low,low,low,medium
1674,1,4,high,medium,high,low,low,high,low,low,medium
1675,1,5,low,low,low,low,low,low,low,low,low
1676,1,3,low,low,low,low,low,low,low,low,low
1677,1,4,low,low,low,low,low,low,low,low,low
1678,1,3,low,low,low,low,low,low,low,low,low
1679,1,3,low,low,low,low,low,low,low,low,low
1680,1,3,low,low,low,low,low,low,low,low,low
1681,1,2,low,low,low,low,low,low,low,low,low
1682,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
1683,1,4,low,low,low,low,low,low,low,low,low
1684,1,3,low,low,low,low,low,low,low,low,low
1685,1,4,low,low,low,low,low,low,low,low,low
1686,1,1,low,low,low,low,low,low,low,low,low
1687,1,5,high,high,high,high,high,high,high,medium,high
1688,1,3,low,low,low,low,low,low,low,low,low
1689,1,2,low,low,low,low,low,low,low,low,low
1690,1,3,low,low,low,low,low,low,low,low,low
1691,1,4,low,low,low,low,low,low,low,low,low
1692,1,5,medium,medium,high,low,medium,high,medium,low,medium
1693,1,5,medium,medium,low,low,medium,medium,low,low,medium
1694,1,4,low,low,low,low,low,low,low,low,low
1695,1,5,low,low,low,low,low,medium,low,low,low
1696,1,5,medium,medium,low,low,medium,medium,low,low,medium
1697,1,3,low,low,low,low,low,low,low,low,low
1698,1,4,medium,medium,low,low,medium,medium,low,low,medium
1699,1,4,medium,medium,medium,low,medium,medium,low,low,medium
1700,1,3,high,high,low,high,medium,medium,high,low,medium
1701,1,3,low,low,low,low,low,medium,low,low,low
1702,1,3,low,low,low,low,low,low,low,low,low
1703,1,5,low,low,low,low,low,low,low,medium,low
1704,1,4,medium,medium,low,low,medium,medium,medium,low,medium
1705,1,5,medium,medium,high,low,medium,medium,medium,low,medium
1706,1,4,medium,medium,low,medium,medium,medium,medium,low,medium
1707,1,3,low,low,low,low,low,low,low,low,low
1708,1,2,low,low,low,low,low,low,low,low,low
1709,1,3,low,low,low,low,low,low,low,low,low
1710,1,5,medium,medium,medium,low,medium,medium,low,low,medium
1711,1,2,low,low,low,low,low,low,low,low,low
1712,1,5,low,low,low,low,low,low,low,low,low
1713,1,4,low,low,low,low,low,low,low,low,low
1714,1,2,low,low,low,low,low,low,low,low,low
1715,1,5,medium,medium,low,low,low,medium,high,low,medium
1716,1,2,low,low,low,low,low,medium,low,low,low
1717,1,5,medium,medium,low,low,low,medium,low,medium,low
1718,1,5,medium,medium,low,medium,medium,medium,medium,low,medium
1719,1,5,low,low,low,low,medium,medium,low,low,medium
1720,1,5,high,high,high,high,high,high,high,high,high
1721,1,3,low,low,low,low,low,low,low,low,low
1722,1,3,medium,low,low,low,medium,medium,low,low,medium
1723,1,4,low,low,low,low,low,low,low,low,low
1724,1,5,medium,medium,high,medium,medium,medium,high,medium,medium
1725,1,5,low,low,low,low,low,low,low,low,low
1726,1,4,medium,medium,low,low,low,medium,low,low,medium
1727,1,4,low,low,low,low,low,low,low,low,low
1728,1,4,medium,medium,medium,medium,medium,medium,high,medium,medium
1729,1,3,medium,medium,low,medium,medium,medium,low,low,medium
1730,1,3,low,low,low,low,low,low,low,low,low
1731,1,3,low,low,low,low,low,low,low,low,low
1732,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1733,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1734,1,4,low,low,low,low,low,low,low,low,low
1735,1,3,low,low,low,low,low,low,low,low,low
1736,1,4,low,low,low,low,low,low,low,low,low
1737,1,3,medium,medium,low,low,low,low,low,low,medium
1738,1,3,low,low,low,low,low,low,low,low,low
1739,1,5,high,low,high,low,low,high,high,low,medium
1740,1,4,high,high,high,medium,medium,medium,medium,low,medium
1741,1,4,low,low,low,low,low,low,low,low,low
1742,1,3,low,low,low,low,low,medium,low,low,low
1743,1,5,medium,medium,medium,low,medium,medium,low,low,medium
1744,1,4,low,low,low,low,low,low,low,low,low
1745,1,4,medium,medium,low,low,medium,high,medium,low,medium
1746,1,4,medium,medium,high,low,medium,medium,low,low,medium
1747,1,3,low,low,low,low,low,medium,low,low,low
1748,1,4,high,high,high,high,high,high,high,low,medium
1749,1,3,medium,low,low,low,low,low,low,low,medium
1750,1,4,medium,medium,high,medium,medium,medium,medium,low,medium
1751,1,3,medium,medium,high,low,medium,high,high,medium,medium
1752,1,3,low,low,low,low,low,low,low,low,low
1753,1,4,low,low,low,low,low,low,low,low,low
1754,1,5,low,low,low,low,low,low,low,low,low
1755,1,4,medium,low,low,low,low,medium,low,low,medium
1756,1,4,low,low,low,low,low,low,low,low,low
1757,1,3,low,low,low,low,low,low,low,low,low
1758,1,4,low,low,low,low,low,low,low,low,low
1759,1,4,low,low,low,low,low,low,low,low,low
1760,1,5,low,low,low,low,low,low,low,low,low
1761,1,3,low,low,low,low,low,low,low,low,low
1762,1,3,low,low,low,low,low,low,low,low,low
1763,1,5,high,low,low,low,high,high,high,high,high
1764,1,4,low,low,low,low,low,low,low,low,low
1765,1,1,low,low,low,low,low,low,low,low,low
1766,1,3,low,low,low,low,low,high,low,low,low
1767,1,3,medium,low,low,low,low,medium,low,low,medium
1768,1,3,low,low,low,low,low,low,low,low,low
1769,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1770,1,4,high,high,high,high,medium,high,high,low,medium
1771,1,3,low,low,low,low,low,low,low,low,low
1772,1,4,low,low,low,low,low,high,low,low,low
1773,1,3,medium,medium,medium,medium,medium,medium,medium,low,medium
1774,1,5,high,high,high,high,high,high,high,high,high
1775,1,3,medium,medium,low,low,medium,high,low,low,medium
1776,1,3,low,low,low,low,low,low,low,low,low
1777,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
1778,1,1,low,low,low,low,low,low,low,low,low
1779,1,4,low,low,low,low,low,low,low,low,low
1780,1,3,low,low,low,low,low,low,low,low,low
1781,1,5,low,low,low,low,low,low,low,low,low
1782,1,3,medium,medium,medium,low,low,medium,medium,low,medium
1783,1,3,low,low,low,low,low,low,low,low,low
1784,1,2,medium,medium,low,low,low,medium,low,low,medium
1785,1,4,low,low,low,low,low,low,low,low,low
1786,1,1,low,low,low,low,low,low,low,low,medium
1787,1,2,low,low,low,low,low,low,low,low,low
2978,2,3,medium,medium,low,low,medium,medium,low,low,medium
2979,2,1,low,low,low,low,low,low,low,low,low
2980,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
2981,2,4,medium,medium,medium,medium,low,low,medium,low,medium
2982,2,3,low,low,low,low,low,medium,low,low,medium
2983,2,4,low,low,low,low,low,low,low,low,low
2984,2,4,low,low,low,low,low,low,low,low,low
2985,2,2,low,low,low,low,low,low,low,low,low
2986,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
2987,2,5,high,high,high,medium,medium,high,medium,medium,medium
2988,2,3,low,low,low,low,low,low,low,low,low
2989,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
2990,2,5,medium,medium,low,medium,medium,medium,medium,low,medium
2991,2,3,medium,medium,medium,medium,medium,medium,low,low,medium
2992,2,1,medium,medium,medium,medium,medium,medium,medium,low,medium
2993,2,2,low,low,low,low,low,low,low,low,low
2994,2,3,low,low,low,low,low,low,low,low,low
2995,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
2996,2,1,low,low,low,low,low,low,low,low,low
2997,2,4,low,low,low,low,low,low,low,low,low
2998,2,1,low,low,low,low,low,low,low,low,low
2999,2,2,low,low,low,low,low,low,low,low,low
3000,2,2,low,low,low,low,low,low,low,low,low
3001,2,3,low,low,low,low,low,low,low,low,low
3002,2,2,low,low,low,low,low,low,low,low,low
3003,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium
3004,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3005,2,2,low,low,low,low,low,low,low,low,low
3006,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3007,2,4,medium,medium,low,medium,low,low,low,low,medium
3008,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3009,2,5,medium,medium,low,medium,low,low,low,low,medium
3010,2,1,low,low,low,low,low,low,low,low,low
3011,2,2,low,low,low,low,low,low,low,low,low
3012,2,2,low,low,low,low,low,low,low,low,medium
3013,2,5,medium,medium,low,medium,medium,medium,medium,low,medium
3014,2,5,medium,medium,low,low,low,low,low,low,medium
3015,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
3016,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3017,2,5,high,high,high,high,medium,high,high,medium,high
3018,2,2,low,low,low,low,low,medium,low,low,low
3019,2,3,low,medium,low,low,low,low,low,low,low
3020,2,3,low,low,low,low,low,low,low,low,low
3021,2,3,low,low,low,low,low,low,low,low,low
3022,2,5,medium,medium,low,low,medium,medium,medium,low,medium
3023,2,4,low,low,low,low,low,low,low,low,low
3024,2,3,low,low,low,low,low,low,low,low,low
3025,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3026,2,4,medium,high,medium,medium,medium,medium,medium,low,medium
3027,2,2,low,low,low,low,low,low,low,low,low
3028,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3029,2,2,low,low,low,low,low,low,low,low,low
3030,2,4,low,low,low,low,low,low,low,low,low
3031,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3032,2,3,medium,medium,medium,low,low,medium,low,low,medium
3033,2,3,medium,medium,low,low,low,medium,low,low,medium
3034,2,4,medium,medium,low,low,low,medium,low,low,medium
3035,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3036,2,2,low,medium,low,low,low,low,low,low,low
3037,2,5,medium,medium,medium,medium,medium,high,medium,low,medium
3038,2,1,high,medium,high,high,medium,medium,medium,medium,medium
3039,2,2,medium,medium,medium,medium,medium,medium,low,low,medium
3040,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3041,2,3,low,low,low,low,low,low,low,low,low
3042,2,3,low,low,low,low,low,low,low,low,low
3043,2,4,low,low,low,low,low,low,low,low,low
3044,2,2,medium,medium,low,low,medium,medium,low,medium,medium
3045,2,3,medium,low,low,low,medium,medium,low,low,medium
3046,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3047,2,2,low,low,low,low,low,low,low,low,low
3048,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3049,2,2,low,low,low,low,low,low,low,low,low
3050,2,1,low,low,low,low,low,low,low,low,low
3051,2,3,high,high,high,high,medium,medium,high,medium,high
3052,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3053,2,4,low,low,low,low,low,low,low,low,low
3054,2,3,low,low,low,low,low,low,low,low,low
3055,2,2,low,low,low,low,low,low,low,low,low
3056,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3057,2,2,medium,low,low,medium,low,low,low,low,medium
3058,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3059,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3060,2,3,low,low,low,low,low,medium,low,low,low
3061,2,2,low,low,low,low,low,low,low,low,low
3062,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3063,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
3064,2,3,low,low,low,low,low,low,low,low,low
3065,2,4,high,medium,medium,medium,medium,medium,medium,low,medium
3066,2,1,low,low,low,low,low,low,low,low,medium
