essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13
773,1,4,low,medium,low,low,low,low,low,low,low,low,low,high,low
774,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
775,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
776,1,2,medium,medium,medium,low,medium,medium,low,medium,low,low,low,high,high
777,1,4,high,high,high,high,medium,high,high,high,low,low,high,low,low
778,1,3,medium,high,high,low,medium,low,medium,medium,low,low,low,low,low
779,1,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
780,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
781,1,4,low,medium,medium,low,low,low,medium,medium,low,low,low,low,low
782,1,4,high,high,high,low,low,low,high,high,low,low,high,low,low
783,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
784,1,5,high,high,high,low,low,high,high,high,low,low,high,low,low
785,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
786,1,4,high,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
787,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
788,1,3,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
789,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
790,1,3,medium,medium,low,low,low,low,low,low,low,low,low,low,low
791,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
792,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
793,1,4,high,high,high,high,high,high,high,high,high,high,high,low,high
794,1,3,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
795,1,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
796,1,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,high,low
797,1,4,high,medium,high,medium,medium,medium,medium,medium,low,low,medium,low,medium
798,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
799,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
800,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
801,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
802,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
803,1,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
804,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,high,medium
805,1,5,low,low,low,low,low,low,low,low,low,low,low,low,low
806,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
807,1,4,medium,medium,medium,low,low,low,medium,low,low,low,low,high,low
808,1,2,low,medium,low,low,low,low,low,low,low,low,low,high,low
809,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
810,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
811,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
812,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
813,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
814,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
815,1,5,low,low,low,low,low,low,low,low,low,low,low,high,high
816,1,3,medium,medium,medium,low,low,low,medium,medium,low,low,medium,low,low
817,1,5,high,high,high,high,high,high,high,high,high,low,high,low,low
818,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
819,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
820,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
821,1,4,medium,medium,medium,low,low,medium,medium,medium,low,low,medium,low,low
822,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
823,1,3,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,low
824,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
825,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
826,1,5,medium,high,medium,low,medium,medium,medium,medium,low,low,medium,low,low
827,1,2,medium,medium,medium,low,low,low,low,medium,low,high,low,high,high
828,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
829,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
830,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
831,1,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
832,1,1,low,low,low,low,low,low,low,low,low,high,low,high,high
833,1,4,medium,high,medium,low,medium,medium,medium,medium,low,low,low,low,low
834,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
835,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
836,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
837,1,3,low,medium,medium,low,low,low,low,medium,low,low,low,high,high
838,1,1,low,medium,low,low,low,low,low,medium,low,low,low,high,high
839,1,4,medium,high,high,medium,medium,medium,medium,high,low,low,medium,low,low
840,1,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,medium
841,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
842,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
843,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
844,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
845,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
846,1,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
847,1,5,low,low,low,low,low,low,low,low,low,low,low,high,high
848,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
849,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
850,1,6,high,high,high,medium,medium,high,high,high,high,medium,high,medium,medium
851,1,4,low,medium,medium,low,low,low,medium,medium,low,low,low,high,low
852,1,5,low,medium,medium,low,low,low,low,low,low,low,low,low,low
853,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
854,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
855,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium
856,1,4,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
857,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
858,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
859,1,6,low,low,low,low,low,low,low,low,low,low,low,high,high
860,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
861,1,3,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
862,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
863,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
864,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
865,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,medium
866,1,4,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
867,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
868,1,5,low,low,low,low,low,low,low,low,low,low,low,low,low
869,1,2,medium,low,low,low,low,low,low,low,low,low,low,high,low
870,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
871,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
872,1,4,high,high,high,medium,high,high,high,high,high,low,high,low,high
873,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
874,1,5,high,high,high,high,low,low,high,high,low,low,high,low,low
875,1,4,high,high,high,high,high,high,high,high,high,low,high,low,low
876,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
877,1,5,high,high,medium,low,medium,medium,high,medium,low,low,medium,low,low
878,1,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
879,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
880,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
881,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
882,1,4,medium,medium,low,low,low,low,low,low,low,low,low,low,low
883,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
884,1,4,low,low,medium,low,low,low,low,low,low,low,low,low,low
885,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
886,1,4,high,high,high,low,medium,high,high,high,low,low,high,low,low
887,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
888,1,4,high,high,high,medium,medium,high,high,high,low,low,high,low,low
889,1,3,high,high,high,medium,medium,high,medium,high,medium,low,medium,low,medium
890,1,3,high,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
891,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
892,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
893,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
894,1,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
895,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
896,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
897,1,4,medium,high,medium,low,medium,medium,medium,medium,low,low,medium,low,low
898,1,3,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
899,1,3,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
900,1,4,high,high,high,high,high,high,high,high,high,low,high,low,high
901,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
902,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
903,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
904,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
905,1,3,medium,medium,medium,low,medium,low,low,medium,low,low,low,high,low
906,1,6,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
907,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
908,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
909,1,4,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
910,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
911,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
912,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
913,1,4,high,high,high,low,high,high,high,high,high,low,high,low,low
914,1,3,medium,medium,low,low,low,low,low,low,low,low,low,high,low
915,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
916,1,4,medium,medium,high,low,medium,medium,medium,medium,low,low,medium,low,low
917,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
918,1,4,high,high,high,medium,medium,high,high,high,low,low,high,low,low
919,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
920,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
921,1,4,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
922,1,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
923,1,3,medium,medium,medium,low,low,low,low,medium,low,low,low,high,medium
924,1,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
925,1,2,low,medium,low,low,low,low,low,low,low,low,low,high,high
926,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
927,1,3,medium,medium,low,low,low,low,low,low,low,low,low,high,low
928,1,4,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
929,1,5,high,high,high,low,medium,high,high,high,low,low,medium,low,low
930,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
931,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
932,1,5,low,medium,low,low,low,low,low,low,low,low,low,high,high
933,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
934,1,4,high,high,high,medium,medium,high,medium,high,medium,medium,medium,low,medium
935,1,3,medium,medium,medium,low,low,medium,medium,medium,low,low,low,low,low
936,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
937,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
938,1,5,high,high,high,high,high,high,high,high,low,low,high,high,low
939,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
940,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
941,1,5,high,high,high,high,high,high,high,high,low,low,high,low,low
942,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
943,1,3,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
944,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
945,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
946,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
947,1,5,low,low,low,low,low,low,low,low,low,low,low,low,low
948,1,5,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
949,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
950,1,5,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
951,1,5,low,medium,low,low,low,low,low,low,low,low,low,low,low
952,1,4,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
953,1,6,high,high,high,high,high,high,high,high,high,low,high,low,high
954,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
955,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
956,1,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
957,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
958,1,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
959,1,5,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
960,1,2,low,low,low,low,low,low,low,low,low,low,low,high,high
961,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
962,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
963,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
964,1,5,high,high,high,low,medium,high,high,medium,low,low,medium,low,low
965,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
966,1,3,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
967,1,5,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
968,1,5,high,high,high,high,high,high,high,high,medium,medium,high,low,high
969,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
970,1,4,low,high,low,low,low,low,medium,low,low,low,low,low,low
971,1,3,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
972,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
973,1,4,medium,medium,low,low,medium,low,low,low,low,low,low,medium,low
974,1,1,low,low,low,low,low,low,low,low,low,high,low,high,high
975,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
976,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
977,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
978,1,3,low,medium,medium,low,low,low,low,medium,low,low,low,high,low
979,1,6,low,low,low,low,low,low,low,low,low,low,low,high,high
980,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
981,1,4,low,medium,medium,low,low,low,low,medium,low,low,low,high,low
982,1,4,high,high,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
983,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
984,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
985,1,4,medium,medium,low,low,low,low,low,low,low,low,low,low,low
986,1,4,medium,medium,low,low,low,low,medium,low,low,low,low,low,low
987,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,high,low
988,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
989,1,5,high,high,high,high,high,high,high,high,high,low,high,low,high
990,1,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
991,1,3,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
992,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,medium,medium,medium,medium
993,1,4,medium,medium,medium,low,low,low,low,medium,low,low,medium,low,low
994,1,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
995,1,2,medium,medium,low,low,low,low,low,medium,low,high,low,high,high
996,1,4,low,medium,medium,low,low,low,low,low,low,low,low,low,low
997,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
998,1,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
999,1,5,high,high,high,high,high,high,high,high,high,low,high,low,high
1000,1,6,high,high,high,high,high,high,high,high,low,low,high,low,low
1001,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
1002,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
1003,1,4,high,medium,high,low,medium,medium,medium,medium,low,low,low,low,low
1004,1,2,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,high,low
1005,1,3,medium,medium,medium,low,low,low,medium,medium,low,low,medium,low,low
1006,1,5,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
1007,1,6,high,high,high,medium,medium,high,high,high,low,low,high,low,medium
1008,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
1009,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
1010,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
1011,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1012,1,3,medium,medium,medium,low,medium,low,low,medium,low,low,medium,low,low
1013,1,2,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,low
1014,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1015,1,4,medium,high,medium,low,low,low,medium,low,low,low,low,high,high
1016,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
1017,1,3,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
1018,1,5,low,high,low,low,low,low,low,low,low,low,low,high,high
1019,1,4,high,high,high,medium,medium,high,medium,medium,high,low,medium,low,low
1020,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1021,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
1022,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1023,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
1024,1,3,low,low,low,low,low,low,low,low,low,high,low,high,high
1025,1,5,high,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
1026,1,4,low,high,high,low,low,low,high,low,low,low,low,low,low
1027,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
1028,1,5,high,medium,medium,low,low,medium,high,high,low,low,low,low,low
1029,1,5,high,high,high,low,low,high,high,medium,low,low,high,high,high
1030,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
1031,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1032,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,medium
1033,1,5,medium,medium,medium,low,low,low,medium,medium,low,low,low,high,high
1034,1,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
1035,1,5,high,high,high,high,high,high,high,high,high,high,high,high,high
1036,1,3,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
1037,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
1038,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
1039,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
1040,1,3,medium,medium,medium,low,low,low,low,medium,low,low,low,high,high
1041,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
1042,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1043,1,5,high,high,high,low,high,high,high,high,low,low,high,low,low
1044,1,2,low,low,low,low,low,low,low,low,low,low,low,high,high
1045,1,4,medium,low,medium,low,low,low,low,low,low,low,low,low,low
1046,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
1047,1,5,medium,high,high,low,low,low,high,low,low,low,low,high,high
1048,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
1049,1,4,high,high,high,medium,medium,medium,high,high,low,low,high,medium,medium
1050,1,4,high,high,high,high,high,high,high,high,low,low,high,low,low
1051,1,4,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
1052,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1053,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1054,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1055,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1056,1,2,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1057,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
1058,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
1059,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1060,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1061,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
1062,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
1063,1,5,high,medium,medium,medium,medium,high,high,high,low,low,medium,low,low
1064,1,3,high,high,high,low,low,high,high,high,low,low,high,low,low
1065,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
1066,1,5,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
1067,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
1068,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
1069,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
1070,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
1071,1,3,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
1072,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
1073,1,3,medium,medium,medium,low,medium,low,medium,low,low,low,low,low,low
1074,1,2,low,medium,medium,low,low,low,low,low,low,low,low,low,low
1075,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1076,1,6,high,high,high,high,high,high,high,high,high,high,high,low,high
1077,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1078,1,6,high,high,high,low,low,low,high,high,low,low,low,low,low
1079,1,4,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,low
1080,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
1081,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
1082,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1083,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1084,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1085,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1086,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1087,1,5,low,low,low,low,low,low,low,low,low,low,low,low,low
1088,1,5,high,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
1089,1,5,low,low,low,low,low,low,low,low,low,low,low,low,low
1090,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1091,1,5,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
1092,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium
1093,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
1094,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1095,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1096,1,2,low,low,low,low,low,low,low,low,low,high,low,high,high
1097,1,4,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
1098,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1099,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1100,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
1101,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1102,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,low
1103,1,2,low,low,low,low,low,low,low,low,low,low,low,high,high
1104,1,5,low,low,low,low,low,low,low,low,low,low,low,low,low
1105,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1106,1,4,high,high,high,medium,medium,high,high,high,high,low,high,low,high
1107,1,2,medium,medium,medium,low,low,medium,low,medium,low,low,medium,high,high
1108,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
1109,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1110,1,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,medium
1111,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,medium
1112,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1113,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1114,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
1115,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
1116,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
1117,1,2,low,low,low,low,low,low,low,low,low,low,low,high,high
1118,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
1119,1,5,medium,medium,low,low,low,low,medium,low,low,low,low,low,low
1120,1,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
1121,1,1,medium,low,low,low,low,low,low,low,low,low,low,high,medium
1122,1,6,high,high,high,medium,medium,high,high,medium,low,low,medium,low,medium
1123,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1124,1,5,high,high,high,high,high,high,high,high,high,low,high,low,low
1125,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
1126,1,4,low,medium,medium,low,low,low,low,low,low,low,low,low,low
1127,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
1128,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
1129,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
1130,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
1132,1,4,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
1133,1,5,low,medium,low,low,low,low,low,low,low,low,low,low,low
1134,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1135,1,6,high,high,high,high,high,high,high,high,high,high,high,high,high
1136,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
1137,1,3,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
1138,1,3,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
1139,1,4,medium,medium,high,low,low,low,low,low,low,low,low,low,low
1140,1,4,medium,medium,medium,low,low,medium,medium,medium,low,low,low,low,low
1141,1,3,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
1142,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
1143,1,5,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
1144,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
1145,1,5,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
1146,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1147,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1148,1,4,medium,high,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1149,1,6,medium,medium,medium,low,low,low,medium,medium,low,low,medium,low,low
1150,1,5,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,medium
1151,1,4,low,medium,low,low,low,low,low,low,low,low,low,high,low
1152,1,5,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
1153,1,5,high,high,high,high,high,high,high,high,high,low,high,low,medium
1154,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1155,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1156,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
1157,1,4,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
1158,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
1159,1,5,low,low,low,low,low,low,low,low,low,low,low,high,low
1160,1,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
1161,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
