essay_id,prompt_id,narrativity_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
7533,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7534,3,2,high,medium,high,medium,medium,high,high,medium,high,high
7535,3,1,low,low,low,low,low,low,low,low,low,low
7536,3,1,medium,medium,high,medium,medium,high,medium,high,high,high
7537,3,2,high,medium,high,medium,medium,high,medium,medium,medium,medium
7538,3,2,medium,medium,high,medium,medium,high,medium,high,medium,high
7539,3,3,high,medium,high,medium,medium,medium,medium,medium,high,medium
7540,3,2,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
7541,3,2,medium,medium,medium,high,medium,high,medium,medium,medium,medium
7542,3,3,high,medium,high,medium,medium,high,medium,medium,high,high
7543,3,2,high,medium,high,medium,medium,high,medium,medium,high,high
7544,3,2,high,high,high,high,high,high,high,high,high,high
7545,3,3,medium,medium,high,medium,medium,medium,medium,medium,high,medium
7546,3,3,high,high,high,high,high,high,high,high,high,high
7547,3,2,medium,low,high,medium,medium,medium,low,low,high,high
7548,3,2,high,medium,high,high,high,high,high,high,high,high
7549,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
7550,3,1,medium,medium,medium,medium,medium,high,medium,high,medium,medium
7551,3,2,high,medium,high,medium,medium,high,medium,medium,high,high
7552,3,2,medium,low,low,medium,medium,medium,low,low,low,high
7553,3,2,high,medium,high,medium,medium,high,medium,medium,high,high
7554,3,2,high,medium,high,medium,medium,high,medium,medium,high,high
7555,3,1,medium,low,low,medium,medium,medium,low,low,medium,medium
7556,3,2,high,medium,high,medium,medium,high,medium,medium,high,medium
7557,3,1,medium,low,low,medium,medium,medium,low,low,low,medium
7558,3,1,medium,low,low,medium,medium,medium,low,low,low,medium
7559,3,0,low,low,low,low,low,medium,low,low,low,low
7560,3,0,low,low,low,low,low,low,low,low,low,low
7561,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7562,3,1,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
7563,3,2,high,medium,high,high,high,high,high,high,high,high
7564,3,2,medium,low,low,medium,medium,medium,low,low,low,medium
7565,3,1,low,low,low,medium,low,medium,low,low,low,low
7566,3,1,medium,low,medium,medium,medium,high,medium,low,medium,high
7567,3,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7568,3,2,medium,medium,high,medium,medium,high,medium,medium,high,medium
7569,3,2,medium,medium,high,high,medium,high,high,medium,high,high
7570,3,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
7571,3,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7572,3,2,high,medium,high,high,medium,high,high,medium,high,medium
7573,3,0,medium,low,low,high,medium,high,medium,low,medium,medium
7574,3,2,high,medium,high,high,medium,high,high,medium,high,medium
7575,3,2,high,medium,high,high,medium,high,medium,high,high,high
7576,3,2,high,medium,medium,medium,medium,high,medium,medium,medium,medium
7577,3,1,medium,low,low,medium,medium,medium,low,low,medium,medium
7578,3,3,medium,medium,high,medium,medium,medium,medium,medium,medium,high
7579,3,3,medium,medium,high,medium,medium,medium,high,medium,high,high
7580,3,1,high,low,high,medium,high,high,medium,high,high,high
7581,3,1,medium,low,low,medium,low,medium,low,low,medium,medium
7582,3,2,medium,low,low,medium,medium,medium,medium,low,medium,medium
7583,3,3,high,medium,high,high,medium,high,high,medium,high,high
7584,3,2,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
7585,3,1,low,low,low,medium,low,medium,low,low,low,low
7586,3,2,high,low,high,high,high,high,high,high,high,high
7587,3,1,medium,low,low,medium,medium,medium,medium,low,medium,medium
7588,3,1,high,low,medium,medium,medium,medium,medium,low,medium,medium
7589,3,1,medium,medium,high,high,medium,high,medium,high,high,high
7590,3,2,low,low,low,low,low,medium,low,low,low,medium
7591,3,2,high,medium,high,high,high,high,high,high,high,high
7592,3,2,high,medium,high,medium,medium,high,medium,high,high,medium
7593,3,0,medium,low,medium,medium,medium,high,medium,medium,medium,medium
7594,3,2,medium,low,medium,medium,medium,medium,low,low,medium,medium
7595,3,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7596,3,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7597,3,1,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
7598,3,2,high,high,high,high,high,high,high,high,high,high
7599,3,2,medium,medium,high,medium,medium,medium,medium,low,high,high
7600,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
7601,3,2,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
7602,3,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7603,3,1,low,low,low,medium,low,medium,low,low,low,medium
7604,3,2,medium,low,medium,medium,medium,high,medium,low,medium,high
7605,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7606,3,3,high,high,high,high,high,high,high,high,high,high
7607,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7608,3,2,high,low,high,medium,medium,high,medium,medium,high,high
7609,3,3,high,medium,high,high,high,high,high,high,high,high
7610,3,2,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
7611,3,1,medium,low,medium,medium,low,medium,low,low,medium,medium
7612,3,1,medium,medium,medium,medium,medium,high,medium,medium,high,medium
7613,3,2,high,medium,high,medium,high,high,high,high,high,high
7614,3,2,medium,low,medium,medium,low,medium,medium,low,low,medium
7615,3,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7616,3,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
7617,3,0,medium,low,low,medium,medium,medium,low,low,low,medium
7618,3,1,low,low,low,low,low,low,low,low,low,low
7619,3,2,high,medium,high,medium,high,high,high,medium,high,high
7620,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7621,3,0,low,low,low,low,low,medium,low,low,low,low
7622,3,2,high,medium,high,medium,medium,medium,medium,medium,high,high
7623,3,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7624,3,2,high,medium,high,medium,medium,medium,medium,medium,high,high
7625,3,2,high,low,high,medium,medium,medium,medium,low,high,high
7626,3,3,high,medium,medium,high,medium,high,medium,medium,medium,high
7627,3,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
7628,3,2,medium,medium,high,medium,medium,high,medium,medium,medium,medium
7629,3,0,medium,medium,medium,medium,medium,high,medium,high,medium,high
7630,3,2,medium,low,medium,medium,medium,high,medium,low,medium,medium
7631,3,0,medium,low,low,medium,medium,medium,medium,low,medium,medium
7632,3,2,medium,medium,high,medium,medium,high,high,high,high,high
7633,3,2,low,low,low,low,low,medium,low,low,low,low
7634,3,1,medium,low,medium,medium,medium,medium,low,low,medium,medium
7635,3,2,low,low,low,low,low,low,low,low,low,low
7636,3,1,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
7637,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7638,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
7639,3,2,high,medium,high,high,high,high,medium,high,high,high
7640,3,2,high,medium,high,medium,medium,high,medium,medium,high,high
7641,3,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7642,3,3,high,medium,high,high,high,high,high,medium,high,high
7643,3,2,medium,medium,high,medium,medium,high,medium,medium,medium,medium
7644,3,1,medium,low,low,medium,low,high,low,low,low,low
7645,3,2,high,medium,high,high,high,high,medium,high,high,high
7646,3,0,medium,low,medium,medium,medium,high,low,high,high,medium
7647,3,1,medium,low,medium,medium,medium,high,medium,low,medium,medium
7648,3,0,low,low,low,low,low,low,low,low,low,low
7649,3,2,medium,medium,high,medium,medium,high,medium,medium,high,high
7650,3,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7651,3,1,high,medium,high,high,high,high,medium,high,high,high
7652,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7653,3,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7654,3,0,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7655,3,1,medium,low,low,medium,medium,medium,low,low,low,medium
7656,3,0,low,low,low,low,low,low,low,low,low,low
7657,3,3,high,medium,high,medium,medium,high,medium,medium,high,high
7658,3,2,low,low,low,low,low,medium,low,low,low,low
7659,3,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7660,3,3,high,medium,high,high,medium,high,medium,medium,high,high
7661,3,1,medium,low,medium,medium,medium,medium,medium,low,medium,high
7662,3,2,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
7663,3,3,high,medium,high,high,high,high,high,high,high,high
7664,3,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7665,3,2,high,medium,high,medium,medium,high,medium,high,high,high
7666,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7667,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7668,3,2,high,medium,high,medium,high,high,medium,medium,high,medium
7669,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7670,3,0,low,low,low,low,low,low,low,low,low,low
7671,3,0,low,low,low,low,low,low,low,low,low,low
7672,3,2,medium,low,medium,medium,low,medium,medium,low,high,medium
7673,3,1,low,low,low,low,low,medium,low,low,low,low
7674,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7675,3,1,high,medium,high,medium,high,high,medium,high,high,high
7676,3,2,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
7677,3,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7678,3,1,low,low,low,low,low,low,low,low,low,low
7679,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7680,3,2,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
7681,3,2,medium,medium,high,medium,medium,high,medium,medium,high,medium
7682,3,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
7683,3,1,medium,medium,medium,medium,medium,high,medium,medium,high,high
7684,3,3,high,medium,high,medium,medium,high,high,medium,high,high
7685,3,2,high,medium,high,medium,medium,high,medium,medium,high,high
7686,3,2,medium,medium,high,high,medium,high,medium,medium,medium,medium
7687,3,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7688,3,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7689,3,2,high,medium,high,medium,medium,medium,high,high,high,high
7690,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7691,3,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
7692,3,1,high,medium,high,medium,medium,medium,high,medium,high,medium
7693,3,2,high,medium,high,medium,medium,medium,medium,medium,high,high
7694,3,3,medium,medium,medium,medium,medium,medium,medium,medium,high,high
7695,3,1,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
7696,3,3,medium,medium,high,medium,medium,high,medium,medium,high,high
7697,3,1,medium,low,medium,medium,medium,medium,medium,low,high,medium
7698,3,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
7699,3,1,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
7700,3,3,high,medium,high,medium,medium,high,high,medium,high,high
7701,3,0,low,low,low,medium,low,medium,low,low,low,low
7702,3,2,medium,medium,medium,medium,medium,high,medium,medium,medium,high
7703,3,2,high,medium,high,high,high,high,high,high,high,high
7704,3,1,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
7705,3,2,medium,low,medium,medium,medium,high,medium,medium,medium,medium
7706,3,3,medium,low,medium,medium,medium,high,medium,low,medium,medium
7707,3,2,high,medium,high,medium,medium,high,medium,medium,high,high
7708,3,2,high,medium,high,medium,medium,high,medium,medium,high,medium
8863,4,0,medium,low,low,medium,medium,medium,low,low,low,medium
8864,4,0,medium,low,low,medium,low,medium,low,low,medium,low
8865,4,3,high,high,high,high,high,high,high,high,high,high
8866,4,2,medium,medium,medium,high,medium,high,medium,low,high,high
8867,4,2,medium,medium,medium,medium,medium,high,medium,medium,high,medium
8868,4,1,medium,medium,medium,high,medium,high,medium,low,medium,medium
8869,4,0,medium,medium,low,medium,medium,high,medium,low,medium,medium
8870,4,2,medium,medium,medium,high,medium,high,medium,medium,high,high
8871,4,0,medium,low,low,medium,medium,medium,low,low,low,medium
8872,4,1,high,medium,high,high,high,high,high,medium,high,high
8873,4,2,medium,medium,medium,medium,medium,high,medium,medium,high,high
8874,4,0,low,low,low,low,low,low,low,low,low,low
8875,4,0,low,low,low,low,low,medium,low,low,low,low
8876,4,3,high,high,high,high,high,high,high,high,high,high
8877,4,0,low,low,low,low,low,low,low,low,low,low
8878,4,1,medium,medium,medium,medium,medium,high,medium,high,high,medium
8879,4,2,medium,medium,medium,high,medium,high,medium,medium,medium,high
8880,4,0,medium,medium,medium,medium,medium,high,medium,high,high,medium
8881,4,2,high,high,high,high,high,high,high,high,high,high
8882,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8883,4,1,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
8884,4,0,low,low,low,medium,low,low,low,low,low,low
8885,4,2,high,high,high,high,high,high,high,high,high,high
8886,4,0,medium,medium,medium,high,high,high,medium,high,high,medium
8887,4,1,medium,medium,medium,high,medium,high,medium,medium,medium,medium
8888,4,1,high,medium,medium,medium,medium,medium,medium,medium,high,medium
8889,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8890,4,2,high,medium,high,high,high,high,high,medium,high,high
8891,4,2,high,high,high,high,high,high,high,medium,high,high
8892,4,0,medium,medium,medium,high,medium,high,medium,medium,high,high
8893,4,1,medium,low,low,medium,low,medium,low,low,low,medium
8894,4,0,medium,medium,low,medium,medium,medium,medium,low,medium,medium
8895,4,3,high,high,high,high,high,high,high,high,high,high
8896,4,2,high,high,high,high,high,high,high,high,high,high
8897,4,0,medium,medium,medium,medium,medium,high,medium,medium,high,medium
8898,4,1,high,medium,medium,high,medium,high,high,medium,high,high
8899,4,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
8900,4,1,medium,medium,medium,high,medium,medium,medium,low,high,high
8901,4,0,medium,medium,medium,high,medium,high,medium,high,medium,high
8902,4,2,medium,medium,high,medium,medium,high,medium,medium,high,medium
8903,4,3,high,high,high,high,high,high,high,high,high,high
8904,4,2,high,high,high,high,high,high,high,high,high,high
8905,4,1,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
8906,4,2,high,high,high,high,high,high,high,high,high,high
8907,4,0,low,low,low,medium,low,low,low,low,low,low
8908,4,1,medium,medium,medium,medium,medium,high,medium,medium,high,medium
8909,4,1,high,high,high,high,high,high,high,high,high,high
8910,4,0,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
8911,4,1,high,medium,high,high,high,high,high,medium,high,high
8912,4,2,medium,medium,medium,high,medium,high,medium,medium,medium,medium
8913,4,0,medium,low,low,medium,low,medium,low,low,medium,medium
8914,4,2,high,high,high,high,high,high,high,high,high,high
8915,4,0,medium,low,low,medium,low,medium,low,low,medium,medium
8916,4,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
8917,4,0,high,medium,medium,high,high,high,high,high,high,high
8918,4,1,medium,low,low,medium,medium,medium,medium,low,medium,medium
8919,4,3,high,high,high,high,high,high,high,high,high,high
8920,4,0,medium,low,low,medium,medium,medium,low,low,medium,medium
8921,4,0,medium,low,low,medium,low,medium,low,low,medium,low
8922,4,2,high,high,high,high,high,high,high,high,high,high
8923,4,3,high,high,high,high,high,high,high,high,high,high
8924,4,1,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
8925,4,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
8926,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8927,4,0,low,low,low,medium,low,medium,low,low,low,medium
8928,4,1,high,medium,medium,high,high,high,high,medium,high,high
8929,4,1,medium,low,low,medium,medium,medium,medium,low,medium,medium
8930,4,0,medium,medium,medium,high,medium,high,medium,medium,high,medium
8931,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8932,4,0,high,high,high,high,high,high,high,high,high,high
8933,4,1,high,high,high,high,high,high,high,medium,high,high
8934,4,0,medium,low,low,medium,low,medium,low,low,low,medium
8935,4,2,high,medium,high,high,high,high,high,medium,high,high
8936,4,0,medium,low,low,medium,medium,medium,medium,low,medium,medium
8937,4,0,medium,medium,medium,high,medium,medium,medium,medium,medium,high
8938,4,0,medium,low,low,medium,low,medium,low,low,low,low
8939,4,1,high,high,high,high,high,high,high,medium,high,high
8940,4,2,high,medium,high,high,high,high,high,high,high,high
8941,4,2,high,high,high,high,high,high,high,high,high,high
8942,4,0,medium,low,low,medium,medium,medium,low,low,low,medium
8943,4,1,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
8944,4,0,medium,low,low,medium,medium,medium,low,low,low,medium
8945,4,2,medium,medium,medium,high,medium,high,medium,medium,high,medium
8946,4,3,high,high,high,high,high,high,high,high,high,high
8947,4,0,medium,low,low,medium,medium,medium,medium,low,medium,medium
8948,4,2,medium,medium,medium,medium,medium,high,medium,medium,high,medium
8949,4,0,medium,medium,medium,high,high,high,high,high,high,medium
8950,4,1,medium,medium,medium,medium,medium,medium,medium,medium,high,high
8951,4,1,medium,medium,medium,high,medium,high,medium,medium,high,medium
8952,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8953,4,1,medium,medium,medium,medium,medium,high,medium,medium,high,medium
8954,4,2,high,high,high,high,high,high,high,high,high,high
8955,4,3,high,high,high,high,high,high,high,high,high,high
8956,4,1,medium,low,low,medium,medium,medium,medium,low,medium,medium
8957,4,2,high,medium,high,high,high,high,high,medium,high,high
8958,4,0,medium,low,low,medium,low,medium,low,low,low,low
8959,4,3,high,high,high,high,high,high,high,high,high,high
8960,4,0,medium,low,low,medium,low,low,low,low,low,low
8961,4,1,high,medium,high,high,high,high,high,high,high,high
8962,4,1,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
8963,4,0,medium,low,low,medium,medium,medium,medium,low,medium,medium
8964,4,0,low,low,low,medium,low,medium,low,low,low,low
8965,4,2,high,high,high,medium,high,high,high,high,high,high
8966,4,0,medium,low,low,medium,medium,medium,low,low,medium,medium
8967,4,2,medium,medium,low,medium,medium,medium,medium,low,medium,medium
8968,4,1,high,high,high,high,high,high,high,high,high,high
8969,4,2,high,medium,high,high,high,high,high,low,high,high
8970,4,2,medium,medium,high,medium,high,high,medium,high,high,high
8971,4,1,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
8972,4,1,high,medium,high,high,high,high,high,high,high,high
8973,4,2,high,high,high,high,high,high,high,high,high,high
8974,4,2,high,high,high,high,high,high,high,high,high,high
8975,4,0,medium,high,medium,high,high,high,high,high,high,high
8976,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8977,4,2,high,medium,high,high,medium,high,high,high,high,high
8978,4,0,low,low,low,low,low,low,low,low,low,low
8979,4,3,high,high,high,high,high,high,high,high,high,high
8980,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8981,4,2,high,medium,medium,high,high,high,high,low,high,high
8982,4,0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
8983,4,1,high,medium,high,medium,medium,high,high,medium,high,medium
8984,4,0,high,high,high,high,high,high,high,high,high,high
8985,4,0,medium,medium,low,medium,medium,high,medium,medium,medium,medium
8986,4,0,medium,low,low,medium,medium,medium,medium,low,medium,medium
8987,4,2,high,high,high,high,high,high,high,high,high,high
8988,4,2,high,high,high,high,high,high,high,high,high,high
8989,4,0,medium,low,low,medium,medium,medium,low,low,medium,medium
8990,4,2,medium,low,medium,medium,medium,medium,medium,low,high,medium
8991,4,0,low,low,low,low,low,low,low,low,low,low
8992,4,0,medium,low,low,medium,low,medium,low,low,low,low
8993,4,0,medium,medium,medium,high,medium,high,medium,high,medium,medium
8994,4,0,medium,medium,low,medium,medium,medium,medium,high,low,medium
8995,4,1,high,high,high,high,high,high,high,high,high,high
8996,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,high
8997,4,1,high,high,high,high,high,high,high,high,high,high
8998,4,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
8999,4,0,medium,medium,medium,high,medium,high,medium,medium,medium,medium
9000,4,2,medium,medium,low,high,high,high,medium,low,high,medium
9001,4,1,medium,low,medium,medium,low,medium,medium,low,high,medium
9002,4,2,medium,medium,medium,high,medium,high,medium,high,high,high
9003,4,3,high,high,high,high,high,high,high,high,high,high
9004,4,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9005,4,2,medium,medium,medium,medium,medium,high,medium,medium,high,medium
9006,4,2,high,medium,medium,high,high,high,medium,medium,high,high
9007,4,3,high,high,high,high,high,high,high,high,high,high
9008,4,2,high,high,high,high,high,high,high,high,high,high
9009,4,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
9010,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9011,4,1,high,high,high,high,high,high,high,medium,high,medium
9012,4,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
9013,4,0,low,low,low,low,low,medium,low,low,low,low
9014,4,2,high,high,high,high,high,high,high,medium,high,high
9015,4,0,low,low,low,medium,low,low,low,low,low,low
9016,4,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
9017,4,2,medium,medium,medium,high,high,high,high,low,high,high
9018,4,1,high,medium,high,high,high,high,high,high,high,high
9019,4,2,high,high,high,high,high,high,high,high,high,high
9020,4,0,medium,low,low,medium,medium,medium,low,low,low,medium
9021,4,3,high,high,high,high,high,high,high,high,high,high
9022,4,2,medium,medium,medium,high,medium,high,high,medium,high,high
9023,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9024,4,0,medium,medium,medium,medium,medium,high,medium,medium,high,medium
9025,4,0,medium,low,low,medium,medium,medium,low,low,low,medium
9026,4,1,medium,medium,medium,high,medium,high,medium,medium,high,medium
9027,4,3,high,high,high,high,high,high,high,high,high,high
9028,4,0,medium,medium,low,medium,medium,medium,medium,low,medium,medium
9029,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,high
9030,4,1,medium,low,low,medium,medium,medium,low,low,low,medium
9031,4,0,medium,medium,low,high,medium,high,medium,low,high,medium
9032,4,0,low,low,low,medium,low,low,low,low,low,low
9033,4,0,medium,low,medium,medium,low,medium,low,low,medium,medium
9034,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,high
9035,4,2,medium,medium,high,high,high,high,high,medium,high,high
9036,4,1,medium,low,low,medium,medium,medium,medium,low,low,medium
9037,4,2,high,medium,high,high,high,high,high,high,high,high
9038,4,1,medium,medium,medium,high,medium,high,medium,high,high,medium
9039,4,2,high,medium,high,high,medium,high,high,medium,high,medium
9040,4,2,high,high,high,high,high,high,high,high,high,high
9041,4,1,low,low,low,medium,low,medium,low,low,low,low
9042,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9043,4,2,medium,medium,medium,high,high,high,medium,high,high,high
9044,4,1,high,high,high,high,high,high,high,high,high,high
9045,4,0,low,low,low,medium,low,medium,low,low,low,low
9046,4,2,high,medium,high,high,high,high,high,high,high,high
9047,4,0,medium,low,low,medium,low,medium,low,low,medium,low
9048,4,0,medium,medium,low,medium,medium,high,medium,low,medium,medium
9049,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
9050,4,1,medium,medium,medium,high,high,high,medium,medium,high,high
9051,4,2,high,high,high,high,high,high,high,high,high,high
9052,4,2,medium,medium,high,medium,medium,high,medium,medium,high,high
9053,4,1,medium,medium,low,high,medium,high,medium,medium,high,medium
9054,4,1,medium,low,low,low,low,low,low,low,medium,low
9055,4,0,medium,medium,low,medium,medium,high,medium,medium,medium,medium
9056,4,0,medium,low,low,medium,medium,medium,medium,low,medium,medium
9057,4,1,medium,medium,medium,medium,medium,high,medium,medium,high,high
9058,4,2,high,medium,high,high,high,high,high,medium,high,high
9059,4,0,medium,low,low,medium,medium,medium,low,low,low,medium
9060,4,2,high,high,high,high,high,high,high,high,high,high
9061,4,2,high,medium,high,high,medium,high,high,medium,high,high
9062,4,0,medium,low,medium,medium,medium,high,medium,high,high,high
9063,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9064,4,1,medium,medium,medium,medium,medium,medium,medium,low,high,medium
9065,4,0,low,low,low,medium,low,low,low,low,low,low
9066,4,1,medium,medium,medium,medium,medium,medium,medium,low,high,medium
9067,4,1,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
9068,4,0,medium,medium,low,medium,medium,medium,medium,low,medium,medium
9069,4,2,high,medium,high,high,high,high,high,medium,high,high
9070,4,0,medium,low,low,medium,low,medium,low,low,low,low
9071,4,3,high,medium,medium,high,high,high,high,medium,high,high
9072,4,0,low,low,low,low,low,low,low,low,low,low
9073,4,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
9074,4,3,high,high,high,high,high,high,high,medium,high,high
9075,4,3,high,high,high,high,high,high,high,high,high,high
9076,4,0,low,low,low,low,low,low,low,low,low,low
9077,4,0,medium,medium,low,medium,medium,high,medium,low,medium,medium
9078,4,2,medium,high,high,high,high,high,high,high,high,high
9079,4,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
9080,4,0,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
9081,4,1,high,high,medium,high,high,high,high,high,high,high
9082,4,2,medium,medium,medium,high,medium,high,high,medium,high,medium
9083,4,2,high,medium,high,high,high,high,high,medium,high,high
9084,4,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
9085,4,1,medium,medium,high,medium,medium,high,high,high,high,high
9086,4,0,low,low,low,low,low,low,low,low,low,low
9087,4,1,medium,medium,medium,high,medium,high,medium,medium,high,high
9088,4,2,high,high,high,high,high,high,high,high,high,high
9089,4,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9090,4,0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
9091,4,2,high,high,high,high,high,high,high,high,high,high
9092,4,0,low,low,low,low,low,low,low,low,low,low
9093,4,1,medium,low,low,medium,medium,medium,medium,low,medium,medium
9094,4,0,medium,low,low,medium,medium,high,medium,high,medium,medium
9095,4,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
9096,4,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
9097,4,1,medium,medium,medium,high,high,high,high,high,high,medium
9098,4,2,high,medium,high,medium,medium,medium,medium,medium,high,high
9099,4,1,medium,medium,low,high,medium,high,medium,low,medium,medium
9100,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9101,4,0,medium,medium,medium,medium,medium,high,medium,high,medium,medium
9102,4,2,medium,medium,medium,high,high,high,medium,low,high,high
9103,4,2,high,medium,medium,high,high,high,high,medium,high,high
9104,4,2,high,medium,high,medium,medium,high,medium,medium,high,medium
9105,4,1,medium,medium,low,medium,medium,medium,medium,low,medium,medium
9106,4,2,high,medium,medium,high,medium,high,high,medium,high,high
9107,4,2,medium,high,high,high,high,high,high,high,high,high
9108,4,0,medium,low,low,medium,low,high,low,low,low,low
9109,4,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
9110,4,1,high,high,high,high,high,high,high,medium,high,high
9111,4,1,high,high,high,high,high,high,high,high,high,high
9112,4,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
9113,4,0,medium,low,low,low,low,medium,low,low,low,medium
9114,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
9115,4,1,medium,medium,medium,medium,medium,high,medium,medium,high,high
9116,4,2,high,high,high,high,high,high,high,high,high,high
9117,4,0,low,low,low,medium,low,medium,low,low,low,low
9118,4,1,high,medium,high,high,high,high,high,medium,high,high
9119,4,1,medium,medium,low,high,medium,high,medium,low,medium,medium
9121,4,1,medium,medium,medium,medium,medium,high,medium,medium,high,medium
9122,4,2,high,medium,high,high,high,high,high,medium,high,high
9123,4,0,medium,medium,medium,medium,medium,high,medium,medium,high,medium
