essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5,question6
1267,1,5,medium,medium,medium,medium,medium,high
1268,1,3,low,low,low,low,low,high
1269,1,4,low,low,low,low,low,high
1270,1,5,low,low,low,low,low,high
1271,1,3,low,low,low,low,low,high
1272,1,3,medium,medium,low,medium,low,high
1273,1,5,low,low,low,low,low,high
1274,1,2,low,low,low,low,low,high
1275,1,3,low,low,low,low,low,high
1276,1,3,low,low,low,low,low,high
1277,1,2,low,low,low,low,low,high
1278,1,3,medium,medium,low,medium,medium,high
1279,1,3,low,low,low,medium,medium,high
1280,1,4,low,low,low,medium,medium,high
1281,1,3,low,low,low,low,low,high
1282,1,4,low,low,low,low,low,high
1283,1,5,low,high,low,low,low,high
1284,1,5,medium,medium,low,medium,medium,high
1285,1,3,low,low,low,low,low,high
1286,1,3,low,low,low,low,low,high
1287,1,5,medium,medium,medium,medium,medium,high
1288,1,5,medium,high,low,medium,high,high
1289,1,2,low,low,low,low,low,high
1290,1,4,medium,medium,low,medium,medium,high
1291,1,3,low,low,low,low,low,high
1292,1,4,medium,medium,low,medium,medium,high
1293,1,3,low,low,low,low,low,high
1294,1,4,low,low,low,low,low,high
1295,1,1,low,low,low,low,low,high
1296,1,4,medium,medium,low,medium,medium,high
1297,1,3,low,low,low,medium,medium,high
1298,1,3,low,low,low,medium,medium,high
1299,1,5,low,low,low,low,low,high
1300,1,2,low,low,low,low,low,high
1301,1,4,low,low,low,low,low,high
1302,1,4,low,low,low,low,low,high
1303,1,4,medium,medium,medium,medium,medium,high
1304,1,4,high,high,high,high,high,high
1305,1,4,low,low,low,low,low,high
1306,1,5,medium,high,low,medium,high,high
1307,1,3,low,low,low,medium,low,high
1308,1,4,medium,medium,low,medium,medium,high
1309,1,5,low,low,low,low,low,high
1310,1,3,low,low,low,low,low,high
1311,1,4,medium,high,low,medium,high,high
1312,1,3,low,low,low,low,low,high
1313,1,4,low,low,low,low,low,high
1314,1,4,medium,medium,low,medium,medium,high
1315,1,4,low,low,low,low,low,high
1316,1,5,low,low,low,medium,medium,high
1317,1,4,low,low,low,low,low,high
1318,1,4,low,low,low,low,low,high
1319,1,4,medium,medium,low,medium,medium,high
1320,1,5,low,low,low,low,low,high
1321,1,5,low,low,low,low,low,high
1322,1,3,low,low,low,medium,medium,high
1323,1,3,low,low,low,low,low,high
1324,1,3,medium,medium,medium,medium,medium,high
1325,1,4,medium,medium,low,medium,medium,high
1326,1,3,low,low,low,low,low,high
1327,1,4,medium,medium,low,medium,low,high
1328,1,4,low,low,low,low,low,high
1329,1,3,low,low,low,low,low,high
1330,1,3,low,low,low,low,low,high
1331,1,4,medium,high,low,medium,medium,high
1332,1,5,medium,low,low,medium,medium,high
1333,1,3,low,low,low,low,low,high
1334,1,3,low,low,low,medium,medium,high
1335,1,3,low,low,low,low,low,high
1336,1,4,low,low,low,low,low,high
1337,1,3,low,low,low,low,low,high
1338,1,4,high,high,low,high,high,high
1339,1,3,low,low,low,low,low,high
1340,1,5,medium,medium,medium,medium,medium,high
1341,1,5,high,high,high,high,high,high
1342,1,3,low,low,low,low,low,high
1343,1,4,low,low,low,low,low,high
1344,1,5,medium,medium,low,medium,medium,high
1345,1,4,medium,medium,low,medium,medium,high
1346,1,4,medium,medium,low,medium,medium,high
1347,1,4,low,low,low,low,low,high
1348,1,3,low,low,low,low,low,high
1349,1,4,low,low,low,low,low,high
1350,1,5,medium,medium,low,medium,medium,high
1351,1,3,low,low,low,low,low,high
1352,1,3,low,low,low,low,medium,high
1353,1,5,medium,low,low,medium,high,high
1354,1,4,medium,high,high,medium,high,high
1355,1,4,low,low,low,low,low,high
1356,1,3,low,low,low,low,low,high
1357,1,3,low,low,low,low,low,high
1358,1,5,low,high,low,medium,low,high
1359,1,4,low,low,low,low,low,high
1360,1,5,medium,medium,low,medium,high,high
1361,1,5,high,high,low,high,high,high
1362,1,5,low,low,low,low,low,high
1363,1,5,medium,low,low,medium,medium,high
1364,1,3,medium,medium,low,medium,medium,high
1365,1,4,medium,medium,low,medium,medium,high
1366,1,5,low,low,low,medium,medium,high
1367,1,2,medium,medium,low,medium,medium,high
1368,1,3,low,low,low,low,low,high
1369,1,4,medium,low,low,medium,high,high
1370,1,4,low,low,low,low,low,high
1371,1,5,low,low,low,low,low,high
1372,1,3,medium,medium,low,medium,medium,high
1373,1,3,medium,medium,low,medium,medium,high
1374,1,4,low,low,low,low,low,high
1375,1,4,low,low,low,low,low,high
1376,1,3,medium,medium,low,medium,medium,high
1377,1,3,low,low,low,low,low,high
1378,1,5,low,low,low,low,low,high
1379,1,5,low,low,low,low,low,high
1380,1,6,low,low,low,low,low,high
1381,1,4,low,low,low,medium,medium,high
1382,1,4,medium,medium,low,medium,medium,high
1383,1,3,low,low,low,low,low,high
1384,1,4,low,low,low,low,low,high
1385,1,5,high,high,low,medium,high,high
1386,1,4,low,low,low,low,low,high
1387,1,3,low,low,low,medium,medium,high
1388,1,4,medium,high,high,medium,medium,high
1389,1,3,low,low,low,low,low,high
1390,1,4,low,low,low,low,low,high
1391,1,4,low,low,low,low,medium,high
1392,1,4,low,low,low,low,low,high
1393,1,4,low,low,low,low,low,high
1394,1,3,low,low,low,low,low,high
1395,1,3,low,low,low,low,low,high
1396,1,3,low,low,low,low,low,high
1397,1,3,low,low,low,low,low,high
1398,1,4,medium,medium,low,medium,medium,high
1399,1,3,low,low,low,low,low,high
1400,1,3,low,low,low,low,low,high
1401,1,5,medium,medium,medium,medium,medium,high
1402,1,3,low,low,low,medium,low,high
1403,1,4,low,low,low,low,low,high
1404,1,4,low,low,low,low,high,high
1405,1,4,low,low,low,low,low,high
1406,1,3,low,low,low,low,low,high
1407,1,4,low,low,low,low,low,high
1408,1,5,medium,medium,low,medium,medium,high
1409,1,6,medium,high,high,medium,high,high
1410,1,3,low,low,low,low,low,high
1411,1,5,low,low,low,low,low,high
1412,1,5,low,low,low,low,low,high
1413,1,5,medium,medium,medium,medium,medium,medium
1414,1,3,low,low,low,low,low,high
1415,1,5,low,low,low,low,high,high
1416,1,3,low,low,low,low,low,high
1417,1,5,low,low,low,low,low,high
1418,1,3,low,low,low,low,low,high
1419,1,5,low,low,low,low,low,high
1420,1,5,medium,medium,low,medium,medium,medium
1421,1,3,low,low,low,low,low,high
1422,1,3,low,low,low,low,low,high
1423,1,3,low,low,low,low,low,high
1424,1,4,high,high,high,high,high,medium
1425,1,4,medium,low,low,medium,medium,high
1426,1,4,low,low,low,low,low,high
1427,1,6,medium,high,low,medium,medium,high
1428,1,2,low,low,low,low,medium,high
1429,1,3,low,low,low,low,low,high
1430,1,3,low,low,low,low,low,high
1431,1,4,medium,medium,low,medium,medium,high
1432,1,3,low,low,low,low,low,high
1433,1,4,low,low,low,low,low,high
1434,1,5,medium,medium,low,medium,low,high
1435,1,5,medium,medium,low,medium,medium,high
1436,1,4,low,medium,low,medium,low,high
1437,1,3,low,low,low,low,low,high
1438,1,4,medium,medium,low,medium,medium,high
1439,1,4,low,low,low,low,low,high
1440,1,4,low,low,low,medium,low,high
1441,1,3,low,low,low,low,low,high
1442,1,2,low,low,low,low,low,high
1443,1,5,low,low,low,low,low,high
1444,1,5,medium,high,high,medium,medium,high
1445,1,3,low,low,low,low,low,high
1446,1,4,low,low,low,low,medium,high
1447,1,5,high,high,low,high,high,high
1448,1,3,low,low,low,low,low,high
1449,1,4,medium,medium,low,medium,medium,high
1450,1,4,low,low,low,low,low,high
1451,1,5,high,high,high,high,high,high
1452,1,5,high,high,high,high,high,high
1453,1,5,medium,low,low,medium,medium,high
1454,1,6,high,high,high,high,high,high
1455,1,5,medium,medium,low,medium,medium,high
1456,1,4,low,low,low,low,low,high
1457,1,3,low,low,low,low,low,high
1458,1,3,low,low,low,medium,medium,high
1459,1,3,low,low,low,low,low,high
1460,1,4,medium,medium,low,medium,medium,high
1461,1,2,low,low,low,low,low,high
1462,1,2,low,low,low,medium,low,high
1463,1,3,low,low,low,low,low,high
1464,1,4,low,low,low,low,low,high
1465,1,4,low,low,low,low,low,high
1466,1,4,low,low,low,low,low,high
1467,1,5,low,low,low,low,medium,high
1468,1,4,low,low,low,low,low,high
1469,1,3,low,low,low,low,low,high
1470,1,4,low,low,low,low,low,high
1471,1,5,low,low,low,low,low,high
1472,1,4,medium,medium,low,medium,medium,high
1473,1,2,low,low,low,low,low,high
1474,1,2,low,low,low,low,low,high
1475,1,3,medium,medium,low,medium,medium,high
1476,1,4,low,low,low,low,low,high
1477,1,3,low,low,low,low,low,high
1478,1,5,medium,high,medium,medium,high,high
1479,1,3,low,low,low,low,low,high
1480,1,4,low,low,low,medium,medium,high
1481,1,4,low,low,low,low,low,high
1482,1,3,low,low,low,low,low,high
1483,1,2,medium,medium,low,medium,medium,high
1484,1,4,low,low,low,low,low,high
1485,1,4,low,low,low,low,low,high
1486,1,4,medium,medium,low,medium,medium,high
1487,1,3,low,low,low,low,low,high
1488,1,4,medium,medium,low,medium,medium,high
1489,1,3,low,low,low,low,low,high
1490,1,3,low,low,low,low,low,high
1491,1,5,low,low,low,low,low,high
1492,1,3,low,medium,low,medium,medium,high
1493,1,5,medium,low,low,medium,medium,high
1494,1,5,high,high,high,high,high,low
1495,1,4,low,medium,low,medium,medium,high
1496,1,2,low,low,low,low,low,high
1497,1,3,low,low,low,low,low,high
1498,1,3,low,low,low,low,low,high
1499,1,4,medium,high,low,medium,high,high
1500,1,4,medium,high,high,medium,high,high
1501,1,4,low,low,low,low,low,high
1502,1,4,low,medium,low,low,low,high
1503,1,4,low,low,low,low,low,high
1504,1,3,medium,medium,low,medium,medium,high
1505,1,3,low,low,low,low,low,high
1506,1,3,low,medium,low,medium,medium,high
1507,1,3,low,low,low,low,low,high
1508,1,3,low,low,low,low,low,high
1509,1,4,low,low,low,low,low,high
1510,1,5,medium,high,high,medium,high,high
1511,1,4,low,low,low,low,low,high
1512,1,3,low,low,low,low,low,high
1513,1,2,low,low,low,medium,medium,high
1514,1,4,medium,high,high,medium,medium,high
1515,1,5,low,low,low,low,low,high
1516,1,4,low,low,low,low,low,high
1517,1,4,low,low,low,medium,low,high
1518,1,4,low,low,low,low,low,high
1519,1,3,low,low,low,low,low,high
1520,1,3,low,low,low,low,low,high
1521,1,4,medium,medium,medium,medium,medium,medium
1522,1,5,medium,medium,low,medium,high,high
1523,1,3,low,low,low,low,low,high
1524,1,2,low,low,low,low,low,high
1525,1,3,low,low,low,medium,medium,high
1526,1,5,low,low,low,low,low,high
1527,1,4,low,low,low,low,low,high
1528,1,2,low,low,low,low,low,high
1529,1,3,low,low,low,low,low,high
1530,1,3,low,low,low,low,low,high
1531,1,3,low,low,low,low,low,high
1532,1,4,medium,medium,medium,medium,medium,high
1533,1,3,low,low,low,low,low,high
1534,1,3,low,low,low,low,low,high
1535,1,2,low,low,low,low,low,high
1536,1,1,low,low,low,low,low,high
1537,1,3,medium,medium,low,medium,medium,high
1538,1,4,low,low,low,low,low,high
1539,1,4,medium,medium,low,medium,medium,high
1540,1,3,low,low,low,low,low,high
1541,1,4,low,low,low,medium,medium,high
1542,1,4,low,low,low,medium,high,high
1543,1,3,low,low,low,low,low,high
1544,1,4,low,low,low,low,low,high
1545,1,3,low,low,low,low,low,high
1546,1,5,high,high,high,medium,high,high
1547,1,2,low,low,low,low,low,high
1548,1,3,low,low,low,low,low,high
1549,1,3,low,low,low,medium,low,high
1550,1,5,low,low,low,low,low,high
1551,1,5,high,high,high,high,high,high
1552,1,2,low,low,low,low,low,high
1553,1,5,low,low,low,medium,medium,high
1554,1,3,medium,low,low,medium,medium,high
1555,1,1,low,low,low,low,low,high
1556,1,3,low,low,low,low,low,high
1557,1,3,low,low,low,low,low,high
1558,1,3,low,low,low,low,low,high
1559,1,2,low,low,low,low,low,high
1560,1,3,low,low,low,low,low,high
1561,1,5,low,low,low,low,low,high
1562,1,1,low,low,low,low,low,high
1563,1,3,low,low,low,low,low,high
1564,1,3,low,low,low,low,low,high
1565,1,3,low,low,low,low,low,high
1566,1,3,low,low,low,low,low,high
1567,1,4,low,low,low,low,low,high
1568,1,4,low,low,low,medium,medium,high
1569,1,1,low,low,low,low,low,high
1570,1,4,low,low,low,medium,medium,high
1571,1,2,low,low,low,low,low,high
1572,1,4,low,low,low,low,low,high
1573,1,5,low,low,low,low,low,high
1574,1,4,low,low,low,low,low,high
1575,1,4,low,low,low,low,low,high
1576,1,4,low,low,low,low,low,high
1577,1,3,low,low,low,low,low,high
1578,1,3,low,low,low,low,low,high
1579,1,4,medium,high,high,medium,medium,medium
1580,1,3,medium,low,low,medium,medium,high
1581,1,5,low,low,low,low,low,high
1582,1,4,low,low,low,low,low,high
1583,1,4,low,low,low,low,low,high
1584,1,4,low,low,low,medium,medium,high
1585,1,6,medium,high,low,medium,high,high
1586,1,4,low,low,low,medium,medium,high
1587,1,5,medium,high,low,low,low,high
1588,1,5,low,low,low,low,low,high
1589,1,5,low,low,low,low,low,high
1590,1,4,low,low,low,low,low,high
1591,1,5,low,low,low,low,low,high
1592,1,1,low,low,low,low,low,high
1593,1,4,medium,low,low,medium,medium,high
1594,1,4,low,low,low,medium,medium,high
1595,1,5,medium,low,low,medium,medium,high
1596,1,4,low,low,low,low,low,high
1597,1,5,low,low,low,medium,medium,high
1598,1,4,low,low,low,low,low,high
1599,1,4,low,medium,low,low,low,high
1600,1,3,low,low,low,low,low,high
1601,1,4,medium,medium,low,medium,medium,high
1602,1,5,medium,low,low,medium,medium,high
1603,1,3,low,low,low,low,low,high
1604,1,3,low,low,low,low,low,high
1605,1,4,medium,medium,medium,medium,medium,medium
1606,1,4,low,low,low,low,low,high
1607,1,4,low,low,low,low,low,high
1608,1,3,low,low,low,low,low,high
1609,1,3,low,low,low,low,low,high
1610,1,4,low,low,low,low,low,high
1611,1,4,low,low,low,low,low,high
1612,1,5,low,low,low,low,low,high
1613,1,4,low,low,low,medium,medium,high
1614,1,3,low,low,low,low,low,high
1615,1,3,low,low,low,low,low,high
1616,1,6,high,high,low,high,high,high
1617,1,5,medium,medium,low,medium,medium,high
1618,1,3,low,low,low,low,low,high
1619,1,4,low,low,low,low,low,high
1620,1,5,low,low,low,low,low,high
1621,1,5,low,low,low,medium,low,high
1622,1,6,low,low,low,low,high,high
1623,1,4,low,low,low,low,low,high
1624,1,4,low,low,low,low,low,high
1625,1,4,medium,medium,medium,medium,medium,high
1626,1,4,low,low,low,low,low,high
1627,1,3,low,low,low,low,low,high
1628,1,5,medium,medium,low,medium,medium,high
1629,1,5,low,medium,low,medium,high,high
1630,1,5,low,low,low,low,low,high
1631,1,4,low,low,low,medium,medium,high
1632,1,5,medium,medium,medium,medium,medium,high
1633,1,4,medium,low,low,medium,medium,high
1634,1,4,medium,medium,low,medium,medium,high
1635,1,4,low,low,low,low,low,high
1636,1,5,low,low,low,medium,medium,high
1637,1,3,low,low,low,low,low,high
1638,1,4,low,low,low,medium,medium,high
1639,1,5,medium,medium,medium,medium,medium,medium
1640,1,3,low,low,low,low,low,high
1641,1,3,low,low,low,low,low,high
1642,1,4,medium,medium,low,medium,medium,high
1643,1,5,low,low,low,low,low,high
1644,1,5,low,low,low,low,medium,high
1645,1,4,low,low,low,low,low,high
1646,1,4,low,low,low,medium,low,high
1647,1,2,low,low,low,low,low,high
1648,1,6,high,high,high,high,high,high
1649,1,5,low,low,low,low,low,high
1650,1,5,low,low,low,low,low,high
1651,1,5,low,low,low,low,low,high
1652,1,5,low,low,low,low,low,high
1653,1,4,low,low,low,low,low,high
1654,1,4,low,low,low,low,low,high
1655,1,3,low,low,low,low,low,high
1656,1,3,low,low,low,low,low,high
1657,1,3,low,low,low,medium,medium,high
1658,1,3,low,low,low,low,low,high
1659,1,6,medium,medium,medium,medium,medium,high
1660,1,3,low,low,low,low,low,high
1661,1,4,low,low,low,medium,low,high
1662,1,5,low,low,low,low,low,high
1663,1,3,low,low,low,low,low,high
1664,1,3,medium,medium,low,medium,medium,high
1665,1,6,high,high,high,high,high,high
1666,1,5,medium,medium,low,medium,medium,high
1667,1,4,low,low,low,low,low,high
1668,1,5,medium,medium,low,medium,medium,high
1669,1,5,low,high,low,medium,high,high
1670,1,3,low,low,low,low,low,high
1671,1,5,low,low,low,low,low,high
1672,1,4,medium,medium,low,medium,medium,high
1673,1,2,low,low,low,low,low,high
1674,1,4,low,low,low,medium,high,high
1675,1,5,low,low,low,low,low,high
1676,1,3,low,low,low,low,low,high
1677,1,4,low,low,low,low,low,high
1678,1,3,low,low,low,low,low,high
1679,1,3,low,low,low,low,low,high
1680,1,3,low,low,low,low,low,high
1681,1,2,low,low,low,low,low,high
1682,1,5,medium,medium,low,medium,medium,high
1683,1,4,low,low,low,low,low,high
1684,1,3,low,low,low,low,low,high
1685,1,4,low,low,low,low,low,high
1686,1,1,low,low,low,low,low,high
1687,1,5,high,high,low,medium,high,high
1688,1,3,low,low,low,low,low,high
1689,1,2,low,low,low,low,low,high
1690,1,3,low,low,low,low,low,high
1691,1,4,low,low,low,low,low,high
1692,1,5,medium,medium,low,medium,medium,high
1693,1,5,low,low,low,medium,low,high
1694,1,4,low,low,low,low,low,high
1695,1,5,low,low,low,low,low,high
1696,1,5,low,low,low,medium,medium,high
1697,1,3,low,low,low,low,low,high
1698,1,4,medium,medium,low,medium,medium,high
1699,1,4,low,medium,low,medium,medium,high
1700,1,3,high,high,low,high,low,high
1701,1,3,low,low,low,low,low,high
1702,1,3,low,low,low,low,low,high
1703,1,5,low,low,low,low,low,high
1704,1,4,low,low,low,medium,medium,high
1705,1,5,medium,low,low,medium,high,high
1706,1,4,medium,medium,low,medium,medium,high
1707,1,3,low,low,low,low,low,high
1708,1,2,low,low,low,low,low,high
1709,1,3,low,low,low,low,low,high
1710,1,5,medium,medium,low,medium,medium,high
1711,1,2,low,low,low,low,low,high
1712,1,5,low,low,low,low,low,high
1713,1,4,low,low,low,low,low,high
1714,1,2,low,low,low,low,low,high
1715,1,5,low,low,low,medium,low,high
1716,1,2,low,low,low,low,low,high
1717,1,5,low,low,low,medium,low,high
1718,1,5,medium,low,low,medium,medium,high
1719,1,5,low,low,low,low,low,high
1720,1,5,high,high,high,high,high,medium
1721,1,3,low,low,low,low,low,high
1722,1,3,low,low,low,low,low,high
1723,1,4,low,low,low,low,low,high
1724,1,5,medium,high,low,medium,high,high
1725,1,5,low,low,low,low,low,high
1726,1,4,low,low,low,low,low,high
1727,1,4,low,low,low,low,low,high
1728,1,4,medium,medium,low,medium,medium,high
1729,1,3,low,medium,low,medium,medium,high
1730,1,3,low,low,low,low,low,high
1731,1,3,low,low,low,low,low,high
1732,1,4,medium,medium,low,medium,medium,high
1733,1,4,low,medium,low,medium,medium,high
1734,1,4,low,low,low,low,low,high
1735,1,3,low,low,low,low,low,high
1736,1,4,low,low,low,low,low,high
1737,1,3,low,low,low,low,low,high
1738,1,3,low,low,low,low,low,high
1739,1,5,low,low,low,medium,high,high
1740,1,4,medium,high,high,medium,medium,high
1741,1,4,low,low,low,low,low,high
1742,1,3,low,low,low,low,low,high
1743,1,5,low,low,low,medium,medium,high
1744,1,4,low,low,low,low,low,high
1745,1,4,medium,low,low,medium,medium,high
1746,1,4,medium,medium,low,medium,medium,high
1747,1,3,low,low,low,low,low,high
1748,1,4,medium,high,high,medium,high,high
1749,1,3,low,low,low,low,low,high
1750,1,4,medium,medium,low,medium,medium,high
1751,1,3,low,low,low,medium,high,high
1752,1,3,low,low,low,low,low,high
1753,1,4,low,low,low,low,low,high
1754,1,5,low,low,low,low,low,high
1755,1,4,low,low,low,medium,low,high
1756,1,4,low,low,low,low,low,high
1757,1,3,low,low,low,low,low,high
1758,1,4,low,low,low,low,low,high
1759,1,4,low,low,low,low,low,high
1760,1,5,low,low,low,low,low,high
1761,1,3,low,low,low,low,low,high
1762,1,3,low,low,low,low,low,high
1763,1,5,low,low,low,high,high,high
1764,1,4,low,low,low,low,low,high
1765,1,1,low,low,low,low,low,high
1766,1,3,low,low,low,low,low,high
1767,1,3,medium,low,low,medium,low,high
1768,1,3,low,low,low,low,low,high
1769,1,4,medium,medium,low,medium,medium,high
1770,1,4,high,high,low,medium,high,high
1771,1,3,low,low,low,low,low,high
1772,1,4,low,low,low,low,low,high
1773,1,3,medium,low,low,medium,medium,high
1774,1,5,high,high,low,high,high,high
1775,1,3,medium,low,low,medium,medium,high
1776,1,3,low,low,low,low,low,high
1777,1,4,medium,medium,low,medium,medium,high
1778,1,1,low,low,low,low,low,high
1779,1,4,low,low,low,low,low,high
1780,1,3,low,low,low,low,low,high
1781,1,5,low,low,low,low,low,high
1782,1,3,low,low,low,medium,medium,high
1783,1,3,low,low,low,low,low,high
1784,1,2,low,low,low,medium,low,high
1785,1,4,low,low,low,low,low,high
1786,1,1,low,low,low,low,low,high
1787,1,2,low,low,low,low,low,high
2978,2,3,medium,medium,low,medium,medium,high
2979,2,1,low,low,low,low,low,low
2980,2,4,medium,medium,low,medium,medium,high
2981,2,4,medium,high,medium,medium,low,high
2982,2,3,low,low,low,low,low,high
2983,2,4,low,low,low,low,low,high
2984,2,4,low,low,low,low,low,high
2985,2,2,low,low,low,low,low,high
2986,2,5,medium,medium,medium,medium,medium,medium
2987,2,5,medium,high,medium,medium,medium,medium
2988,2,3,low,low,low,low,low,high
2989,2,4,medium,medium,low,medium,medium,high
2990,2,5,medium,low,low,medium,medium,high
2991,2,3,medium,medium,low,medium,medium,high
2992,2,1,medium,medium,medium,medium,medium,medium
2993,2,2,low,low,low,low,low,high
2994,2,3,low,low,low,low,low,high
2995,2,3,medium,medium,low,medium,medium,high
2996,2,1,low,low,low,low,low,high
2997,2,4,low,low,low,low,low,high
2998,2,1,low,low,low,low,low,high
2999,2,2,low,low,low,low,low,high
3000,2,2,low,low,low,low,low,high
3001,2,3,low,low,low,low,low,high
3002,2,2,low,low,low,low,low,high
3003,2,2,medium,medium,low,medium,medium,high
3004,2,2,medium,low,low,medium,medium,high
3005,2,2,low,low,low,low,low,high
3006,2,4,medium,medium,low,medium,medium,medium
3007,2,4,medium,medium,low,medium,medium,high
3008,2,5,medium,medium,medium,medium,medium,medium
3009,2,5,medium,medium,low,medium,low,high
3010,2,1,low,low,low,low,low,high
3011,2,2,low,low,low,low,low,high
3012,2,2,low,low,low,low,low,high
3013,2,5,medium,medium,low,medium,medium,high
3014,2,5,low,medium,low,medium,low,high
3015,2,4,medium,high,medium,medium,medium,medium
3016,2,4,medium,medium,low,medium,medium,medium
3017,2,5,medium,high,medium,medium,medium,high
3018,2,2,low,low,low,low,low,high
3019,2,3,low,low,low,low,low,high
3020,2,3,low,low,low,low,low,high
3021,2,3,low,low,low,low,low,high
3022,2,5,low,low,low,medium,medium,high
3023,2,4,low,low,low,low,low,high
3024,2,3,low,low,low,low,low,high
3025,2,2,medium,medium,low,medium,medium,high
3026,2,4,medium,high,medium,medium,medium,medium
3027,2,2,low,low,low,low,low,high
3028,2,5,medium,medium,low,medium,medium,high
3029,2,2,low,low,low,low,low,high
3030,2,4,low,low,low,low,low,high
3031,2,3,medium,medium,medium,medium,medium,medium
3032,2,3,low,medium,low,medium,low,high
3033,2,3,low,low,low,medium,low,high
3034,2,4,medium,high,low,medium,low,high
3035,2,3,medium,medium,medium,medium,medium,medium
3036,2,2,low,low,low,low,low,high
3037,2,5,medium,high,low,medium,medium,high
3038,2,1,medium,high,medium,medium,medium,medium
3039,2,2,medium,medium,low,medium,medium,medium
3040,2,4,medium,medium,low,medium,medium,medium
3041,2,3,low,low,low,low,low,high
3042,2,3,low,low,low,low,low,high
3043,2,4,low,low,low,low,low,high
3044,2,2,low,low,low,medium,medium,high
3045,2,3,low,low,low,medium,low,high
3046,2,2,medium,medium,low,medium,medium,high
3047,2,2,low,low,low,low,low,low
3048,2,4,medium,medium,low,medium,medium,high
3049,2,2,low,low,low,low,low,high
3050,2,1,low,low,low,low,low,high
3051,2,3,medium,high,high,high,high,medium
3052,2,5,medium,medium,low,medium,medium,medium
3053,2,4,low,low,low,low,low,high
3054,2,3,low,low,low,low,low,high
3055,2,2,low,low,low,low,low,high
3056,2,2,medium,medium,medium,medium,medium,high
3057,2,2,medium,low,low,medium,low,high
3058,2,2,medium,medium,medium,medium,medium,medium
3059,2,4,medium,medium,medium,medium,medium,medium
3060,2,3,low,low,low,low,low,high
3061,2,2,low,low,low,low,low,high
3062,2,4,medium,medium,medium,medium,medium,medium
3063,2,4,medium,medium,low,medium,medium,high
3064,2,3,low,low,low,low,low,high
3065,2,4,medium,medium,medium,medium,medium,medium
3066,2,1,low,low,low,low,low,high
3067,2,3,low,low,low,low,low,high
3068,2,1,low,low,low,low,low,high
3069,2,2,medium,medium,low,medium,low,high
3070,2,2,medium,medium,low,medium,low,high
3071,2,3,low,low,low,low,low,high
3072,2,3,low,low,low,low,low,high
3073,2,3,high,high,low,medium,high,high
3074,2,4,medium,high,low,medium,medium,high
3075,2,3,medium,medium,medium,medium,medium,medium
3076,2,2,low,low,low,low,low,high
3077,2,3,high,high,medium,high,high,high
3078,2,1,low,low,low,low,low,high
3079,2,3,low,low,low,low,low,high
3080,2,4,medium,medium,low,medium,medium,high
3081,2,3,low,low,low,medium,low,high
3082,2,3,medium,medium,low,medium,medium,high
3083,2,2,low,low,low,low,low,high
3084,2,4,low,low,low,low,low,high
3085,2,3,medium,medium,medium,medium,medium,high
3086,2,2,low,low,low,low,low,high
3087,2,3,low,low,low,low,low,high
3088,2,2,medium,medium,medium,medium,medium,medium
3089,2,4,medium,medium,low,medium,low,high
3090,2,3,low,low,low,low,low,high
3091,2,2,medium,medium,medium,medium,medium,medium
3092,2,2,low,low,low,low,low,high
3093,2,4,low,low,low,medium,low,high
3094,2,3,medium,medium,medium,medium,medium,medium
3095,2,1,low,low,low,low,low,high
3096,2,1,low,low,low,medium,low,high
3097,2,2,low,low,low,low,low,high
3098,2,3,medium,low,low,medium,medium,high
3099,2,3,low,low,low,low,low,high
3100,2,2,low,low,low,low,low,high
3101,2,3,medium,medium,medium,medium,medium,medium
3102,2,5,medium,medium,low,medium,medium,high
3103,2,3,low,low,low,low,low,high
3104,2,5,medium,medium,low,medium,medium,high
3105,2,4,medium,medium,medium,medium,medium,medium
3106,2,5,medium,medium,low,medium,low,high
3107,2,4,medium,medium,low,medium,medium,high
3108,2,4,high,high,high,high,high,medium
3109,2,2,medium,low,low,medium,low,high
3110,2,2,low,low,low,low,low,high
3111,2,2,medium,medium,medium,medium,medium,high
3112,2,4,medium,medium,medium,medium,medium,medium
3113,2,4,medium,medium,low,medium,medium,high
3114,2,4,medium,low,low,medium,low,high
3115,2,3,low,medium,low,medium,low,high
3116,2,4,low,low,low,medium,low,high
3117,2,2,medium,medium,low,medium,medium,medium
3118,2,1,low,low,low,low,low,high
3119,2,5,medium,high,medium,medium,medium,medium
3120,2,4,low,low,low,low,low,high
3121,2,4,medium,high,medium,medium,medium,medium
3122,2,3,medium,low,low,medium,low,high
3123,2,4,medium,low,low,medium,medium,high
3124,2,5,medium,medium,low,medium,medium,medium
3125,2,3,low,medium,low,low,low,high
3126,2,3,low,low,low,low,low,high
3127,2,4,medium,medium,medium,medium,medium,medium
3128,2,3,low,low,low,low,low,high
3129,2,4,low,low,low,low,low,high
3130,2,2,low,low,low,low,low,high
3131,2,4,medium,medium,medium,medium,low,medium
3132,2,2,low,low,low,low,low,high
3133,2,3,medium,low,low,medium,low,high
3134,2,3,low,low,low,low,low,high
3135,2,2,low,low,low,low,low,high
3136,2,3,medium,medium,low,medium,low,high
3137,2,3,medium,medium,low,medium,low,high
3138,2,5,medium,medium,medium,medium,medium,medium
3139,2,2,low,low,low,low,low,high
3140,2,3,medium,medium,low,medium,medium,medium
3141,2,3,low,low,low,low,low,high
3142,2,4,medium,medium,low,medium,medium,high
3143,2,2,low,low,low,low,low,high
