essay_id,prompt_id,content_score,question1,question2,question3,question4,question5,question6
1221,1,5.0,medium,medium,medium,medium,medium,medium
1222,1,2.0,low,low,low,low,medium,high
1223,1,4.0,medium,medium,medium,medium,medium,medium
1224,1,5.0,high,medium,medium,high,medium,medium
1225,1,4.0,medium,medium,medium,medium,medium,medium
1226,1,5.0,medium,medium,medium,medium,medium,medium
1227,1,3.0,low,medium,medium,low,medium,medium
1228,1,4.0,medium,low,medium,low,medium,medium
1229,1,5.0,medium,medium,medium,medium,medium,medium
1230,1,4.0,medium,medium,medium,medium,medium,medium
1231,1,3.0,medium,medium,medium,medium,medium,medium
1232,1,4.0,medium,medium,medium,medium,medium,medium
1233,1,4.0,medium,medium,medium,medium,medium,medium
1234,1,4.0,medium,medium,medium,medium,medium,medium
1236,1,5.0,medium,medium,medium,medium,medium,medium
1237,1,4.0,medium,medium,medium,medium,medium,medium
1238,1,4.0,low,medium,medium,low,medium,high
1239,1,4.0,medium,medium,low,low,medium,high
1240,1,5.0,medium,medium,medium,medium,medium,medium
1241,1,3.0,medium,medium,medium,medium,medium,medium
1242,1,3.0,medium,medium,medium,medium,medium,medium
1243,1,3.0,medium,medium,medium,medium,medium,medium
1244,1,4.0,medium,medium,medium,medium,medium,high
1245,1,4.0,low,low,medium,high,low,high
1246,1,3.0,low,medium,medium,low,medium,medium
1247,1,3.0,medium,medium,medium,low,medium,medium
1248,1,4.0,medium,medium,medium,medium,medium,medium
1249,1,4.0,medium,medium,medium,medium,medium,medium
1250,1,5.0,low,medium,medium,low,medium,high
1251,1,3.0,medium,medium,medium,medium,medium,medium
1252,1,4.0,low,low,medium,high,medium,high
1253,1,1.0,low,low,low,low,low,high
1254,1,3.0,low,low,low,low,low,high
1255,1,5.0,medium,medium,medium,medium,medium,medium
1256,1,3.0,medium,medium,medium,medium,medium,medium
1257,1,4.0,medium,medium,medium,medium,medium,medium
1258,1,5.0,medium,medium,medium,high,medium,medium
1259,1,4.0,medium,medium,medium,medium,medium,medium
1260,1,3.0,medium,medium,medium,low,medium,medium
1261,1,4.0,low,low,low,low,medium,medium
1262,1,3.0,low,medium,medium,high,medium,high
1263,1,3.0,low,medium,medium,low,medium,medium
1264,1,4.0,medium,medium,medium,high,medium,high
1265,1,4.0,medium,medium,medium,medium,medium,medium
1266,1,3.0,low,low,medium,low,medium,low
1267,1,5.0,medium,medium,medium,medium,medium,medium
1268,1,3.0,medium,medium,medium,medium,medium,medium
1269,1,4.0,low,low,medium,high,medium,high
1270,1,5.0,low,medium,medium,low,medium,medium
1271,1,3.0,medium,medium,medium,medium,medium,medium
1272,1,3.0,medium,medium,medium,medium,medium,medium
1273,1,4.0,medium,medium,medium,medium,medium,medium
1274,1,3.0,low,low,low,low,low,high
1275,1,3.0,medium,medium,medium,low,low,medium
1276,1,3.0,low,low,medium,low,medium,medium
1277,1,3.0,medium,medium,medium,medium,medium,medium
1278,1,3.0,medium,medium,medium,medium,medium,medium
1279,1,4.0,medium,medium,medium,medium,medium,medium
1280,1,3.0,medium,medium,medium,medium,medium,medium
1281,1,3.0,medium,medium,medium,medium,medium,medium
1282,1,5.0,low,medium,low,high,medium,high
1283,1,5.0,medium,medium,medium,medium,medium,medium
1284,1,4.0,medium,medium,medium,medium,medium,medium
1285,1,3.0,medium,medium,medium,medium,medium,medium
1286,1,3.0,low,low,medium,low,medium,medium
1287,1,5.0,medium,medium,medium,medium,medium,medium
1288,1,5.0,medium,medium,medium,medium,medium,medium
1289,1,2.0,medium,medium,medium,medium,medium,medium
1290,1,4.0,medium,medium,medium,medium,medium,medium
1291,1,3.0,low,medium,medium,low,medium,high
1292,1,4.0,medium,medium,medium,medium,medium,medium
1293,1,3.0,low,low,medium,low,low,high
1294,1,5.0,medium,medium,medium,high,medium,high
1295,1,1.0,medium,medium,medium,medium,medium,medium
1296,1,5.0,medium,medium,medium,medium,medium,medium
1297,1,3.0,medium,medium,medium,medium,medium,medium
1298,1,4.0,medium,medium,medium,medium,medium,medium
1299,1,6.0,low,medium,medium,low,medium,high
1300,1,3.0,medium,medium,medium,low,medium,high
1301,1,4.0,low,low,medium,low,medium,medium
1302,1,5.0,low,low,medium,low,medium,medium
1303,1,3.0,medium,medium,medium,medium,medium,medium
1304,1,5.0,medium,medium,high,medium,medium,medium
1305,1,4.0,medium,medium,medium,medium,medium,high
1306,1,5.0,medium,medium,medium,medium,medium,medium
1307,1,4.0,medium,medium,medium,high,medium,high
1308,1,4.0,medium,medium,medium,medium,medium,medium
1309,1,4.0,medium,medium,medium,low,medium,high
1310,1,3.0,low,medium,low,low,medium,high
1311,1,4.0,medium,medium,medium,medium,medium,medium
1312,1,3.0,low,medium,medium,high,medium,medium
1313,1,3.0,low,low,medium,low,low,medium
1314,1,4.0,low,medium,medium,low,medium,medium
1315,1,4.0,low,medium,medium,low,medium,high
1316,1,3.0,medium,medium,medium,medium,medium,medium
1317,1,4.0,low,low,medium,low,medium,high
1318,1,4.0,medium,medium,medium,low,medium,medium
1319,1,4.0,medium,medium,medium,low,medium,medium
1320,1,5.0,medium,medium,medium,medium,medium,medium
1321,1,5.0,medium,medium,medium,low,medium,medium
1322,1,3.0,medium,medium,medium,medium,medium,medium
1323,1,3.0,medium,medium,medium,medium,medium,medium
1324,1,4.0,medium,medium,medium,medium,medium,medium
1325,1,5.0,medium,medium,medium,medium,medium,medium
1326,1,3.0,medium,medium,medium,low,medium,medium
1327,1,5.0,low,medium,medium,low,medium,medium
1328,1,4.0,medium,medium,medium,medium,medium,medium
1329,1,3.0,medium,medium,medium,low,low,medium
1330,1,4.0,medium,medium,medium,medium,medium,medium
1331,1,4.0,low,medium,medium,medium,medium,medium
1332,1,5.0,medium,medium,medium,medium,medium,medium
1333,1,3.0,low,medium,medium,high,medium,high
1334,1,3.0,medium,medium,medium,medium,medium,medium
1335,1,3.0,medium,medium,medium,medium,medium,medium
1336,1,4.0,medium,medium,medium,medium,medium,medium
1337,1,3.0,medium,medium,medium,medium,medium,medium
1338,1,5.0,medium,medium,medium,medium,medium,medium
1339,1,5.0,low,medium,medium,low,medium,medium
1340,1,4.0,medium,medium,medium,medium,medium,medium
1341,1,4.0,high,medium,medium,medium,medium,medium
1342,1,3.0,low,medium,medium,low,medium,high
1343,1,4.0,medium,medium,medium,medium,medium,medium
1344,1,4.0,medium,medium,medium,medium,medium,medium
1345,1,5.0,medium,medium,medium,medium,medium,medium
1346,1,4.0,medium,medium,medium,medium,medium,medium
1347,1,3.0,medium,low,medium,low,medium,medium
1348,1,3.0,medium,medium,medium,medium,medium,medium
1349,1,4.0,medium,medium,medium,medium,medium,medium
1350,1,5.0,medium,medium,medium,medium,medium,medium
1351,1,4.0,low,low,medium,low,medium,high
1352,1,4.0,medium,low,medium,medium,medium,medium
1353,1,5.0,medium,medium,medium,high,medium,medium
1354,1,4.0,medium,medium,medium,medium,medium,medium
1355,1,4.0,low,low,medium,high,medium,high
1356,1,4.0,low,low,medium,low,medium,medium
1357,1,5.0,low,medium,medium,low,medium,high
1358,1,5.0,medium,medium,medium,medium,medium,medium
1359,1,5.0,medium,medium,medium,high,medium,medium
1360,1,5.0,medium,medium,medium,medium,medium,medium
1361,1,6.0,medium,medium,medium,medium,medium,medium
1362,1,5.0,medium,medium,medium,high,medium,high
1363,1,5.0,medium,medium,medium,medium,medium,medium
1364,1,4.0,medium,medium,medium,medium,medium,medium
1365,1,4.0,low,medium,medium,low,medium,medium
1366,1,5.0,low,medium,medium,low,medium,high
1367,1,2.0,low,medium,medium,low,medium,medium
1368,1,3.0,medium,medium,medium,high,medium,medium
1369,1,4.0,medium,medium,medium,medium,medium,medium
1370,1,5.0,low,medium,medium,low,low,high
1371,1,5.0,low,low,low,low,medium,high
1372,1,3.0,medium,medium,medium,medium,medium,medium
1373,1,4.0,medium,medium,medium,medium,medium,medium
1374,1,4.0,medium,medium,medium,medium,medium,medium
1375,1,4.0,medium,medium,medium,medium,medium,medium
1376,1,3.0,low,low,medium,low,medium,medium
1377,1,3.0,medium,medium,medium,low,medium,medium
1378,1,4.0,medium,medium,medium,high,medium,medium
1379,1,5.0,medium,medium,medium,high,medium,high
1380,1,6.0,low,medium,low,low,medium,high
1381,1,4.0,medium,medium,medium,medium,medium,medium
1382,1,4.0,medium,medium,medium,medium,medium,medium
1383,1,3.0,low,low,low,low,low,high
1384,1,4.0,medium,medium,medium,medium,medium,medium
1385,1,5.0,medium,medium,medium,medium,medium,medium
1386,1,4.0,medium,medium,medium,low,medium,medium
1387,1,3.0,medium,medium,medium,low,medium,medium
1388,1,4.0,medium,medium,medium,medium,medium,medium
1389,1,3.0,low,low,medium,low,medium,high
1390,1,4.0,medium,medium,medium,medium,medium,high
1391,1,4.0,medium,medium,medium,medium,medium,medium
1392,1,3.0,medium,medium,medium,medium,medium,medium
1393,1,5.0,medium,medium,medium,high,medium,medium
1394,1,3.0,medium,low,medium,low,medium,medium
1395,1,4.0,medium,medium,medium,high,medium,high
1396,1,3.0,medium,medium,medium,medium,medium,medium
1397,1,3.0,medium,medium,medium,medium,medium,medium
1398,1,4.0,medium,medium,medium,medium,medium,medium
1399,1,4.0,low,low,medium,low,medium,high
1400,1,4.0,low,low,low,high,medium,high
1401,1,5.0,medium,medium,medium,medium,medium,medium
1402,1,3.0,medium,medium,medium,medium,medium,medium
1403,1,4.0,medium,medium,medium,low,medium,medium
1404,1,5.0,medium,medium,medium,medium,medium,medium
1405,1,4.0,medium,low,medium,low,medium,high
1406,1,4.0,medium,medium,medium,low,medium,high
1407,1,4.0,low,medium,medium,medium,medium,medium
1408,1,4.0,medium,medium,medium,medium,medium,medium
1409,1,5.0,medium,medium,medium,medium,medium,medium
1410,1,4.0,medium,medium,medium,medium,medium,medium
1411,1,6.0,medium,medium,medium,medium,medium,medium
1412,1,5.0,low,medium,low,low,medium,medium
1413,1,5.0,medium,medium,medium,medium,medium,medium
1414,1,3.0,medium,medium,medium,medium,medium,medium
1415,1,6.0,medium,medium,medium,medium,medium,medium
1416,1,3.0,low,low,medium,low,medium,high
1417,1,5.0,medium,medium,low,high,medium,high
1418,1,3.0,low,medium,medium,low,medium,high
1419,1,4.0,medium,medium,medium,high,medium,high
1420,1,4.0,medium,medium,medium,low,medium,medium
1421,1,2.0,low,low,low,low,low,medium
1422,1,4.0,low,medium,medium,low,medium,high
1423,1,3.0,medium,medium,medium,medium,medium,medium
1424,1,5.0,low,medium,medium,low,medium,high
1425,1,4.0,medium,medium,medium,low,medium,medium
1426,1,4.0,medium,medium,medium,medium,medium,medium
1427,1,6.0,medium,medium,medium,medium,medium,medium
1428,1,3.0,medium,medium,medium,low,medium,medium
1429,1,3.0,low,low,low,low,medium,medium
1430,1,4.0,medium,medium,medium,medium,medium,medium
1431,1,2.0,low,low,medium,low,medium,high
1432,1,3.0,low,medium,medium,low,medium,high
1433,1,3.0,low,low,medium,high,medium,high
1434,1,5.0,medium,medium,medium,medium,medium,medium
1435,1,6.0,medium,medium,medium,medium,medium,medium
1436,1,4.0,medium,medium,medium,medium,medium,medium
1437,1,3.0,low,medium,medium,low,medium,medium
1438,1,4.0,medium,medium,medium,medium,medium,medium
1439,1,4.0,low,medium,medium,low,medium,high
1440,1,5.0,medium,medium,medium,medium,medium,medium
1441,1,3.0,medium,medium,medium,medium,medium,medium
1442,1,2.0,low,low,medium,low,medium,high
1443,1,6.0,low,low,medium,low,low,high
1444,1,6.0,medium,medium,medium,medium,medium,medium
1445,1,3.0,medium,medium,medium,medium,medium,medium
1446,1,4.0,low,medium,medium,high,medium,high
1447,1,6.0,medium,medium,medium,medium,medium,medium
1448,1,3.0,low,low,medium,low,medium,medium
1449,1,4.0,medium,medium,medium,medium,medium,medium
1450,1,4.0,low,medium,medium,medium,medium,medium
1451,1,5.0,medium,medium,medium,medium,medium,medium
1452,1,6.0,medium,medium,high,medium,medium,medium
1453,1,4.0,low,medium,medium,low,medium,high
1454,1,6.0,high,medium,high,medium,medium,medium
1455,1,4.0,medium,medium,medium,medium,medium,medium
1456,1,4.0,medium,medium,medium,medium,medium,medium
1457,1,3.0,medium,medium,medium,medium,medium,medium
1458,1,3.0,low,medium,medium,low,medium,medium
1459,1,3.0,low,low,low,high,low,high
1460,1,5.0,medium,medium,medium,high,medium,high
1461,1,3.0,medium,medium,medium,medium,medium,medium
1462,1,2.0,medium,low,medium,low,medium,medium
1463,1,3.0,medium,medium,medium,medium,medium,high
1464,1,4.0,low,low,low,high,medium,high
1465,1,4.0,medium,medium,medium,medium,medium,medium
1466,1,3.0,medium,medium,medium,medium,medium,medium
1467,1,5.0,medium,medium,medium,medium,medium,medium
1468,1,4.0,medium,medium,medium,medium,medium,medium
1469,1,4.0,medium,medium,medium,low,medium,high
1470,1,4.0,low,medium,medium,low,medium,medium
1471,1,4.0,low,medium,medium,low,medium,high
1472,1,3.0,medium,medium,medium,medium,medium,medium
1473,1,2.0,low,low,low,low,low,high
1474,1,2.0,low,low,low,low,low,low
1475,1,4.0,medium,medium,medium,medium,medium,medium
1476,1,4.0,medium,medium,medium,low,medium,medium
1477,1,3.0,medium,medium,medium,medium,medium,high
1478,1,4.0,medium,medium,high,medium,medium,medium
1479,1,3.0,low,low,medium,low,medium,medium
1480,1,4.0,medium,medium,medium,high,medium,high
1481,1,3.0,low,medium,medium,low,medium,medium
1482,1,3.0,low,low,medium,low,medium,medium
1483,1,2.0,medium,medium,medium,medium,medium,medium
1484,1,3.0,medium,medium,medium,low,medium,high
1485,1,4.0,low,medium,medium,low,medium,medium
1486,1,4.0,medium,medium,medium,medium,medium,medium
1487,1,4.0,low,medium,medium,medium,medium,medium
1488,1,5.0,medium,medium,medium,medium,medium,medium
1489,1,3.0,low,low,low,low,low,high
1490,1,3.0,low,low,low,low,medium,high
1491,1,6.0,medium,medium,medium,medium,medium,medium
1492,1,3.0,low,low,medium,low,medium,medium
1493,1,5.0,medium,medium,medium,medium,medium,medium
1494,1,5.0,high,high,medium,medium,medium,medium
1495,1,4.0,medium,medium,medium,medium,medium,medium
1496,1,2.0,low,low,low,high,low,high
1497,1,3.0,low,low,low,high,low,high
1498,1,4.0,low,medium,medium,low,medium,medium
1499,1,4.0,medium,medium,high,high,medium,high
1500,1,4.0,medium,medium,medium,medium,medium,medium
1501,1,4.0,low,low,medium,low,medium,high
1502,1,3.0,medium,medium,medium,medium,medium,medium
1503,1,4.0,medium,medium,medium,medium,medium,medium
1504,1,4.0,medium,medium,medium,medium,medium,medium
1505,1,3.0,medium,medium,medium,medium,medium,medium
1506,1,3.0,medium,medium,medium,medium,medium,medium
1507,1,3.0,low,low,low,low,low,high
1508,1,3.0,medium,medium,medium,medium,medium,medium
1509,1,4.0,medium,medium,medium,low,medium,medium
1510,1,4.0,medium,medium,medium,medium,medium,medium
1511,1,3.0,medium,medium,medium,medium,medium,medium
1512,1,3.0,medium,medium,medium,medium,medium,medium
1513,1,2.0,medium,medium,medium,medium,medium,medium
1514,1,4.0,medium,medium,medium,medium,medium,medium
1515,1,4.0,low,low,medium,low,medium,high
1516,1,4.0,medium,medium,medium,medium,medium,medium
1517,1,4.0,medium,medium,medium,medium,medium,medium
1518,1,4.0,medium,low,medium,high,medium,high
1519,1,3.0,low,low,medium,low,medium,high
1520,1,3.0,low,medium,medium,low,medium,high
1521,1,3.0,medium,medium,medium,medium,medium,medium
1522,1,5.0,medium,medium,medium,medium,medium,medium
1523,1,3.0,low,low,medium,low,medium,medium
1524,1,3.0,low,low,low,low,low,low
1525,1,3.0,medium,medium,medium,medium,medium,medium
1526,1,5.0,medium,medium,medium,medium,medium,medium
1527,1,5.0,medium,medium,medium,medium,medium,medium
1528,1,3.0,low,low,medium,low,medium,high
1529,1,4.0,low,low,medium,low,low,high
1530,1,3.0,medium,medium,medium,medium,medium,medium
1531,1,3.0,medium,medium,medium,low,medium,medium
1532,1,3.0,medium,medium,medium,medium,medium,medium
1533,1,3.0,low,low,low,low,medium,medium
1534,1,4.0,low,low,low,low,low,high
1535,1,2.0,low,low,low,low,medium,high
1536,1,1.0,low,low,medium,low,medium,medium
1537,1,3.0,medium,medium,medium,medium,medium,medium
1538,1,4.0,low,medium,medium,low,medium,medium
1539,1,4.0,medium,medium,medium,medium,medium,medium
1540,1,3.0,low,low,low,low,low,high
1541,1,3.0,low,low,medium,low,low,high
1542,1,4.0,medium,medium,medium,medium,medium,medium
1543,1,3.0,low,medium,medium,low,medium,high
1544,1,4.0,medium,low,medium,low,medium,high
1545,1,3.0,low,medium,medium,low,medium,high
1546,1,5.0,medium,medium,medium,medium,medium,medium
1547,1,3.0,medium,medium,medium,medium,medium,medium
1548,1,4.0,low,low,low,high,medium,medium
1549,1,3.0,low,medium,medium,medium,medium,medium
1550,1,5.0,medium,medium,medium,medium,medium,medium
1551,1,6.0,medium,medium,medium,medium,medium,medium
1552,1,2.0,low,low,medium,low,medium,medium
1553,1,5.0,medium,medium,medium,medium,medium,high
1554,1,4.0,medium,medium,medium,medium,medium,medium
1555,1,1.0,low,low,medium,low,medium,high
1556,1,3.0,medium,medium,medium,medium,medium,medium
1557,1,3.0,low,medium,medium,low,low,high
1558,1,4.0,medium,medium,medium,medium,medium,medium
1559,1,3.0,low,low,low,low,medium,medium
1560,1,3.0,medium,medium,medium,low,medium,high
1561,1,4.0,medium,medium,medium,low,medium,high
1562,1,2.0,low,low,low,low,medium,low
1563,1,2.0,low,low,low,low,low,medium
1564,1,3.0,low,low,low,low,low,high
1565,1,3.0,low,low,low,low,medium,medium
1566,1,3.0,medium,medium,medium,high,medium,medium
1567,1,4.0,medium,medium,medium,medium,medium,medium
1568,1,2.0,low,low,medium,low,medium,medium
1569,1,2.0,medium,low,medium,medium,medium,high
1570,1,4.0,medium,medium,medium,medium,medium,medium
1571,1,3.0,low,low,low,low,low,high
1572,1,3.0,medium,medium,medium,medium,medium,medium
1573,1,5.0,low,medium,medium,low,medium,medium
1574,1,5.0,low,medium,medium,low,medium,medium
1575,1,4.0,low,low,low,low,medium,high
1576,1,3.0,medium,medium,medium,medium,medium,medium
1577,1,3.0,medium,medium,medium,medium,medium,high
1578,1,3.0,low,medium,medium,low,medium,medium
1579,1,4.0,medium,medium,medium,medium,medium,medium
1580,1,3.0,medium,medium,medium,medium,medium,medium
1581,1,6.0,low,medium,medium,high,medium,high
1582,1,4.0,low,low,medium,low,medium,high
1583,1,3.0,medium,medium,medium,low,medium,medium
1584,1,3.0,medium,medium,medium,medium,medium,medium
1585,1,6.0,medium,medium,medium,medium,medium,medium
1586,1,4.0,medium,medium,medium,low,medium,medium
1587,1,5.0,medium,medium,medium,medium,medium,medium
1588,1,5.0,medium,medium,medium,medium,medium,medium
1589,1,4.0,low,medium,low,low,medium,high
1590,1,4.0,medium,medium,medium,medium,medium,medium
1591,1,6.0,medium,medium,medium,medium,medium,high
1592,1,1.0,low,low,low,low,low,low
1593,1,4.0,medium,medium,medium,medium,medium,medium
1594,1,3.0,medium,medium,medium,medium,medium,medium
1595,1,4.0,medium,medium,medium,high,medium,high
1596,1,4.0,low,medium,medium,medium,medium,medium
1597,1,5.0,medium,medium,medium,medium,medium,medium
1598,1,4.0,medium,medium,medium,medium,medium,medium
1599,1,3.0,low,low,low,low,low,high
1600,1,3.0,low,medium,medium,low,medium,medium
1601,1,3.0,low,medium,medium,medium,medium,medium
1602,1,5.0,medium,medium,medium,medium,medium,medium
1603,1,3.0,low,medium,medium,low,medium,medium
1604,1,3.0,low,medium,medium,low,medium,medium
1605,1,3.0,medium,medium,medium,medium,medium,medium
1606,1,4.0,low,low,medium,high,medium,high
1607,1,5.0,medium,medium,medium,high,medium,high
1608,1,3.0,low,low,medium,low,medium,high
1609,1,4.0,medium,medium,medium,medium,medium,medium
1610,1,5.0,low,medium,medium,low,medium,high
1611,1,3.0,medium,medium,medium,medium,medium,medium
1612,1,4.0,medium,medium,medium,medium,medium,medium
1613,1,4.0,medium,medium,medium,medium,medium,medium
1614,1,3.0,low,medium,medium,low,medium,medium
1615,1,3.0,medium,low,medium,high,medium,high
1616,1,6.0,high,medium,high,high,medium,medium
1617,1,5.0,medium,medium,medium,medium,medium,medium
1618,1,3.0,medium,medium,medium,medium,medium,medium
1619,1,5.0,medium,medium,medium,medium,medium,medium
1620,1,4.0,low,low,low,low,low,high
1621,1,5.0,high,medium,high,high,medium,medium
1622,1,5.0,medium,medium,medium,high,medium,medium
1623,1,4.0,medium,medium,medium,medium,medium,medium
1624,1,5.0,medium,medium,medium,medium,medium,medium
1625,1,5.0,medium,medium,medium,medium,medium,medium
1626,1,4.0,medium,medium,medium,medium,medium,high
1627,1,3.0,low,low,low,low,low,high
1628,1,4.0,medium,medium,medium,medium,medium,medium
1629,1,5.0,medium,medium,medium,medium,medium,medium
1630,1,5.0,medium,medium,medium,medium,medium,medium
1631,1,3.0,low,medium,medium,low,medium,medium
1632,1,4.0,medium,medium,medium,medium,medium,medium
1633,1,4.0,medium,medium,medium,low,medium,medium
1634,1,4.0,low,low,low,low,medium,medium
1635,1,4.0,low,low,medium,low,medium,medium
1636,1,4.0,medium,medium,medium,medium,medium,medium
1637,1,4.0,medium,medium,medium,medium,medium,medium
1638,1,4.0,medium,medium,medium,medium,medium,medium
1639,1,4.0,medium,medium,medium,medium,medium,medium
1640,1,3.0,low,low,low,low,low,high
1641,1,3.0,low,medium,medium,low,medium,medium
1642,1,4.0,low,medium,medium,medium,medium,medium
1643,1,4.0,medium,medium,medium,high,medium,high
1644,1,4.0,medium,medium,medium,low,medium,medium
1645,1,5.0,medium,medium,medium,high,medium,high
1646,1,3.0,medium,medium,medium,medium,medium,medium
1647,1,2.0,low,low,medium,low,medium,medium
1648,1,6.0,high,medium,high,medium,medium,medium
1649,1,5.0,medium,medium,medium,low,medium,high
1650,1,4.0,low,low,medium,low,medium,medium
1651,1,5.0,medium,medium,medium,medium,medium,medium
1652,1,4.0,medium,medium,medium,medium,medium,medium
1653,1,3.0,medium,medium,medium,low,medium,medium
1654,1,5.0,low,medium,medium,low,medium,high
1655,1,3.0,medium,medium,medium,medium,medium,medium
1656,1,3.0,low,low,medium,low,medium,high
1657,1,3.0,medium,medium,medium,medium,medium,medium
1658,1,3.0,medium,medium,medium,low,medium,high
1659,1,6.0,medium,medium,medium,medium,medium,medium
1660,1,4.0,low,medium,medium,low,medium,high
1661,1,4.0,medium,medium,medium,medium,medium,medium
1662,1,5.0,medium,medium,medium,low,medium,high
1663,1,3.0,medium,medium,medium,low,medium,medium
1664,1,3.0,medium,medium,medium,medium,medium,medium
1665,1,5.0,high,high,high,medium,medium,medium
1666,1,5.0,medium,medium,medium,medium,medium,medium
1667,1,4.0,low,medium,medium,medium,medium,medium
1668,1,5.0,medium,medium,medium,medium,medium,medium
1669,1,6.0,medium,medium,medium,medium,medium,medium
1670,1,4.0,medium,medium,medium,medium,medium,medium
1671,1,6.0,medium,medium,medium,medium,medium,high
1672,1,4.0,medium,medium,medium,medium,medium,medium
1673,1,2.0,low,low,low,low,low,low
1674,1,4.0,low,medium,medium,high,medium,high
1675,1,5.0,medium,medium,medium,medium,medium,medium
1676,1,3.0,medium,medium,medium,low,medium,medium
1677,1,4.0,medium,medium,medium,high,medium,high
1678,1,3.0,low,low,low,high,low,high
1679,1,3.0,low,medium,medium,low,medium,high
1680,1,3.0,low,low,medium,low,medium,high
1681,1,2.0,low,low,medium,low,medium,medium
1682,1,5.0,medium,medium,medium,medium,medium,medium
1683,1,3.0,low,low,medium,low,medium,high
1684,1,3.0,low,low,low,high,medium,high
1685,1,4.0,medium,medium,medium,medium,medium,medium
1686,1,1.0,low,low,low,low,low,high
1687,1,5.0,high,medium,medium,high,medium,medium
1688,1,4.0,medium,medium,medium,medium,medium,medium
1689,1,2.0,low,low,low,low,low,high
1690,1,4.0,medium,medium,medium,medium,medium,medium
1691,1,4.0,low,medium,medium,medium,medium,medium
1692,1,5.0,medium,medium,medium,medium,medium,medium
1693,1,5.0,medium,medium,medium,medium,medium,medium
1694,1,5.0,low,medium,medium,low,medium,high
1695,1,6.0,medium,medium,medium,medium,medium,medium
1696,1,4.0,medium,medium,medium,medium,medium,medium
1697,1,3.0,low,medium,medium,low,medium,high
1698,1,4.0,medium,medium,medium,medium,medium,medium
1699,1,3.0,medium,medium,medium,medium,medium,medium
1700,1,3.0,medium,medium,medium,medium,medium,medium
1701,1,3.0,medium,medium,medium,medium,medium,medium
1702,1,3.0,low,low,medium,low,medium,high
1703,1,5.0,medium,medium,medium,high,medium,high
1704,1,4.0,medium,medium,medium,high,medium,medium
1705,1,5.0,medium,medium,medium,medium,medium,medium
1706,1,3.0,medium,medium,medium,medium,medium,medium
1707,1,3.0,medium,medium,medium,medium,medium,medium
1708,1,2.0,low,low,medium,medium,medium,medium
1709,1,3.0,medium,medium,medium,medium,medium,high
1710,1,4.0,medium,medium,medium,medium,medium,medium
1711,1,2.0,low,medium,medium,low,medium,medium
1712,1,5.0,medium,medium,medium,high,medium,medium
1713,1,4.0,low,low,medium,low,low,high
1714,1,2.0,medium,medium,medium,high,medium,high
1715,1,5.0,medium,medium,medium,medium,medium,medium
1716,1,2.0,medium,medium,medium,medium,medium,medium
1717,1,5.0,medium,medium,medium,medium,medium,medium
1718,1,4.0,medium,medium,medium,medium,medium,medium
1719,1,5.0,medium,medium,medium,high,medium,high
1720,1,5.0,medium,medium,medium,medium,medium,medium
1721,1,4.0,medium,medium,medium,high,medium,high
1722,1,4.0,medium,medium,medium,medium,medium,medium
1723,1,4.0,medium,medium,medium,low,medium,medium
1724,1,5.0,medium,medium,medium,medium,medium,medium
1725,1,4.0,high,medium,medium,high,medium,high
1726,1,4.0,medium,medium,medium,medium,medium,medium
1727,1,4.0,low,medium,medium,high,medium,high
1728,1,5.0,medium,medium,medium,medium,medium,medium
1729,1,4.0,medium,medium,medium,medium,medium,medium
1730,1,4.0,medium,medium,medium,high,medium,high
1731,1,3.0,low,low,low,low,low,high
1732,1,4.0,low,medium,medium,low,medium,high
1733,1,4.0,medium,medium,medium,medium,medium,medium
1734,1,4.0,medium,medium,medium,medium,medium,medium
1735,1,3.0,medium,medium,medium,medium,medium,medium
1736,1,4.0,medium,medium,medium,medium,medium,medium
1737,1,3.0,medium,medium,medium,medium,medium,medium
1738,1,3.0,medium,medium,medium,medium,medium,medium
1739,1,5.0,medium,medium,medium,medium,medium,high
1740,1,4.0,medium,medium,medium,medium,medium,medium
1741,1,3.0,low,medium,medium,medium,medium,medium
1742,1,3.0,medium,medium,medium,medium,medium,medium
1743,1,5.0,medium,medium,medium,medium,medium,medium
1744,1,5.0,medium,medium,medium,medium,medium,medium
1745,1,5.0,medium,medium,medium,medium,medium,medium
1746,1,4.0,medium,medium,medium,medium,medium,medium
1747,1,3.0,low,medium,medium,low,medium,medium
1748,1,4.0,medium,medium,medium,high,medium,medium
1749,1,2.0,medium,low,medium,low,medium,high
1750,1,4.0,medium,medium,medium,medium,medium,medium
1751,1,5.0,low,medium,medium,medium,medium,high
1752,1,3.0,low,medium,medium,low,medium,high
1753,1,4.0,low,low,low,low,low,medium
1754,1,5.0,low,medium,medium,low,medium,medium
1755,1,5.0,medium,medium,medium,medium,medium,medium
1756,1,4.0,low,medium,medium,low,medium,high
1757,1,3.0,medium,medium,medium,medium,medium,medium
1758,1,4.0,medium,medium,medium,medium,medium,medium
1759,1,5.0,low,medium,medium,low,medium,high
1760,1,5.0,low,medium,medium,low,medium,high
1761,1,3.0,low,low,medium,low,medium,high
1762,1,3.0,low,medium,medium,low,medium,medium
1763,1,5.0,medium,medium,medium,medium,medium,medium
1764,1,5.0,medium,medium,medium,medium,medium,medium
1765,1,1.0,low,low,low,low,medium,low
1766,1,3.0,medium,medium,medium,medium,medium,medium
1767,1,4.0,medium,medium,medium,medium,medium,medium
1768,1,3.0,low,low,low,low,low,high
