essay_id,prompt_id,prompt_adherence_score,question1,question2,question3
7693,3,3,medium,medium,medium
7694,3,2,medium,high,medium
7695,3,2,medium,medium,medium
7696,3,3,medium,medium,medium
7697,3,1,medium,medium,medium
7698,3,1,medium,medium,medium
7699,3,1,medium,medium,medium
7700,3,3,medium,medium,medium
7701,3,0,low,low,medium
7702,3,3,medium,high,medium
7703,3,3,high,high,low
7704,3,2,medium,medium,medium
7705,3,1,medium,medium,low
7706,3,2,medium,medium,medium
7707,3,2,medium,high,medium
7708,3,2,medium,high,medium
8863,4,0,medium,medium,medium
8864,4,0,low,low,medium
8865,4,3,high,high,low
8866,4,3,medium,medium,medium
8867,4,2,medium,medium,medium
8868,4,1,medium,medium,medium
8869,4,0,medium,medium,medium
8870,4,2,medium,medium,low
8871,4,0,low,low,low
8872,4,1,medium,medium,medium
8873,4,1,medium,medium,medium
8874,4,0,low,low,high
8875,4,0,low,low,low
8876,4,2,medium,high,medium
8877,4,0,low,low,medium
8878,4,1,medium,medium,low
8879,4,2,medium,medium,medium
8880,4,0,medium,medium,low
8881,4,3,high,high,medium
8882,4,0,medium,medium,medium
8883,4,1,medium,medium,medium
8884,4,0,low,low,high
8885,4,2,medium,medium,medium
8886,4,0,medium,medium,medium
8887,4,1,medium,medium,medium
8888,4,1,medium,medium,medium
8889,4,1,medium,medium,medium
8890,4,2,medium,high,medium
8891,4,2,medium,high,medium
8892,4,0,medium,medium,medium
8893,4,1,medium,medium,medium
8894,4,0,low,low,medium
8895,4,2,medium,high,medium
8896,4,1,medium,high,medium
8897,4,0,medium,medium,medium
8898,4,2,medium,medium,medium
8899,4,1,medium,medium,low
8900,4,0,medium,medium,medium
8901,4,0,medium,medium,medium
8902,4,2,medium,high,medium
8903,4,3,high,high,medium
8904,4,1,medium,medium,medium
8905,4,1,medium,medium,medium
8906,4,2,medium,high,medium
8907,4,0,low,low,low
8908,4,1,medium,medium,medium
8909,4,1,medium,high,medium
8910,4,0,medium,medium,medium
8911,4,1,medium,medium,medium
8912,4,1,medium,medium,medium
8913,4,0,medium,medium,medium
8914,4,1,medium,medium,medium
8915,4,0,medium,medium,medium
8916,4,0,medium,medium,medium
8917,4,0,medium,medium,medium
8918,4,1,medium,medium,medium
8919,4,2,medium,medium,medium
8920,4,0,low,low,medium
8921,4,0,medium,medium,medium
8922,4,1,medium,high,medium
8923,4,2,medium,high,medium
8924,4,1,medium,medium,medium
8925,4,1,medium,high,medium
8926,4,1,medium,medium,low
8927,4,0,low,low,medium
8928,4,1,medium,medium,medium
8929,4,1,medium,medium,medium
8930,4,1,medium,medium,low
8931,4,1,medium,medium,low
8932,4,0,medium,medium,low
8933,4,1,medium,high,medium
8934,4,0,low,low,low
8935,4,2,medium,high,medium
8936,4,0,medium,medium,medium
8937,4,0,medium,medium,medium
8938,4,0,medium,medium,medium
8939,4,2,medium,medium,medium
8940,4,2,medium,high,medium
8941,4,2,high,high,medium
8942,4,0,low,medium,medium
8943,4,0,medium,medium,medium
8944,4,0,low,low,medium
8945,4,2,medium,high,medium
8946,4,3,medium,high,medium
8947,4,0,medium,medium,medium
8948,4,1,medium,medium,medium
8949,4,0,medium,medium,low
8950,4,1,medium,medium,medium
8951,4,1,medium,medium,medium
8952,4,0,medium,medium,medium
8953,4,1,medium,medium,medium
8954,4,2,medium,high,medium
8955,4,2,medium,high,medium
8956,4,0,medium,medium,low
8957,4,1,medium,medium,medium
8958,4,0,low,medium,low
8959,4,3,high,high,medium
8960,4,0,low,low,medium
8961,4,1,medium,medium,medium
8962,4,1,medium,medium,medium
8963,4,0,medium,medium,medium
8964,4,0,low,low,low
8965,4,2,medium,medium,medium
8966,4,0,low,low,low
8967,4,2,medium,medium,medium
8968,4,1,medium,high,low
8969,4,2,medium,high,medium
8970,4,1,medium,medium,low
8971,4,1,medium,medium,medium
8972,4,1,medium,medium,medium
8973,4,2,high,high,medium
8974,4,3,high,high,medium
8975,4,0,low,low,low
8976,4,0,medium,medium,medium
8977,4,1,medium,medium,medium
8978,4,0,low,low,high
8979,4,3,high,high,medium
8980,4,1,medium,medium,medium
8981,4,2,medium,medium,medium
8982,4,0,medium,medium,medium
8983,4,1,medium,medium,medium
8984,4,0,medium,high,low
8985,4,0,medium,medium,medium
8986,4,0,medium,medium,medium
8987,4,2,medium,medium,medium
8988,4,2,medium,medium,medium
8989,4,0,low,medium,low
8990,4,2,medium,medium,medium
8991,4,0,low,low,high
8992,4,0,low,low,medium
8993,4,1,medium,medium,low
8994,4,0,low,low,low
8995,4,1,medium,high,medium
8996,4,2,medium,medium,medium
8997,4,1,medium,medium,low
8998,4,2,medium,medium,medium
8999,4,0,medium,medium,medium
9000,4,1,medium,medium,low
9001,4,1,medium,medium,medium
9002,4,2,medium,medium,medium
9003,4,3,high,high,medium
9004,4,2,medium,medium,medium
9005,4,2,medium,high,medium
9006,4,2,medium,medium,medium
9007,4,3,high,high,medium
9008,4,3,high,high,medium
9009,4,2,medium,medium,medium
9010,4,1,medium,medium,medium
9011,4,2,medium,medium,medium
9012,4,1,medium,medium,medium
9013,4,0,low,low,medium
9014,4,2,medium,high,medium
9015,4,0,medium,medium,medium
9016,4,2,medium,medium,medium
9017,4,2,medium,high,medium
9018,4,1,medium,medium,medium
9019,4,2,high,high,medium
9020,4,0,low,low,low
9021,4,2,medium,high,medium
9022,4,2,medium,medium,medium
9023,4,1,medium,medium,medium
9024,4,0,medium,medium,medium
9025,4,0,low,low,low
9026,4,1,medium,medium,medium
9027,4,3,medium,high,medium
9028,4,0,medium,medium,low
9029,4,1,medium,medium,medium
9030,4,0,medium,medium,medium
9031,4,1,medium,medium,medium
9032,4,0,low,low,high
9033,4,0,medium,medium,medium
9034,4,2,medium,high,medium
9035,4,2,medium,medium,medium
9036,4,0,medium,medium,medium
9037,4,2,medium,medium,medium
9038,4,1,medium,medium,low
9039,4,2,medium,medium,medium
9040,4,2,high,high,medium
9041,4,1,low,low,medium
9042,4,2,medium,medium,medium
9043,4,2,medium,high,medium
9044,4,1,medium,medium,medium
9045,4,0,low,low,medium
9046,4,2,medium,high,medium
9047,4,0,medium,medium,low
9048,4,0,low,medium,low
9049,4,2,medium,medium,medium
9050,4,1,medium,medium,medium
9051,4,2,high,high,medium
9052,4,2,medium,medium,medium
9053,4,1,medium,medium,medium
9054,4,2,medium,medium,medium
9055,4,0,medium,medium,medium
9056,4,0,low,low,medium
9057,4,1,medium,medium,medium
9058,4,1,medium,medium,medium
9059,4,0,low,low,low
9060,4,2,medium,medium,medium
9061,4,2,medium,medium,medium
9062,4,0,medium,medium,medium
9063,4,0,low,low,low
9064,4,1,medium,medium,medium
9065,4,0,low,low,medium
9066,4,0,medium,medium,medium
9067,4,1,medium,medium,medium
9068,4,0,medium,medium,medium
9069,4,2,medium,high,medium
9070,4,0,low,low,medium
9071,4,2,medium,medium,medium
9072,4,0,low,low,high
9073,4,1,medium,medium,medium
9074,4,3,high,high,medium
9075,4,2,high,high,medium
9076,4,0,low,low,low
9077,4,0,medium,medium,low
9078,4,2,low,medium,low
9079,4,1,medium,medium,medium
9080,4,0,medium,medium,medium
9081,4,1,medium,medium,medium
9082,4,2,medium,medium,medium
9083,4,2,medium,medium,medium
9084,4,1,medium,medium,medium
9085,4,2,medium,high,medium
9086,4,0,low,low,low
9087,4,1,medium,medium,medium
9088,4,2,medium,high,medium
9089,4,2,medium,medium,medium
9090,4,0,medium,medium,medium
9091,4,2,medium,high,medium
9092,4,0,low,low,high
9093,4,1,medium,medium,medium
9094,4,0,medium,medium,low
9095,4,2,medium,high,medium
9096,4,1,medium,medium,medium
9097,4,2,medium,high,medium
9098,4,2,medium,medium,medium
9099,4,1,low,low,low
9100,4,1,medium,medium,medium
9101,4,0,low,medium,low
9102,4,1,medium,medium,low
9103,4,2,medium,medium,medium
9104,4,1,medium,medium,medium
9105,4,1,medium,medium,medium
9106,4,2,medium,high,medium
9107,4,2,medium,high,low
9108,4,0,low,low,low
9109,4,1,medium,medium,medium
9110,4,2,medium,medium,medium
9111,4,1,medium,medium,medium
9112,4,2,medium,medium,medium
9113,4,0,low,low,high
9114,4,1,medium,medium,medium
9115,4,1,medium,medium,medium
9116,4,1,high,high,low
9117,4,0,medium,medium,medium
9118,4,1,medium,medium,medium
9119,4,0,medium,medium,medium
9121,4,1,medium,medium,medium
9122,4,2,medium,high,medium
9123,4,0,medium,medium,medium
9124,4,0,medium,medium,medium
9125,4,0,medium,medium,low
9126,4,0,medium,medium,low
9127,4,2,medium,high,medium
9128,4,1,medium,medium,medium
9129,4,1,low,low,low
9130,4,0,low,low,high
9131,4,1,medium,medium,medium
9132,4,2,medium,medium,medium
9133,4,2,high,high,medium
9134,4,3,high,high,medium
9135,4,2,medium,high,medium
9136,4,0,medium,medium,medium
9137,4,0,low,low,low
9138,4,2,medium,medium,medium
9139,4,2,medium,medium,medium
9140,4,1,medium,medium,medium
9141,4,1,medium,medium,medium
9142,4,1,medium,medium,low
9143,4,1,medium,medium,low
9144,4,2,medium,high,low
9145,4,1,medium,medium,medium
9146,4,1,medium,medium,medium
9147,4,2,medium,medium,medium
9148,4,1,medium,high,low
9149,4,2,medium,high,medium
9150,4,1,medium,medium,low
9151,4,0,medium,medium,medium
9152,4,2,medium,medium,medium
9153,4,1,medium,medium,medium
9154,4,1,medium,medium,medium
9155,4,0,low,medium,low
9156,4,1,medium,medium,medium
9157,4,0,low,medium,medium
9158,4,2,medium,high,medium
9159,4,0,low,low,low
9160,4,0,medium,medium,medium
9161,4,3,high,high,medium
9162,4,2,medium,medium,low
9163,4,2,high,high,low
9164,4,2,medium,medium,medium
9165,4,1,medium,high,medium
9166,4,2,medium,high,medium
9167,4,2,medium,medium,medium
9168,4,1,medium,medium,medium
9169,4,0,medium,medium,low
9170,4,2,high,high,medium
9171,4,2,high,high,medium
9172,4,0,medium,medium,medium
9173,4,0,low,low,low
9174,4,0,medium,medium,medium
9175,4,1,medium,medium,medium
9176,4,0,low,low,low
9177,4,1,medium,medium,medium
9178,4,2,medium,high,medium
9179,4,0,low,low,high
9180,4,1,medium,medium,medium
9181,4,0,low,medium,medium
9182,4,1,medium,high,low
9183,4,0,low,low,medium
9184,4,1,medium,high,low
9185,4,0,medium,medium,medium
9186,4,0,low,low,medium
9187,4,2,medium,medium,medium
9188,4,2,high,high,medium
9189,4,1,medium,medium,low
9190,4,2,medium,high,medium
9191,4,1,medium,medium,medium
9192,4,2,medium,medium,low
9193,4,2,medium,medium,medium
9194,4,0,medium,medium,low
9195,4,0,medium,medium,medium
9196,4,1,medium,medium,low
9197,4,0,medium,medium,medium
9198,4,1,medium,medium,medium
9199,4,2,medium,medium,medium
9200,4,1,medium,medium,medium
9201,4,1,medium,medium,medium
9202,4,0,medium,medium,low
9203,4,0,medium,medium,low
9204,4,2,medium,medium,medium
9205,4,1,medium,medium,medium
9206,4,0,medium,medium,low
9207,4,0,low,low,high
9208,4,3,medium,high,medium
9209,4,0,medium,medium,low
9210,4,0,medium,medium,low
9211,4,2,medium,medium,medium
9212,4,1,medium,high,medium
9213,4,0,low,medium,low
9214,4,1,high,high,medium
9215,4,2,medium,medium,medium
9216,4,1,medium,medium,medium
9217,4,3,medium,medium,medium
9218,4,1,medium,medium,low
9219,4,2,medium,medium,medium
9220,4,2,medium,high,medium
9221,4,2,medium,medium,low
9222,4,1,medium,medium,medium
9223,4,1,medium,medium,medium
9224,4,2,medium,medium,medium
9225,4,0,medium,medium,low
9226,4,0,low,low,high
9227,4,3,medium,high,medium
9228,4,2,medium,medium,medium
9229,4,2,medium,high,medium
9230,4,2,medium,medium,low
9231,4,1,medium,medium,low
9232,4,0,medium,medium,medium
9233,4,0,medium,medium,medium
9234,4,0,low,medium,low
9235,4,1,medium,medium,medium
9236,4,2,medium,medium,medium
9237,4,2,medium,medium,medium
9238,4,1,medium,medium,medium
9239,4,2,medium,medium,medium
9240,4,1,medium,medium,medium
9241,4,1,medium,high,medium
9242,4,2,medium,medium,medium
9243,4,1,medium,medium,medium
9244,4,1,medium,medium,medium
9245,4,0,medium,medium,low
9246,4,0,medium,medium,low
9247,4,2,medium,medium,medium
9248,4,1,medium,medium,medium
9249,4,2,medium,high,medium
9250,4,1,medium,medium,low
9251,4,1,medium,medium,medium
9252,4,0,low,low,medium
9253,4,0,medium,medium,low
9254,4,1,medium,medium,medium
9255,4,2,medium,medium,medium
9256,4,2,medium,medium,medium
9257,4,2,medium,medium,medium
9258,4,2,high,high,medium
9259,4,2,medium,medium,medium
9260,4,2,medium,medium,medium
9261,4,0,medium,medium,low
9262,4,0,medium,medium,medium
9263,4,2,medium,high,medium
9264,4,3,medium,high,medium
9265,4,0,medium,medium,medium
9266,4,0,low,low,low
9267,4,2,medium,medium,medium
9268,4,0,low,low,low
9269,4,2,medium,high,medium
9270,4,1,medium,medium,low
9271,4,1,medium,medium,medium
9272,4,0,low,low,low
9273,4,0,medium,medium,medium
9274,4,1,medium,medium,medium
9275,4,0,medium,medium,low
9276,4,1,medium,medium,medium
9277,4,2,medium,medium,medium
9278,4,1,medium,medium,medium
9279,4,1,medium,medium,medium
9280,4,1,medium,medium,medium
9281,4,3,medium,high,medium
9282,4,2,medium,medium,medium
9283,4,2,medium,medium,medium
9284,4,1,low,low,medium
9285,4,2,high,high,medium
9286,4,0,low,low,medium
9287,4,1,medium,medium,medium
9288,4,3,high,high,low
9289,4,0,low,low,low
9290,4,1,medium,medium,medium
9291,4,1,medium,medium,medium
9292,4,3,medium,high,medium
9293,4,1,medium,medium,medium
9294,4,1,medium,high,medium
9295,4,1,medium,medium,medium
9296,4,0,medium,medium,low
9297,4,1,medium,medium,medium
9298,4,1,medium,high,medium
9299,4,0,low,low,low
9300,4,2,medium,medium,medium
9301,4,3,high,high,medium
9302,4,1,medium,low,medium
9303,4,0,medium,medium,low
9304,4,2,medium,high,medium
9305,4,0,medium,medium,medium
9306,4,1,medium,medium,medium
9307,4,1,medium,medium,medium
9308,4,0,low,medium,low
9309,4,1,medium,medium,medium
9310,4,1,medium,medium,medium
9311,4,0,low,low,low
9312,4,2,high,high,medium
9313,4,0,medium,medium,low
9314,4,0,low,low,low
9315,4,1,medium,medium,medium
9316,4,2,medium,high,medium
9317,4,1,medium,high,medium
9318,4,0,low,low,low
9319,4,3,high,high,low
9320,4,2,medium,medium,medium
9321,4,0,medium,medium,medium
9322,4,0,medium,medium,medium
9323,4,0,low,medium,low
9324,4,0,low,low,low
9325,4,2,medium,medium,medium
9326,4,0,medium,medium,medium
9327,4,2,medium,medium,medium
9328,4,0,low,medium,low
9329,4,3,medium,medium,medium
9330,4,2,medium,medium,medium
9331,4,1,medium,high,medium
9332,4,1,medium,high,low
9333,4,0,low,low,high
9334,4,0,medium,medium,low
9335,4,1,medium,high,medium
9336,4,1,medium,high,low
9337,4,0,medium,medium,low
9338,4,0,medium,medium,low
9339,4,1,medium,medium,medium
9340,4,1,medium,high,low
9341,4,2,medium,high,medium
9342,4,1,medium,high,medium
9343,4,0,medium,medium,medium
9344,4,1,medium,medium,medium
9345,4,0,low,low,low
9346,4,2,medium,medium,medium
9347,4,1,medium,high,medium
9348,4,0,medium,medium,medium
9349,4,0,low,medium,medium
9350,4,0,medium,medium,medium
9351,4,0,low,low,medium
9352,4,1,medium,high,medium
9353,4,1,medium,medium,medium
9354,4,2,medium,medium,medium
9355,4,0,medium,medium,medium
9356,4,0,medium,medium,medium
9357,4,2,medium,high,medium
9358,4,1,medium,medium,low
9359,4,0,low,low,low
9360,4,0,medium,medium,medium
9361,4,1,medium,medium,medium
9362,4,2,medium,high,medium
9363,4,1,medium,medium,medium
9364,4,1,medium,medium,medium
9365,4,2,high,high,low
9366,4,2,medium,medium,medium
9367,4,1,medium,medium,medium
9368,4,1,medium,medium,medium
9369,4,1,medium,medium,medium
9370,4,0,medium,medium,medium
9371,4,1,medium,medium,low
9372,4,0,low,low,high
9373,4,0,medium,medium,low
9374,4,0,medium,medium,medium
9375,4,2,medium,medium,medium
9376,4,1,medium,medium,medium
9377,4,0,low,medium,low
9378,4,1,medium,medium,medium
9379,4,2,medium,medium,medium
9380,4,2,medium,medium,medium
9381,4,0,medium,medium,medium
9382,4,2,medium,high,medium
9383,4,0,medium,medium,medium
9384,4,0,medium,medium,medium
9385,4,1,medium,medium,low
9386,4,1,medium,medium,medium
9387,4,2,medium,high,medium
9388,4,1,medium,medium,medium
9389,4,3,medium,medium,medium
9390,4,0,medium,medium,medium
9391,4,2,medium,high,medium
9392,4,2,medium,medium,medium
9393,4,0,low,medium,medium
9394,4,1,medium,medium,low
9395,4,1,medium,medium,low
9396,4,0,low,low,low
9397,4,0,medium,medium,medium
9398,4,1,medium,medium,medium
9399,4,1,medium,medium,medium
9400,4,0,medium,medium,low
9401,4,1,medium,high,medium
9402,4,2,high,high,low
9403,4,1,medium,medium,medium
9404,4,0,medium,medium,low
9405,4,1,medium,medium,medium
9406,4,1,medium,medium,medium
9407,4,1,medium,medium,medium
9408,4,0,medium,medium,low
9409,4,0,medium,medium,medium
9410,4,0,medium,medium,medium
9411,4,0,medium,medium,medium
9412,4,0,medium,medium,low
9413,4,0,low,low,low
9414,4,0,low,low,high
9415,4,0,low,low,medium
9416,4,2,medium,medium,medium
9417,4,0,low,low,medium
9418,4,1,medium,medium,medium
9419,4,1,medium,medium,medium
9420,4,2,medium,high,medium
9421,4,1,medium,medium,medium
9422,4,2,medium,high,medium
9423,4,2,medium,medium,medium
9424,4,0,medium,medium,medium
9425,4,2,medium,high,medium
9426,4,2,medium,medium,medium
9427,4,1,medium,high,low
9428,4,2,medium,medium,medium
9429,4,1,medium,medium,medium
9430,4,2,medium,high,low
9431,4,0,low,medium,medium
9432,4,1,medium,medium,medium
9434,4,0,medium,medium,medium
9435,4,0,low,low,low
9436,4,2,medium,high,medium
9437,4,1,low,low,low
9438,4,3,medium,high,medium
9439,4,1,medium,medium,medium
9440,4,2,medium,medium,medium
9441,4,2,high,high,medium
9442,4,3,medium,high,medium
9443,4,1,medium,medium,medium
9444,4,2,medium,medium,low
9445,4,1,medium,medium,medium
9446,4,2,low,low,low
9447,4,0,low,low,low
9448,4,2,medium,medium,medium
9449,4,2,medium,medium,medium
9450,4,2,medium,medium,low
9451,4,1,medium,medium,medium
9452,4,1,medium,medium,low
9453,4,2,medium,medium,medium
9454,4,1,medium,medium,low
9455,4,0,low,low,low
9456,4,0,medium,medium,low
9457,4,2,medium,high,medium
9458,4,1,medium,medium,medium
9459,4,2,medium,high,medium
9460,4,1,medium,high,medium
9461,4,0,low,low,medium
9462,4,2,medium,high,medium
9463,4,0,low,low,medium
9464,4,0,medium,medium,low
9465,4,0,medium,medium,medium
9466,4,0,medium,medium,medium
9467,4,1,medium,medium,medium
9468,4,0,medium,medium,medium
9469,4,0,medium,high,low
9470,4,1,medium,medium,medium
9471,4,0,low,low,low
9472,4,1,medium,medium,medium
9473,4,2,medium,medium,medium
9474,4,1,medium,medium,medium
9475,4,0,medium,medium,medium
9476,4,2,medium,medium,medium
9477,4,1,medium,medium,medium
9478,4,2,medium,high,medium
9479,4,1,medium,medium,medium
9480,4,0,low,low,low
9481,4,2,medium,medium,low
9482,4,2,medium,high,medium
9483,4,2,high,high,low
9484,4,2,medium,medium,low
9485,4,3,medium,medium,medium
9486,4,0,low,low,low
9487,4,1,medium,medium,medium
9488,4,0,medium,medium,low
9489,4,2,medium,high,medium
9490,4,0,low,low,low
9491,4,1,low,low,low
9492,4,0,medium,medium,medium
9493,4,2,medium,medium,medium
9494,4,1,medium,medium,medium
9495,4,0,low,low,low
9496,4,0,medium,medium,medium
9497,4,3,medium,high,low
9498,4,0,low,low,low
9499,4,0,low,low,high
9500,4,3,high,high,medium
9501,4,2,medium,medium,medium
9502,4,2,medium,medium,medium
9503,4,2,high,high,low
9504,4,2,medium,high,medium
9505,4,0,medium,medium,medium
9506,4,2,medium,medium,medium
9507,4,2,medium,high,medium
9508,4,1,medium,medium,medium
9509,4,0,low,low,high
9510,4,1,medium,medium,medium
9511,4,1,medium,medium,low
9512,4,0,low,low,medium
9513,4,2,high,high,medium
9514,4,0,medium,medium,medium
9515,4,3,high,high,medium
9516,4,1,medium,medium,medium
9517,4,0,medium,medium,medium
9518,4,0,medium,medium,medium
9519,4,1,medium,medium,medium
9520,4,0,medium,medium,medium
9521,4,2,medium,high,low
9522,4,1,medium,medium,medium
9523,4,2,medium,high,medium
9524,4,1,medium,medium,low
9525,4,2,high,high,medium
9526,4,1,low,low,low
9527,4,2,medium,medium,medium
9528,4,0,low,low,low
9529,4,2,low,low,medium
9530,4,2,high,high,medium
9531,4,1,medium,low,medium
9532,4,0,low,low,low
9533,4,1,medium,medium,medium
9534,4,3,medium,high,medium
9535,4,1,medium,medium,medium
9536,4,0,medium,medium,medium
9537,4,0,low,low,low
9538,4,1,medium,medium,medium
9539,4,0,medium,medium,medium
9540,4,0,medium,medium,low
9541,4,2,medium,high,medium
9542,4,0,low,low,low
9543,4,1,medium,medium,medium
9544,4,0,low,low,low
9545,4,0,medium,medium,medium
9546,4,1,medium,medium,medium
9547,4,2,medium,medium,medium
9548,4,0,medium,medium,low
9549,4,0,medium,medium,medium
9550,4,2,high,high,medium
9551,4,2,medium,high,medium
9552,4,2,medium,high,medium
9553,4,2,medium,high,medium
9554,4,0,medium,medium,medium
9555,4,1,medium,medium,medium
9556,4,2,medium,medium,medium
9557,4,1,medium,medium,medium
9558,4,3,medium,medium,medium
9559,4,3,medium,high,medium
9560,4,0,medium,medium,medium
9561,4,2,medium,high,low
9562,4,2,high,high,medium
9563,4,1,medium,medium,low
9564,4,0,medium,medium,medium
9565,4,0,low,low,medium
9566,4,0,medium,medium,medium
9567,4,2,medium,medium,medium
9568,4,0,low,low,low
9569,4,2,medium,high,medium
9570,4,2,medium,high,low
9571,4,2,medium,medium,medium
9572,4,1,medium,medium,medium
9573,4,2,medium,medium,medium
9574,4,1,medium,medium,medium
9575,4,0,low,low,medium
9576,4,2,medium,medium,medium
9577,4,0,low,low,low
9578,4,2,medium,medium,medium
9579,4,0,medium,medium,medium
9580,4,2,medium,high,low
9581,4,0,low,low,low
9582,4,0,low,low,low
9583,4,0,medium,medium,low
9584,4,2,medium,medium,medium
9585,4,0,low,low,low
9586,4,0,medium,medium,low
9587,4,1,medium,medium,medium
9588,4,1,medium,medium,medium
9589,4,2,medium,high,medium
9590,4,2,medium,high,medium
9591,4,1,medium,medium,medium
9592,4,0,medium,high,low
9593,4,0,medium,medium,medium
9594,4,2,medium,medium,medium
9595,4,2,high,high,medium
9596,4,1,medium,medium,medium
9597,4,1,medium,medium,medium
9598,4,2,medium,medium,medium
9599,4,1,medium,medium,low
9600,4,2,medium,medium,medium
9601,4,0,low,low,medium
9602,4,0,medium,medium,low
9603,4,1,medium,high,medium
9604,4,1,medium,medium,medium
9605,4,0,medium,medium,medium
9606,4,2,medium,medium,medium
9607,4,3,high,high,medium
9608,4,2,medium,high,medium
9609,4,1,medium,medium,medium
9610,4,2,medium,high,medium
9611,4,0,low,low,high
9612,4,0,low,low,high
9613,4,1,medium,high,medium
9614,4,0,low,low,low
9615,4,3,medium,high,medium
9616,4,1,medium,medium,medium
9617,4,2,medium,medium,medium
9618,4,2,high,high,low
9619,4,1,medium,medium,medium
9620,4,0,medium,medium,low
9621,4,0,medium,medium,medium
9622,4,3,medium,medium,medium
9623,4,1,low,low,low
9624,4,2,medium,high,medium
9625,4,3,medium,high,medium
9626,4,0,low,low,low
9627,4,2,medium,medium,medium
9628,4,2,medium,medium,medium
9629,4,0,low,low,medium
9630,4,2,medium,high,medium
9631,4,1,medium,medium,medium
9632,4,0,low,low,medium
9633,4,2,medium,medium,low
9634,4,0,low,medium,low
9635,4,0,medium,medium,low
9636,4,1,medium,medium,low
9637,4,0,low,low,low
9638,4,1,medium,medium,medium
9639,4,1,medium,medium,low
9640,4,1,medium,medium,medium
9641,4,1,medium,medium,medium
9642,4,2,medium,high,medium
9643,4,2,medium,high,medium
9644,4,0,medium,medium,medium
9645,4,2,high,high,low
9646,4,0,medium,medium,low
9647,4,0,low,low,medium
9648,4,2,high,high,medium
9649,4,0,medium,medium,medium
9650,4,2,medium,medium,medium
9651,4,1,medium,high,medium
9652,4,1,medium,medium,medium
9653,4,0,low,low,high
9654,4,0,low,low,medium
9655,4,0,low,low,low
9656,4,0,medium,medium,medium
9657,4,1,low,low,low
9658,4,1,medium,medium,medium
9659,4,1,medium,medium,medium
9660,4,2,medium,medium,medium
9661,4,1,medium,medium,medium
9662,4,0,low,low,medium
9663,4,1,medium,medium,medium
9664,4,0,low,low,low
9665,4,0,low,low,low
9666,4,1,medium,medium,medium
9667,4,2,medium,medium,medium
9668,4,0,medium,medium,low
9669,4,2,medium,medium,medium
9670,4,3,medium,medium,medium
9671,4,3,high,high,medium
9672,4,1,medium,medium,medium
9674,4,2,high,high,medium
9675,4,1,medium,medium,medium
9676,4,0,medium,medium,medium
9677,4,2,medium,medium,low
9678,4,0,medium,medium,medium
9679,4,0,low,low,low
9680,4,1,medium,medium,low
9681,4,0,medium,medium,low
9682,4,1,medium,medium,medium
9683,4,1,medium,medium,medium
9684,4,0,medium,medium,medium
9685,4,2,medium,medium,medium
9686,4,1,medium,medium,medium
9687,4,0,medium,medium,medium
9688,4,0,medium,medium,medium
9689,4,1,medium,medium,medium
9690,4,1,medium,medium,low
9691,4,0,low,low,high
9692,4,0,low,low,low
9693,4,0,low,low,low
9694,4,1,medium,medium,low
9695,4,0,medium,medium,medium
9696,4,0,medium,medium,low
9697,4,0,low,low,low
9698,4,2,medium,medium,medium
9699,4,3,medium,high,medium
9700,4,2,medium,high,medium
9701,4,0,medium,medium,medium
9702,4,1,medium,medium,medium
9703,4,0,low,low,low
9704,4,0,low,low,high
9705,4,2,medium,medium,medium
9706,4,0,low,low,low
9707,4,0,medium,medium,medium
9708,4,2,medium,medium,medium
9709,4,2,medium,medium,medium
9710,4,1,medium,medium,medium
9711,4,2,medium,medium,medium
9712,4,0,low,low,medium
9713,4,2,medium,medium,medium
9714,4,0,medium,medium,medium
9715,4,1,medium,medium,medium
9716,4,0,medium,medium,low
9717,4,1,medium,medium,medium
9718,4,0,medium,medium,medium
9719,4,0,low,low,medium
9720,4,1,medium,medium,low
9721,4,1,medium,medium,medium
9722,4,2,medium,medium,medium
9723,4,1,medium,high,medium
9724,4,1,medium,medium,medium
9725,4,1,medium,medium,medium
9726,4,1,medium,medium,medium
9727,4,3,high,high,medium
9728,4,0,medium,medium,medium
9729,4,1,medium,medium,medium
9730,4,1,medium,medium,medium
9731,4,1,medium,medium,medium
9732,4,0,medium,medium,medium
9733,4,1,medium,medium,medium
9734,4,2,medium,medium,medium
9735,4,0,low,low,medium
9736,4,0,medium,medium,low
9737,4,1,low,low,low
9738,4,2,high,high,medium
9739,4,2,medium,medium,medium
9740,4,1,medium,medium,low
9741,4,2,medium,high,medium
9742,4,0,medium,medium,medium
9743,4,2,medium,medium,medium
9744,4,2,medium,high,medium
9745,4,0,medium,medium,medium
9746,4,0,medium,medium,medium
9747,4,0,low,medium,low
9748,4,0,medium,medium,medium
9749,4,0,medium,medium,low
9750,4,2,medium,medium,medium
9751,4,0,medium,medium,medium
9752,4,1,medium,medium,medium
9753,4,2,medium,high,low
9754,4,1,medium,medium,medium
9755,4,2,medium,high,medium
9756,4,0,low,low,low
9757,4,0,low,low,medium
9758,4,1,medium,medium,medium
9759,4,1,low,medium,low
9760,4,2,high,high,medium
9761,4,2,medium,medium,medium
9762,4,2,medium,high,medium
9763,4,0,medium,medium,medium
9764,4,1,medium,medium,medium
9765,4,1,medium,medium,medium
9766,4,0,medium,medium,medium
9767,4,1,medium,medium,medium
9768,4,0,medium,low,medium
9769,4,0,low,low,low
9770,4,0,medium,medium,medium
9771,4,1,medium,medium,medium
